Date,AINC_Open_average,AINC_Open_max,AINC_Open_min,AINC_Open_volatility,AINC_Open_change,AINC_High_average,AINC_High_max,AINC_High_min,AINC_High_volatility,AINC_High_change,AINC_Low_average,AINC_Low_max,AINC_Low_min,AINC_Low_volatility,AINC_Low_change,AINC_Close_average,AINC_Close_max,AINC_Close_min,AINC_Close_volatility,AINC_Close_change,AINC_Volume_average,AINC_Volume_max,AINC_Volume_min,AINC_Volume_volatility,AINC_Volume_change
2018-01-14,93.885,96.99,90.15,6.839999999999989,-6.839999999999989,95.35,99.0,93.0,6.0,-5.0,92.64750000000001,95.31,88.31,7.0,-7.0,94.07,95.31,91.97,3.3400000000000034,-1.3100000000000023,478,934,107,827,-484
2018-01-21,92.4175,95.2,89.0,6.200000000000003,1.3599999999999994,92.60249999999999,95.2,89.58,5.6200000000000045,1.2000000000000028,91.905,95.2,89.0,6.200000000000003,1.3599999999999994,92.08500000000001,95.2,89.58,5.6200000000000045,1.2199999999999989,267,491,14,477,-214
2018-01-28,91.288,94.0,89.95,4.049999999999997,-2.9599999999999937,91.288,94.0,89.95,4.049999999999997,-2.9599999999999937,90.652,91.71,89.95,1.759999999999991,-1.509999999999991,90.652,91.71,89.95,1.759999999999991,-1.509999999999991,91,153,1,152,48
2018-02-04,89.8425,92.4,86.5,5.900000000000006,-0.4099999999999966,91.875,92.7,90.44,2.260000000000005,1.519999999999996,89.0,92.0,86.5,5.5,2.5,91.03999999999999,92.7,87.5,5.200000000000003,4.459999999999994,288,503,179,324,21
2018-02-11,92.618,96.96,86.4,10.559999999999988,10.559999999999988,96.674,98.98,95.0,3.980000000000004,3.980000000000004,92.618,96.96,86.4,10.559999999999988,10.559999999999988,96.378,98.42,95.0,3.4200000000000017,2.5,460,1161,120,1041,781
2018-02-18,95.5875,99.0,92.6,6.400000000000006,3.0,99.0,100.0,97.5,2.5,-2.5,94.715,95.6,92.6,3.0,3.0,97.8075,100.0,95.6,4.400000000000006,-2.5,1315,3447,91,3356,-1205
2018-02-25,96.69,98.03,94.22,3.8100000000000023,1.0,98.206,98.95,97.0,1.9500000000000028,1.0,95.254,97.05,93.0,4.049999999999997,-4.0,96.63,98.95,93.9,5.049999999999997,-3.0999999999999943,245,666,0,666,666
2018-03-04,93.45666666666666,94.61,91.66,2.950000000000003,2.4399999999999977,95.20333333333333,95.65,94.96,0.6900000000000119,-0.6900000000000119,92.44333333333333,94.1,91.57,2.530000000000001,2.4399999999999977,95.20333333333333,95.65,94.96,0.6900000000000119,-0.6900000000000119,2654,4713,206,4507,-4507
2018-03-11,95.738,97.34,94.0,3.3400000000000034,3.3400000000000034,96.256,97.5,95.0,2.5,2.5,95.002,97.0,94.0,3.0,0.010000000000005116,95.446,97.0,94.01,2.989999999999995,-0.9899999999999949,1280,2897,48,2849,2849
2018-03-18,94.214,96.0,91.61,4.390000000000001,-0.5100000000000051,95.438,96.73,94.0,2.730000000000004,-0.5100000000000051,93.602,94.95,91.61,3.3400000000000034,0.5499999999999972,94.74,96.73,93.45,3.280000000000001,0.5499999999999972,329,696,181,515,8
