Date,VanEck Vectors ChinaAMC SME-ChiNext_Open_average,VanEck Vectors ChinaAMC SME-ChiNext_Open_max,VanEck Vectors ChinaAMC SME-ChiNext_Open_min,VanEck Vectors ChinaAMC SME-ChiNext_Open_volatility,VanEck Vectors ChinaAMC SME-ChiNext_Open_change,VanEck Vectors ChinaAMC SME-ChiNext_High_average,VanEck Vectors ChinaAMC SME-ChiNext_High_max,VanEck Vectors ChinaAMC SME-ChiNext_High_min,VanEck Vectors ChinaAMC SME-ChiNext_High_volatility,VanEck Vectors ChinaAMC SME-ChiNext_High_change,VanEck Vectors ChinaAMC SME-ChiNext_Low_average,VanEck Vectors ChinaAMC SME-ChiNext_Low_max,VanEck Vectors ChinaAMC SME-ChiNext_Low_min,VanEck Vectors ChinaAMC SME-ChiNext_Low_volatility,VanEck Vectors ChinaAMC SME-ChiNext_Low_change,VanEck Vectors ChinaAMC SME-ChiNext_Close_average,VanEck Vectors ChinaAMC SME-ChiNext_Close_max,VanEck Vectors ChinaAMC SME-ChiNext_Close_min,VanEck Vectors ChinaAMC SME-ChiNext_Close_volatility,VanEck Vectors ChinaAMC SME-ChiNext_Close_change
2018-09-30,23.7,23.7,23.7,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.89,23.89,23.89,0.0,0.0
2018-10-07,22.23,22.23,22.23,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.1,22.1,22.1,0.0,0.0,22.11,22.11,22.11,0.0,0.0
2018-10-14,23.0,23.0,23.0,0.0,0.0,23.17,23.17,23.17,0.0,0.0,22.93,22.93,22.93,0.0,0.0,23.0,23.0,23.0,0.0,0.0
2018-10-21,21.64,21.64,21.64,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.17,21.17,21.17,0.0,0.0
2018-10-28,23.29,23.29,23.29,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.3,23.3,23.3,0.0,0.0
2018-11-04,22.79,22.79,22.79,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.61,22.61,22.61,0.0,0.0
2018-11-11,23.75,23.75,23.75,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.52,23.52,23.52,0.0,0.0
2018-11-18,22.15,22.15,22.15,0.0,0.0,22.26,22.26,22.26,0.0,0.0,22.04,22.04,22.04,0.0,0.0,22.21,22.21,22.21,0.0,0.0
2018-11-25,23.42,23.42,23.42,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.42,23.42,23.42,0.0,0.0,23.61,23.61,23.61,0.0,0.0
2018-12-02,22.26,22.26,22.26,0.0,0.0,22.47,22.47,22.47,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.39,22.39,22.39,0.0,0.0
2018-12-09,21.96,21.96,21.96,0.0,0.0,22.0,22.0,22.0,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.81,21.81,21.81,0.0,0.0
2018-12-16,21.11,21.11,21.11,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.09,21.09,21.09,0.0,0.0,21.16,21.16,21.16,0.0,0.0
2018-12-23,21.11,21.11,21.11,0.0,0.0,21.11,21.11,21.11,0.0,0.0,20.94,20.94,20.94,0.0,0.0,20.94,20.94,20.94,0.0,0.0
2018-12-30,21.5,21.5,21.5,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.61,21.61,21.61,0.0,0.0
2019-01-06,21.74,21.74,21.74,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.71,21.71,21.71,0.0,0.0
2019-01-13,22.1,22.1,22.1,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.1,22.1,22.1,0.0,0.0,22.23,22.23,22.23,0.0,0.0
2019-01-20,22.25,22.25,22.25,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.16,22.16,22.16,0.0,0.0,22.25,22.25,22.25,0.0,0.0
2019-01-27,22.45,22.45,22.45,0.0,0.0,22.54,22.54,22.54,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.54,22.54,22.54,0.0,0.0
2019-02-03,23.11,23.11,23.11,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.11,23.11,23.11,0.0,0.0,23.26,23.26,23.26,0.0,0.0
2019-02-10,23.97,23.97,23.97,0.0,0.0,24.15,24.15,24.15,0.0,0.0,23.97,23.97,23.97,0.0,0.0,24.15,24.15,24.15,0.0,0.0
2019-02-17,27.48,27.48,27.48,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.59,27.59,27.59,0.0,0.0
2019-02-24,28.58,28.58,28.58,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.43,28.43,28.43,0.0,0.0
2019-03-03,29.21,29.21,29.21,0.0,0.0,29.55,29.55,29.55,0.0,0.0,28.94,28.94,28.94,0.0,0.0,29.54,29.54,29.54,0.0,0.0
2019-03-10,29.1,29.1,29.1,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.02,29.02,29.02,0.0,0.0,29.1,29.1,29.1,0.0,0.0
2019-03-17,28.3,28.3,28.3,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.25,28.25,28.25,0.0,0.0
2019-03-24,30.24,30.24,30.24,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.06,30.06,30.06,0.0,0.0,30.39,30.39,30.39,0.0,0.0
2019-03-31,30.18,30.18,30.18,0.0,0.0,30.27,30.27,30.27,0.0,0.0,29.99,29.99,29.99,0.0,0.0,30.18,30.18,30.18,0.0,0.0
2019-04-07,29.0,29.0,29.0,0.0,0.0,29.0,29.0,29.0,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.82,28.82,28.82,0.0,0.0
2019-04-14,29.35,29.35,29.35,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.06,29.06,29.06,0.0,0.0,29.07,29.07,29.07,0.0,0.0
2019-04-21,27.6,27.6,27.6,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.35,27.35,27.35,0.0,0.0
2019-04-28,25.03,25.03,25.03,0.0,0.0,25.98,25.98,25.98,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.8,25.8,25.8,0.0,0.0
2019-05-05,24.14,24.14,24.14,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.15,24.15,24.15,0.0,0.0
2019-05-12,24.0,24.0,24.0,0.0,0.0,24.08,24.08,24.08,0.0,0.0,23.94,23.94,23.94,0.0,0.0,24.03,24.03,24.03,0.0,0.0
2019-05-19,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.8,23.8,23.8,0.0,0.0
2019-05-26,24.51,24.51,24.51,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.54,24.54,24.54,0.0,0.0
2019-06-02,23.98,23.98,23.98,0.0,0.0,24.04,24.04,24.04,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.99,23.99,23.99,0.0,0.0
2019-06-09,24.23,24.23,24.23,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.15,24.15,24.15,0.0,0.0
2019-06-16,25.74,25.74,25.74,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.69,25.69,25.69,0.0,0.0
2019-06-23,26.81,26.81,26.81,0.0,0.0,27.08,27.08,27.08,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.86,26.86,26.86,0.0,0.0
2019-06-30,25.87,25.87,25.87,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2019-07-07,26.15,26.15,26.15,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.12,26.12,26.12,0.0,0.0
2019-07-14,25.68,25.68,25.68,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.71,25.71,25.71,0.0,0.0
2019-07-21,26.5,26.5,26.5,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.6,26.6,26.6,0.0,0.0
2019-07-28,25.0,25.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.42,24.42,24.42,0.0,0.0
2019-08-04,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.85,24.85,24.85,0.0,0.0
2019-08-11,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.26,26.26,26.26,0.0,0.0
2019-08-18,25.7,25.7,25.7,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.84,25.84,25.84,0.0,0.0
2019-08-25,26.22,26.22,26.22,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.08,26.08,26.08,0.0,0.0,26.12,26.12,26.12,0.0,0.0
2019-09-01,27.66,27.66,27.66,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.92,27.92,27.92,0.0,0.0
2019-09-08,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.84,27.84,27.84,0.0,0.0
2019-09-15,26.93,26.93,26.93,0.0,0.0,27.16,27.16,27.16,0.0,0.0,26.93,26.93,26.93,0.0,0.0,27.12,27.12,27.12,0.0,0.0
2019-09-22,26.22,26.22,26.22,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.22,26.22,26.22,0.0,0.0
2019-09-29,26.18,26.18,26.18,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.14,26.14,26.14,0.0,0.0
2019-10-06,27.4,27.4,27.4,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2019-10-13,26.98,26.98,26.98,0.0,0.0,27.22,27.22,27.22,0.0,0.0,26.98,26.98,26.98,0.0,0.0,27.05,27.05,27.05,0.0,0.0
2019-10-20,28.0,28.0,28.0,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.21,28.21,28.21,0.0,0.0
2019-10-27,28.12,28.12,28.12,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.12,28.12,28.12,0.0,0.0,28.14,28.14,28.14,0.0,0.0
2019-11-03,28.19,28.19,28.19,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.05,28.05,28.05,0.0,0.0,28.18,28.18,28.18,0.0,0.0
2019-11-10,28.08,28.08,28.08,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2019-11-17,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2019-11-24,27.39,27.39,27.39,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.36,27.36,27.36,0.0,0.0
2019-12-01,28.23,28.23,28.23,0.0,0.0,28.23,28.23,28.23,0.0,0.0,27.94,27.94,27.94,0.0,0.0,27.98,27.98,27.98,0.0,0.0
2019-12-08,29.12,29.12,29.12,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.12,29.12,29.12,0.0,0.0,29.19,29.19,29.19,0.0,0.0
2019-12-15,28.73,28.73,28.73,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.54,28.54,28.54,0.0,0.0
2019-12-22,29.32,29.32,29.32,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.23,29.23,29.23,0.0,0.0
2019-12-29,30.34,30.34,30.34,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.19,30.19,30.19,0.0,0.0,30.51,30.51,30.51,0.0,0.0
