Date,GYRO_stock_Open_average,GYRO_stock_Open_max,GYRO_stock_Open_min,GYRO_stock_Open_volatility,GYRO_stock_Open_change,GYRO_stock_High_average,GYRO_stock_High_max,GYRO_stock_High_min,GYRO_stock_High_volatility,GYRO_stock_High_change,GYRO_stock_Low_average,GYRO_stock_Low_max,GYRO_stock_Low_min,GYRO_stock_Low_volatility,GYRO_stock_Low_change,GYRO_stock_Close_average,GYRO_stock_Close_max,GYRO_stock_Close_min,GYRO_stock_Close_volatility,GYRO_stock_Close_change,GYRO_stock_Volume_average,GYRO_stock_Volume_max,GYRO_stock_Volume_min,GYRO_stock_Volume_volatility,GYRO_stock_Volume_change
2018-01-14,20.623333333333335,20.94,20.13,0.8100000000000023,-0.6700000000000017,20.623333333333335,20.94,20.13,0.8100000000000023,-0.6700000000000017,20.606666666666666,20.94,20.13,0.8100000000000023,-0.620000000000001,20.62,20.94,20.13,0.8100000000000023,-0.6600000000000001,1824,5371,0,5371,-5371
2018-01-21,20.283333333333335,20.44,20.2,0.240000000000002,0.240000000000002,20.443333333333335,20.92,20.2,0.7200000000000024,0.7200000000000024,20.23,20.28,20.2,0.08000000000000185,0.08000000000000185,20.366666666666667,20.69,20.2,0.490000000000002,0.490000000000002,2357,6867,0,6867,6867
2018-01-28,20.116666666666667,20.22,20.02,0.1999999999999993,-0.10999999999999943,20.536666666666665,20.92,20.11,0.8100000000000023,-0.8100000000000023,20.07,20.11,20.02,0.08999999999999986,0.030000000000001137,20.243333333333332,20.51,20.11,0.40000000000000213,-0.40000000000000213,4060,7743,216,7527,-7527
2018-02-04,19.4025,19.9,18.47,1.4299999999999997,0.09999999999999787,19.905,20.8,18.47,2.330000000000002,0.75,19.2275,19.8,18.47,1.3300000000000018,-0.07000000000000028,19.255,19.8,18.47,1.3300000000000018,-0.07000000000000028,3946,13235,0,13235,2348
2018-02-11,19.74,19.74,19.74,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.74,19.74,19.74,0.0,0.0,0,0,0,0,0
2018-02-18,19.755000000000003,19.76,19.75,0.010000000000001563,0.010000000000001563,19.755000000000003,19.76,19.75,0.010000000000001563,0.010000000000001563,19.755000000000003,19.76,19.75,0.010000000000001563,0.010000000000001563,19.755000000000003,19.76,19.75,0.010000000000001563,0.010000000000001563,100,200,0,200,-200
2018-02-25,20.063333333333333,20.61,19.75,0.8599999999999994,-0.8599999999999994,20.096666666666668,20.61,19.83,0.7800000000000011,-0.759999999999998,19.596666666666668,19.83,19.21,0.6199999999999974,0.5399999999999991,19.596666666666668,19.83,19.21,0.6199999999999974,0.5399999999999991,4289,12116,0,12116,-11365
2018-03-04,19.805,20.24,19.55,0.6899999999999977,-0.2700000000000031,20.0675,20.58,19.55,1.0299999999999976,0.6799999999999997,19.805,20.24,19.55,0.6899999999999977,-0.2700000000000031,19.947499999999998,20.24,19.55,0.6899999999999977,0.20000000000000284,3012,10853,0,10853,10198
2018-03-11,20.049999999999997,20.06,20.04,0.019999999999999574,0.019999999999999574,20.049999999999997,20.06,20.04,0.019999999999999574,0.019999999999999574,20.03,20.06,20.0,0.05999999999999872,0.05999999999999872,20.03,20.06,20.0,0.05999999999999872,0.05999999999999872,182,237,127,110,-110
2018-03-18,20.455,20.66,20.25,0.41000000000000014,0.41000000000000014,20.46,20.67,20.25,0.4200000000000017,0.4200000000000017,20.455,20.66,20.25,0.41000000000000014,0.41000000000000014,20.46,20.67,20.25,0.4200000000000017,0.4200000000000017,1107,1984,230,1754,1754
