Date,First Trust South Korea AlphaDEXEtf_Open_average,First Trust South Korea AlphaDEXEtf_Open_max,First Trust South Korea AlphaDEXEtf_Open_min,First Trust South Korea AlphaDEXEtf_Open_volatility,First Trust South Korea AlphaDEXEtf_Open_change,First Trust South Korea AlphaDEXEtf_High_average,First Trust South Korea AlphaDEXEtf_High_max,First Trust South Korea AlphaDEXEtf_High_min,First Trust South Korea AlphaDEXEtf_High_volatility,First Trust South Korea AlphaDEXEtf_High_change,First Trust South Korea AlphaDEXEtf_Low_average,First Trust South Korea AlphaDEXEtf_Low_max,First Trust South Korea AlphaDEXEtf_Low_min,First Trust South Korea AlphaDEXEtf_Low_volatility,First Trust South Korea AlphaDEXEtf_Low_change,First Trust South Korea AlphaDEXEtf_Close_average,First Trust South Korea AlphaDEXEtf_Close_max,First Trust South Korea AlphaDEXEtf_Close_min,First Trust South Korea AlphaDEXEtf_Close_volatility,First Trust South Korea AlphaDEXEtf_Close_change
2018-01-14,30.96,30.96,30.96,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.69,30.69,30.69,0.0,0.0
2018-01-21,31.1,31.1,31.1,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.1,31.1,31.1,0.0,0.0
2018-01-28,30.31,30.31,30.31,0.0,0.0,30.31,30.31,30.31,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.95,29.95,29.95,0.0,0.0
2018-02-04,28.13,28.13,28.13,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.13,28.13,28.13,0.0,0.0,28.4,28.4,28.4,0.0,0.0
2018-02-11,30.21,30.21,30.21,0.0,0.0,30.21,30.21,30.21,0.0,0.0,30.01,30.01,30.01,0.0,0.0,30.04,30.04,30.04,0.0,0.0
2018-02-18,29.69,29.69,29.69,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.85,29.85,29.85,0.0,0.0
2018-02-25,29.41,29.41,29.41,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.75,29.75,29.75,0.0,0.0
2018-03-04,30.23,30.23,30.23,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.18,30.18,30.18,0.0,0.0,30.18,30.18,30.18,0.0,0.0
2018-03-11,30.09,30.09,30.09,0.0,0.0,30.2,30.2,30.2,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.15,30.15,30.15,0.0,0.0
2018-03-18,29.36,29.36,29.36,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.36,29.36,29.36,0.0,0.0
2018-03-25,29.52,29.52,29.52,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.85,29.85,29.85,0.0,0.0
2018-04-01,29.24,29.24,29.24,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2018-04-08,29.34,29.34,29.34,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.25,29.25,29.25,0.0,0.0
2018-04-15,28.98,28.98,28.98,0.0,0.0,28.98,28.98,28.98,0.0,0.0,28.98,28.98,28.98,0.0,0.0,28.98,28.98,28.98,0.0,0.0
2018-04-22,28.76,28.76,28.76,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.76,28.76,28.76,0.0,0.0
2018-04-29,28.75,28.75,28.75,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.75,28.75,28.75,0.0,0.0
2018-05-06,29.08,29.08,29.08,0.0,0.0,29.08,29.08,29.08,0.0,0.0,29.08,29.08,29.08,0.0,0.0,29.08,29.08,29.08,0.0,0.0
2018-05-13,28.74,28.74,28.74,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.66,28.66,28.66,0.0,0.0
2018-05-20,28.37,28.37,28.37,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.37,28.37,28.37,0.0,0.0
2018-05-27,28.16,28.16,28.16,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.16,28.16,28.16,0.0,0.0
2018-06-03,28.33,28.33,28.33,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2018-06-10,27.44,27.44,27.44,0.0,0.0,27.44,27.44,27.44,0.0,0.0,27.44,27.44,27.44,0.0,0.0,27.44,27.44,27.44,0.0,0.0
2018-06-17,26.41,26.41,26.41,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.37,26.37,26.37,0.0,0.0
2018-06-24,25.76,25.76,25.76,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.76,25.76,25.76,0.0,0.0
2018-07-01,24.86,24.86,24.86,0.0,0.0,25.05,25.05,25.05,0.0,0.0,24.83,24.83,24.83,0.0,0.0,25.01,25.01,25.01,0.0,0.0
2018-07-08,24.86,24.86,24.86,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2018-07-15,24.5,24.5,24.5,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.49,24.49,24.49,0.0,0.0
2018-07-22,25.15,25.15,25.15,0.0,0.0,25.18,25.18,25.18,0.0,0.0,24.98,24.98,24.98,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2018-07-29,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0
2018-08-05,24.8,24.8,24.8,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.8,24.8,24.8,0.0,0.0
2018-08-12,24.56,24.56,24.56,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.56,24.56,24.56,0.0,0.0
2018-08-19,25.14,25.14,25.14,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2018-08-26,25.31,25.31,25.31,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.44,25.44,25.44,0.0,0.0
2018-09-02,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2018-09-09,25.21,25.21,25.21,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.32,25.32,25.32,0.0,0.0
2018-09-16,25.46,25.46,25.46,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.46,25.46,25.46,0.0,0.0
2018-09-23,25.74,25.74,25.74,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.86,25.86,25.86,0.0,0.0
2018-09-30,24.85,24.85,24.85,0.0,0.0,24.85,24.85,24.85,0.0,0.0,24.85,24.85,24.85,0.0,0.0,24.85,24.85,24.85,0.0,0.0
2018-10-07,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0
2018-10-14,23.35,23.35,23.35,0.0,0.0,23.36,23.36,23.36,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.35,23.35,23.35,0.0,0.0
