Date,AMZN_Open_average,AMZN_Open_max,AMZN_Open_min,AMZN_Open_volatility,AMZN_Open_change,AMZN_High_average,AMZN_High_max,AMZN_High_min,AMZN_High_volatility,AMZN_High_change,AMZN_Low_average,AMZN_Low_max,AMZN_Low_min,AMZN_Low_volatility,AMZN_Low_change,AMZN_Close_average,AMZN_Close_max,AMZN_Close_min,AMZN_Close_volatility,AMZN_Close_change,AMZN_Volume_average,AMZN_Volume_max,AMZN_Volume_min,AMZN_Volume_volatility,AMZN_Volume_change
2018-01-14,1307.672,1323.0,1293.95,29.049999999999955,-25.829999999999927,1319.798,1339.94,1304.6,35.340000000000146,-12.490000000000009,1289.3700000000001,1296.66,1280.88,15.779999999999973,4.360000000000127,1303.014,1327.31,1293.32,33.99000000000001,22.450000000000045,5043993,7220701,4026915,3193786,-3080640
2018-01-21,1376.42,1409.18,1338.09,71.09000000000015,71.09000000000015,1393.064,1431.39,1364.9,66.49000000000001,66.49000000000001,1362.862,1400.44,1337.34,63.100000000000136,63.100000000000136,1383.546,1417.68,1357.51,60.17000000000007,55.1400000000001,5457796,6807457,4753012,2054445,532592
2018-01-28,1435.896,1477.39,1402.62,74.77000000000021,-0.5500000000001819,1465.738,1498.0,1439.25,58.75,19.730000000000018,1392.38,1450.04,1320.72,129.31999999999994,-71.27999999999997,1419.732,1450.89,1390.0,60.8900000000001,-47.819999999999936,8806230,11494985,5871942,5623043,5623043
2018-02-04,1395.6580000000001,1449.0,1361.46,87.53999999999996,3.2100000000000364,1423.208,1460.99,1383.5,77.49000000000001,-50.180000000000064,1345.364,1415.15,1265.93,149.22000000000003,-7.779999999999973,1387.19,1442.84,1339.6,103.24000000000001,-56.6099999999999,9537717,14141524,6738944,7402580,-4327875
2018-02-11,1429.1100000000001,1466.89,1385.93,80.96000000000004,71.43999999999983,1451.63,1468.94,1419.72,49.22000000000003,46.07999999999993,1417.5725,1446.56,1383.53,63.02999999999997,63.02999999999997,1444.0025,1461.76,1414.51,47.25,34.180000000000064,5500597,5959209,4472564,1486645,-1445315
2018-02-18,1486.278,1509.2,1446.49,62.710000000000036,62.710000000000036,1503.528,1522.84,1488.77,34.069999999999936,34.069999999999936,1478.934,1507.0,1446.49,60.50999999999999,60.50999999999999,1491.712,1521.95,1468.35,53.600000000000136,53.600000000000136,5406946,6499228,4418103,2081125,-1544240
2018-02-25,1504.19,1524.5,1469.1,55.40000000000009,-30.25999999999999,1520.08,1528.7,1501.05,27.65000000000009,-1.3999999999998636,1484.044,1512.0,1455.01,56.99000000000001,-26.210000000000036,1508.348,1523.61,1493.45,30.159999999999854,11.629999999999882,5596105,6835230,4515023,2320207,425158
2018-03-04,1553.164,1592.6,1526.52,66.07999999999993,59.399999999999864,1565.4360000000001,1605.33,1542.13,63.19999999999982,63.19999999999982,1548.308,1586.7,1522.51,64.19000000000005,58.700000000000045,1562.356,1598.39,1537.64,60.75,60.75,4461383,5174211,3862615,1311596,612493
2018-03-11,1589.188,1615.96,1554.53,61.430000000000064,-61.430000000000064,1594.3980000000001,1617.54,1561.66,55.87999999999988,-55.87999999999988,1567.972,1590.89,1525.35,65.54000000000019,-52.66000000000008,1575.622,1591.0,1544.93,46.069999999999936,-43.25,5373362,6580766,4069701,2511065,48874
2018-03-18,1554.254,1586.45,1530.0,56.450000000000045,-20.339999999999918,1571.372,1590.0,1549.02,40.98000000000002,-30.00999999999999,1529.118,1563.17,1495.36,67.81000000000017,-46.16000000000008,1552.942,1586.51,1495.56,90.95000000000005,-30.65000000000009,5856724,8006033,4581568,3424465,1043132
