Date,BlueStar TA-BIGITech Israel Tech_Open_average,BlueStar TA-BIGITech Israel Tech_Open_max,BlueStar TA-BIGITech Israel Tech_Open_min,BlueStar TA-BIGITech Israel Tech_Open_volatility,BlueStar TA-BIGITech Israel Tech_Open_change,BlueStar TA-BIGITech Israel Tech_High_average,BlueStar TA-BIGITech Israel Tech_High_max,BlueStar TA-BIGITech Israel Tech_High_min,BlueStar TA-BIGITech Israel Tech_High_volatility,BlueStar TA-BIGITech Israel Tech_High_change,BlueStar TA-BIGITech Israel Tech_Low_average,BlueStar TA-BIGITech Israel Tech_Low_max,BlueStar TA-BIGITech Israel Tech_Low_min,BlueStar TA-BIGITech Israel Tech_Low_volatility,BlueStar TA-BIGITech Israel Tech_Low_change,BlueStar TA-BIGITech Israel Tech_Close_average,BlueStar TA-BIGITech Israel Tech_Close_max,BlueStar TA-BIGITech Israel Tech_Close_min,BlueStar TA-BIGITech Israel Tech_Close_volatility,BlueStar TA-BIGITech Israel Tech_Close_change
2018-01-14,32.97,32.97,32.97,0.0,0.0,33.1,33.1,33.1,0.0,0.0,32.96,32.96,32.96,0.0,0.0,33.1,33.1,33.1,0.0,0.0
2018-01-21,33.35,33.35,33.35,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.47,33.47,33.47,0.0,0.0
2018-01-28,32.84,32.84,32.84,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.42,32.42,32.42,0.0,0.0,32.47,32.47,32.47,0.0,0.0
2018-02-04,31.0,31.0,31.0,0.0,0.0,31.11,31.11,31.11,0.0,0.0,30.11,30.11,30.11,0.0,0.0,30.9,30.9,30.9,0.0,0.0
2018-02-11,32.45,32.45,32.45,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.52,32.52,32.52,0.0,0.0
2018-02-18,33.0,33.0,33.0,0.0,0.0,33.14,33.14,33.14,0.0,0.0,32.94,32.94,32.94,0.0,0.0,33.14,33.14,33.14,0.0,0.0
2018-02-25,32.32,32.32,32.32,0.0,0.0,32.94,32.94,32.94,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.94,32.94,32.94,0.0,0.0
2018-03-04,33.38,33.38,33.38,0.0,0.0,33.57,33.57,33.57,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.57,33.57,33.57,0.0,0.0
2018-03-11,33.4,33.4,33.4,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.37,33.37,33.37,0.0,0.0
2018-03-18,32.75,32.75,32.75,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.16,32.16,32.16,0.0,0.0,32.16,32.16,32.16,0.0,0.0
2018-03-25,31.75,31.75,31.75,0.0,0.0,32.3,32.3,32.3,0.0,0.0,31.75,31.75,31.75,0.0,0.0,32.17,32.17,32.17,0.0,0.0
2018-04-01,32.03,32.03,32.03,0.0,0.0,32.14,32.14,32.14,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2018-04-08,33.07,33.07,33.07,0.0,0.0,33.07,33.07,33.07,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.76,32.76,32.76,0.0,0.0
2018-04-15,33.12,33.12,33.12,0.0,0.0,33.12,33.12,33.12,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2018-04-22,32.61,32.61,32.61,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.39,32.39,32.39,0.0,0.0,32.46,32.46,32.46,0.0,0.0
2018-04-29,32.62,32.62,32.62,0.0,0.0,33.08,33.08,33.08,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.98,32.98,32.98,0.0,0.0
2018-05-06,33.83,33.83,33.83,0.0,0.0,33.83,33.83,33.83,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.62,33.62,33.62,0.0,0.0
2018-05-13,34.28,34.28,34.28,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.25,34.25,34.25,0.0,0.0
2018-05-20,34.06,34.06,34.06,0.0,0.0,34.24,34.24,34.24,0.0,0.0,34.06,34.06,34.06,0.0,0.0,34.22,34.22,34.22,0.0,0.0
2018-05-27,34.54,34.54,34.54,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.67,34.67,34.67,0.0,0.0
2018-06-03,35.09,35.09,35.09,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.07,35.07,35.07,0.0,0.0,35.24,35.24,35.24,0.0,0.0
2018-06-10,35.44,35.44,35.44,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.21,35.21,35.21,0.0,0.0,35.36,35.36,35.36,0.0,0.0
2018-06-17,35.25,35.25,35.25,0.0,0.0,35.25,35.25,35.25,0.0,0.0,34.91,34.91,34.91,0.0,0.0,35.01,35.01,35.01,0.0,0.0
2018-06-24,34.19,34.19,34.19,0.0,0.0,34.26,34.26,34.26,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.12,34.12,34.12,0.0,0.0
2018-07-01,34.86,34.86,34.86,0.0,0.0,35.17,35.17,35.17,0.0,0.0,34.86,34.86,34.86,0.0,0.0,35.17,35.17,35.17,0.0,0.0
2018-07-08,35.84,35.84,35.84,0.0,0.0,35.92,35.92,35.92,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.91,35.91,35.91,0.0,0.0
2018-07-15,36.1,36.1,36.1,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.13,36.13,36.13,0.0,0.0
2018-07-22,36.23,36.23,36.23,0.0,0.0,36.23,36.23,36.23,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.66,35.66,35.66,0.0,0.0
2018-07-29,34.9,34.9,34.9,0.0,0.0,34.96,34.96,34.96,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.96,34.96,34.96,0.0,0.0
