Date,AFLYY_stock_Open_average,AFLYY_stock_Open_max,AFLYY_stock_Open_min,AFLYY_stock_Open_volatility,AFLYY_stock_Open_change,AFLYY_stock_High_average,AFLYY_stock_High_max,AFLYY_stock_High_min,AFLYY_stock_High_volatility,AFLYY_stock_High_change,AFLYY_stock_Low_average,AFLYY_stock_Low_max,AFLYY_stock_Low_min,AFLYY_stock_Low_volatility,AFLYY_stock_Low_change,AFLYY_stock_Close_average,AFLYY_stock_Close_max,AFLYY_stock_Close_min,AFLYY_stock_Close_volatility,AFLYY_stock_Close_change,AFLYY_stock_Volume_average,AFLYY_stock_Volume_max,AFLYY_stock_Volume_min,AFLYY_stock_Volume_volatility,AFLYY_stock_Volume_change
2018-01-14,15.852500000000001,16.0,15.73,0.2699999999999996,0.1999999999999993,15.9725,16.12,15.85,0.27000000000000135,0.27000000000000135,15.82,15.96,15.72,0.2400000000000002,0.2400000000000002,15.895,16.09,15.74,0.34999999999999964,0.34999999999999964,5580,11843,2503,9340,-6807
2018-01-21,15.412,15.67,15.15,0.5199999999999996,-0.5199999999999996,15.43,15.72,15.16,0.5600000000000005,-0.5600000000000005,15.272,15.58,14.98,0.5999999999999996,-0.4499999999999993,15.322,15.62,15.13,0.48999999999999844,-0.4599999999999991,32110,86029,1150,84879,-2391
2018-01-28,15.238,15.41,15.13,0.27999999999999936,-0.02999999999999936,15.368,15.6,15.2,0.40000000000000036,-0.05999999999999872,15.188,15.41,14.98,0.4299999999999997,-0.17999999999999972,15.299999999999999,15.58,15.03,0.5500000000000007,-0.25,9308,16531,3791,12740,7275
2018-02-04,14.006,14.79,13.1,1.6899999999999995,-1.6899999999999995,14.17,14.94,13.1,1.8399999999999999,-1.700000000000001,13.612,14.26,12.54,1.7200000000000006,-1.7200000000000006,13.892,14.94,12.95,1.9900000000000002,-1.3100000000000005,16189,26467,6955,19512,-12569
2018-02-11,12.744,13.34,12.39,0.9499999999999993,-0.08000000000000007,12.92,13.46,12.5,0.9600000000000009,-0.09999999999999964,12.678,13.19,12.3,0.8899999999999988,-0.08000000000000007,12.866,13.46,12.42,1.040000000000001,0.040000000000000924,9047,18386,3896,14490,10852
2018-02-18,12.2525,12.4,12.11,0.2900000000000009,-0.23000000000000043,12.309999999999999,12.51,12.11,0.40000000000000036,-0.33000000000000007,12.21,12.4,12.08,0.3200000000000003,-0.14000000000000057,12.26,12.5,12.11,0.39000000000000057,-0.14000000000000057,3245,5817,0,5817,-5817
2018-02-25,12.138,12.56,11.85,0.7100000000000009,-0.620000000000001,12.228,12.61,11.98,0.629999999999999,-0.6099999999999994,12.036,12.43,11.8,0.629999999999999,-0.4900000000000002,12.144,12.58,11.81,0.7699999999999996,-0.5800000000000001,6651,10692,4598,6094,1923
2018-03-04,12.026,12.57,11.69,0.8800000000000008,-0.009999999999999787,12.126,12.72,11.69,1.0300000000000011,-0.34999999999999964,11.952,12.57,11.52,1.0500000000000007,-0.17999999999999972,12.084,12.71,11.57,1.1400000000000006,-0.46999999999999886,498874,1148088,3260,1144828,1144828
2018-03-11,11.774,11.85,11.57,0.27999999999999936,-0.21999999999999886,11.86,12.09,11.58,0.5099999999999998,-0.23000000000000043,11.696,11.83,11.54,0.2900000000000009,-0.120000000000001,11.748,12.04,11.54,0.5,-0.15000000000000036,557975,733333,390381,342952,-342952
2018-03-18,11.51,11.71,11.21,0.5,-0.48999999999999844,11.55,11.8,11.21,0.5899999999999999,-0.5,11.386,11.67,10.95,0.7200000000000006,-0.7000000000000011,11.427999999999999,11.8,10.95,0.8500000000000014,-0.7400000000000002,205868,404754,3136,401618,209776
