Date,ProShares UltraShort Russell2000_Open_average,ProShares UltraShort Russell2000_Open_max,ProShares UltraShort Russell2000_Open_min,ProShares UltraShort Russell2000_Open_volatility,ProShares UltraShort Russell2000_Open_change,ProShares UltraShort Russell2000_High_average,ProShares UltraShort Russell2000_High_max,ProShares UltraShort Russell2000_High_min,ProShares UltraShort Russell2000_High_volatility,ProShares UltraShort Russell2000_High_change,ProShares UltraShort Russell2000_Low_average,ProShares UltraShort Russell2000_Low_max,ProShares UltraShort Russell2000_Low_min,ProShares UltraShort Russell2000_Low_volatility,ProShares UltraShort Russell2000_Low_change,ProShares UltraShort Russell2000_Close_average,ProShares UltraShort Russell2000_Close_max,ProShares UltraShort Russell2000_Close_min,ProShares UltraShort Russell2000_Close_volatility,ProShares UltraShort Russell2000_Close_change
2018-06-03,14.34,14.34,14.34,0.0,0.0,14.36,14.36,14.36,0.0,0.0,14.22,14.22,14.22,0.0,0.0,14.23,14.23,14.23,0.0,0.0
2018-06-10,14.12,14.12,14.12,0.0,0.0,14.23,14.23,14.23,0.0,0.0,14.02,14.02,14.02,0.0,0.0,14.03,14.03,14.03,0.0,0.0
2018-06-17,13.8,13.8,13.8,0.0,0.0,14.07,14.07,14.07,0.0,0.0,13.78,13.78,13.78,0.0,0.0,14.01,14.01,14.01,0.0,0.0
2018-06-24,14.55,14.55,14.55,0.0,0.0,14.69,14.69,14.69,0.0,0.0,14.44,14.44,14.44,0.0,0.0,14.67,14.67,14.67,0.0,0.0
2018-07-01,14.02,14.02,14.02,0.0,0.0,14.07,14.07,14.07,0.0,0.0,13.77,13.77,13.77,0.0,0.0,13.81,13.81,13.81,0.0,0.0
2018-07-08,13.87,13.87,13.87,0.0,0.0,13.93,13.93,13.93,0.0,0.0,13.72,13.72,13.72,0.0,0.0,13.92,13.92,13.92,0.0,0.0
2018-07-15,13.71,13.71,13.71,0.0,0.0,13.79,13.79,13.79,0.0,0.0,13.64,13.64,13.64,0.0,0.0,13.76,13.76,13.76,0.0,0.0
2018-07-22,13.77,13.77,13.77,0.0,0.0,14.36,14.36,14.36,0.0,0.0,13.74,13.74,13.74,0.0,0.0,14.3,14.3,14.3,0.0,0.0
2018-07-29,13.96,13.96,13.96,0.0,0.0,14.23,14.23,14.23,0.0,0.0,13.9,13.9,13.9,0.0,0.0,14.12,14.12,14.12,0.0,0.0
2018-08-05,13.99,13.99,13.99,0.0,0.0,14.0,14.0,14.0,0.0,0.0,13.74,13.74,13.74,0.0,0.0,13.91,13.91,13.91,0.0,0.0
2018-08-12,13.95,13.95,13.95,0.0,0.0,14.01,14.01,14.01,0.0,0.0,13.75,13.75,13.75,0.0,0.0,13.77,13.77,13.77,0.0,0.0
2018-08-19,13.3,13.3,13.3,0.0,0.0,13.35,13.35,13.35,0.0,0.0,13.24,13.24,13.24,0.0,0.0,13.26,13.26,13.26,0.0,0.0
2018-08-26,13.22,13.22,13.22,0.0,0.0,13.22,13.22,13.22,0.0,0.0,13.0,13.0,13.0,0.0,0.0,13.04,13.04,13.04,0.0,0.0
2018-09-02,13.48,13.48,13.48,0.0,0.0,13.57,13.57,13.57,0.0,0.0,13.31,13.31,13.31,0.0,0.0,13.45,13.45,13.45,0.0,0.0
2018-09-09,13.43,13.43,13.43,0.0,0.0,13.46,13.46,13.46,0.0,0.0,13.24,13.24,13.24,0.0,0.0,13.32,13.32,13.32,0.0,0.0
2018-09-16,13.27,13.27,13.27,0.0,0.0,13.5,13.5,13.5,0.0,0.0,13.25,13.25,13.25,0.0,0.0,13.47,13.47,13.47,0.0,0.0
2018-09-23,13.82,13.82,13.82,0.0,0.0,13.83,13.83,13.83,0.0,0.0,13.59,13.59,13.59,0.0,0.0,13.65,13.65,13.65,0.0,0.0
2018-09-30,14.47,14.47,14.47,0.0,0.0,15.0,15.0,15.0,0.0,0.0,14.4,14.4,14.4,0.0,0.0,14.76,14.76,14.76,0.0,0.0
2018-10-07,15.95,15.95,15.95,0.0,0.0,16.74,16.74,16.74,0.0,0.0,15.92,15.92,15.92,0.0,0.0,16.37,16.37,16.37,0.0,0.0
2018-10-14,15.92,15.92,15.92,0.0,0.0,16.52,16.52,16.52,0.0,0.0,15.77,15.77,15.77,0.0,0.0,16.4,16.4,16.4,0.0,0.0
2018-10-21,17.6,17.6,17.6,0.0,0.0,18.26,18.26,18.26,0.0,0.0,17.18,17.18,17.18,0.0,0.0,17.64,17.64,17.64,0.0,0.0
2018-10-28,16.14,16.14,16.14,0.0,0.0,16.45,16.45,16.45,0.0,0.0,15.94,15.94,15.94,0.0,0.0,16.15,16.15,16.15,0.0,0.0
2018-11-04,15.74,15.74,15.74,0.0,0.0,16.31,16.31,16.31,0.0,0.0,15.72,15.72,15.72,0.0,0.0,16.08,16.08,16.08,0.0,0.0
2018-11-11,16.84,16.84,16.84,0.0,0.0,16.94,16.94,16.94,0.0,0.0,16.47,16.47,16.47,0.0,0.0,16.53,16.53,16.53,0.0,0.0
2018-11-18,17.68,17.68,17.68,0.0,0.0,17.68,17.68,17.68,0.0,0.0,17.09,17.09,17.09,0.0,0.0,17.42,17.42,17.42,0.0,0.0
2018-11-25,16.6,16.6,16.6,0.0,0.0,16.65,16.65,16.65,0.0,0.0,16.28,16.28,16.28,0.0,0.0,16.32,16.32,16.32,0.0,0.0
2018-12-02,17.48,17.48,17.48,0.0,0.0,18.4,18.4,18.4,0.0,0.0,17.23,17.23,17.23,0.0,0.0,18.21,18.21,18.21,0.0,0.0
2018-12-09,18.83,18.83,18.83,0.0,0.0,19.24,19.24,19.24,0.0,0.0,18.43,18.43,18.43,0.0,0.0,19.1,19.1,19.1,0.0,0.0
2018-12-16,21.32,21.32,21.32,0.0,0.0,22.79,22.79,22.79,0.0,0.0,21.17,21.17,21.17,0.0,0.0,22.68,22.68,22.68,0.0,0.0
2018-12-23,21.05,21.05,21.05,0.0,0.0,21.34,21.34,21.34,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.93,20.93,20.93,0.0,0.0
2018-12-30,20.56,20.56,20.56,0.0,0.0,20.63,20.63,20.63,0.0,0.0,19.41,19.41,19.41,0.0,0.0,19.53,19.53,19.53,0.0,0.0
2019-01-06,17.95,17.95,17.95,0.0,0.0,18.04,18.04,18.04,0.0,0.0,17.72,17.72,17.72,0.0,0.0,17.77,17.77,17.77,0.0,0.0
2019-01-13,17.09,17.09,17.09,0.0,0.0,17.24,17.24,17.24,0.0,0.0,16.79,16.79,16.79,0.0,0.0,16.9,16.9,16.9,0.0,0.0
2019-01-20,17.07,17.07,17.07,0.0,0.0,17.13,17.13,17.13,0.0,0.0,16.85,16.85,16.85,0.0,0.0,16.92,16.92,16.92,0.0,0.0
2019-01-27,16.47,16.47,16.47,0.0,0.0,16.63,16.63,16.63,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.48,16.48,16.48,0.0,0.0
2019-02-03,16.56,16.56,16.56,0.0,0.0,16.65,16.65,16.65,0.0,0.0,16.36,16.36,16.36,0.0,0.0,16.36,16.36,16.36,0.0,0.0
2019-02-10,15.35,15.35,15.35,0.0,0.0,15.44,15.44,15.44,0.0,0.0,15.05,15.05,15.05,0.0,0.0,15.06,15.06,15.06,0.0,0.0
2019-02-17,14.86,14.86,14.86,0.0,0.0,14.89,14.89,14.89,0.0,0.0,14.67,14.67,14.67,0.0,0.0,14.69,14.69,14.69,0.0,0.0
2019-02-24,14.73,14.73,14.73,0.0,0.0,14.96,14.96,14.96,0.0,0.0,14.67,14.67,14.67,0.0,0.0,14.68,14.68,14.68,0.0,0.0
2019-03-03,16.16,16.16,16.16,0.0,0.0,16.2,16.2,16.2,0.0,0.0,15.95,15.95,15.95,0.0,0.0,15.99,15.99,15.99,0.0,0.0
2019-03-10,15.37,15.37,15.37,0.0,0.0,15.42,15.42,15.42,0.0,0.0,15.13,15.13,15.13,0.0,0.0,15.33,15.33,15.33,0.0,0.0
2019-03-17,15.34,15.34,15.34,0.0,0.0,16.23,16.23,16.23,0.0,0.0,15.27,15.27,15.27,0.0,0.0,16.22,16.22,16.22,0.0,0.0
2019-03-24,15.37,15.37,15.37,0.0,0.0,15.71,15.71,15.71,0.0,0.0,15.33,15.33,15.33,0.0,0.0,15.5,15.5,15.5,0.0,0.0
2019-03-31,14.9,14.9,14.9,0.0,0.0,14.9,14.9,14.9,0.0,0.0,14.66,14.66,14.66,0.0,0.0,14.67,14.67,14.67,0.0,0.0
2019-04-07,14.53,14.53,14.53,0.0,0.0,14.72,14.72,14.72,0.0,0.0,14.53,14.53,14.53,0.0,0.0,14.61,14.61,14.61,0.0,0.0
2019-04-14,14.93,14.93,14.93,0.0,0.0,15.2,15.2,15.2,0.0,0.0,14.89,14.89,14.89,0.0,0.0,15.01,15.01,15.01,0.0,0.0
2019-04-21,14.77,14.77,14.77,0.0,0.0,14.86,14.86,14.86,0.0,0.0,14.48,14.48,14.48,0.0,0.0,14.52,14.52,14.52,0.0,0.0
2019-04-28,14.53,14.53,14.53,0.0,0.0,14.53,14.53,14.53,0.0,0.0,14.08,14.08,14.08,0.0,0.0,14.11,14.11,14.11,0.0,0.0
2019-05-05,14.99,14.99,14.99,0.0,0.0,15.36,15.36,15.36,0.0,0.0,14.77,14.77,14.77,0.0,0.0,14.83,14.83,14.83,0.0,0.0
2019-05-12,15.3,15.3,15.3,0.0,0.0,15.52,15.52,15.52,0.0,0.0,15.03,15.03,15.03,0.0,0.0,15.49,15.49,15.49,0.0,0.0
2019-05-19,15.99,15.99,15.99,0.0,0.0,16.11,16.11,16.11,0.0,0.0,15.85,15.85,15.85,0.0,0.0,15.92,15.92,15.92,0.0,0.0
2019-05-26,16.94,16.94,16.94,0.0,0.0,17.1,17.1,17.1,0.0,0.0,16.78,16.78,16.78,0.0,0.0,16.95,16.95,16.95,0.0,0.0
2019-06-02,15.98,15.98,15.98,0.0,0.0,16.03,16.03,16.03,0.0,0.0,15.73,15.73,15.73,0.0,0.0,15.87,15.87,15.87,0.0,0.0
2019-06-09,15.45,15.45,15.45,0.0,0.0,15.69,15.69,15.69,0.0,0.0,15.45,15.45,15.45,0.0,0.0,15.69,15.69,15.69,0.0,0.0
2019-06-16,14.9,14.9,14.9,0.0,0.0,15.2,15.2,15.2,0.0,0.0,14.9,14.9,14.9,0.0,0.0,15.16,15.16,15.16,0.0,0.0
2019-06-23,15.06,15.06,15.06,0.0,0.0,15.06,15.06,15.06,0.0,0.0,14.67,14.67,14.67,0.0,0.0,14.75,14.75,14.75,0.0,0.0
2019-06-30,14.76,14.76,14.76,0.0,0.0,14.88,14.88,14.88,0.0,0.0,14.54,14.54,14.54,0.0,0.0,14.55,14.55,14.55,0.0,0.0
2019-07-07,14.85,14.85,14.85,0.0,0.0,14.89,14.89,14.89,0.0,0.0,14.55,14.55,14.55,0.0,0.0,14.67,14.67,14.67,0.0,0.0
2019-07-14,14.88,14.88,14.88,0.0,0.0,15.1,15.1,15.1,0.0,0.0,14.81,14.81,14.81,0.0,0.0,15.1,15.1,15.1,0.0,0.0
2019-07-21,14.75,14.75,14.75,0.0,0.0,14.77,14.77,14.77,0.0,0.0,14.41,14.41,14.41,0.0,0.0,14.47,14.47,14.47,0.0,0.0
2019-07-28,15.18,15.18,15.18,0.0,0.0,15.59,15.59,15.59,0.0,0.0,15.11,15.11,15.11,0.0,0.0,15.34,15.34,15.34,0.0,0.0
2019-08-04,15.37,15.37,15.37,0.0,0.0,15.79,15.79,15.79,0.0,0.0,15.37,15.37,15.37,0.0,0.0,15.68,15.68,15.68,0.0,0.0
2019-08-11,16.61,16.61,16.61,0.0,0.0,16.61,16.61,16.61,0.0,0.0,15.98,15.98,15.98,0.0,0.0,16.05,16.05,16.05,0.0,0.0
2019-08-18,15.9,15.9,15.9,0.0,0.0,16.81,16.81,16.81,0.0,0.0,15.73,15.73,15.73,0.0,0.0,16.72,16.72,16.72,0.0,0.0
2019-08-25,15.71,15.71,15.71,0.0,0.0,16.09,16.09,16.09,0.0,0.0,15.69,15.69,15.69,0.0,0.0,15.91,15.91,15.91,0.0,0.0
2019-09-01,15.51,15.51,15.51,0.0,0.0,15.69,15.69,15.69,0.0,0.0,15.42,15.42,15.42,0.0,0.0,15.66,15.66,15.66,0.0,0.0
2019-09-08,14.13,14.13,14.13,0.0,0.0,14.24,14.24,14.24,0.0,0.0,13.93,13.93,13.93,0.0,0.0,14.22,14.22,14.22,0.0,0.0
2019-09-15,14.52,14.52,14.52,0.0,0.0,14.75,14.75,14.75,0.0,0.0,14.35,14.35,14.35,0.0,0.0,14.59,14.59,14.59,0.0,0.0
2019-09-22,14.92,14.92,14.92,0.0,0.0,15.36,15.36,15.36,0.0,0.0,14.84,14.84,14.84,0.0,0.0,15.24,15.24,15.24,0.0,0.0
2019-09-29,15.87,15.87,15.87,0.0,0.0,16.06,16.06,16.06,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.64,15.64,15.64,0.0,0.0
2019-10-06,15.48,15.48,15.48,0.0,0.0,15.49,15.49,15.49,0.0,0.0,15.03,15.03,15.03,0.0,0.0,15.39,15.39,15.39,0.0,0.0
2019-10-13,14.86,14.86,14.86,0.0,0.0,15.13,15.13,15.13,0.0,0.0,14.75,14.75,14.75,0.0,0.0,14.9,14.9,14.9,0.0,0.0
2019-10-20,14.66,14.66,14.66,0.0,0.0,14.66,14.66,14.66,0.0,0.0,14.36,14.36,14.36,0.0,0.0,14.47,14.47,14.47,0.0,0.0
2019-10-27,14.23,14.23,14.23,0.0,0.0,14.26,14.26,14.26,0.0,0.0,13.88,13.88,13.88,0.0,0.0,13.91,13.91,13.91,0.0,0.0
2019-11-03,13.87,13.87,13.87,0.0,0.0,13.92,13.92,13.92,0.0,0.0,13.7,13.7,13.7,0.0,0.0,13.72,13.72,13.72,0.0,0.0
2019-11-10,13.72,13.72,13.72,0.0,0.0,13.86,13.86,13.86,0.0,0.0,13.7,13.7,13.7,0.0,0.0,13.77,13.77,13.77,0.0,0.0
2019-11-17,13.86,13.86,13.86,0.0,0.0,14.04,14.04,14.04,0.0,0.0,13.83,13.83,13.83,0.0,0.0,13.88,13.88,13.88,0.0,0.0
2019-11-24,13.15,13.15,13.15,0.0,0.0,13.29,13.29,13.29,0.0,0.0,13.11,13.11,13.11,0.0,0.0,13.29,13.29,13.29,0.0,0.0
2019-12-01,13.14,13.14,13.14,0.0,0.0,13.15,13.15,13.15,0.0,0.0,13.01,13.01,13.01,0.0,0.0,13.11,13.11,13.11,0.0,0.0
2019-12-08,12.95,12.95,12.95,0.0,0.0,13.14,13.14,13.14,0.0,0.0,12.79,12.79,12.79,0.0,0.0,13.04,13.04,13.04,0.0,0.0
2019-12-15,12.5,12.5,12.5,0.0,0.0,12.56,12.56,12.56,0.0,0.0,12.46,12.46,12.46,0.0,0.0,12.53,12.53,12.53,0.0,0.0
2019-12-22,12.32,12.32,12.32,0.0,0.0,12.57,12.57,12.57,0.0,0.0,12.32,12.32,12.32,0.0,0.0,12.51,12.51,12.51,0.0,0.0
2019-12-29,12.83,12.83,12.83,0.0,0.0,12.85,12.85,12.85,0.0,0.0,12.59,12.59,12.59,0.0,0.0,12.63,12.63,12.63,0.0,0.0
