Date,GPC_Open_average,GPC_Open_max,GPC_Open_min,GPC_Open_volatility,GPC_Open_change,GPC_High_average,GPC_High_max,GPC_High_min,GPC_High_volatility,GPC_High_change,GPC_Low_average,GPC_Low_max,GPC_Low_min,GPC_Low_volatility,GPC_Low_change,GPC_Close_average,GPC_Close_max,GPC_Close_min,GPC_Close_volatility,GPC_Close_change,GPC_Volume_average,GPC_Volume_max,GPC_Volume_min,GPC_Volume_volatility,GPC_Volume_change
2018-01-14,103.654,104.25,103.09,1.1599999999999966,0.20999999999999375,104.242,104.88,103.8,1.0799999999999983,-0.6299999999999955,102.76,103.14,102.15,0.9899999999999949,0.28999999999999204,103.496,104.14,102.8,1.3400000000000034,1.3299999999999983,733330,1070906,610554,460352,-332198
2018-01-21,105.79,107.58,103.89,3.6899999999999977,3.6899999999999977,106.768,107.75,104.9,2.8499999999999943,2.8499999999999943,105.214,106.82,103.63,3.1899999999999977,3.1899999999999977,106.452,107.58,104.73,2.8499999999999943,2.280000000000001,642789,860228,504592,355636,37005
2018-01-28,103.964,106.69,101.39,5.299999999999997,-5.299999999999997,104.822,106.91,102.87,4.039999999999992,-4.039999999999992,102.484,104.86,99.66,5.200000000000003,-5.200000000000003,102.866,105.19,99.67,5.519999999999996,-5.519999999999996,1234943,2011061,674009,1337052,814132
2018-02-04,98.556,99.96,97.12,2.839999999999989,-0.18999999999999773,99.914,101.83,98.04,3.789999999999992,-2.0,96.34,99.17,92.82,6.3500000000000085,-0.39000000000000057,98.082,100.06,96.31,3.75,-2.3400000000000034,1188037,1450746,951601,499145,-269476
2018-02-11,98.52,100.49,96.3,4.189999999999998,2.6999999999999886,99.8675,101.08,98.15,2.9299999999999926,2.9299999999999926,97.445,99.1,96.03,3.069999999999993,3.019999999999996,99.105,100.91,96.73,4.179999999999993,3.0999999999999943,1029005,1112191,922798,189393,10785
2018-02-18,94.508,96.56,93.33,3.230000000000004,-1.8500000000000085,95.228,96.89,94.6,2.2900000000000063,-1.8599999999999994,93.174,94.4,92.45,1.9500000000000028,-0.5500000000000114,94.068,94.87,92.93,1.9399999999999977,0.20000000000000284,1085108,1711150,659373,1051777,-1051777
2018-02-25,92.204,95.13,90.38,4.75,-4.75,92.966,95.21,91.28,3.9299999999999926,-3.019999999999996,91.02,92.56,90.06,2.5,-2.5,91.69,92.56,90.86,1.7000000000000028,-0.7800000000000011,871753,1017538,683921,333617,-113647
2018-03-04,91.73,92.62,91.16,1.460000000000008,0.6600000000000108,92.388,93.14,91.33,1.8100000000000023,0.5,90.872,91.62,90.28,1.3400000000000034,0.5100000000000051,91.94,92.62,90.52,2.1000000000000085,-0.1599999999999966,704114,860479,542725,317754,124348
2018-03-11,91.308,92.74,90.43,2.309999999999988,-1.9699999999999989,91.866,93.01,91.01,2.0,-1.3599999999999994,90.294,91.43,89.92,1.5100000000000051,-1.4300000000000068,90.726,91.73,90.25,1.480000000000004,-1.240000000000009,1329521,3776298,628407,3147891,71327
2018-03-18,89.46000000000001,90.87,87.45,3.4200000000000017,-3.3900000000000006,90.076,91.32,88.72,2.5999999999999943,-2.3900000000000006,88.398,90.45,86.45,4.0,-2.799999999999997,88.874,90.78,86.52,4.260000000000005,-2.1700000000000017,685447,800682,549299,251383,135417
