Date,RBC_Open_average,RBC_Open_max,RBC_Open_min,RBC_Open_volatility,RBC_Open_change,RBC_High_average,RBC_High_max,RBC_High_min,RBC_High_volatility,RBC_High_change,RBC_Low_average,RBC_Low_max,RBC_Low_min,RBC_Low_volatility,RBC_Low_change,RBC_Close_average,RBC_Close_max,RBC_Close_min,RBC_Close_volatility,RBC_Close_change,RBC_Volume_average,RBC_Volume_max,RBC_Volume_min,RBC_Volume_volatility,RBC_Volume_change
2018-01-14,78.69,79.0,78.25,0.75,0.5,79.47,79.7,79.0,0.7000000000000028,0.0,78.054,78.3,77.85,0.45000000000000284,0.37999999999999545,78.76,79.4,78.0,1.4000000000000057,0.75,285148,398963,226020,172943,-32584
2018-01-21,79.16,79.55,78.85,0.7000000000000028,0.30000000000001137,79.75,80.55,79.15,1.3999999999999915,1.3999999999999915,78.21,79.08,77.7,1.3799999999999955,0.730000000000004,79.03,79.65,78.5,1.1500000000000057,0.75,276415,430404,186098,244306,23667
2018-01-28,78.08,79.45,76.35,3.1000000000000085,-2.450000000000003,78.68,79.65,76.55,3.1000000000000085,-2.8500000000000085,76.334,78.25,71.95,6.299999999999997,-6.299999999999997,76.88,78.85,72.0,6.849999999999994,-6.849999999999994,426670,1015346,173024,842322,842322
2018-02-04,75.02,75.9,74.15,1.75,1.75,76.35,76.8,75.85,0.9500000000000028,0.04999999999999716,73.35,75.05,71.4,3.6499999999999915,3.6499999999999915,74.88,76.0,73.7,2.299999999999997,2.299999999999997,620343,853078,484819,368259,-352561
2018-02-11,75.45,76.25,74.1,2.1500000000000057,0.04999999999999716,76.0875,76.55,75.75,0.7999999999999972,0.75,74.375,75.05,74.0,1.0499999999999972,0.04999999999999716,75.175,75.95,74.45,1.5,0.25,331042,491760,233306,258454,201871
2018-02-18,74.12,74.7,73.55,1.1500000000000057,0.04999999999999716,74.716,75.0,74.35,0.6500000000000057,0.6500000000000057,73.22,73.35,73.05,0.29999999999999716,0.25,73.92,74.95,73.2,1.75,1.5,288251,467676,171602,296074,-296074
2018-02-25,71.87,74.75,69.05,5.700000000000003,-5.299999999999997,72.826,75.6,70.08,5.519999999999996,-4.199999999999989,70.458,73.4,67.84,5.560000000000002,-3.950000000000003,71.27,73.6,69.75,3.8499999999999943,-2.6999999999999886,395682,470392,298109,172283,72224
2018-03-04,72.67,74.5,71.3,3.200000000000003,3.200000000000003,73.846,76.05,72.65,3.3999999999999915,3.1499999999999915,72.08,74.1,70.8,3.299999999999997,3.299999999999997,73.19,74.3,72.25,2.049999999999997,1.75,255656,356620,145615,211005,-89221
2018-03-11,74.31,74.8,73.4,1.3999999999999915,-0.20000000000000284,74.87,75.2,74.55,0.6500000000000057,-0.3500000000000085,73.33,73.65,73.0,0.6500000000000057,-0.09999999999999432,74.13,74.7,73.3,1.4000000000000057,0.10000000000000853,263967,379491,197282,182209,-59761
2018-03-18,72.96,74.35,71.1,3.25,-3.1000000000000085,73.53,75.1,71.8,3.299999999999997,-3.299999999999997,71.69,73.95,69.4,4.549999999999997,-4.549999999999997,72.11,74.45,70.0,4.450000000000003,-3.950000000000003,289337,437415,217233,220182,-53665
