Date,ATEC_stock_Open_average,ATEC_stock_Open_max,ATEC_stock_Open_min,ATEC_stock_Open_volatility,ATEC_stock_Open_change,ATEC_stock_High_average,ATEC_stock_High_max,ATEC_stock_High_min,ATEC_stock_High_volatility,ATEC_stock_High_change,ATEC_stock_Low_average,ATEC_stock_Low_max,ATEC_stock_Low_min,ATEC_stock_Low_volatility,ATEC_stock_Low_change,ATEC_stock_Close_average,ATEC_stock_Close_max,ATEC_stock_Close_min,ATEC_stock_Close_volatility,ATEC_stock_Close_change,ATEC_stock_Volume_average,ATEC_stock_Volume_max,ATEC_stock_Volume_min,ATEC_stock_Volume_volatility,ATEC_stock_Volume_change
2018-04-01,3.338,3.6,3.24,0.3599999999999999,-0.3400000000000003,3.396,3.6,3.3,0.30000000000000027,-0.20000000000000018,3.156,3.21,3.09,0.1200000000000001,0.1200000000000001,3.29,3.35,3.25,0.10000000000000009,0.050000000000000266,31408,59028,18448,40580,-40580
2018-04-08,3.438,3.5,3.33,0.16999999999999993,0.16999999999999993,3.49,3.58,3.43,0.1499999999999999,0.14000000000000012,3.374,3.5,3.21,0.29000000000000004,0.29000000000000004,3.456,3.55,3.37,0.17999999999999972,0.17999999999999972,68963,159998,20302,139696,60821
2018-04-15,3.558,3.61,3.46,0.1499999999999999,0.06000000000000005,3.7,3.93,3.58,0.3500000000000001,0.3400000000000003,3.534,3.61,3.46,0.1499999999999999,0.08999999999999986,3.646,3.86,3.51,0.3500000000000001,0.2799999999999998,117654,232122,42936,189186,143307
2018-04-22,4.034,4.1,3.9,0.19999999999999973,0.18000000000000016,4.158,4.21,4.08,0.1299999999999999,-0.1299999999999999,3.928,4.05,3.78,0.27,-0.1200000000000001,4.0,4.07,3.82,0.25000000000000044,-0.19999999999999973,182504,359092,91736,267356,-132105
2018-04-29,3.814,3.9,3.71,0.18999999999999995,0.020000000000000018,3.928,4.01,3.9,0.10999999999999988,0.010000000000000231,3.7399999999999998,3.8,3.71,0.08999999999999986,-0.04999999999999982,3.798,3.88,3.72,0.1599999999999997,-0.08999999999999986,62337,120921,20301,100620,8475
2018-05-06,3.648,3.81,3.55,0.26000000000000023,-0.10999999999999988,3.714,3.91,3.61,0.30000000000000027,-0.20999999999999996,3.508,3.61,3.4,0.20999999999999996,-0.20999999999999996,3.564,3.69,3.43,0.2599999999999998,-0.20999999999999996,79816,145303,23436,121867,78562
2018-05-13,3.528,3.68,3.38,0.30000000000000027,0.1299999999999999,3.672,3.86,3.47,0.3899999999999997,0.3599999999999999,3.454,3.63,3.27,0.3599999999999999,0.3599999999999999,3.586,3.73,3.4,0.33000000000000007,0.33000000000000007,102958,174927,52558,122369,32714
2018-05-20,3.9,3.99,3.75,0.2400000000000002,0.20000000000000018,4.0040000000000004,4.08,3.97,0.10999999999999988,-0.020000000000000018,3.832,3.89,3.75,0.14000000000000012,0.14000000000000012,3.93,3.99,3.9,0.0900000000000003,-0.06000000000000005,71576,133513,33776,99737,-78025
2018-05-27,3.855,3.93,3.76,0.17000000000000037,-0.10000000000000009,3.975,4.01,3.9,0.10999999999999988,0.019999999999999574,3.8049999999999997,3.86,3.76,0.10000000000000009,-0.029999999999999805,3.8625,3.98,3.78,0.20000000000000018,0.1200000000000001,59165,126841,24687,102154,102154
2018-06-03,3.898,4.0,3.8,0.20000000000000018,-0.20000000000000018,3.92,4.0,3.8,0.20000000000000018,-0.20000000000000018,3.75,3.9,3.41,0.48999999999999977,-0.48999999999999977,3.788,3.9,3.46,0.43999999999999995,-0.43999999999999995,103798,387099,16643,370456,347384
2018-06-10,3.486,3.6,3.4,0.20000000000000018,0.06000000000000005,3.544,3.62,3.41,0.20999999999999996,0.020000000000000018,3.398,3.47,3.35,0.1200000000000001,-0.020000000000000018,3.44,3.55,3.38,0.16999999999999993,0.009999999999999787,112053,206879,68911,137968,-31698
2018-06-17,3.04,3.43,2.9,0.5300000000000002,-0.52,3.092,3.45,2.99,0.45999999999999996,-0.4500000000000002,2.854,3.0,2.74,0.2599999999999998,-0.16999999999999993,2.924,3.01,2.83,0.17999999999999972,-0.05999999999999961,231722,345837,135873,209964,-140886
2018-06-24,2.912,2.97,2.84,0.13000000000000034,0.040000000000000036,3.0260000000000002,3.13,2.93,0.19999999999999973,0.19999999999999973,2.802,2.9,2.66,0.23999999999999977,0.23999999999999977,2.908,2.98,2.82,0.16000000000000014,0.16000000000000014,166740,242898,102829,140069,-140069
2018-07-01,2.865,2.99,2.77,0.2200000000000002,-0.17000000000000037,2.9050000000000002,3.0,2.84,0.16000000000000014,-0.16000000000000014,2.755,2.83,2.72,0.10999999999999988,-0.10999999999999988,2.83,2.86,2.77,0.08999999999999986,-0.020000000000000018,103041,180719,73723,106996,-4524
2018-07-08,2.854,2.91,2.83,0.08000000000000007,0.06000000000000005,2.934,3.06,2.89,0.16999999999999993,-0.1499999999999999,2.77,2.8,2.72,0.07999999999999963,-0.009999999999999787,2.822,2.87,2.79,0.08000000000000007,-0.040000000000000036,73850,101201,50026,51175,-43881
2018-07-15,2.798,2.9,2.71,0.18999999999999995,0.06000000000000005,2.894,2.96,2.81,0.1499999999999999,0.040000000000000036,2.71,2.8,2.55,0.25,0.0,2.796,2.89,2.69,0.20000000000000018,0.050000000000000266,143772,388465,66202,322263,-15147
2018-07-22,2.82,2.89,2.8,0.0900000000000003,-0.0900000000000003,2.85,2.89,2.81,0.08000000000000007,-0.07000000000000028,2.7439999999999998,2.8,2.66,0.13999999999999968,-0.04999999999999982,2.794,2.8,2.78,0.020000000000000018,-0.009999999999999787,70638,133917,40876,93041,91531
2018-07-29,2.732,2.8,2.67,0.1299999999999999,-0.05999999999999961,2.838,2.98,2.74,0.23999999999999977,0.16999999999999993,2.65,2.74,2.58,0.16000000000000014,-0.020000000000000018,2.748,2.87,2.69,0.18000000000000016,0.18000000000000016,187733,318305,45884,272421,169720
2018-08-05,3.05,3.16,2.87,0.29000000000000004,0.25,3.164,3.3,3.03,0.27,0.27,3.02,3.1,2.87,0.22999999999999998,0.22999999999999998,3.122,3.24,3.0,0.2400000000000002,0.2400000000000002,140129,241325,10828,230497,64743
2018-08-12,3.254,3.3,3.2,0.09999999999999964,0.09999999999999964,3.38,3.61,3.29,0.31999999999999984,0.31999999999999984,3.22,3.3,3.15,0.1499999999999999,0.1499999999999999,3.34,3.56,3.25,0.31000000000000005,0.31000000000000005,136198,311549,49047,262502,237372
2018-08-19,3.73,3.94,3.51,0.43000000000000016,0.3900000000000001,3.884,3.95,3.7,0.25,0.25,3.624,3.8,3.36,0.43999999999999995,0.3700000000000001,3.7640000000000002,3.89,3.56,0.33000000000000007,0.18999999999999995,197043,263351,138942,124409,-92803
2018-08-26,3.618,3.77,3.47,0.2999999999999998,-0.16999999999999993,3.71,3.8,3.64,0.1599999999999997,-0.11999999999999966,3.45,3.52,3.32,0.20000000000000018,-0.029999999999999805,3.564,3.63,3.49,0.13999999999999968,-0.08000000000000007,222864,406772,114065,292707,-270478
2018-09-02,3.365,3.47,3.29,0.18000000000000016,-0.18000000000000016,3.4025,3.47,3.32,0.15000000000000036,-0.15000000000000036,3.23,3.38,3.14,0.23999999999999977,-0.17999999999999972,3.295,3.41,3.21,0.20000000000000018,-0.20000000000000018,161906,296873,65171,231702,-99995
2018-09-09,3.2680000000000002,3.43,3.18,0.25,0.20999999999999996,3.396,3.48,3.27,0.20999999999999996,0.20999999999999996,3.202,3.3,3.07,0.22999999999999998,0.1499999999999999,3.278,3.44,3.17,0.27,0.14000000000000012,121822,243333,58311,185022,58963
2018-09-16,3.3,3.35,3.22,0.1299999999999999,-0.09999999999999964,3.376,3.41,3.29,0.1200000000000001,-0.10999999999999988,3.2359999999999998,3.3,3.13,0.16999999999999993,-0.1299999999999999,3.28,3.34,3.21,0.1299999999999999,-0.08000000000000007,161067,346183,82916,263267,243599
2018-09-23,3.304,3.39,3.22,0.16999999999999993,0.16999999999999993,3.418,3.48,3.35,0.1299999999999999,0.1299999999999999,3.266,3.35,3.2,0.1499999999999999,0.1499999999999999,3.316,3.39,3.26,0.13000000000000034,0.11000000000000032,117932,166845,66122,100723,-100723
2018-09-30,3.138,3.35,3.03,0.3200000000000003,-0.26000000000000023,3.23,3.35,3.11,0.2400000000000002,-0.16000000000000014,3.016,3.1,2.97,0.1299999999999999,-0.10000000000000009,3.062,3.11,3.04,0.06999999999999984,-0.06000000000000005,105553,225742,31568,194174,-194174
2018-10-07,2.998,3.08,2.95,0.1299999999999999,-0.10000000000000009,3.096,3.27,2.98,0.29000000000000004,-0.020000000000000018,2.918,2.97,2.8,0.17000000000000037,0.04999999999999982,2.99,3.05,2.95,0.09999999999999964,0.04999999999999982,75433,184805,32178,152627,-32807
2018-10-14,3.188,3.29,3.08,0.20999999999999996,0.10000000000000009,3.294,3.38,3.14,0.23999999999999977,0.10999999999999988,3.046,3.18,2.9,0.28000000000000025,0.10000000000000009,3.174,3.28,3.07,0.20999999999999996,0.06000000000000005,88519,160667,41006,119661,-35355
2018-10-21,3.106,3.25,2.95,0.2999999999999998,-0.2999999999999998,3.152,3.31,3.0,0.31000000000000005,-0.31000000000000005,2.978,3.02,2.94,0.08000000000000007,-0.06000000000000005,3.058,3.21,2.95,0.2599999999999998,-0.22999999999999998,74236,161978,47722,114256,-112045
2018-10-28,3.032,3.08,3.0,0.08000000000000007,0.07000000000000028,3.106,3.25,3.0,0.25,0.20000000000000018,3.008,3.08,2.95,0.1299999999999999,0.1200000000000001,3.052,3.17,2.99,0.17999999999999972,0.16000000000000014,62390,141700,15944,125756,74041
2018-11-04,3.014,3.2,2.75,0.4500000000000002,-0.4500000000000002,3.254,3.34,3.12,0.21999999999999975,-0.14000000000000012,2.9659999999999997,3.05,2.7,0.34999999999999964,-0.31999999999999984,3.058,3.19,2.98,0.20999999999999996,-0.06000000000000005,111813,194617,23522,171095,64995
2018-11-11,2.98,3.16,2.86,0.30000000000000027,-0.22999999999999998,3.068,3.16,2.93,0.22999999999999998,-0.22999999999999998,2.846,2.93,2.75,0.18000000000000016,-0.11000000000000032,2.912,2.99,2.84,0.15000000000000036,-0.15000000000000036,78445,135661,33126,102535,6536
2018-11-18,2.8449999999999998,2.9,2.79,0.10999999999999988,-0.10999999999999988,2.87,2.92,2.81,0.10999999999999988,-0.10999999999999988,2.6925,2.81,2.62,0.18999999999999995,0.08999999999999986,2.8025,2.83,2.77,0.06000000000000005,0.029999999999999805,52492,106217,1573,104644,-104644
2018-11-25,2.726,2.8,2.67,0.1299999999999999,-0.08999999999999986,2.758,2.82,2.7,0.11999999999999966,-0.06000000000000005,2.636,2.75,2.56,0.18999999999999995,-0.10999999999999988,2.69,2.76,2.62,0.13999999999999968,-0.04999999999999982,50732,96290,16313,79977,16423
2018-12-02,2.6725,2.76,2.62,0.13999999999999968,-0.11999999999999966,2.7525,2.86,2.7,0.1599999999999997,-0.1599999999999997,2.58,2.62,2.56,0.06000000000000005,0.0,2.64,2.69,2.62,0.06999999999999984,-0.009999999999999787,124341,180300,50110,130190,-20077
2018-12-09,2.516,2.6,2.42,0.18000000000000016,0.050000000000000266,2.602,2.63,2.53,0.10000000000000009,-0.009999999999999787,2.45,2.5,2.4,0.10000000000000009,0.08999999999999986,2.514,2.63,2.42,0.20999999999999996,0.08999999999999986,75119,197616,35975,161641,-153395
2018-12-16,2.42,2.52,2.37,0.1499999999999999,-0.1200000000000001,2.492,2.6,2.41,0.18999999999999995,-0.18999999999999995,2.292,2.4,2.15,0.25,-0.23999999999999977,2.342,2.45,2.21,0.2400000000000002,-0.2400000000000002,115802,148433,82769,65664,48430
2018-12-23,2.2600000000000002,2.4,2.2,0.19999999999999973,0.040000000000000036,2.3875,2.52,2.28,0.2400000000000002,0.07000000000000028,2.14,2.22,2.02,0.20000000000000018,0.10000000000000009,2.2725,2.42,2.17,0.25,0.08000000000000007,99109,196777,25874,170903,11973
2018-12-30,2.265,2.41,2.17,0.2400000000000002,-0.2400000000000002,2.3475,2.49,2.26,0.23000000000000043,-0.13000000000000034,2.165,2.18,2.15,0.03000000000000025,-0.010000000000000231,2.22,2.29,2.16,0.1299999999999999,-0.08999999999999986,55100,98085,7717,90368,-15638
2019-01-06,2.066,2.2,1.98,0.2200000000000002,-0.2200000000000002,2.136,2.2,2.09,0.11000000000000032,-0.10000000000000009,1.992,2.02,1.95,0.07000000000000006,-0.05999999999999983,2.012,2.05,1.95,0.09999999999999987,-0.07999999999999985,133860,198147,84372,113775,-47842
2019-01-13,1.87,1.96,1.81,0.1499999999999999,-0.1499999999999999,1.908,2.03,1.81,0.21999999999999975,-0.21999999999999975,1.76,1.8,1.7,0.10000000000000009,-0.07000000000000006,1.802,1.85,1.72,0.13000000000000012,-0.13000000000000012,196952,326604,109499,217105,-217105
2019-01-20,1.675,1.75,1.6,0.1499999999999999,-0.06000000000000005,1.7175,1.78,1.68,0.10000000000000009,-0.08000000000000007,1.5750000000000002,1.62,1.51,0.1100000000000001,-0.030000000000000027,1.6125,1.65,1.59,0.05999999999999983,-0.039999999999999813,224291,364680,120839,243841,-83222
2019-01-27,1.548,1.67,1.33,0.33999999999999986,-0.33999999999999986,1.576,1.67,1.38,0.29000000000000004,-0.29000000000000004,1.428,1.58,1.2,0.3800000000000001,-0.30000000000000004,1.468,1.62,1.3,0.32000000000000006,-0.32000000000000006,1231980,4604601,75556,4529045,627820
2019-02-03,1.296,1.35,1.2,0.15000000000000013,-0.13000000000000012,1.32,1.37,1.27,0.10000000000000009,-0.09000000000000008,1.244,1.3,1.18,0.1200000000000001,-0.1200000000000001,1.262,1.33,1.19,0.14000000000000012,-0.13000000000000012,475112,767950,140184,627766,317906
2019-02-10,1.464,1.62,1.28,0.3400000000000001,0.1399999999999999,1.532,1.63,1.44,0.18999999999999995,-0.010000000000000009,1.3719999999999999,1.45,1.23,0.21999999999999997,0.16999999999999993,1.46,1.58,1.39,0.19000000000000017,0.010000000000000009,580295,1296811,117538,1179273,-756487
2019-02-17,1.4275,1.45,1.41,0.040000000000000036,0.020000000000000018,1.4425,1.46,1.42,0.040000000000000036,0.030000000000000027,1.39,1.41,1.37,0.039999999999999813,0.020000000000000018,1.42,1.46,1.4,0.06000000000000005,0.06000000000000005,236364,289453,198786,90667,-58823
2019-02-24,1.668,1.89,1.6,0.2899999999999998,-0.2899999999999998,1.716,2.0,1.6,0.3999999999999999,-0.32000000000000006,1.52,1.56,1.45,0.1100000000000001,0.050000000000000044,1.602,1.62,1.59,0.030000000000000027,0.020000000000000018,1500827,5865787,156011,5709776,-5572439
2019-03-03,2.04,2.26,1.65,0.6099999999999999,0.6099999999999999,2.31,2.52,2.11,0.41000000000000014,0.41000000000000014,1.972,2.18,1.64,0.5400000000000003,0.5400000000000003,2.226,2.49,2.02,0.4700000000000002,0.4700000000000002,894103,1460294,670697,789597,-647644
2019-03-10,2.666,2.9,2.48,0.41999999999999993,0.41999999999999993,2.7800000000000002,2.93,2.6,0.33000000000000007,0.2200000000000002,2.542,2.74,2.3,0.4400000000000004,0.3400000000000003,2.73,2.92,2.53,0.3900000000000001,0.31999999999999984,425483,541720,260805,280915,-256780
2019-03-17,2.778,2.9,2.7,0.19999999999999973,-0.19999999999999973,2.814,2.93,2.7,0.22999999999999998,-0.22999999999999998,2.664,2.73,2.52,0.20999999999999996,-0.20000000000000018,2.722,2.78,2.64,0.13999999999999968,-0.10999999999999988,199147,339987,116835,223152,134021
2019-03-24,2.68,2.75,2.6,0.1499999999999999,-0.040000000000000036,2.76,2.8,2.71,0.08999999999999986,0.03000000000000025,2.586,2.71,2.51,0.20000000000000018,0.020000000000000018,2.682,2.76,2.58,0.17999999999999972,-0.020000000000000018,171649,233651,115971,117680,-73233
2019-03-31,2.704,2.75,2.67,0.08000000000000007,0.020000000000000018,2.822,2.89,2.74,0.1499999999999999,0.06999999999999984,2.622,2.67,2.6,0.06999999999999984,0.0,2.704,2.74,2.65,0.0900000000000003,-0.050000000000000266,195505,368246,105503,262743,-12178
2019-04-07,2.662,2.7,2.62,0.08000000000000007,0.03000000000000025,2.772,2.85,2.71,0.14000000000000012,0.09999999999999964,2.576,2.65,2.51,0.14000000000000012,0.08000000000000007,2.654,2.72,2.6,0.1200000000000001,0.020000000000000018,112520,138711,80575,58136,13175
2019-04-14,2.6925,2.72,2.67,0.050000000000000266,0.0,2.7375,2.76,2.72,0.03999999999999959,-0.010000000000000231,2.6550000000000002,2.67,2.62,0.04999999999999982,0.04999999999999982,2.705,2.72,2.68,0.040000000000000036,-0.020000000000000018,102312,152916,44178,108738,-98598
2019-04-21,2.842,3.0,2.71,0.29000000000000004,0.29000000000000004,2.98,3.19,2.81,0.3799999999999999,0.3799999999999999,2.776,2.92,2.67,0.25,0.25,2.934,3.15,2.8,0.3500000000000001,0.3500000000000001,166418,267779,71516,196263,196263
2019-04-28,3.7239999999999998,4.17,3.15,1.02,0.41999999999999993,3.9819999999999998,4.25,3.65,0.6000000000000001,0.18999999999999995,3.4899999999999998,3.81,3.07,0.7400000000000002,0.4500000000000002,3.834,4.25,3.57,0.6800000000000002,0.10999999999999988,694152,1661864,165372,1496492,-313859
2019-05-05,3.782,3.9,3.65,0.25,0.10999999999999988,3.9299999999999997,4.14,3.76,0.3799999999999999,0.3799999999999999,3.608,3.67,3.53,0.14000000000000012,0.1200000000000001,3.818,4.08,3.62,0.45999999999999996,0.45999999999999996,329858,644988,202796,442192,442075
2019-05-12,4.36,4.75,4.0,0.75,0.4500000000000002,4.54,4.79,4.15,0.6399999999999997,0.34999999999999964,4.088,4.37,3.77,0.6000000000000001,0.31999999999999984,4.376,4.69,4.12,0.5700000000000003,0.03000000000000025,666602,1037986,406098,631888,-50562
2019-05-19,4.016,4.21,3.81,0.3999999999999999,-0.23000000000000043,4.154,4.38,3.93,0.44999999999999973,-0.22999999999999954,3.904,4.11,3.6,0.5100000000000002,-0.1900000000000004,4.032,4.22,3.88,0.33999999999999986,-0.14999999999999947,233484,327304,114618,212686,-102679
2019-05-26,3.9575,4.08,3.9,0.18000000000000016,-0.16999999999999993,4.035,4.11,3.98,0.13000000000000034,-0.13000000000000034,3.86,3.93,3.81,0.1200000000000001,-0.1200000000000001,3.925,3.95,3.87,0.08000000000000007,0.0,106658,154839,64381,90458,47567
2019-06-02,3.968,4.1,3.72,0.37999999999999945,0.14999999999999947,4.18,4.39,3.99,0.39999999999999947,0.2599999999999998,3.898,4.08,3.7,0.3799999999999999,0.3799999999999999,4.006,4.21,3.72,0.48999999999999977,0.48999999999999977,167755,226062,107953,118109,118109
2019-06-09,4.534,4.8,4.23,0.5699999999999994,0.5699999999999994,4.724,4.85,4.61,0.23999999999999932,0.09999999999999964,4.39,4.5,4.18,0.3200000000000003,0.3200000000000003,4.62,4.77,4.46,0.3099999999999996,0.13999999999999968,285577,481425,189721,291704,-107856
2019-06-16,4.5200000000000005,4.74,4.4,0.33999999999999986,-0.33999999999999986,4.552,4.76,4.43,0.33000000000000007,-0.33000000000000007,4.326,4.52,4.15,0.3699999999999992,-0.3099999999999996,4.422,4.58,4.37,0.20999999999999996,-0.20999999999999996,177104,276689,97868,178821,-114313
2019-06-23,4.372,4.6,4.22,0.3799999999999999,0.019999999999999574,4.474,4.65,4.36,0.29000000000000004,0.27000000000000046,4.18,4.33,4.04,0.29000000000000004,0.11000000000000032,4.29,4.54,4.07,0.46999999999999975,0.3200000000000003,839888,3255272,128692,3126580,3126580
2019-06-30,4.6775,4.71,4.65,0.05999999999999961,-0.009999999999999787,4.755,4.84,4.68,0.16000000000000014,-0.04999999999999982,4.4725,4.61,4.21,0.40000000000000036,-0.3200000000000003,4.5625,4.67,4.27,0.40000000000000036,-0.39000000000000057,322681,656107,75917,580190,-298422
2019-07-07,4.486,4.64,4.31,0.33000000000000007,0.17000000000000082,4.584,4.64,4.5,0.13999999999999968,-0.08000000000000007,4.372,4.48,4.27,0.21000000000000085,0.040000000000000036,4.47,4.59,4.35,0.2400000000000002,-0.0600000000000005,236959,377705,123290,254415,-197446
2019-07-14,4.55,4.7,4.42,0.28000000000000025,0.1900000000000004,4.664,4.95,4.46,0.4900000000000002,0.15000000000000036,4.358,4.61,4.06,0.5500000000000007,0.09999999999999964,4.51,4.69,4.29,0.40000000000000036,0.04999999999999982,330591,443670,151624,292046,127042
2019-07-21,4.744,5.12,4.57,0.5499999999999998,0.5499999999999998,4.948,5.46,4.63,0.8300000000000001,0.8300000000000001,4.596,5.12,4.4,0.7199999999999998,0.7199999999999998,4.804,5.17,4.6,0.5700000000000003,0.5700000000000003,545023,1408175,145984,1262191,489350
2019-07-28,4.914,5.24,4.74,0.5,-0.40000000000000036,5.072,5.29,4.89,0.40000000000000036,-0.40000000000000036,4.736,4.88,4.62,0.2599999999999998,-0.21999999999999975,4.866,5.06,4.7,0.35999999999999943,-0.20000000000000018,949564,3105752,284620,2821132,-117905
2019-08-04,5.344,5.76,4.99,0.7699999999999996,0.7699999999999996,5.646,6.0,5.3,0.7000000000000002,0.7000000000000002,5.214,5.66,4.75,0.9100000000000001,0.9100000000000001,5.4959999999999996,5.87,5.18,0.6900000000000004,0.6900000000000004,1066044,1850425,705471,1144954,906108
2019-08-11,5.986,6.21,5.73,0.47999999999999954,-0.13999999999999968,6.184,6.35,6.02,0.33000000000000007,-0.13999999999999968,5.734,5.91,5.4,0.5099999999999998,0.0,6.008,6.22,5.73,0.4899999999999993,-0.20999999999999996,615900,822937,464915,358022,-355023
2019-08-18,6.062,6.2,5.9,0.2999999999999998,-0.15999999999999925,6.146,6.29,6.0,0.29000000000000004,-0.29000000000000004,5.906,6.02,5.79,0.22999999999999954,-0.22999999999999954,6.008,6.2,5.82,0.3799999999999999,-0.3799999999999999,382932,499035,263792,235243,65715
2019-08-25,5.486,5.81,5.3,0.5099999999999998,-0.5099999999999998,5.5760000000000005,5.86,5.3,0.5600000000000005,-0.5600000000000005,5.22,5.38,5.1,0.28000000000000025,-0.28000000000000025,5.292,5.4,5.2,0.20000000000000018,-0.16999999999999993,551182,864807,260604,604203,-401463
2019-09-01,5.155,5.29,5.08,0.20999999999999996,0.1299999999999999,5.2775,5.34,5.16,0.17999999999999972,0.07000000000000028,5.025,5.17,4.9,0.2699999999999996,0.2699999999999996,5.14,5.29,5.02,0.27000000000000046,0.1800000000000006,231055,333594,110598,222996,-222996
2019-09-08,5.196,5.36,5.1,0.2600000000000007,0.16000000000000014,5.386,5.67,5.28,0.3899999999999997,0.3899999999999997,5.140000000000001,5.36,5.03,0.33000000000000007,0.29000000000000004,5.272,5.6,5.12,0.47999999999999954,0.47999999999999954,286287,376471,218554,157917,152998
2019-09-15,5.678,5.86,5.53,0.33000000000000007,0.28000000000000025,5.88,5.97,5.81,0.16000000000000014,0.13999999999999968,5.548,5.7,5.47,0.23000000000000043,0.1299999999999999,5.688,5.88,5.52,0.3600000000000003,-0.009999999999999787,560700,1451536,186349,1265187,1120063
2019-09-22,5.49,5.71,5.27,0.4400000000000004,-0.3800000000000008,5.54,5.81,5.27,0.54,-0.5100000000000007,5.23,5.48,5.0,0.4800000000000004,-0.4800000000000004,5.356,5.7,5.13,0.5700000000000003,-0.5700000000000003,328591,510605,220866,289739,-289739
2019-09-29,4.978,5.13,4.86,0.2699999999999996,-0.13999999999999968,5.08,5.22,4.88,0.33999999999999986,0.019999999999999574,4.84,5.0,4.76,0.2400000000000002,-0.16999999999999993,4.942,5.02,4.86,0.15999999999999925,-0.05999999999999961,287757,403883,184898,218985,-218985
2019-10-06,4.86,5.0,4.73,0.2699999999999996,0.040000000000000036,4.984,5.22,4.81,0.41000000000000014,0.25,4.73,4.96,4.58,0.3799999999999999,0.20999999999999996,4.88,5.05,4.77,0.28000000000000025,0.2599999999999998,295534,363233,223011,140222,67690
