Date,GLDD_Open_average,GLDD_Open_max,GLDD_Open_min,GLDD_Open_volatility,GLDD_Open_change,GLDD_High_average,GLDD_High_max,GLDD_High_min,GLDD_High_volatility,GLDD_High_change,GLDD_Low_average,GLDD_Low_max,GLDD_Low_min,GLDD_Low_volatility,GLDD_Low_change,GLDD_Close_average,GLDD_Close_max,GLDD_Close_min,GLDD_Close_volatility,GLDD_Close_change,GLDD_Volume_average,GLDD_Volume_max,GLDD_Volume_min,GLDD_Volume_volatility,GLDD_Volume_change
2018-01-14,5.1,5.25,5.0,0.25,-0.25,5.176,5.3,5.05,0.25,-0.25,4.982,5.05,4.9,0.14999999999999947,-0.14999999999999947,5.07,5.15,5.0,0.15000000000000036,-0.15000000000000036,181336,242451,117943,124508,-124508
2018-01-21,4.96,5.0,4.95,0.04999999999999982,0.0,5.03,5.05,5.0,0.04999999999999982,0.0,4.86,4.9,4.8,0.10000000000000053,-0.05000000000000071,4.9,4.95,4.85,0.10000000000000053,0.0,142040,174268,77143,97125,35926
2018-01-28,4.640000000000001,4.9,4.45,0.4500000000000002,-0.4500000000000002,4.7219999999999995,4.9,4.55,0.35000000000000053,-0.35000000000000053,4.492,4.65,4.25,0.40000000000000036,-0.2999999999999998,4.55,4.7,4.25,0.4500000000000002,-0.4500000000000002,221341,319514,98750,220764,91464
2018-02-04,4.3100000000000005,4.4,4.15,0.25,0.25,4.506,4.65,4.4,0.25,-0.09999999999999964,4.23,4.35,4.15,0.1999999999999993,0.09999999999999964,4.36,4.4,4.3,0.10000000000000053,0.0,286130,385653,235223,150430,-43913
2018-02-11,4.5125,4.65,4.35,0.3000000000000007,0.20000000000000018,4.65,4.65,4.65,0.0,0.0,4.3875,4.5,4.25,0.25,0.25,4.5625,4.6,4.5,0.09999999999999964,0.04999999999999982,280301,538242,138372,399870,-399870
2018-02-18,4.53,4.65,4.5,0.15000000000000036,0.0,4.656,4.75,4.6,0.15000000000000036,0.08000000000000007,4.44,4.45,4.4,0.04999999999999982,0.0,4.546,4.65,4.45,0.20000000000000018,0.20000000000000018,115659,164935,77502,87433,10785
2018-02-25,4.55,4.65,4.45,0.20000000000000018,-0.04999999999999982,4.664000000000001,4.7,4.57,0.1299999999999999,0.0,4.5,4.6,4.45,0.14999999999999947,-0.09999999999999964,4.61,4.7,4.55,0.15000000000000036,0.04999999999999982,161304,187177,120943,66234,-9394
2018-03-04,4.75,4.95,4.6,0.35000000000000053,0.25,4.89,5.1,4.75,0.34999999999999964,0.34999999999999964,4.67,4.85,4.55,0.2999999999999998,0.2999999999999998,4.83,5.05,4.65,0.39999999999999947,0.39999999999999947,194464,341696,127543,214153,39525
2018-03-11,5.03,5.1,4.95,0.14999999999999947,-0.04999999999999982,5.114,5.15,5.07,0.08000000000000007,-0.08000000000000007,4.94,4.97,4.9,0.0699999999999994,-0.04999999999999982,5.03,5.05,5.0,0.04999999999999982,0.0,192097,371981,127913,244068,-45884
2018-03-18,4.7,5.05,4.4,0.6499999999999995,-0.6499999999999995,4.7299999999999995,5.05,4.47,0.5800000000000001,-0.5800000000000001,4.494,4.9,4.25,0.6500000000000004,-0.6500000000000004,4.56,4.95,4.35,0.6000000000000005,-0.6000000000000005,225311,251011,181794,69217,-69217
2018-03-25,4.4125,4.6,4.35,0.25,0.25,4.550000000000001,4.75,4.4,0.34999999999999964,0.34999999999999964,4.3375,4.5,4.25,0.25,0.25,4.4624999999999995,4.6,4.3,0.2999999999999998,0.2999999999999998,155318,200949,81009,119940,49122
2018-04-01,4.55,4.65,4.4,0.25,-0.15000000000000036,4.66,4.7,4.6,0.10000000000000053,0.0,4.456,4.5,4.38,0.1200000000000001,0.0,4.55,4.6,4.45,0.14999999999999947,0.14999999999999947,139491,213450,84740,128710,128710
2018-04-08,4.66,4.75,4.6,0.15000000000000036,0.0,4.7540000000000004,4.82,4.65,0.16999999999999993,-0.14999999999999947,4.59,4.65,4.5,0.15000000000000036,-0.09999999999999964,4.66,4.75,4.6,0.15000000000000036,-0.15000000000000036,136050,168864,101940,66924,4917
2018-04-15,4.57,4.65,4.45,0.20000000000000018,-0.05000000000000071,4.628,4.68,4.6,0.08000000000000007,-0.08000000000000007,4.47,4.55,4.4,0.14999999999999947,-0.04999999999999982,4.564,4.6,4.47,0.1299999999999999,0.04999999999999982,149866,302088,64614,237474,-57019
2018-04-22,4.58,4.65,4.5,0.15000000000000036,0.05000000000000071,4.7,4.85,4.6,0.25,0.15000000000000036,4.51,4.6,4.45,0.14999999999999947,0.14999999999999947,4.574,4.65,4.47,0.1800000000000006,0.1299999999999999,127385,188679,36138,152541,-45286
2018-04-29,4.72,5.0,4.4,0.5999999999999996,0.5,4.930000000000001,5.15,4.65,0.5,0.5,4.69,4.95,4.4,0.5499999999999998,0.4800000000000004,4.86,5.1,4.5,0.5999999999999996,0.5999999999999996,181174,321348,73691,247657,-216614
