Date,CREE_Open_average,CREE_Open_max,CREE_Open_min,CREE_Open_volatility,CREE_Open_change,CREE_High_average,CREE_High_max,CREE_High_min,CREE_High_volatility,CREE_High_change,CREE_Low_average,CREE_Low_max,CREE_Low_min,CREE_Low_volatility,CREE_Low_change,CREE_Close_average,CREE_Close_max,CREE_Close_min,CREE_Close_volatility,CREE_Close_change,CREE_Volume_average,CREE_Volume_max,CREE_Volume_min,CREE_Volume_volatility,CREE_Volume_change
2018-01-14,36.368,37.24,35.88,1.3599999999999994,-1.1499999999999986,36.836,37.47,36.49,0.9799999999999969,-0.6799999999999997,35.81,36.05,35.36,0.6899999999999977,0.6000000000000014,36.272,36.69,35.6,1.0899999999999963,1.0899999999999963,769057,1018832,514048,504784,-26226
2018-01-21,35.668,36.58,34.84,1.7399999999999949,-1.0100000000000051,36.486,39.0,34.98,4.020000000000003,-1.6200000000000045,34.476,35.01,33.77,1.2399999999999949,-0.3500000000000014,35.134,35.98,34.72,1.259999999999998,-0.2700000000000031,2883397,6215779,1054803,5160976,-2007475
2018-01-28,34.11,34.49,32.93,1.5600000000000023,-1.509999999999998,34.492,35.0,33.34,1.6599999999999966,-1.5499999999999972,33.49,34.28,31.92,2.3599999999999994,-2.229999999999997,33.708,34.51,32.0,2.509999999999998,-2.259999999999998,1396190,1557249,1233641,323608,183399
2018-02-04,32.196,32.99,31.29,1.7000000000000028,1.7000000000000028,33.14,33.67,32.75,0.9200000000000017,0.8100000000000023,31.738,32.32,30.78,1.5399999999999991,1.5399999999999991,32.754,33.54,32.32,1.2199999999999989,1.2199999999999989,1721663,2226256,1242327,983929,-607895
2018-02-11,35.11,36.43,33.43,3.0,2.740000000000002,36.075,36.91,34.71,2.1999999999999957,2.1999999999999957,34.6775,35.95,33.07,2.8800000000000026,2.8800000000000026,35.9675,36.71,34.67,2.039999999999999,2.039999999999999,1492369,2331711,974368,1357343,-534200
2018-02-18,37.516,38.02,36.6,1.4200000000000017,1.3999999999999986,38.022,38.54,37.56,0.9799999999999969,0.7100000000000009,36.964,37.23,36.6,0.6299999999999955,0.5399999999999991,37.372,37.83,37.09,0.7399999999999949,0.1699999999999946,1328921,1862201,925851,936350,-697096
2018-02-25,37.422,38.25,36.76,1.490000000000002,0.030000000000001137,38.102,38.69,37.33,1.3599999999999994,-0.5300000000000011,36.76,37.78,35.87,1.9100000000000037,-0.18999999999999773,37.704,38.31,37.11,1.2000000000000028,-0.25,1212764,1579462,1046920,532542,-274038
2018-03-04,41.614,43.02,38.63,4.390000000000001,3.3399999999999963,42.906,43.23,42.42,0.8099999999999952,-0.37999999999999545,40.838,41.87,38.5,3.3699999999999974,3.289999999999999,42.318,42.89,41.76,1.1300000000000026,0.37000000000000455,2665439,6373786,1059752,5314034,-5314034
2018-03-11,42.397999999999996,42.8,42.27,0.529999999999994,0.04999999999999716,43.428000000000004,45.43,42.71,2.719999999999999,0.3200000000000003,41.918,42.23,41.71,0.519999999999996,0.20000000000000284,42.45,42.68,42.17,0.509999999999998,0.44999999999999574,1904080,4932851,944623,3988228,-124841
2018-03-18,42.23,43.41,41.22,2.1899999999999977,-1.6400000000000006,42.656,43.81,41.49,2.3200000000000003,-2.3200000000000003,41.532,42.95,40.37,2.5800000000000054,-2.1199999999999974,41.87,43.21,40.38,2.8299999999999983,-1.7700000000000031,943114,1213586,751935,461651,-218329
2018-03-25,40.38,41.61,39.74,1.8699999999999974,-1.4399999999999977,40.805,41.61,40.28,1.3299999999999983,-1.0,39.2225,39.71,38.73,0.980000000000004,-0.980000000000004,39.705,40.31,38.86,1.4500000000000028,-1.2199999999999989,1090717,1374931,882509,492422,-492422
2018-04-01,39.748,40.76,38.41,2.3500000000000014,1.4699999999999989,40.6,41.5,39.7,1.7999999999999972,1.7999999999999972,39.391999999999996,40.28,38.01,2.270000000000003,1.480000000000004,40.266,41.01,39.5,1.509999999999998,1.509999999999998,1144157,1762301,727879,1034422,875157
2018-04-08,41.722,42.1,41.5,0.6000000000000014,-0.03999999999999915,42.17,42.55,41.5,1.0499999999999972,-1.0499999999999972,40.92,41.21,40.39,0.8200000000000003,-0.7800000000000011,41.424,42.36,40.4,1.9600000000000009,-1.9600000000000009,1110915,1474905,530994,943911,-637876
2018-04-15,40.79,41.14,40.39,0.75,-0.25,41.164,41.53,40.47,1.0600000000000023,-0.7199999999999989,40.386,40.9,39.85,1.0499999999999972,-0.5799999999999983,40.798,41.2,40.33,0.8700000000000045,-0.519999999999996,858468,993436,644278,349158,316555
2018-04-22,40.322,42.72,38.21,4.509999999999998,-2.6700000000000017,40.626,42.84,38.33,4.510000000000005,-2.8100000000000023,38.089999999999996,38.96,36.8,2.1600000000000037,-2.1600000000000037,38.886,40.26,37.32,2.9399999999999977,-2.039999999999999,2651703,5005791,1606066,3399725,-239800
2018-04-29,39.300000000000004,40.99,37.25,3.740000000000002,3.740000000000002,40.312,41.23,39.1,2.1299999999999955,2.1299999999999955,39.019999999999996,40.56,36.58,3.980000000000004,3.980000000000004,40.086,40.96,38.96,2.0,2.0,1307594,1872530,841159,1031371,-680963
2018-05-06,41.632,42.31,40.73,1.5800000000000054,1.5800000000000054,41.992,42.8,41.22,1.5799999999999983,1.5799999999999983,41.398,42.08,40.7,1.3799999999999955,1.3799999999999955,41.839999999999996,42.33,41.06,1.269999999999996,1.269999999999996,905152,1441879,600007,841872,246821
2018-05-13,43.788000000000004,44.77,42.1,2.6700000000000017,2.6700000000000017,44.56,45.62,43.72,1.8999999999999986,1.8999999999999986,43.558,44.46,42.1,2.3599999999999994,2.3599999999999994,44.406,45.54,43.69,1.8500000000000014,1.8500000000000014,1131031,1302210,915134,387076,-27068
2018-05-20,45.2575,45.78,44.85,0.9299999999999997,-0.5300000000000011,45.72,46.15,45.25,0.8999999999999986,-0.07000000000000028,44.769999999999996,45.22,44.14,1.0799999999999983,0.030000000000001137,45.4125,45.85,45.17,0.6799999999999997,0.5300000000000011,925491,1318532,699273,619259,-438196
2018-05-27,46.948,47.54,45.62,1.9200000000000017,1.9200000000000017,47.888,48.32,47.42,0.8999999999999986,0.3200000000000003,46.632,47.35,45.62,1.730000000000004,1.730000000000004,47.3,48.03,46.62,1.4100000000000037,0.7100000000000009,1329478,1973970,773971,1199999,-913547
2018-06-03,48.726,49.28,48.0,1.2800000000000011,0.7100000000000009,49.566,49.99,49.22,0.7700000000000031,-0.7199999999999989,48.382,48.86,48.0,0.8599999999999994,0.6199999999999974,49.212,49.74,48.97,0.7700000000000031,-0.11000000000000654,1454687,2618922,975560,1643362,-1213448
2018-06-10,49.37,49.95,48.72,1.230000000000004,-0.480000000000004,50.18,50.67,49.43,1.240000000000002,-0.5599999999999952,48.95,49.74,48.34,1.3999999999999986,-0.36999999999999744,49.608000000000004,49.95,49.18,0.7700000000000031,0.020000000000003126,1249357,1857708,997435,860273,-255316
2018-06-17,48.318,48.83,47.29,1.5399999999999991,-1.3999999999999986,48.57,49.25,47.35,1.8999999999999986,-1.8999999999999986,47.222,48.03,45.32,2.710000000000001,-2.1000000000000014,47.711999999999996,48.58,45.96,2.6199999999999974,-2.6199999999999974,1118362,1585228,610354,974874,-617683
2018-06-24,43.836,45.94,41.54,4.399999999999999,-3.8999999999999986,44.36,46.05,42.99,3.059999999999995,-2.969999999999999,42.588,44.9,40.75,4.149999999999999,-4.149999999999999,43.056,45.68,41.57,4.109999999999999,-4.109999999999999,1262336,1918932,1028815,890117,-146410
2018-07-01,44.335,46.07,42.0,4.07,4.07,45.82,46.66,44.04,2.6199999999999974,2.530000000000001,44.1,45.86,41.8,4.060000000000002,4.060000000000002,45.2775,46.38,43.63,2.75,2.75,2292278,5232053,923343,4308710,-740808
2018-07-08,45.946,46.57,45.52,1.0499999999999972,-1.0499999999999972,46.316,47.02,45.81,1.2100000000000009,-1.2100000000000009,45.385999999999996,46.15,44.94,1.2100000000000009,-1.2100000000000009,45.78,46.41,45.36,1.0499999999999972,-1.0499999999999972,806360,1326168,447155,879013,-729250
2018-07-15,46.42,47.19,45.01,2.1799999999999997,1.7600000000000051,47.112,47.43,46.4,1.0300000000000011,0.9600000000000009,46.054,46.9,44.5,2.3999999999999986,1.7800000000000011,46.95,47.28,46.32,0.9600000000000009,0.9200000000000017,609584,925606,449674,475932,-435872
2018-07-22,47.629999999999995,48.1,47.33,0.7700000000000031,-0.0799999999999983,48.074,48.52,47.49,1.0300000000000011,-0.3200000000000003,46.47,47.2,45.21,1.990000000000002,-0.990000000000002,47.442,48.14,46.33,1.8100000000000023,-1.0200000000000031,663931,849428,503230,346198,-26722
2018-07-29,47.432,49.0,46.37,2.6300000000000026,2.6300000000000026,48.446,49.62,47.3,2.3200000000000003,1.759999999999998,47.196,48.88,46.02,2.8599999999999994,2.8599999999999994,48.056,49.31,47.08,2.230000000000004,2.1600000000000037,703505,1083967,465569,618398,-276879
