Date,AMP_Open_average,AMP_Open_max,AMP_Open_min,AMP_Open_volatility,AMP_Open_change,AMP_High_average,AMP_High_max,AMP_High_min,AMP_High_volatility,AMP_High_change,AMP_Low_average,AMP_Low_max,AMP_Low_min,AMP_Low_volatility,AMP_Low_change,AMP_Close_average,AMP_Close_max,AMP_Close_min,AMP_Close_volatility,AMP_Close_change,AMP_Volume_average,AMP_Volume_max,AMP_Volume_min,AMP_Volume_volatility,AMP_Volume_change
2018-01-14,179.294,183.59,177.47,6.1200000000000045,-4.689999999999998,180.754,183.9,179.27,4.6299999999999955,-4.6200000000000045,176.726,177.23,175.66,1.5699999999999932,-0.07999999999998408,178.02,178.81,177.31,1.5,0.6299999999999955,1190416,1618534,752584,865950,-486713
2018-01-21,177.856,179.54,173.77,5.769999999999982,2.269999999999982,180.108,180.99,178.76,2.230000000000018,2.230000000000018,175.136,177.22,172.41,4.810000000000002,0.8100000000000023,177.808,180.31,173.13,7.180000000000007,-0.8600000000000136,1394869,1920083,887730,1032353,-254381
2018-01-28,170.606,175.99,165.77,10.219999999999999,-10.219999999999999,172.1,176.87,167.62,9.25,-9.25,166.826,171.84,159.83,12.009999999999991,-12.009999999999991,167.936,172.01,160.39,11.620000000000005,-11.620000000000005,1331297,1739273,1095363,643910,548660
2018-02-04,156.874,160.1,154.52,5.579999999999984,1.1199999999999761,160.164,164.34,155.64,8.700000000000017,-3.740000000000009,153.768,159.0,148.62,10.379999999999995,0.7199999999999989,156.592,160.56,152.5,8.060000000000002,-4.650000000000006,1477062,1900163,1079021,821142,-821142
2018-02-11,157.5025,161.59,154.78,6.810000000000002,3.3700000000000045,160.2375,161.75,157.48,4.27000000000001,3.4000000000000057,155.91,158.08,153.62,4.460000000000008,4.460000000000008,158.995,160.55,156.62,3.930000000000007,3.1899999999999977,1073376,1544948,769777,775171,-775171
2018-02-18,159.684,161.28,158.57,2.710000000000008,2.710000000000008,161.81799999999998,163.88,160.41,3.469999999999999,1.7199999999999989,158.566,160.45,157.65,2.799999999999983,2.799999999999983,159.75,162.32,158.01,4.310000000000002,3.5600000000000023,795570,988006,662718,325288,-109216
2018-02-25,155.92000000000002,162.24,149.56,12.680000000000007,-12.680000000000007,158.11599999999999,163.85,152.1,11.75,-7.789999999999992,152.862,159.71,147.9,11.810000000000002,-11.710000000000008,155.28,159.77,150.91,8.860000000000014,-4.150000000000006,1301100,1661171,1005396,655775,312768
2018-03-04,157.114,160.9,153.93,6.969999999999999,4.5800000000000125,158.408,161.58,156.09,5.490000000000009,4.650000000000006,155.7,159.39,153.66,5.72999999999999,5.369999999999976,157.742,161.11,155.57,5.5400000000000205,4.310000000000002,753595,886093,646073,240020,36306
2018-03-11,158.098,160.84,155.55,5.289999999999992,-4.050000000000011,159.08,161.52,157.59,3.930000000000007,-3.8300000000000125,155.996,158.34,154.83,3.509999999999991,-3.509999999999991,156.89,158.91,155.39,3.5200000000000102,-2.8700000000000045,931684,1525891,559857,966034,-592967
2018-03-18,153.79,157.29,147.77,9.519999999999982,-9.139999999999986,155.34799999999998,159.95,149.95,10.0,-8.050000000000011,150.678,156.53,144.55,11.97999999999999,-10.030000000000001,152.1,157.86,144.89,12.970000000000027,-7.589999999999975,1008311,1242543,698998,543545,329652
