Date,CPRIStock_Open_average,CPRIStock_Open_max,CPRIStock_Open_min,CPRIStock_Open_volatility,CPRIStock_Open_change,CPRIStock_High_average,CPRIStock_High_max,CPRIStock_High_min,CPRIStock_High_volatility,CPRIStock_High_change,CPRIStock_Low_average,CPRIStock_Low_max,CPRIStock_Low_min,CPRIStock_Low_volatility,CPRIStock_Low_change,CPRIStock_Close_average,CPRIStock_Close_max,CPRIStock_Close_min,CPRIStock_Close_volatility,CPRIStock_Close_change,CPRIStock_Volume_average,CPRIStock_Volume_max,CPRIStock_Volume_min,CPRIStock_Volume_volatility,CPRIStock_Volume_change
2018-01-14,64.7675,65.26,64.02,1.240000000000009,0.25,65.39750000000001,65.96,65.06,0.8999999999999915,0.5899999999999892,64.1175,64.81,63.63,1.1799999999999997,1.1799999999999997,64.83500000000001,65.86,63.84,2.019999999999996,2.019999999999996,1701602,1852765,1621880,230885,-23292
2018-01-21,66.77199999999999,67.74,65.5,2.239999999999995,1.5799999999999983,67.63799999999999,68.35,66.55,1.7999999999999972,1.7999999999999972,66.248,67.12,65.39,1.730000000000004,1.6899999999999977,67.022,68.14,65.7,2.4399999999999977,2.4399999999999977,1320885,1719930,960983,758947,-616783
2018-01-28,66.48,67.68,65.32,2.3600000000000136,-2.220000000000013,67.308,68.29,66.33,1.960000000000008,-1.5999999999999943,65.68,67.01,64.53,2.480000000000004,-2.1700000000000017,66.264,67.2,65.27,1.9300000000000068,-1.9300000000000068,2079954,2523029,1154270,1368759,1321759
2018-02-04,64.824,69.59,60.4,9.190000000000005,-4.890000000000008,65.862,69.95,60.8,9.150000000000006,-5.5,61.362,64.73,56.21,8.520000000000003,-7.68,63.086,66.11,59.8,6.310000000000002,-4.25,5683765,7366288,3274571,4091717,4091717
2018-02-11,62.316,64.4,60.13,4.270000000000003,4.270000000000003,63.44,64.77,61.54,3.229999999999997,2.9100000000000037,61.688,63.4,59.4,4.0,3.8599999999999994,63.056000000000004,64.73,60.89,3.8400000000000034,3.009999999999998,3304256,3656854,3041593,615261,-613263
2018-02-18,63.845,64.19,63.49,0.6999999999999957,0.6999999999999957,64.76,65.26,64.22,1.0400000000000063,0.5900000000000034,63.385,63.73,62.65,1.0799999999999983,1.0799999999999983,64.0175,64.72,63.61,1.1099999999999994,0.75,2037282,3731451,1252321,2479130,-2289082
2018-02-25,63.885999999999996,65.21,62.46,2.749999999999993,-2.4199999999999946,64.268,65.69,62.46,3.229999999999997,-2.9499999999999957,62.674,64.22,60.63,3.5899999999999963,-3.5899999999999963,63.312,64.9,61.87,3.0300000000000082,-3.0300000000000082,1959998,2544623,1409623,1135000,1135000
2018-03-04,61.522,61.94,60.99,0.9499999999999957,-0.44999999999999574,62.054,62.53,61.73,0.8000000000000043,-0.5,60.94,61.56,60.63,0.9299999999999997,-0.11999999999999744,61.552,62.07,60.71,1.3599999999999994,-0.509999999999998,2040566,2800608,1382006,1418602,-934632
2018-03-11,61.574,62.23,61.04,1.1899999999999977,-0.259999999999998,62.102,62.9,61.49,1.4099999999999966,0.6099999999999994,60.936,61.79,60.47,1.3200000000000003,0.4200000000000017,61.436,62.28,60.84,1.4399999999999977,0.14000000000000057,1766901,2558781,1220733,1338048,1026716
2018-03-18,62.212,62.87,61.56,1.3099999999999952,0.7100000000000009,63.300000000000004,64.54,62.77,1.7700000000000031,-0.21999999999999886,61.647999999999996,62.48,61.0,1.4799999999999969,-0.28999999999999915,62.18,63.26,61.15,2.1099999999999994,-0.6000000000000014,1562048,2033099,1153396,879703,-96229
2018-03-25,62.1025,62.96,61.66,1.3000000000000043,-0.36000000000000654,62.6625,62.96,62.33,0.6300000000000026,-0.5,61.1425,61.5,60.71,0.7899999999999991,0.22999999999999687,61.879999999999995,62.72,61.21,1.509999999999998,-0.6400000000000006,1470900,2104517,949228,1155289,732041
2018-04-01,63.226,65.71,61.84,3.8699999999999903,3.8699999999999903,64.462,66.23,62.47,3.760000000000005,3.760000000000005,62.556,64.38,60.58,3.799999999999997,3.5900000000000034,63.992,66.02,61.94,4.079999999999998,2.9200000000000017,2057189,2731531,1694137,1037394,449391
2018-04-08,65.3,66.45,64.76,1.6899999999999977,1.240000000000009,65.996,66.58,65.44,1.1400000000000006,1.1400000000000006,64.726,65.03,64.2,0.8299999999999983,0.8100000000000023,65.212,66.08,64.27,1.8100000000000023,1.1099999999999994,1444459,1874198,1157558,716640,-716640
2018-04-15,66.002,66.99,65.58,1.4099999999999966,-0.0799999999999983,66.47,67.33,65.85,1.480000000000004,0.3300000000000125,65.178,65.67,64.8,0.8700000000000045,-0.21999999999999886,65.72,66.84,65.01,1.8299999999999983,-0.4899999999999949,1554327,1902534,1218957,683577,565660
2018-04-22,67.792,68.46,67.07,1.3900000000000006,1.1199999999999903,68.734,69.94,67.84,2.0999999999999943,1.6099999999999994,67.14399999999999,68.41,66.66,1.75,1.75,67.998,69.06,66.91,2.1500000000000057,1.210000000000008,1863463,2819808,1226597,1593211,-1292024
2018-04-29,65.80799999999999,69.76,61.38,8.380000000000003,-8.380000000000003,66.02,70.0,61.95,8.049999999999997,-8.049999999999997,64.204,68.42,60.78,7.640000000000001,-7.640000000000001,64.654,68.42,61.42,7.0,-6.859999999999999,2647407,4158630,1578099,2580531,869982
2018-05-06,61.978,62.86,61.44,1.4200000000000017,1.25,62.608000000000004,63.34,61.78,1.5600000000000023,1.5600000000000023,61.404,62.41,60.22,2.1899999999999977,2.1899999999999977,62.26,63.08,61.39,1.6899999999999977,1.5300000000000011,1904774,2413369,1525343,888026,-764997
2018-05-13,64.738,66.5,62.72,3.780000000000001,2.8800000000000026,65.77,67.49,63.85,3.6399999999999935,2.7199999999999918,64.32,65.82,62.71,3.1099999999999923,2.4399999999999977,65.26,66.71,63.19,3.519999999999996,2.969999999999999,1926132,2290973,1464755,826218,370015
2018-05-20,67.01,68.37,65.52,2.8500000000000085,1.8299999999999983,68.122,69.25,67.29,1.9599999999999937,1.9599999999999937,66.44800000000001,68.34,65.05,3.2900000000000063,2.549999999999997,67.514,68.64,66.16,2.480000000000004,1.5600000000000023,2307300,3248757,1707217,1541540,1541540
2018-05-27,61.865,67.65,57.6,10.050000000000004,-10.050000000000004,63.31,69.12,60.25,8.870000000000005,-8.870000000000005,60.1325,67.25,57.1,10.149999999999999,-10.149999999999999,61.465,68.22,57.39,10.829999999999998,-8.379999999999995,9663777,18263250,3685724,14577526,3626978
2018-06-03,62.074,63.61,59.7,3.9099999999999966,3.539999999999999,63.612,64.86,60.76,4.100000000000001,4.100000000000001,61.284,63.13,58.63,4.5,4.159999999999997,63.124,64.65,60.56,4.090000000000003,4.090000000000003,3837110,5546726,2584375,2962351,-1699986
2018-06-10,66.314,68.03,64.6,3.430000000000007,0.710000000000008,67.736,69.02,66.59,2.4299999999999926,1.0900000000000034,65.60000000000001,66.56,64.45,2.1099999999999994,0.75,66.934,68.13,65.85,2.280000000000001,1.1700000000000017,3098957,4593383,2358148,2235235,216998
2018-06-17,67.28399999999999,67.53,67.07,0.46000000000000796,0.4300000000000068,68.204,68.75,67.5,1.25,-1.25,66.608,67.13,66.36,0.769999999999996,0.030000000000001137,67.502,68.6,66.63,1.9699999999999989,-1.9699999999999989,2397123,3130319,1760010,1370309,413932
2018-06-24,67.682,68.5,66.43,2.069999999999993,-0.1799999999999926,68.164,68.78,67.3,1.480000000000004,0.0,66.45,66.77,66.01,0.7599999999999909,0.5599999999999881,67.014,68.0,66.6,1.4000000000000057,-0.10999999999999943,2081290,2788785,1578779,1210006,-794383
2018-07-01,66.3175,66.65,66.02,0.6300000000000097,-0.3400000000000034,66.905,67.21,66.6,0.6099999999999994,0.6099999999999994,65.4875,65.75,65.17,0.5799999999999983,0.27000000000001023,66.3275,66.97,65.88,1.0900000000000034,0.480000000000004,1710267,2041625,1102128,939497,25762
2018-07-08,67.104,68.5,65.58,2.9200000000000017,-2.049999999999997,67.54,68.5,66.75,1.75,-1.25,65.886,66.85,63.79,3.059999999999995,-0.5400000000000063,66.838,67.39,66.44,0.9500000000000028,-0.8400000000000034,2455978,4209415,1810045,2399370,-648372
2018-07-15,67.306,68.04,66.48,1.5600000000000023,1.5600000000000023,67.992,68.7,67.27,1.4300000000000068,1.4300000000000068,66.666,67.5,65.73,1.769999999999996,1.0400000000000063,67.498,67.95,67.07,0.8800000000000097,0.45999999999999375,1862630,2580253,1284954,1295299,-149004
2018-07-22,67.94200000000001,68.36,67.12,1.2399999999999949,0.21000000000000796,68.898,69.82,68.3,1.519999999999996,0.4000000000000057,67.014,67.9,66.23,1.6700000000000017,-1.1599999999999966,67.654,68.34,66.71,1.6300000000000097,-0.9200000000000017,1478649,2818758,951377,1867381,202520
2018-07-29,65.996,66.86,65.1,1.7600000000000051,-1.7600000000000051,66.34,67.05,65.3,1.75,-1.6700000000000017,64.922,65.9,63.84,2.0600000000000023,-1.9400000000000048,65.512,66.73,64.24,2.490000000000009,-1.9300000000000068,2022208,2596475,1193635,1402840,1352520
2018-08-05,68.06,71.76,65.0,6.760000000000005,6.760000000000005,69.764,73.25,65.36,7.890000000000001,7.890000000000001,67.392,71.12,63.56,7.560000000000002,7.560000000000002,69.048,72.67,64.62,8.049999999999997,8.049999999999997,4425308,8147964,3135389,5012575,56986
2018-08-12,72.106,72.66,71.33,1.3299999999999983,-0.47999999999998977,73.04,74.07,72.17,1.8999999999999915,0.4099999999999966,71.164,71.64,70.78,0.8599999999999994,0.3100000000000023,72.188,73.29,71.32,1.970000000000013,1.5700000000000074,2056317,2863317,1384306,1479011,16214
2018-08-19,74.42999999999999,75.41,73.34,2.069999999999993,0.8999999999999915,75.354,75.96,74.71,1.25,-0.37999999999999545,73.87,74.71,73.0,1.7099999999999937,0.7600000000000051,74.722,75.41,74.2,1.2099999999999937,-0.14000000000000057,1441197,2204501,972349,1232152,-1142402
2018-08-26,73.77799999999999,75.32,71.98,3.339999999999989,-3.339999999999989,74.232,75.4,73.34,2.0600000000000023,-2.0600000000000023,72.572,73.99,71.66,2.3299999999999983,-2.3299999999999983,73.34400000000001,74.43,72.12,2.3100000000000023,-1.8100000000000023,1492641,1755027,1329232,425795,425795
2018-09-02,72.82,73.93,72.27,1.6600000000000108,-0.0799999999999983,73.75999999999999,75.25,72.83,2.4200000000000017,0.769999999999996,71.92,72.78,71.56,1.2199999999999989,0.20000000000000284,72.6175,73.24,72.06,1.1799999999999926,0.29999999999999716,1936519,2470555,1394950,1075605,-744044
2018-09-09,73.366,74.13,72.63,1.5,0.4100000000000108,73.902,74.59,73.19,1.4000000000000057,-0.37000000000000455,72.502,72.93,72.07,0.8600000000000136,-0.45000000000000284,73.202,73.95,72.6,1.3500000000000085,-0.3100000000000023,1410838,1559566,1110437,449129,-219104
2018-09-16,73.25,73.75,72.93,0.8199999999999932,-0.519999999999996,73.744,74.17,73.47,0.7000000000000028,-0.020000000000010232,72.466,73.0,72.21,0.7900000000000063,-0.14000000000000057,72.996,73.36,72.69,0.6700000000000017,-0.6700000000000017,1517389,1996595,1097904,898691,382035
2018-09-23,68.992,72.13,67.32,4.810000000000002,-2.789999999999992,69.964,72.15,68.43,3.719999999999999,-1.710000000000008,66.932,68.47,65.82,2.6500000000000057,2.6500000000000057,68.152,69.46,66.71,2.75,1.8500000000000085,3815017,6516064,2324626,4191438,-4170701
2018-09-30,67.662,68.84,66.6,2.240000000000009,-2.240000000000009,68.144,69.06,67.28,1.7800000000000011,-1.7800000000000011,66.552,68.03,65.93,2.0999999999999943,-1.8100000000000023,67.202,68.36,66.1,2.260000000000005,-1.4899999999999949,2034729,2455356,1754356,701000,-28490
2018-10-07,65.09400000000001,67.61,62.27,5.339999999999996,-3.8300000000000054,66.186,68.65,63.63,5.020000000000003,-3.8400000000000034,64.044,67.02,61.42,5.599999999999994,-3.8999999999999986,64.58,68.02,61.96,6.059999999999995,-4.409999999999997,2298433,2923653,1666597,1257056,313570
2018-10-14,62.534,63.87,60.23,3.6400000000000006,-3.1300000000000026,63.136,64.18,60.95,3.230000000000004,-2.809999999999995,60.924,62.43,58.0,4.43,-4.43,61.434,64.05,58.06,5.989999999999995,-4.399999999999999,2233459,2855625,1831604,1024021,885835
2018-10-21,57.216,58.18,56.09,2.0899999999999963,-1.9799999999999969,58.064,58.92,56.94,1.980000000000004,-1.8200000000000003,56.172,57.5,54.72,2.780000000000001,-2.780000000000001,56.995999999999995,58.23,55.65,2.5799999999999983,-2.5799999999999983,2492447,2878576,1858580,1019996,89270
2018-10-28,56.644,60.16,55.2,4.959999999999994,3.469999999999999,57.822,60.38,56.25,4.130000000000003,2.8000000000000043,55.188,57.5,53.66,3.8400000000000034,3.270000000000003,56.156,58.29,54.65,3.6400000000000006,3.240000000000002,3782978,4299662,3270721,1028941,-247680
2018-11-04,52.69,58.63,48.82,9.810000000000002,-9.810000000000002,53.498000000000005,58.85,49.59,9.259999999999998,-9.259999999999998,51.44,57.4,47.47,9.93,-9.71,52.534,58.3,47.78,10.519999999999996,-10.519999999999996,6377465,14698579,2455355,12243224,2958510
2018-11-11,47.878,48.96,46.54,2.4200000000000017,-1.6600000000000037,48.65,50.1,46.71,3.3900000000000006,-2.6599999999999966,46.964,48.2,45.13,3.0700000000000003,-2.489999999999995,47.428,48.22,45.89,2.3299999999999983,-1.8599999999999994,3753594,4542357,3033686,1508671,-414752
2018-11-18,44.79,45.7,43.77,1.9299999999999997,-0.5100000000000051,45.4675,45.89,44.9,0.990000000000002,-0.3400000000000034,44.1275,44.62,43.05,1.5700000000000003,0.19999999999999574,44.7525,45.3,44.23,1.0700000000000003,0.28000000000000114,2684598,3222466,1452169,1770297,-1770297
2018-11-25,44.538,45.1,43.75,1.3500000000000014,-1.3200000000000003,45.038,45.46,44.75,0.7100000000000009,-0.7100000000000009,43.705999999999996,44.58,43.15,1.4299999999999997,-1.4299999999999997,44.414,45.35,43.75,1.6000000000000014,-1.6000000000000014,2975027,4882054,2225505,2656549,2260020
