Date,WRN_Open_average,WRN_Open_max,WRN_Open_min,WRN_Open_volatility,WRN_Open_change,WRN_High_average,WRN_High_max,WRN_High_min,WRN_High_volatility,WRN_High_change,WRN_Low_average,WRN_Low_max,WRN_Low_min,WRN_Low_volatility,WRN_Low_change,WRN_Close_average,WRN_Close_max,WRN_Close_min,WRN_Close_volatility,WRN_Close_change,WRN_Volume_average,WRN_Volume_max,WRN_Volume_min,WRN_Volume_volatility,WRN_Volume_change
2018-01-14,0.9722,1.0,0.91,0.08999999999999997,-0.08999999999999997,0.992,1.02,0.9490000000000001,0.07099999999999995,-0.07099999999999995,0.9606,1.0,0.91,0.08999999999999997,-0.08999999999999997,0.97,1.0,0.945,0.05500000000000005,-0.05500000000000005,16407,28711,8956,19755,3472
2018-01-21,0.9718,1.01,0.9329999999999999,0.07700000000000007,0.03700000000000003,0.9948,1.02,0.9390000000000001,0.08099999999999996,0.04599999999999993,0.9498,0.97,0.92,0.04999999999999993,0.039999999999999925,0.9744,1.01,0.93,0.07999999999999996,0.03499999999999992,14981,25324,9489,15835,355
2018-01-28,0.9314,0.96,0.9,0.05999999999999994,-0.05999999999999994,0.9446,0.97,0.917,0.052999999999999936,-0.052999999999999936,0.922,0.95,0.893,0.05699999999999994,-0.05699999999999994,0.926,0.953,0.9,0.052999999999999936,-0.052999999999999936,11523,23392,1902,21490,18824
2018-02-04,0.876,0.91,0.833,0.07700000000000007,-0.07700000000000007,0.8826,0.91,0.856,0.05400000000000005,-0.05400000000000005,0.8442,0.888,0.8,0.08799999999999997,-0.019000000000000017,0.869,0.89,0.84,0.050000000000000044,-0.040000000000000036,13452,21352,558,20794,-9886
2018-02-11,0.86125,0.875,0.85,0.025000000000000022,-0.025000000000000022,0.87375,0.88,0.87,0.010000000000000009,-0.0050000000000000044,0.8425,0.86,0.83,0.030000000000000027,0.020000000000000018,0.8574999999999999,0.87,0.83,0.040000000000000036,0.040000000000000036,6416,9168,1362,7806,6051
2018-02-18,0.8748,0.92,0.85,0.07000000000000006,0.06000000000000005,0.9096,0.938,0.87,0.06799999999999995,0.050000000000000044,0.8552,0.8640000000000001,0.85,0.014000000000000123,-0.0020000000000000018,0.869,0.8859999999999999,0.85,0.03599999999999992,-0.0030000000000000027,16544,25639,8751,16888,13990
2018-02-25,0.8596,0.88,0.841,0.039000000000000035,-0.03600000000000003,0.8608,0.88,0.847,0.03300000000000003,-0.030000000000000027,0.8384,0.85,0.826,0.02400000000000002,-0.02400000000000002,0.8506,0.87,0.8420000000000001,0.027999999999999914,-0.02300000000000002,6149,7490,4729,2761,-777
2018-03-04,0.85,0.88,0.83,0.050000000000000044,0.030000000000000027,0.8652,0.8959999999999999,0.85,0.04599999999999993,0.030000000000000027,0.8383999999999999,0.862,0.83,0.03200000000000003,0.03200000000000003,0.8513999999999999,0.88,0.83,0.050000000000000044,0.03200000000000003,11569,40204,2553,37651,-1564
2018-03-11,0.8472000000000001,0.879,0.82,0.05900000000000005,-0.051000000000000045,0.8532,0.88,0.83,0.050000000000000044,-0.04500000000000004,0.831,0.862,0.813,0.049000000000000044,-0.049000000000000044,0.8338,0.862,0.813,0.049000000000000044,-0.049000000000000044,6025,9069,2146,6923,1933
2018-03-18,0.836,0.85,0.83,0.020000000000000018,-0.020000000000000018,0.8408,0.8540000000000001,0.83,0.024000000000000132,-0.020000000000000018,0.8158000000000001,0.8220000000000001,0.81,0.01200000000000001,-0.009999999999999898,0.8272,0.8540000000000001,0.81,0.04400000000000004,-0.01200000000000001,8334,10161,6848,3313,177
2018-03-25,0.79175,0.81,0.7709999999999999,0.039000000000000146,-0.025000000000000022,0.80125,0.81,0.785,0.025000000000000022,-0.025000000000000022,0.77925,0.8059999999999999,0.76,0.04599999999999993,-0.04599999999999993,0.7845,0.8059999999999999,0.762,0.04399999999999993,-0.04399999999999993,9162,17473,862,16611,10048
2018-04-01,0.757,0.79,0.722,0.06800000000000006,-0.0009999999999998899,0.773,0.79,0.758,0.03200000000000003,0.01200000000000001,0.745,0.772,0.711,0.061000000000000054,0.039000000000000035,0.7618,0.779,0.74,0.039000000000000035,0.020000000000000018,11596,18315,5599,12716,-8661
2018-04-08,0.805,0.8270000000000001,0.76,0.06700000000000006,0.05999999999999994,0.8364,0.87,0.78,0.08999999999999997,0.07999999999999996,0.795,0.823,0.76,0.06299999999999994,0.05999999999999994,0.8306,0.87,0.78,0.08999999999999997,0.05599999999999994,11760,24971,4107,20864,-9269
2018-04-15,0.8328,0.85,0.82,0.030000000000000027,0.0,0.838,0.85,0.83,0.020000000000000018,0.0,0.8192,0.8340000000000001,0.799,0.03500000000000003,0.013999999999999901,0.824,0.84,0.81,0.029999999999999916,0.009999999999999898,7094,10989,2463,8526,-5194
2018-04-22,0.8261999999999999,0.847,0.8109999999999999,0.03600000000000003,0.010000000000000009,0.8398,0.87,0.8220000000000001,0.04799999999999993,-0.04500000000000004,0.822,0.835,0.8109999999999999,0.02400000000000002,0.010000000000000009,0.834,0.851,0.8220000000000001,0.028999999999999915,-0.026000000000000023,9682,17836,2120,15716,-11469
2018-04-29,0.8042,0.821,0.79,0.030999999999999917,-0.030999999999999917,0.8176,0.8370000000000001,0.8,0.03700000000000003,-0.0010000000000000009,0.7896,0.8,0.78,0.020000000000000018,0.010000000000000009,0.7986,0.81,0.79,0.020000000000000018,0.0129999999999999,8639,25723,549,25174,-20431
2018-05-06,0.812,0.83,0.79,0.039999999999999925,0.039999999999999925,0.8304,0.85,0.805,0.04499999999999993,0.041999999999999926,0.806,0.82,0.79,0.029999999999999916,0.029999999999999916,0.8244,0.85,0.8,0.04999999999999993,0.030999999999999917,7534,11643,3273,8370,3135
2018-05-13,0.8934,0.95,0.812,0.1379999999999999,0.125,0.901,0.95,0.825,0.125,0.125,0.8552000000000001,0.92,0.8,0.12,0.12,0.893,0.94,0.825,0.11499999999999999,0.11499999999999999,20729,57167,8161,49006,-577
2018-05-20,0.93225,0.97,0.8690000000000001,0.10099999999999987,-0.06099999999999994,0.9425,0.97,0.88,0.08999999999999997,-0.07999999999999996,0.89275,0.93,0.862,0.06800000000000006,-0.06099999999999994,0.90725,0.95,0.8690000000000001,0.08099999999999985,-0.06999999999999995,11061,15843,2805,13038,-9680
2018-05-27,0.9309999999999999,0.975,0.87,0.10499999999999998,0.10499999999999998,0.9524,0.99,0.89,0.09999999999999998,0.08499999999999996,0.9199999999999999,0.95,0.87,0.07999999999999996,0.06999999999999995,0.9386,0.9670000000000001,0.89,0.07700000000000007,0.04999999999999993,13514,33776,4526,29250,-2215
2018-06-03,0.99,1.01,0.97,0.040000000000000036,0.030000000000000027,0.9974,1.01,0.97,0.040000000000000036,0.030000000000000027,0.9712,1.0,0.94,0.06000000000000005,0.03600000000000003,0.9833999999999999,1.0,0.96,0.040000000000000036,0.027000000000000024,35732,90690,9763,80927,-20894
2018-06-10,0.9596,0.99,0.92,0.06999999999999995,-0.06999999999999995,0.969,0.99,0.92,0.06999999999999995,-0.06999999999999995,0.9308,0.96,0.905,0.05499999999999994,-0.05499999999999994,0.9418,0.9790000000000001,0.91,0.06900000000000006,-0.04999999999999993,20241,53511,4649,48862,-48086
2018-06-17,0.8934,0.9,0.887,0.013000000000000012,0.010000000000000009,0.8934,0.9,0.887,0.013000000000000012,0.010000000000000009,0.865,0.887,0.83,0.05700000000000005,-0.02399999999999991,0.8755999999999999,0.887,0.86,0.027000000000000024,-0.020999999999999908,8417,15669,2296,13373,-2503
