Date,AHT_Open_average,AHT_Open_max,AHT_Open_min,AHT_Open_volatility,AHT_Open_change,AHT_High_average,AHT_High_max,AHT_High_min,AHT_High_volatility,AHT_High_change,AHT_Low_average,AHT_Low_max,AHT_Low_min,AHT_Low_volatility,AHT_Low_change,AHT_Close_average,AHT_Close_max,AHT_Close_min,AHT_Close_volatility,AHT_Close_change,AHT_Volume_average,AHT_Volume_max,AHT_Volume_min,AHT_Volume_volatility,AHT_Volume_change
2018-01-14,6.684,6.76,6.55,0.20999999999999996,-0.0699999999999994,6.7700000000000005,6.83,6.72,0.11000000000000032,-0.08999999999999986,6.626,6.71,6.55,0.16000000000000014,-0.08999999999999986,6.692,6.76,6.58,0.17999999999999972,0.0,367277,478411,275204,203207,-140117
2018-01-21,6.816,6.95,6.69,0.2599999999999998,-0.02999999999999936,6.87,6.97,6.7,0.2699999999999996,-0.13999999999999968,6.678,6.83,6.47,0.3600000000000003,-0.1900000000000004,6.7780000000000005,6.94,6.56,0.3800000000000008,-0.28000000000000025,368859,410690,302446,108244,45612
2018-01-28,6.408,6.56,6.23,0.3299999999999992,-0.3299999999999992,6.452,6.57,6.28,0.29000000000000004,-0.29000000000000004,6.236,6.42,5.84,0.5800000000000001,-0.5800000000000001,6.288,6.47,5.84,0.6299999999999999,-0.5800000000000001,524854,822261,292912,529349,529349
2018-02-04,5.736,5.81,5.6,0.20999999999999996,-0.03999999999999915,5.842,5.95,5.75,0.20000000000000018,-0.20000000000000018,5.574,5.75,5.42,0.33000000000000007,-0.29000000000000004,5.708,5.84,5.55,0.29000000000000004,-0.14999999999999947,785168,1057134,584307,472827,-352126
2018-02-11,5.7925,5.93,5.67,0.2599999999999998,0.2599999999999998,5.9175,6.07,5.8,0.27000000000000046,0.27000000000000046,5.75,5.93,5.61,0.3199999999999994,0.3199999999999994,5.8675,5.96,5.76,0.20000000000000018,0.20000000000000018,378848,517223,323465,193758,26689
2018-02-18,5.886,5.96,5.82,0.13999999999999968,0.03000000000000025,5.944,6.01,5.86,0.14999999999999947,-0.04999999999999982,5.792,5.83,5.76,0.07000000000000028,0.020000000000000462,5.832,5.92,5.77,0.15000000000000036,0.02999999999999936,346226,417247,224593,192654,-86574
2018-02-25,5.75,6.04,5.51,0.5300000000000002,0.17999999999999972,5.89,6.24,5.64,0.6000000000000005,0.3700000000000001,5.608,6.0,5.46,0.54,0.4500000000000002,5.7860000000000005,6.24,5.51,0.7300000000000004,0.6699999999999999,797517,1418217,582618,835599,163859
2018-03-04,6.398,6.53,6.25,0.28000000000000025,0.28000000000000025,6.492,6.57,6.37,0.20000000000000018,0.20000000000000018,6.3180000000000005,6.44,6.2,0.2400000000000002,0.2400000000000002,6.466,6.56,6.36,0.1999999999999993,0.1999999999999993,446446,576006,331051,244955,-187382
2018-03-11,6.6000000000000005,6.66,6.57,0.08999999999999986,0.08999999999999986,6.656,6.69,6.63,0.0600000000000005,0.04999999999999982,6.52,6.55,6.46,0.08999999999999986,0.03000000000000025,6.622,6.69,6.54,0.15000000000000036,0.1299999999999999,506044,751663,383903,367760,85394
2018-03-18,6.576,6.68,6.38,0.2999999999999998,-0.27000000000000046,6.6339999999999995,6.72,6.39,0.33000000000000007,-0.33000000000000007,6.45,6.6,6.24,0.35999999999999943,-0.34999999999999964,6.502,6.69,6.27,0.4200000000000008,-0.3800000000000008,488759,662458,380930,281528,-241188
2018-03-25,6.34,6.45,6.18,0.27000000000000046,0.16999999999999993,6.4975000000000005,6.58,6.38,0.20000000000000018,0.11000000000000032,6.2775,6.43,6.16,0.2699999999999996,0.09999999999999964,6.395,6.46,6.28,0.17999999999999972,0.10999999999999943,618652,1033550,434567,598983,76311
2018-04-01,6.602,6.72,6.4,0.3199999999999994,0.2999999999999998,6.704,6.77,6.57,0.1999999999999993,0.1299999999999999,6.5200000000000005,6.65,6.38,0.27000000000000046,0.10000000000000053,6.626,6.73,6.51,0.22000000000000064,-0.03000000000000025,461915,611151,344615,266536,-245879
