Date,NOG_stock_Open_average,NOG_stock_Open_max,NOG_stock_Open_min,NOG_stock_Open_volatility,NOG_stock_Open_change,NOG_stock_High_average,NOG_stock_High_max,NOG_stock_High_min,NOG_stock_High_volatility,NOG_stock_High_change,NOG_stock_Low_average,NOG_stock_Low_max,NOG_stock_Low_min,NOG_stock_Low_volatility,NOG_stock_Low_change,NOG_stock_Close_average,NOG_stock_Close_max,NOG_stock_Close_min,NOG_stock_Close_volatility,NOG_stock_Close_change,NOG_stock_Volume_average,NOG_stock_Volume_max,NOG_stock_Volume_min,NOG_stock_Volume_volatility,NOG_stock_Volume_change
2018-01-14,2.735,2.96,2.55,0.41000000000000014,-0.41000000000000014,2.755,2.96,2.6,0.3599999999999999,-0.3599999999999999,2.555,2.61,2.45,0.1599999999999997,-0.1599999999999997,2.64,2.72,2.57,0.15000000000000036,-0.15000000000000036,140458,179970,110145,69825,-19583
2018-01-21,2.576,2.65,2.5,0.1499999999999999,-0.08999999999999986,2.618,2.67,2.53,0.14000000000000012,-0.14000000000000012,2.4,2.52,2.05,0.4700000000000002,-0.4400000000000004,2.4659999999999997,2.61,2.08,0.5299999999999998,-0.5299999999999998,158497,318993,65508,253485,253485
2018-01-28,2.19,2.28,2.06,0.21999999999999975,-0.009999999999999787,2.284,2.39,2.13,0.26000000000000023,-0.14000000000000012,2.048,2.14,1.91,0.2300000000000002,0.0,2.16,2.29,1.99,0.30000000000000004,-0.08000000000000007,220189,424388,137708,286680,-286680
2018-02-04,1.88,2.11,1.6,0.5099999999999998,-0.5099999999999998,1.966,2.2,1.74,0.4600000000000002,-0.4600000000000002,1.748,2.05,1.51,0.5399999999999998,-0.5399999999999998,1.832,2.1,1.62,0.48,-0.4600000000000002,160285,228538,79252,149286,-23265
2018-02-11,1.768,1.92,1.68,0.24,0.07000000000000006,1.892,1.92,1.82,0.09999999999999987,0.020000000000000018,1.706,1.75,1.68,0.07000000000000006,0.07000000000000006,1.812,1.9,1.72,0.17999999999999994,0.07999999999999985,95903,120871,73827,47044,-12395
2018-02-18,1.9324999999999999,1.99,1.9,0.09000000000000008,0.020000000000000018,2.0725,2.16,2.01,0.15000000000000036,0.14000000000000012,1.8875,1.92,1.83,0.08999999999999986,0.08999999999999986,1.9775,2.1,1.85,0.25,0.19999999999999973,144884,264710,54811,209899,170897
2018-02-25,2.098,2.15,2.04,0.10999999999999988,0.08000000000000007,2.184,2.27,2.11,0.16000000000000014,0.06000000000000005,2.028,2.06,1.95,0.1100000000000001,0.09999999999999987,2.112,2.2,2.07,0.13000000000000034,-0.010000000000000231,119457,156039,96854,59185,-35897
2018-03-04,2.142,2.2,2.04,0.16000000000000014,-0.06000000000000005,2.176,2.23,2.12,0.10999999999999988,-0.08000000000000007,2.034,2.09,1.97,0.11999999999999988,-0.04999999999999982,2.112,2.15,2.07,0.08000000000000007,-0.040000000000000036,111683,178175,59939,118236,-36215
2018-03-11,2.09,2.12,2.05,0.07000000000000028,-0.07000000000000028,2.12,2.14,2.1,0.040000000000000036,0.0,2.036,2.06,2.02,0.040000000000000036,0.0,2.084,2.11,2.06,0.04999999999999982,0.029999999999999805,84186,120013,33808,86205,-5646
2018-03-18,1.944,2.19,1.83,0.3599999999999999,-0.33999999999999986,1.994,2.31,1.85,0.45999999999999996,-0.43999999999999995,1.812,2.12,1.7,0.42000000000000015,-0.3700000000000001,1.88,2.3,1.72,0.5799999999999998,-0.5299999999999998,322266,737909,140820,597089,27062
2018-03-25,1.875,1.92,1.85,0.06999999999999984,0.06999999999999984,1.93,2.0,1.85,0.1499999999999999,0.1499999999999999,1.7875,1.88,1.73,0.1499999999999999,0.1499999999999999,1.86,1.98,1.78,0.19999999999999996,0.16999999999999993,152164,175826,91545,84281,-82286
