Date,AMIGY_Open_average,AMIGY_Open_max,AMIGY_Open_min,AMIGY_Open_volatility,AMIGY_Open_change,AMIGY_High_average,AMIGY_High_max,AMIGY_High_min,AMIGY_High_volatility,AMIGY_High_change,AMIGY_Low_average,AMIGY_Low_max,AMIGY_Low_min,AMIGY_Low_volatility,AMIGY_Low_change,AMIGY_Close_average,AMIGY_Close_max,AMIGY_Close_min,AMIGY_Close_volatility,AMIGY_Close_change,AMIGY_Volume_average,AMIGY_Volume_max,AMIGY_Volume_min,AMIGY_Volume_volatility,AMIGY_Volume_change
2018-01-14,26.192500000000003,26.53,25.44,1.0899999999999999,1.0599999999999987,26.4575,26.53,26.39,0.14000000000000057,0.08999999999999986,26.052500000000002,26.53,25.44,1.0899999999999999,1.0599999999999987,26.1225,26.53,25.72,0.8100000000000023,0.7800000000000011,610,1625,0,1625,-1625
2018-01-21,26.2325,26.53,25.62,0.9100000000000001,0.629999999999999,26.615000000000002,27.29,26.25,1.0399999999999991,-0.14000000000000057,26.2325,26.53,25.62,0.9100000000000001,0.629999999999999,26.3475,26.61,26.0,0.6099999999999994,0.25,586,1630,0,1630,-715
2018-01-28,26.524,26.92,25.63,1.2900000000000027,-0.25,26.524,26.92,25.63,1.2900000000000027,-0.25,26.256,26.92,25.63,1.2900000000000027,-0.25,26.256,26.92,25.63,1.2900000000000027,-0.25,447,1131,0,1131,0
2018-02-04,25.7775,26.01,25.15,0.860000000000003,0.0400000000000027,25.7775,26.01,25.15,0.860000000000003,0.0400000000000027,25.045,26.01,24.45,1.5600000000000023,1.5600000000000023,25.045,26.01,24.45,1.5600000000000023,1.5600000000000023,348,905,0,905,-905
2018-02-11,26.508,27.01,26.01,1.0,0.010000000000001563,26.508,27.01,26.01,1.0,0.010000000000001563,26.478,27.01,26.01,1.0,0.16000000000000014,26.478,27.01,26.01,1.0,0.16000000000000014,607,3036,0,3036,-3036
2018-02-18,26.32,26.75,25.91,0.8399999999999999,0.8399999999999999,26.32,26.75,25.91,0.8399999999999999,0.8399999999999999,26.28,26.75,25.91,0.8399999999999999,0.8399999999999999,26.28,26.75,25.91,0.8399999999999999,0.8399999999999999,247,743,0,743,0
2018-02-25,26.62,27.46,25.9,1.5600000000000023,-1.5600000000000023,26.6375,27.46,25.9,1.5600000000000023,-1.5600000000000023,26.1575,27.12,25.0,2.120000000000001,-1.5100000000000016,26.175,27.19,25.0,2.1900000000000013,-1.5100000000000016,492,929,0,929,392
2018-03-04,26.1425,26.75,25.41,1.3399999999999999,0.9699999999999989,26.1425,26.75,25.41,1.3399999999999999,0.9699999999999989,26.09,26.75,25.41,1.3399999999999999,0.7600000000000016,26.09,26.75,25.41,1.3399999999999999,0.7600000000000016,127,508,0,508,508
2018-03-11,26.665,27.02,26.22,0.8000000000000007,-0.22000000000000242,26.675,27.02,26.22,0.8000000000000007,-0.22000000000000242,26.41,27.02,25.96,1.0599999999999987,-0.22000000000000242,26.41,27.02,25.96,1.0599999999999987,-0.22000000000000242,256,1024,0,1024,0
2018-03-18,26.512,27.27,26.06,1.2100000000000009,-0.8200000000000003,27.034,27.41,26.78,0.629999999999999,-0.10999999999999943,26.296,26.76,26.06,0.7000000000000028,-0.6900000000000013,26.67,26.95,26.25,0.6999999999999993,0.019999999999999574,2906,10403,862,9541,-535
