Date,iShares Real Estate 50_Open_average,iShares Real Estate 50_Open_max,iShares Real Estate 50_Open_min,iShares Real Estate 50_Open_volatility,iShares Real Estate 50_Open_change,iShares Real Estate 50_High_average,iShares Real Estate 50_High_max,iShares Real Estate 50_High_min,iShares Real Estate 50_High_volatility,iShares Real Estate 50_High_change,iShares Real Estate 50_Low_average,iShares Real Estate 50_Low_max,iShares Real Estate 50_Low_min,iShares Real Estate 50_Low_volatility,iShares Real Estate 50_Low_change,iShares Real Estate 50_Close_average,iShares Real Estate 50_Close_max,iShares Real Estate 50_Close_min,iShares Real Estate 50_Close_volatility,iShares Real Estate 50_Close_change
2018-09-23,48.38,48.38,48.38,0.0,0.0,48.42,48.42,48.42,0.0,0.0,47.93,47.93,47.93,0.0,0.0,47.95,47.95,47.95,0.0,0.0
2018-09-30,47.01,47.01,47.01,0.0,0.0,47.83,47.83,47.83,0.0,0.0,47.01,47.01,47.01,0.0,0.0,47.69,47.69,47.69,0.0,0.0
2018-10-07,45.6,45.6,45.6,0.0,0.0,46.27,46.27,46.27,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.91,45.91,45.91,0.0,0.0
2018-10-14,47.03,47.03,47.03,0.0,0.0,47.2,47.2,47.2,0.0,0.0,46.3,46.3,46.3,0.0,0.0,46.33,46.33,46.33,0.0,0.0
2018-10-21,47.0,47.0,47.0,0.0,0.0,47.42,47.42,47.42,0.0,0.0,46.87,46.87,46.87,0.0,0.0,47.14,47.14,47.14,0.0,0.0
2018-10-28,46.72,46.72,46.72,0.0,0.0,47.62,47.62,47.62,0.0,0.0,46.72,46.72,46.72,0.0,0.0,47.45,47.45,47.45,0.0,0.0
2018-11-04,48.47,48.47,48.47,0.0,0.0,48.88,48.88,48.88,0.0,0.0,48.37,48.37,48.37,0.0,0.0,48.39,48.39,48.39,0.0,0.0
2018-11-11,48.45,48.45,48.45,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.16,48.16,48.16,0.0,0.0,48.48,48.48,48.48,0.0,0.0
2018-11-18,48.28,48.28,48.28,0.0,0.0,48.37,48.37,48.37,0.0,0.0,47.91,47.91,47.91,0.0,0.0,48.07,48.07,48.07,0.0,0.0
2018-11-25,49.61,49.61,49.61,0.0,0.0,49.61,49.61,49.61,0.0,0.0,49.11,49.11,49.11,0.0,0.0,49.57,49.57,49.57,0.0,0.0
2018-12-02,49.51,49.51,49.51,0.0,0.0,49.64,49.64,49.64,0.0,0.0,48.5,48.5,48.5,0.0,0.0,49.04,49.04,49.04,0.0,0.0
2018-12-09,48.18,48.18,48.18,0.0,0.0,48.26,48.26,48.26,0.0,0.0,46.15,46.15,46.15,0.0,0.0,46.28,46.28,46.28,0.0,0.0
2018-12-16,44.71,44.71,44.71,0.0,0.0,44.87,44.87,44.87,0.0,0.0,43.12,43.12,43.12,0.0,0.0,43.17,43.17,43.17,0.0,0.0
2018-12-23,44.89,44.89,44.89,0.0,0.0,44.91,44.91,44.91,0.0,0.0,44.09,44.09,44.09,0.0,0.0,44.85,44.85,44.85,0.0,0.0
2018-12-30,44.75,44.75,44.75,0.0,0.0,45.32,45.32,45.32,0.0,0.0,44.63,44.63,44.63,0.0,0.0,45.06,45.06,45.06,0.0,0.0
2019-01-06,46.79,46.79,46.79,0.0,0.0,46.91,46.91,46.91,0.0,0.0,46.49,46.49,46.49,0.0,0.0,46.64,46.64,46.64,0.0,0.0
2019-01-13,47.84,47.84,47.84,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.83,47.83,47.83,0.0,0.0
2019-01-20,48.15,48.15,48.15,0.0,0.0,48.91,48.91,48.91,0.0,0.0,48.12,48.12,48.12,0.0,0.0,48.88,48.88,48.88,0.0,0.0
2019-01-27,49.76,49.76,49.76,0.0,0.0,50.25,50.25,50.25,0.0,0.0,49.5,49.5,49.5,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2019-02-03,50.75,50.75,50.75,0.0,0.0,50.92,50.92,50.92,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.83,50.83,50.83,0.0,0.0
2019-02-10,50.9,50.9,50.9,0.0,0.0,51.08,51.08,51.08,0.0,0.0,50.8,50.8,50.8,0.0,0.0,51.08,51.08,51.08,0.0,0.0
2019-02-17,51.36,51.36,51.36,0.0,0.0,51.36,51.36,51.36,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.85,50.85,50.85,0.0,0.0
2019-02-24,50.38,50.38,50.38,0.0,0.0,50.54,50.54,50.54,0.0,0.0,49.96,49.96,49.96,0.0,0.0,50.48,50.48,50.48,0.0,0.0
2019-03-03,50.4,50.4,50.4,0.0,0.0,50.96,50.96,50.96,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.96,50.96,50.96,0.0,0.0
2019-03-10,51.25,51.25,51.25,0.0,0.0,51.37,51.37,51.37,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.93,50.93,50.93,0.0,0.0
2019-03-17,51.01,51.01,51.01,0.0,0.0,51.26,51.26,51.26,0.0,0.0,50.8,50.8,50.8,0.0,0.0,51.1,51.1,51.1,0.0,0.0
2019-03-24,51.79,51.79,51.79,0.0,0.0,51.85,51.85,51.85,0.0,0.0,51.16,51.16,51.16,0.0,0.0,51.84,51.84,51.84,0.0,0.0
2019-03-31,52.31,52.31,52.31,0.0,0.0,52.31,52.31,52.31,0.0,0.0,51.85,51.85,51.85,0.0,0.0,51.96,51.96,51.96,0.0,0.0
2019-04-07,52.44,52.44,52.44,0.0,0.0,52.44,52.44,52.44,0.0,0.0,52.01,52.01,52.01,0.0,0.0,52.15,52.15,52.15,0.0,0.0
2019-04-14,50.81,50.81,50.81,0.0,0.0,50.81,50.81,50.81,0.0,0.0,49.75,49.75,49.75,0.0,0.0,50.19,50.19,50.19,0.0,0.0
2019-04-21,51.69,51.69,51.69,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.09,51.09,51.09,0.0,0.0,51.11,51.11,51.11,0.0,0.0
2019-04-28,52.09,52.09,52.09,0.0,0.0,52.35,52.35,52.35,0.0,0.0,51.95,51.95,51.95,0.0,0.0,52.23,52.23,52.23,0.0,0.0
2019-05-05,51.52,51.52,51.52,0.0,0.0,51.9,51.9,51.9,0.0,0.0,51.43,51.43,51.43,0.0,0.0,51.84,51.84,51.84,0.0,0.0
2019-05-12,52.6,52.6,52.6,0.0,0.0,52.6,52.6,52.6,0.0,0.0,51.69,51.69,51.69,0.0,0.0,51.89,51.89,51.89,0.0,0.0
2019-05-19,52.74,52.74,52.74,0.0,0.0,52.93,52.93,52.93,0.0,0.0,52.65,52.65,52.65,0.0,0.0,52.74,52.74,52.74,0.0,0.0
2019-05-26,51.5,51.5,51.5,0.0,0.0,52.0,52.0,52.0,0.0,0.0,51.44,51.44,51.44,0.0,0.0,51.79,51.79,51.79,0.0,0.0
2019-06-02,52.98,52.98,52.98,0.0,0.0,53.02,53.02,53.02,0.0,0.0,52.49,52.49,52.49,0.0,0.0,52.7,52.7,52.7,0.0,0.0
2019-06-09,53.1,53.1,53.1,0.0,0.0,53.53,53.53,53.53,0.0,0.0,53.1,53.1,53.1,0.0,0.0,53.49,53.49,53.49,0.0,0.0
2019-06-16,53.23,53.23,53.23,0.0,0.0,53.37,53.37,53.37,0.0,0.0,52.68,52.68,52.68,0.0,0.0,52.78,52.78,52.78,0.0,0.0
2019-06-23,52.26,52.26,52.26,0.0,0.0,52.26,52.26,52.26,0.0,0.0,51.24,51.24,51.24,0.0,0.0,51.86,51.86,51.86,0.0,0.0
2019-06-30,53.24,53.24,53.24,0.0,0.0,53.54,53.54,53.54,0.0,0.0,53.11,53.11,53.11,0.0,0.0,53.46,53.46,53.46,0.0,0.0
2019-07-07,53.28,53.28,53.28,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.1,53.1,53.1,0.0,0.0,53.11,53.11,53.11,0.0,0.0
2019-07-14,52.1,52.1,52.1,0.0,0.0,52.15,52.15,52.15,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.93,51.93,51.93,0.0,0.0
2019-07-21,52.52,52.52,52.52,0.0,0.0,53.03,53.03,53.03,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.63,52.63,52.63,0.0,0.0
2019-07-28,52.68,52.68,52.68,0.0,0.0,52.68,52.68,52.68,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.83,51.83,51.83,0.0,0.0
2019-08-04,53.57,53.57,53.57,0.0,0.0,53.74,53.74,53.74,0.0,0.0,53.29,53.29,53.29,0.0,0.0,53.54,53.54,53.54,0.0,0.0
2019-08-11,54.0,54.0,54.0,0.0,0.0,54.39,54.39,54.39,0.0,0.0,53.86,53.86,53.86,0.0,0.0,54.3,54.3,54.3,0.0,0.0
2019-08-18,53.77,53.77,53.77,0.0,0.0,53.89,53.89,53.89,0.0,0.0,53.48,53.48,53.48,0.0,0.0,53.87,53.87,53.87,0.0,0.0
2019-08-25,54.46,54.46,54.46,0.0,0.0,54.58,54.58,54.58,0.0,0.0,54.21,54.21,54.21,0.0,0.0,54.39,54.39,54.39,0.0,0.0
2019-09-01,55.17,55.17,55.17,0.0,0.0,55.17,55.17,55.17,0.0,0.0,54.79,54.79,54.79,0.0,0.0,55.12,55.12,55.12,0.0,0.0
2019-09-08,54.49,54.49,54.49,0.0,0.0,55.0,55.0,55.0,0.0,0.0,54.38,54.38,54.38,0.0,0.0,54.98,54.98,54.98,0.0,0.0
2019-09-15,55.37,55.37,55.37,0.0,0.0,55.71,55.71,55.71,0.0,0.0,55.3,55.3,55.3,0.0,0.0,55.47,55.47,55.47,0.0,0.0
2019-09-22,55.51,55.51,55.51,0.0,0.0,55.82,55.82,55.82,0.0,0.0,55.51,55.51,55.51,0.0,0.0,55.55,55.55,55.55,0.0,0.0
2019-09-29,55.61,55.61,55.61,0.0,0.0,55.89,55.89,55.89,0.0,0.0,55.48,55.48,55.48,0.0,0.0,55.63,55.63,55.63,0.0,0.0
2019-10-06,55.54,55.54,55.54,0.0,0.0,55.54,55.54,55.54,0.0,0.0,55.2,55.2,55.2,0.0,0.0,55.43,55.43,55.43,0.0,0.0
2019-10-13,56.24,56.24,56.24,0.0,0.0,56.65,56.65,56.65,0.0,0.0,56.14,56.14,56.14,0.0,0.0,56.65,56.65,56.65,0.0,0.0
2019-10-20,56.11,56.11,56.11,0.0,0.0,56.11,56.11,56.11,0.0,0.0,55.86,55.86,55.86,0.0,0.0,55.96,55.96,55.96,0.0,0.0
2019-10-27,56.29,56.29,56.29,0.0,0.0,56.29,56.29,56.29,0.0,0.0,55.82,55.82,55.82,0.0,0.0,55.99,55.99,55.99,0.0,0.0
2019-11-03,54.39,54.39,54.39,0.0,0.0,54.62,54.62,54.62,0.0,0.0,54.25,54.25,54.25,0.0,0.0,54.44,54.44,54.44,0.0,0.0
2019-11-10,55.26,55.26,55.26,0.0,0.0,55.67,55.67,55.67,0.0,0.0,55.23,55.23,55.23,0.0,0.0,55.47,55.47,55.47,0.0,0.0
2019-11-17,54.67,54.67,54.67,0.0,0.0,55.06,55.06,55.06,0.0,0.0,54.67,54.67,54.67,0.0,0.0,54.78,54.78,54.78,0.0,0.0
2019-11-24,55.34,55.34,55.34,0.0,0.0,55.35,55.35,55.35,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.64,54.64,54.64,0.0,0.0
2019-12-01,55.3,55.3,55.3,0.0,0.0,55.43,55.43,55.43,0.0,0.0,55.1,55.1,55.1,0.0,0.0,55.37,55.37,55.37,0.0,0.0
2019-12-08,52.96,52.96,52.96,0.0,0.0,53.26,53.26,53.26,0.0,0.0,52.53,52.53,52.53,0.0,0.0,53.19,53.19,53.19,0.0,0.0
2019-12-15,53.92,53.92,53.92,0.0,0.0,54.02,54.02,54.02,0.0,0.0,53.4,53.4,53.4,0.0,0.0,53.49,53.49,53.49,0.0,0.0
2019-12-22,53.93,53.93,53.93,0.0,0.0,54.15,54.15,54.15,0.0,0.0,53.85,53.85,53.85,0.0,0.0,54.15,54.15,54.15,0.0,0.0
2019-12-29,53.53,53.53,53.53,0.0,0.0,54.34,54.34,54.34,0.0,0.0,53.45,53.45,53.45,0.0,0.0,54.22,54.22,54.22,0.0,0.0
