Date,ATVI_Open_average,ATVI_Open_max,ATVI_Open_min,ATVI_Open_volatility,ATVI_Open_change,ATVI_High_average,ATVI_High_max,ATVI_High_min,ATVI_High_volatility,ATVI_High_change,ATVI_Low_average,ATVI_Low_max,ATVI_Low_min,ATVI_Low_volatility,ATVI_Low_change,ATVI_Close_average,ATVI_Close_max,ATVI_Close_min,ATVI_Close_volatility,ATVI_Close_change,ATVI_Volume_average,ATVI_Volume_max,ATVI_Volume_min,ATVI_Volume_volatility,ATVI_Volume_change
2018-01-14,70.334,70.92,69.97,0.9500000000000028,-0.46999999999999886,70.992,71.4,70.72,0.6800000000000068,0.21999999999999886,69.104,69.68,68.4,1.2800000000000011,1.2800000000000011,70.148,71.3,68.71,2.5900000000000034,2.5900000000000034,5428147,7076063,3862712,3213351,-1509002
2018-01-21,71.484,72.5,70.6,1.9000000000000057,1.1800000000000068,72.14800000000001,72.68,71.2,1.480000000000004,0.3100000000000023,70.686,71.7,69.88,1.8200000000000074,0.5499999999999972,71.484,72.52,70.08,2.4399999999999977,0.9000000000000057,6524307,9137394,4676928,4460466,2668925
2018-01-28,72.216,73.48,70.54,2.9399999999999977,-0.8999999999999915,73.03,74.94,71.13,3.8100000000000023,-0.75,71.02799999999999,73.16,66.91,6.25,-3.8200000000000074,71.698,74.13,67.98,6.1499999999999915,-3.6299999999999955,6767934,10160732,5136990,5023742,4876147
2018-02-04,67.88,69.63,66.0,3.6299999999999955,1.1599999999999966,69.494,70.86,67.78,3.0799999999999983,-0.6400000000000006,66.278,69.43,63.32,6.1100000000000065,1.4399999999999977,68.078,69.7,65.83,3.8700000000000045,-1.3800000000000097,10971355,18582250,6255211,12327039,-2208639
2018-02-11,69.2825,71.96,67.21,4.75,4.0,70.5775,72.13,68.21,3.9200000000000017,3.9200000000000017,68.2825,69.79,67.11,2.680000000000007,2.6099999999999994,69.965,71.99,68.03,3.9599999999999937,2.1599999999999966,6312869,7197634,5373597,1824037,1124102
2018-02-18,70.712,72.68,69.95,2.730000000000004,2.710000000000008,72.004,74.12,70.7,3.4200000000000017,2.8299999999999983,70.302,72.68,69.07,3.6100000000000136,2.930000000000007,71.15599999999999,73.16,69.49,3.6700000000000017,2.319999999999993,5376394,5842100,4868504,973596,-517889
2018-02-25,72.848,73.66,71.22,2.4399999999999977,0.6099999999999994,74.25999999999999,75.35,73.36,1.9899999999999949,1.9899999999999949,72.03399999999999,72.97,70.74,2.230000000000004,0.9000000000000057,73.372,75.1,72.01,3.089999999999989,2.489999999999995,6590876,8123915,4141839,3982076,2134710
2018-03-04,75.878,79.24,73.38,5.859999999999999,3.839999999999989,76.882,79.63,74.14,5.489999999999995,4.1499999999999915,74.508,76.41,72.75,3.6599999999999966,3.430000000000007,75.976,78.22,73.92,4.299999999999997,2.9399999999999977,8098813,8934731,5834774,3099957,37527
2018-03-11,74.34,77.49,71.0,6.489999999999995,-6.489999999999995,74.812,77.85,72.15,5.699999999999989,-5.699999999999989,72.73400000000001,75.81,69.81,6.0,-6.0,73.252,75.93,71.05,4.88000000000001,-4.88000000000001,9136477,11755687,5108464,6647223,3170085
2018-03-18,70.492,71.34,69.43,1.9099999999999966,-1.9099999999999966,71.398,72.63,70.14,2.489999999999995,-1.9399999999999977,69.608,71.11,68.02,3.0900000000000034,-2.4099999999999966,70.172,71.61,68.04,3.569999999999993,-1.2900000000000063,4813430,5386419,3994453,1391966,714913
2018-03-25,67.435,70.67,65.93,4.739999999999995,-3.8700000000000045,68.11250000000001,70.67,66.54,4.1299999999999955,-3.4399999999999977,64.755,65.56,64.09,1.4699999999999989,-1.4699999999999989,66.2025,67.46,65.09,2.3699999999999903,-1.2000000000000028,9636128,11704314,7334865,4369449,1706914
2018-04-01,65.51,67.2,63.95,3.25,-0.23000000000000398,66.634,67.66,65.86,1.7999999999999972,0.9099999999999966,64.57,66.15,63.52,2.6300000000000026,0.8699999999999903,65.722,66.53,64.56,1.9699999999999989,0.28999999999999204,5619012,7186376,4489722,2696654,-598177
2018-04-08,66.6,67.46,65.8,1.6599999999999966,-0.4299999999999926,67.16799999999999,67.59,66.77,0.8200000000000074,-0.20000000000000284,65.572,65.8,65.29,0.5099999999999909,0.46000000000000796,66.40599999999999,67.22,65.85,1.3700000000000045,0.04000000000000625,4934068,6354661,3140316,3214345,-636816
2018-04-15,67.658,68.75,66.6,2.1500000000000057,-0.6500000000000057,68.312,69.01,67.47,1.5400000000000063,-0.6799999999999926,66.88799999999999,67.97,65.96,2.010000000000005,-1.1299999999999955,67.436,68.69,66.23,2.4599999999999937,-2.049999999999997,4736191,5676297,4257371,1418926,-1252729
