Date,Consumer Staples Select Sector SPDR_etf_Open_average,Consumer Staples Select Sector SPDR_etf_Open_max,Consumer Staples Select Sector SPDR_etf_Open_min,Consumer Staples Select Sector SPDR_etf_Open_volatility,Consumer Staples Select Sector SPDR_etf_Open_change,Consumer Staples Select Sector SPDR_etf_High_average,Consumer Staples Select Sector SPDR_etf_High_max,Consumer Staples Select Sector SPDR_etf_High_min,Consumer Staples Select Sector SPDR_etf_High_volatility,Consumer Staples Select Sector SPDR_etf_High_change,Consumer Staples Select Sector SPDR_etf_Low_average,Consumer Staples Select Sector SPDR_etf_Low_max,Consumer Staples Select Sector SPDR_etf_Low_min,Consumer Staples Select Sector SPDR_etf_Low_volatility,Consumer Staples Select Sector SPDR_etf_Low_change,Consumer Staples Select Sector SPDR_etf_Close_average,Consumer Staples Select Sector SPDR_etf_Close_max,Consumer Staples Select Sector SPDR_etf_Close_min,Consumer Staples Select Sector SPDR_etf_Close_volatility,Consumer Staples Select Sector SPDR_etf_Close_change
2018-06-03,50.23,50.23,50.23,0.0,0.0,50.86,50.86,50.86,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.83,50.83,50.83,0.0,0.0
2018-06-10,50.84,50.84,50.84,0.0,0.0,51.57,51.57,51.57,0.0,0.0,50.74,50.74,50.74,0.0,0.0,51.54,51.54,51.54,0.0,0.0
2018-06-17,51.33,51.33,51.33,0.0,0.0,51.72,51.72,51.72,0.0,0.0,51.32,51.32,51.32,0.0,0.0,51.63,51.63,51.63,0.0,0.0
2018-06-24,51.59,51.59,51.59,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.53,51.53,51.53,0.0,0.0
2018-07-01,52.12,52.12,52.12,0.0,0.0,52.42,52.42,52.42,0.0,0.0,51.99,51.99,51.99,0.0,0.0,52.22,52.22,52.22,0.0,0.0
2018-07-08,52.43,52.43,52.43,0.0,0.0,52.79,52.79,52.79,0.0,0.0,52.41,52.41,52.41,0.0,0.0,52.74,52.74,52.74,0.0,0.0
2018-07-15,52.44,52.44,52.44,0.0,0.0,52.89,52.89,52.89,0.0,0.0,52.35,52.35,52.35,0.0,0.0,52.86,52.86,52.86,0.0,0.0
2018-07-22,53.28,53.28,53.28,0.0,0.0,53.64,53.64,53.64,0.0,0.0,53.19,53.19,53.19,0.0,0.0,53.38,53.38,53.38,0.0,0.0
2018-07-29,53.79,53.79,53.79,0.0,0.0,54.55,54.55,54.55,0.0,0.0,53.75,53.75,53.75,0.0,0.0,54.29,54.29,54.29,0.0,0.0
2018-08-05,53.28,53.28,53.28,0.0,0.0,53.46,53.46,53.46,0.0,0.0,53.13,53.13,53.13,0.0,0.0,53.24,53.24,53.24,0.0,0.0
2018-08-12,54.55,54.55,54.55,0.0,0.0,55.08,55.08,55.08,0.0,0.0,54.44,54.44,54.44,0.0,0.0,55.02,55.02,55.02,0.0,0.0
2018-08-19,54.1,54.1,54.1,0.0,0.0,54.21,54.21,54.21,0.0,0.0,53.9,53.9,53.9,0.0,0.0,54.06,54.06,54.06,0.0,0.0
2018-08-26,53.8,53.8,53.8,0.0,0.0,53.97,53.97,53.97,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.78,53.78,53.78,0.0,0.0
2018-09-02,54.31,54.31,54.31,0.0,0.0,54.41,54.41,54.41,0.0,0.0,53.99,53.99,53.99,0.0,0.0,54.37,54.37,54.37,0.0,0.0
2018-09-09,54.86,54.86,54.86,0.0,0.0,54.87,54.87,54.87,0.0,0.0,54.48,54.48,54.48,0.0,0.0,54.76,54.76,54.76,0.0,0.0
2018-09-16,55.02,55.02,55.02,0.0,0.0,55.11,55.11,55.11,0.0,0.0,54.9,54.9,54.9,0.0,0.0,55.02,55.02,55.02,0.0,0.0
2018-09-23,53.79,53.79,53.79,0.0,0.0,54.0,54.0,54.0,0.0,0.0,53.74,53.74,53.74,0.0,0.0,53.93,53.93,53.93,0.0,0.0
2018-09-30,53.38,53.38,53.38,0.0,0.0,53.65,53.65,53.65,0.0,0.0,53.36,53.36,53.36,0.0,0.0,53.44,53.44,53.44,0.0,0.0
2018-10-07,52.31,52.31,52.31,0.0,0.0,52.56,52.56,52.56,0.0,0.0,51.92,51.92,51.92,0.0,0.0,52.38,52.38,52.38,0.0,0.0
2018-10-14,54.08,54.08,54.08,0.0,0.0,54.85,54.85,54.85,0.0,0.0,54.08,54.08,54.08,0.0,0.0,54.69,54.69,54.69,0.0,0.0
2018-10-21,54.5,54.5,54.5,0.0,0.0,54.65,54.65,54.65,0.0,0.0,53.59,53.59,53.59,0.0,0.0,53.83,53.83,53.83,0.0,0.0
2018-10-28,55.4,55.4,55.4,0.0,0.0,55.47,55.47,55.47,0.0,0.0,54.63,54.63,54.63,0.0,0.0,55.11,55.11,55.11,0.0,0.0
2018-11-04,56.47,56.47,56.47,0.0,0.0,57.0,57.0,57.0,0.0,0.0,56.47,56.47,56.47,0.0,0.0,56.82,56.82,56.82,0.0,0.0
2018-11-11,55.89,55.89,55.89,0.0,0.0,56.28,56.28,56.28,0.0,0.0,55.69,55.69,55.69,0.0,0.0,56.06,56.06,56.06,0.0,0.0
2018-11-18,54.55,54.55,54.55,0.0,0.0,55.03,55.03,55.03,0.0,0.0,54.42,54.42,54.42,0.0,0.0,54.79,54.79,54.79,0.0,0.0
2018-11-25,55.89,55.89,55.89,0.0,0.0,56.4,56.4,56.4,0.0,0.0,55.75,55.75,55.75,0.0,0.0,56.26,56.26,56.26,0.0,0.0
2018-12-02,55.37,55.37,55.37,0.0,0.0,55.57,55.57,55.57,0.0,0.0,54.48,54.48,54.48,0.0,0.0,54.72,54.72,54.72,0.0,0.0
2018-12-09,55.09,55.09,55.09,0.0,0.0,55.16,55.16,55.16,0.0,0.0,54.37,54.37,54.37,0.0,0.0,54.5,54.5,54.5,0.0,0.0
2018-12-16,50.72,50.72,50.72,0.0,0.0,51.83,51.83,51.83,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.18,50.18,50.18,0.0,0.0
2018-12-23,50.94,50.94,50.94,0.0,0.0,51.15,51.15,51.15,0.0,0.0,50.37,50.37,50.37,0.0,0.0,50.57,50.57,50.57,0.0,0.0
2018-12-30,50.52,50.52,50.52,0.0,0.0,51.26,51.26,51.26,0.0,0.0,50.41,50.41,50.41,0.0,0.0,51.26,51.26,51.26,0.0,0.0
2019-01-06,51.59,51.59,51.59,0.0,0.0,51.66,51.66,51.66,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.63,51.63,51.63,0.0,0.0
2019-01-13,52.13,52.13,52.13,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.07,52.07,52.07,0.0,0.0,52.45,52.45,52.45,0.0,0.0
2019-01-20,52.1,52.1,52.1,0.0,0.0,52.31,52.31,52.31,0.0,0.0,51.66,51.66,51.66,0.0,0.0,51.73,51.73,51.73,0.0,0.0
2019-01-27,53.55,53.55,53.55,0.0,0.0,53.55,53.55,53.55,0.0,0.0,53.0,53.0,53.0,0.0,0.0,53.22,53.22,53.22,0.0,0.0
2019-02-03,53.43,53.43,53.43,0.0,0.0,53.79,53.79,53.79,0.0,0.0,53.23,53.23,53.23,0.0,0.0,53.79,53.79,53.79,0.0,0.0
2019-02-10,54.1,54.1,54.1,0.0,0.0,54.45,54.45,54.45,0.0,0.0,53.84,53.84,53.84,0.0,0.0,54.35,54.35,54.35,0.0,0.0
2019-02-17,54.18,54.18,54.18,0.0,0.0,54.43,54.43,54.43,0.0,0.0,54.04,54.04,54.04,0.0,0.0,54.43,54.43,54.43,0.0,0.0
2019-02-24,54.5,54.5,54.5,0.0,0.0,54.52,54.52,54.52,0.0,0.0,53.85,53.85,53.85,0.0,0.0,54.24,54.24,54.24,0.0,0.0
2019-03-03,53.73,53.73,53.73,0.0,0.0,53.97,53.97,53.97,0.0,0.0,53.45,53.45,53.45,0.0,0.0,53.71,53.71,53.71,0.0,0.0
2019-03-10,54.58,54.58,54.58,0.0,0.0,54.85,54.85,54.85,0.0,0.0,54.47,54.47,54.47,0.0,0.0,54.7,54.7,54.7,0.0,0.0
2019-03-17,55.07,55.07,55.07,0.0,0.0,55.44,55.44,55.44,0.0,0.0,55.0,55.0,55.0,0.0,0.0,55.08,55.08,55.08,0.0,0.0
2019-03-24,55.84,55.84,55.84,0.0,0.0,56.17,56.17,56.17,0.0,0.0,55.69,55.69,55.69,0.0,0.0,56.11,56.11,56.11,0.0,0.0
2019-03-31,55.48,55.48,55.48,0.0,0.0,55.61,55.61,55.61,0.0,0.0,55.33,55.33,55.33,0.0,0.0,55.59,55.59,55.59,0.0,0.0
2019-04-07,56.06,56.06,56.06,0.0,0.0,56.24,56.24,56.24,0.0,0.0,55.88,55.88,55.88,0.0,0.0,56.2,56.2,56.2,0.0,0.0
2019-04-14,57.05,57.05,57.05,0.0,0.0,57.15,57.15,57.15,0.0,0.0,56.62,56.62,56.62,0.0,0.0,56.87,56.87,56.87,0.0,0.0
2019-04-21,56.53,56.53,56.53,0.0,0.0,56.99,56.99,56.99,0.0,0.0,56.5,56.5,56.5,0.0,0.0,56.98,56.98,56.98,0.0,0.0
2019-04-28,57.25,57.25,57.25,0.0,0.0,57.54,57.54,57.54,0.0,0.0,57.16,57.16,57.16,0.0,0.0,57.41,57.41,57.41,0.0,0.0
2019-05-05,56.48,56.48,56.48,0.0,0.0,57.38,57.38,57.38,0.0,0.0,56.24,56.24,56.24,0.0,0.0,57.31,57.31,57.31,0.0,0.0
2019-05-12,57.62,57.62,57.62,0.0,0.0,58.08,58.08,58.08,0.0,0.0,57.61,57.61,57.61,0.0,0.0,57.75,57.75,57.75,0.0,0.0
2019-05-19,57.83,57.83,57.83,0.0,0.0,57.88,57.88,57.88,0.0,0.0,57.35,57.35,57.35,0.0,0.0,57.52,57.52,57.52,0.0,0.0
2019-05-26,55.97,55.97,55.97,0.0,0.0,56.05,56.05,56.05,0.0,0.0,55.52,55.52,55.52,0.0,0.0,55.61,55.61,55.61,0.0,0.0
2019-06-02,58.27,58.27,58.27,0.0,0.0,58.86,58.86,58.86,0.0,0.0,58.27,58.27,58.27,0.0,0.0,58.63,58.63,58.63,0.0,0.0
2019-06-09,59.03,59.03,59.03,0.0,0.0,59.24,59.24,59.24,0.0,0.0,58.97,58.97,58.97,0.0,0.0,59.09,59.09,59.09,0.0,0.0
2019-06-16,58.84,58.84,58.84,0.0,0.0,59.01,59.01,59.01,0.0,0.0,58.63,58.63,58.63,0.0,0.0,58.72,58.72,58.72,0.0,0.0
2019-06-23,58.39,58.39,58.39,0.0,0.0,58.46,58.46,58.46,0.0,0.0,57.95,57.95,57.95,0.0,0.0,58.07,58.07,58.07,0.0,0.0
2019-06-30,59.31,59.31,59.31,0.0,0.0,59.44,59.44,59.44,0.0,0.0,58.87,58.87,58.87,0.0,0.0,59.4,59.4,59.4,0.0,0.0
2019-07-07,59.64,59.64,59.64,0.0,0.0,59.97,59.97,59.97,0.0,0.0,59.64,59.64,59.64,0.0,0.0,59.83,59.83,59.83,0.0,0.0
2019-07-14,60.47,60.47,60.47,0.0,0.0,60.56,60.56,60.56,0.0,0.0,59.9,59.9,59.9,0.0,0.0,59.94,59.94,59.94,0.0,0.0
2019-07-21,59.8,59.8,59.8,0.0,0.0,60.39,60.39,60.39,0.0,0.0,59.63,59.63,59.63,0.0,0.0,60.37,60.37,60.37,0.0,0.0
2019-07-28,59.13,59.13,59.13,0.0,0.0,59.59,59.59,59.59,0.0,0.0,59.0,59.0,59.0,0.0,0.0,59.23,59.23,59.23,0.0,0.0
2019-08-04,59.62,59.62,59.62,0.0,0.0,59.77,59.77,59.77,0.0,0.0,58.9,58.9,58.9,0.0,0.0,59.32,59.32,59.32,0.0,0.0
2019-08-11,59.79,59.79,59.79,0.0,0.0,60.45,60.45,60.45,0.0,0.0,59.79,59.79,59.79,0.0,0.0,60.21,60.21,60.21,0.0,0.0
2019-08-18,60.46,60.46,60.46,0.0,0.0,60.71,60.71,60.71,0.0,0.0,59.28,59.28,59.28,0.0,0.0,59.62,59.62,59.62,0.0,0.0
2019-08-25,61.0,61.0,61.0,0.0,0.0,61.15,61.15,61.15,0.0,0.0,60.53,60.53,60.53,0.0,0.0,60.72,60.72,60.72,0.0,0.0
2019-09-01,61.4,61.4,61.4,0.0,0.0,61.54,61.54,61.54,0.0,0.0,61.25,61.25,61.25,0.0,0.0,61.44,61.44,61.44,0.0,0.0
2019-09-08,61.11,61.11,61.11,0.0,0.0,61.46,61.46,61.46,0.0,0.0,60.91,60.91,60.91,0.0,0.0,61.04,61.04,61.04,0.0,0.0
2019-09-15,60.64,60.64,60.64,0.0,0.0,60.78,60.78,60.78,0.0,0.0,60.32,60.32,60.32,0.0,0.0,60.32,60.32,60.32,0.0,0.0
2019-09-22,61.34,61.34,61.34,0.0,0.0,61.36,61.36,61.36,0.0,0.0,60.76,60.76,60.76,0.0,0.0,61.12,61.12,61.12,0.0,0.0
2019-09-29,60.55,60.55,60.55,0.0,0.0,61.41,61.41,61.41,0.0,0.0,60.49,60.49,60.49,0.0,0.0,61.4,61.4,61.4,0.0,0.0
2019-10-06,61.13,61.13,61.13,0.0,0.0,61.21,61.21,61.21,0.0,0.0,60.72,60.72,60.72,0.0,0.0,60.84,60.84,60.84,0.0,0.0
2019-10-13,60.51,60.51,60.51,0.0,0.0,60.97,60.97,60.97,0.0,0.0,60.51,60.51,60.51,0.0,0.0,60.74,60.74,60.74,0.0,0.0
2019-10-20,61.39,61.39,61.39,0.0,0.0,61.4,61.4,61.4,0.0,0.0,61.03,61.03,61.03,0.0,0.0,61.09,61.09,61.09,0.0,0.0
2019-10-27,61.27,61.27,61.27,0.0,0.0,61.38,61.38,61.38,0.0,0.0,61.02,61.02,61.02,0.0,0.0,61.15,61.15,61.15,0.0,0.0
2019-11-03,60.77,60.77,60.77,0.0,0.0,60.95,60.95,60.95,0.0,0.0,60.56,60.56,60.56,0.0,0.0,60.76,60.76,60.76,0.0,0.0
2019-11-10,61.4,61.4,61.4,0.0,0.0,61.46,61.46,61.46,0.0,0.0,61.1,61.1,61.1,0.0,0.0,61.33,61.33,61.33,0.0,0.0
2019-11-17,61.45,61.45,61.45,0.0,0.0,61.49,61.49,61.49,0.0,0.0,61.06,61.06,61.06,0.0,0.0,61.3,61.3,61.3,0.0,0.0
2019-11-24,62.04,62.04,62.04,0.0,0.0,62.14,62.14,62.14,0.0,0.0,61.88,61.88,61.88,0.0,0.0,62.0,62.0,62.0,0.0,0.0
2019-12-01,62.56,62.56,62.56,0.0,0.0,62.91,62.91,62.91,0.0,0.0,62.52,62.52,62.52,0.0,0.0,62.67,62.67,62.67,0.0,0.0
2019-12-08,62.4,62.4,62.4,0.0,0.0,62.88,62.88,62.88,0.0,0.0,62.29,62.29,62.29,0.0,0.0,62.78,62.78,62.78,0.0,0.0
2019-12-15,62.82,62.82,62.82,0.0,0.0,63.36,63.36,63.36,0.0,0.0,62.78,62.78,62.78,0.0,0.0,63.1,63.1,63.1,0.0,0.0
2019-12-22,63.1,63.1,63.1,0.0,0.0,63.27,63.27,63.27,0.0,0.0,63.04,63.04,63.04,0.0,0.0,63.25,63.25,63.25,0.0,0.0
2019-12-29,62.25,62.25,62.25,0.0,0.0,62.65,62.65,62.65,0.0,0.0,62.09,62.09,62.09,0.0,0.0,62.38,62.38,62.38,0.0,0.0
