Date,PowerShares Dynamic RetailEtf_Open_average,PowerShares Dynamic RetailEtf_Open_max,PowerShares Dynamic RetailEtf_Open_min,PowerShares Dynamic RetailEtf_Open_volatility,PowerShares Dynamic RetailEtf_Open_change,PowerShares Dynamic RetailEtf_High_average,PowerShares Dynamic RetailEtf_High_max,PowerShares Dynamic RetailEtf_High_min,PowerShares Dynamic RetailEtf_High_volatility,PowerShares Dynamic RetailEtf_High_change,PowerShares Dynamic RetailEtf_Low_average,PowerShares Dynamic RetailEtf_Low_max,PowerShares Dynamic RetailEtf_Low_min,PowerShares Dynamic RetailEtf_Low_volatility,PowerShares Dynamic RetailEtf_Low_change,PowerShares Dynamic RetailEtf_Close_average,PowerShares Dynamic RetailEtf_Close_max,PowerShares Dynamic RetailEtf_Close_min,PowerShares Dynamic RetailEtf_Close_volatility,PowerShares Dynamic RetailEtf_Close_change
2018-01-14,39.06,39.06,39.06,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.06,39.06,39.06,0.0,0.0,39.3,39.3,39.3,0.0,0.0
2018-01-21,40.24,40.24,40.24,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.24,40.24,40.24,0.0,0.0,40.34,40.34,40.34,0.0,0.0
2018-01-28,38.64,38.64,38.64,0.0,0.0,38.77,38.77,38.77,0.0,0.0,37.92,37.92,37.92,0.0,0.0,38.14,38.14,38.14,0.0,0.0
2018-02-04,36.32,36.32,36.32,0.0,0.0,36.32,36.32,36.32,0.0,0.0,36.18,36.18,36.18,0.0,0.0,36.18,36.18,36.18,0.0,0.0
2018-02-11,38.06,38.06,38.06,0.0,0.0,38.09,38.09,38.09,0.0,0.0,38.06,38.06,38.06,0.0,0.0,38.09,38.09,38.09,0.0,0.0
2018-02-18,37.21,37.21,37.21,0.0,0.0,37.21,37.21,37.21,0.0,0.0,37.21,37.21,37.21,0.0,0.0,37.21,37.21,37.21,0.0,0.0
2018-02-25,36.05,36.05,36.05,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.05,36.05,36.05,0.0,0.0,36.64,36.64,36.64,0.0,0.0
2018-03-04,36.5,36.5,36.5,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.5,36.5,36.5,0.0,0.0
2018-03-11,36.28,36.28,36.28,0.0,0.0,36.29,36.29,36.29,0.0,0.0,36.28,36.28,36.28,0.0,0.0,36.29,36.29,36.29,0.0,0.0
2018-03-18,35.45,35.45,35.45,0.0,0.0,35.45,35.45,35.45,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.9,34.9,34.9,0.0,0.0
2018-03-25,35.22,35.22,35.22,0.0,0.0,36.14,36.14,36.14,0.0,0.0,35.22,35.22,35.22,0.0,0.0,36.14,36.14,36.14,0.0,0.0
2018-04-01,36.29,36.29,36.29,0.0,0.0,36.29,36.29,36.29,0.0,0.0,36.14,36.14,36.14,0.0,0.0,36.14,36.14,36.14,0.0,0.0
2018-04-08,35.76,35.76,35.76,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.53,35.53,35.53,0.0,0.0
2018-04-15,36.05,36.05,36.05,0.0,0.0,36.08,36.08,36.08,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.73,35.73,35.73,0.0,0.0
2018-04-22,36.59,36.59,36.59,0.0,0.0,36.59,36.59,36.59,0.0,0.0,36.59,36.59,36.59,0.0,0.0,36.59,36.59,36.59,0.0,0.0
2018-04-29,36.53,36.53,36.53,0.0,0.0,36.53,36.53,36.53,0.0,0.0,36.53,36.53,36.53,0.0,0.0,36.53,36.53,36.53,0.0,0.0
2018-05-06,36.51,36.51,36.51,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.62,36.62,36.62,0.0,0.0
2018-05-13,37.57,37.57,37.57,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.57,37.57,37.57,0.0,0.0
2018-05-20,37.23,37.23,37.23,0.0,0.0,37.23,37.23,37.23,0.0,0.0,37.05,37.05,37.05,0.0,0.0,37.05,37.05,37.05,0.0,0.0
2018-05-27,37.23,37.23,37.23,0.0,0.0,37.23,37.23,37.23,0.0,0.0,37.23,37.23,37.23,0.0,0.0,37.23,37.23,37.23,0.0,0.0
2018-06-03,38.94,38.94,38.94,0.0,0.0,39.09,39.09,39.09,0.0,0.0,38.94,38.94,38.94,0.0,0.0,39.09,39.09,39.09,0.0,0.0
2018-06-10,39.75,39.75,39.75,0.0,0.0,39.75,39.75,39.75,0.0,0.0,39.75,39.75,39.75,0.0,0.0,39.75,39.75,39.75,0.0,0.0
2018-06-17,39.52,39.52,39.52,0.0,0.0,39.88,39.88,39.88,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.88,39.88,39.88,0.0,0.0
2018-06-24,39.8,39.8,39.8,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.8,39.8,39.8,0.0,0.0
2018-07-01,39.75,39.75,39.75,0.0,0.0,39.86,39.86,39.86,0.0,0.0,39.75,39.75,39.75,0.0,0.0,39.86,39.86,39.86,0.0,0.0
2018-07-08,39.52,39.52,39.52,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.52,39.52,39.52,0.0,0.0
2018-07-15,40.1,40.1,40.1,0.0,0.0,40.1,40.1,40.1,0.0,0.0,40.1,40.1,40.1,0.0,0.0,40.1,40.1,40.1,0.0,0.0
2018-07-22,39.83,39.83,39.83,0.0,0.0,39.83,39.83,39.83,0.0,0.0,39.83,39.83,39.83,0.0,0.0,39.83,39.83,39.83,0.0,0.0
2018-07-29,39.49,39.49,39.49,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.49,39.49,39.49,0.0,0.0,39.52,39.52,39.52,0.0,0.0
