Date,ProShares Ultra FTSE Europe_etf_Open_average,ProShares Ultra FTSE Europe_etf_Open_max,ProShares Ultra FTSE Europe_etf_Open_min,ProShares Ultra FTSE Europe_etf_Open_volatility,ProShares Ultra FTSE Europe_etf_Open_change,ProShares Ultra FTSE Europe_etf_High_average,ProShares Ultra FTSE Europe_etf_High_max,ProShares Ultra FTSE Europe_etf_High_min,ProShares Ultra FTSE Europe_etf_High_volatility,ProShares Ultra FTSE Europe_etf_High_change,ProShares Ultra FTSE Europe_etf_Low_average,ProShares Ultra FTSE Europe_etf_Low_max,ProShares Ultra FTSE Europe_etf_Low_min,ProShares Ultra FTSE Europe_etf_Low_volatility,ProShares Ultra FTSE Europe_etf_Low_change,ProShares Ultra FTSE Europe_etf_Close_average,ProShares Ultra FTSE Europe_etf_Close_max,ProShares Ultra FTSE Europe_etf_Close_min,ProShares Ultra FTSE Europe_etf_Close_volatility,ProShares Ultra FTSE Europe_etf_Close_change
2019-04-28,48.68,48.68,48.68,0.0,0.0,49.45,49.45,49.45,0.0,0.0,48.48,48.48,48.48,0.0,0.0,49.45,49.45,49.45,0.0,0.0
2019-05-05,46.72,46.72,46.72,0.0,0.0,46.72,46.72,46.72,0.0,0.0,46.72,46.72,46.72,0.0,0.0,46.72,46.72,46.72,0.0,0.0
2019-05-12,46.0,46.0,46.0,0.0,0.0,46.23,46.23,46.23,0.0,0.0,45.95,45.95,45.95,0.0,0.0,46.01,46.01,46.01,0.0,0.0
2019-05-19,45.37,45.37,45.37,0.0,0.0,45.58,45.58,45.58,0.0,0.0,45.37,45.37,45.37,0.0,0.0,45.58,45.58,45.58,0.0,0.0
2019-05-26,42.91,42.91,42.91,0.0,0.0,43.72,43.72,43.72,0.0,0.0,42.67,42.67,42.67,0.0,0.0,43.43,43.43,43.43,0.0,0.0
2019-06-02,46.82,46.82,46.82,0.0,0.0,47.38,47.38,47.38,0.0,0.0,46.51,46.51,46.51,0.0,0.0,46.75,46.75,46.75,0.0,0.0
2019-06-09,46.16,46.16,46.16,0.0,0.0,46.89,46.89,46.89,0.0,0.0,45.96,45.96,45.96,0.0,0.0,46.55,46.55,46.55,0.0,0.0
2019-06-16,48.47,48.47,48.47,0.0,0.0,48.95,48.95,48.95,0.0,0.0,48.47,48.47,48.47,0.0,0.0,48.89,48.89,48.89,0.0,0.0
2019-06-23,48.65,48.65,48.65,0.0,0.0,49.35,49.35,49.35,0.0,0.0,48.65,48.65,48.65,0.0,0.0,49.06,49.06,49.06,0.0,0.0
2019-06-30,48.69,48.69,48.69,0.0,0.0,49.27,49.27,49.27,0.0,0.0,48.69,48.69,48.69,0.0,0.0,49.27,49.27,49.27,0.0,0.0
2019-07-07,48.27,48.27,48.27,0.0,0.0,49.14,49.14,49.14,0.0,0.0,47.96,47.96,47.96,0.0,0.0,48.63,48.63,48.63,0.0,0.0
2019-07-14,48.38,48.38,48.38,0.0,0.0,48.38,48.38,48.38,0.0,0.0,48.12,48.12,48.12,0.0,0.0,48.12,48.12,48.12,0.0,0.0
2019-07-21,48.23,48.23,48.23,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.23,48.23,48.23,0.0,0.0,48.3,48.3,48.3,0.0,0.0
2019-07-28,45.17,45.17,45.17,0.0,0.0,45.17,45.17,45.17,0.0,0.0,45.17,45.17,45.17,0.0,0.0,45.17,45.17,45.17,0.0,0.0
2019-08-04,44.1,44.1,44.1,0.0,0.0,44.43,44.43,44.43,0.0,0.0,44.1,44.1,44.1,0.0,0.0,44.43,44.43,44.43,0.0,0.0
2019-08-11,42.62,42.62,42.62,0.0,0.0,42.92,42.92,42.92,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.92,42.92,42.92,0.0,0.0
2019-08-18,42.92,42.92,42.92,0.0,0.0,42.92,42.92,42.92,0.0,0.0,42.92,42.92,42.92,0.0,0.0,42.92,42.92,42.92,0.0,0.0
2019-08-25,45.0,45.0,45.0,0.0,0.0,46.07,46.07,46.07,0.0,0.0,44.33,44.33,44.33,0.0,0.0,44.59,44.59,44.59,0.0,0.0
2019-09-01,46.7,46.7,46.7,0.0,0.0,46.72,46.72,46.72,0.0,0.0,46.03,46.03,46.03,0.0,0.0,46.39,46.39,46.39,0.0,0.0
2019-09-08,47.8,47.8,47.8,0.0,0.0,47.92,47.92,47.92,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.84,47.84,47.84,0.0,0.0
2019-09-15,47.35,47.35,47.35,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.35,47.35,47.35,0.0,0.0
2019-09-22,46.25,46.25,46.25,0.0,0.0,46.25,46.25,46.25,0.0,0.0,46.25,46.25,46.25,0.0,0.0,46.25,46.25,46.25,0.0,0.0
2019-09-29,44.12,44.12,44.12,0.0,0.0,44.61,44.61,44.61,0.0,0.0,43.73,43.73,43.73,0.0,0.0,44.61,44.61,44.61,0.0,0.0
2019-10-06,47.07,47.07,47.07,0.0,0.0,47.64,47.64,47.64,0.0,0.0,46.88,46.88,46.88,0.0,0.0,47.09,47.09,47.09,0.0,0.0
2019-10-13,48.58,48.58,48.58,0.0,0.0,48.58,48.58,48.58,0.0,0.0,48.58,48.58,48.58,0.0,0.0,48.58,48.58,48.58,0.0,0.0
2019-10-20,48.99,48.99,48.99,0.0,0.0,49.33,49.33,49.33,0.0,0.0,48.99,48.99,48.99,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2019-10-27,50.19,50.19,50.19,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.6,50.6,50.6,0.0,0.0
2019-11-03,50.6,50.6,50.6,0.0,0.0,50.96,50.96,50.96,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.96,50.96,50.96,0.0,0.0
2019-11-10,50.98,50.98,50.98,0.0,0.0,51.24,51.24,51.24,0.0,0.0,50.98,50.98,50.98,0.0,0.0,51.24,51.24,51.24,0.0,0.0
2019-11-17,50.6,50.6,50.6,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.6,50.6,50.6,0.0,0.0
2019-11-24,51.23,51.23,51.23,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.21,51.21,51.21,0.0,0.0,51.21,51.21,51.21,0.0,0.0
2019-12-01,51.65,51.65,51.65,0.0,0.0,51.65,51.65,51.65,0.0,0.0,51.65,51.65,51.65,0.0,0.0,51.65,51.65,51.65,0.0,0.0
2019-12-08,53.54,53.54,53.54,0.0,0.0,53.9,53.9,53.9,0.0,0.0,53.54,53.54,53.54,0.0,0.0,53.66,53.66,53.66,0.0,0.0
2019-12-15,54.34,54.34,54.34,0.0,0.0,54.9,54.9,54.9,0.0,0.0,54.3,54.3,54.3,0.0,0.0,54.4,54.4,54.4,0.0,0.0
2019-12-22,55.63,55.63,55.63,0.0,0.0,55.99,55.99,55.99,0.0,0.0,55.63,55.63,55.63,0.0,0.0,55.76,55.76,55.76,0.0,0.0
2019-12-29,55.09,55.09,55.09,0.0,0.0,55.64,55.64,55.64,0.0,0.0,54.98,54.98,54.98,0.0,0.0,55.03,55.03,55.03,0.0,0.0
