Date,iPath US Treasury 5-year Bear_Open_average,iPath US Treasury 5-year Bear_Open_max,iPath US Treasury 5-year Bear_Open_min,iPath US Treasury 5-year Bear_Open_volatility,iPath US Treasury 5-year Bear_Open_change,iPath US Treasury 5-year Bear_High_average,iPath US Treasury 5-year Bear_High_max,iPath US Treasury 5-year Bear_High_min,iPath US Treasury 5-year Bear_High_volatility,iPath US Treasury 5-year Bear_High_change,iPath US Treasury 5-year Bear_Low_average,iPath US Treasury 5-year Bear_Low_max,iPath US Treasury 5-year Bear_Low_min,iPath US Treasury 5-year Bear_Low_volatility,iPath US Treasury 5-year Bear_Low_change,iPath US Treasury 5-year Bear_Close_average,iPath US Treasury 5-year Bear_Close_max,iPath US Treasury 5-year Bear_Close_min,iPath US Treasury 5-year Bear_Close_volatility,iPath US Treasury 5-year Bear_Close_change
2018-01-14,33.67,33.67,33.67,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.67,33.67,33.67,0.0,0.0
2018-01-21,34.23,34.23,34.23,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.14,34.14,34.14,0.0,0.0,34.14,34.14,34.14,0.0,0.0
2018-01-28,33.93,33.93,33.93,0.0,0.0,33.93,33.93,33.93,0.0,0.0,33.89,33.89,33.89,0.0,0.0,33.89,33.89,33.89,0.0,0.0
2018-02-04,35.46,35.46,35.46,0.0,0.0,35.49,35.49,35.49,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.13,34.13,34.13,0.0,0.0
2018-02-11,35.02,35.02,35.02,0.0,0.0,36.17,36.17,36.17,0.0,0.0,34.97,34.97,34.97,0.0,0.0,36.17,36.17,36.17,0.0,0.0
2018-02-18,35.05,35.05,35.05,0.0,0.0,35.05,35.05,35.05,0.0,0.0,35.05,35.05,35.05,0.0,0.0,35.05,35.05,35.05,0.0,0.0
2018-02-25,35.77,35.77,35.77,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.77,35.77,35.77,0.0,0.0
2018-03-04,35.25,35.25,35.25,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.25,35.25,35.25,0.0,0.0
2018-03-11,35.25,35.25,35.25,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.25,35.25,35.25,0.0,0.0
2018-03-18,35.55,35.55,35.55,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.55,35.55,35.55,0.0,0.0
2018-03-25,33.91,33.91,33.91,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.91,33.91,33.91,0.0,0.0
2018-04-01,35.6,35.6,35.6,0.0,0.0,36.05,36.05,36.05,0.0,0.0,35.6,35.6,35.6,0.0,0.0,36.05,36.05,36.05,0.0,0.0
2018-04-08,36.79,36.79,36.79,0.0,0.0,36.79,36.79,36.79,0.0,0.0,36.79,36.79,36.79,0.0,0.0,36.79,36.79,36.79,0.0,0.0
2018-04-15,36.69,36.69,36.69,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.69,36.69,36.69,0.0,0.0
2018-04-22,36.72,36.72,36.72,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.67,36.67,36.67,0.0,0.0
2018-04-29,36.36,36.36,36.36,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.36,36.36,36.36,0.0,0.0,36.43,36.43,36.43,0.0,0.0
2018-05-06,36.75,36.75,36.75,0.0,0.0,36.81,36.81,36.81,0.0,0.0,36.75,36.75,36.75,0.0,0.0,36.81,36.81,36.81,0.0,0.0
2018-05-13,34.62,34.62,34.62,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.62,34.62,34.62,0.0,0.0
2018-05-20,34.82,34.82,34.82,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.82,34.82,34.82,0.0,0.0
2018-05-27,36.11,36.11,36.11,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.11,36.11,36.11,0.0,0.0,36.65,36.65,36.65,0.0,0.0
2018-06-03,35.82,35.82,35.82,0.0,0.0,36.15,36.15,36.15,0.0,0.0,35.52,35.52,35.52,0.0,0.0,36.15,36.15,36.15,0.0,0.0
2018-06-10,36.73,36.73,36.73,0.0,0.0,36.91,36.91,36.91,0.0,0.0,35.69,35.69,35.69,0.0,0.0,36.61,36.61,36.61,0.0,0.0
2018-06-17,35.78,35.78,35.78,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.75,35.75,35.75,0.0,0.0
2018-06-24,35.7,35.7,35.7,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.7,35.7,35.7,0.0,0.0
2018-07-01,36.85,36.85,36.85,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.85,36.85,36.85,0.0,0.0
2018-07-08,36.73,36.73,36.73,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.73,36.73,36.73,0.0,0.0
2018-07-15,36.48,36.48,36.48,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.48,36.48,36.48,0.0,0.0
2018-07-22,35.75,35.75,35.75,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.7,35.7,35.7,0.0,0.0
2018-07-29,36.0,36.0,36.0,0.0,0.0,36.21,36.21,36.21,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.63,35.63,35.63,0.0,0.0
2018-08-05,36.08,36.08,36.08,0.0,0.0,36.21,36.21,36.21,0.0,0.0,34.97,34.97,34.97,0.0,0.0,35.05,35.05,35.05,0.0,0.0
2018-08-12,35.22,35.22,35.22,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.17,35.17,35.17,0.0,0.0,35.4,35.4,35.4,0.0,0.0
2018-08-19,35.5,35.5,35.5,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.2,35.2,35.2,0.0,0.0,35.54,35.54,35.54,0.0,0.0
2018-08-26,36.08,36.08,36.08,0.0,0.0,36.08,36.08,36.08,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.5,35.5,35.5,0.0,0.0
2018-09-02,36.28,36.28,36.28,0.0,0.0,37.28,37.28,37.28,0.0,0.0,36.15,36.15,36.15,0.0,0.0,36.17,36.17,36.17,0.0,0.0
2018-09-09,37.46,37.46,37.46,0.0,0.0,37.46,37.46,37.46,0.0,0.0,36.68,36.68,36.68,0.0,0.0,37.16,37.16,37.16,0.0,0.0
2018-09-16,37.8,37.8,37.8,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.8,37.8,37.8,0.0,0.0
2018-09-23,37.77,37.77,37.77,0.0,0.0,38.52,38.52,38.52,0.0,0.0,37.65,37.65,37.65,0.0,0.0,38.33,38.33,38.33,0.0,0.0
2018-09-30,38.98,38.98,38.98,0.0,0.0,38.98,38.98,38.98,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.91,38.91,38.91,0.0,0.0
2018-10-07,38.05,38.05,38.05,0.0,0.0,38.57,38.57,38.57,0.0,0.0,37.88,37.88,37.88,0.0,0.0,38.57,38.57,38.57,0.0,0.0
2018-10-14,38.47,38.47,38.47,0.0,0.0,38.62,38.62,38.62,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.41,38.41,38.41,0.0,0.0
2018-10-21,38.15,38.15,38.15,0.0,0.0,38.42,38.42,38.42,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.95,37.95,37.95,0.0,0.0
2018-10-28,37.77,37.77,37.77,0.0,0.0,38.59,38.59,38.59,0.0,0.0,37.77,37.77,37.77,0.0,0.0,38.4,38.4,38.4,0.0,0.0
2018-11-04,38.43,38.43,38.43,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.08,38.08,38.08,0.0,0.0,38.08,38.08,38.08,0.0,0.0
2018-11-11,37.3,37.3,37.3,0.0,0.0,37.63,37.63,37.63,0.0,0.0,36.61,36.61,36.61,0.0,0.0,36.61,36.61,36.61,0.0,0.0
2018-11-18,37.02,37.02,37.02,0.0,0.0,37.07,37.07,37.07,0.0,0.0,36.74,36.74,36.74,0.0,0.0,37.07,37.07,37.07,0.0,0.0
2018-11-25,36.01,36.01,36.01,0.0,0.0,36.05,36.05,36.05,0.0,0.0,36.01,36.01,36.01,0.0,0.0,36.05,36.05,36.05,0.0,0.0
2018-12-02,35.59,35.59,35.59,0.0,0.0,35.59,35.59,35.59,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.9,34.9,34.9,0.0,0.0
2018-12-09,35.86,35.86,35.86,0.0,0.0,36.11,36.11,36.11,0.0,0.0,35.68,35.68,35.68,0.0,0.0,35.9,35.9,35.9,0.0,0.0
