Date,Guggenheim Invest S&P SmallCap 600 Pure ValueEtf_Open_average,Guggenheim Invest S&P SmallCap 600 Pure ValueEtf_Open_max,Guggenheim Invest S&P SmallCap 600 Pure ValueEtf_Open_min,Guggenheim Invest S&P SmallCap 600 Pure ValueEtf_Open_volatility,Guggenheim Invest S&P SmallCap 600 Pure ValueEtf_Open_change,Guggenheim Invest S&P SmallCap 600 Pure ValueEtf_High_average,Guggenheim Invest S&P SmallCap 600 Pure ValueEtf_High_max,Guggenheim Invest S&P SmallCap 600 Pure ValueEtf_High_min,Guggenheim Invest S&P SmallCap 600 Pure ValueEtf_High_volatility,Guggenheim Invest S&P SmallCap 600 Pure ValueEtf_High_change,Guggenheim Invest S&P SmallCap 600 Pure ValueEtf_Low_average,Guggenheim Invest S&P SmallCap 600 Pure ValueEtf_Low_max,Guggenheim Invest S&P SmallCap 600 Pure ValueEtf_Low_min,Guggenheim Invest S&P SmallCap 600 Pure ValueEtf_Low_volatility,Guggenheim Invest S&P SmallCap 600 Pure ValueEtf_Low_change,Guggenheim Invest S&P SmallCap 600 Pure ValueEtf_Close_average,Guggenheim Invest S&P SmallCap 600 Pure ValueEtf_Close_max,Guggenheim Invest S&P SmallCap 600 Pure ValueEtf_Close_min,Guggenheim Invest S&P SmallCap 600 Pure ValueEtf_Close_volatility,Guggenheim Invest S&P SmallCap 600 Pure ValueEtf_Close_change
2018-05-27,76.85,76.85,76.85,0.0,0.0,77.06,77.06,77.06,0.0,0.0,76.72,76.72,76.72,0.0,0.0,76.85,76.85,76.85,0.0,0.0
2018-06-03,79.49,79.49,79.49,0.0,0.0,79.86,79.86,79.86,0.0,0.0,79.38,79.38,79.38,0.0,0.0,79.71,79.71,79.71,0.0,0.0
2018-06-10,78.66,78.66,78.66,0.0,0.0,79.39,79.39,79.39,0.0,0.0,78.66,78.66,78.66,0.0,0.0,79.25,79.25,79.25,0.0,0.0
2018-06-17,80.93,80.93,80.93,0.0,0.0,80.93,80.93,80.93,0.0,0.0,79.86,79.86,79.86,0.0,0.0,80.52,80.52,80.52,0.0,0.0
2018-06-24,78.48,78.48,78.48,0.0,0.0,78.48,78.48,78.48,0.0,0.0,77.33,77.33,77.33,0.0,0.0,77.33,77.33,77.33,0.0,0.0
2018-07-01,79.0,79.0,79.0,0.0,0.0,79.27,79.27,79.27,0.0,0.0,78.87,78.87,78.87,0.0,0.0,79.05,79.05,79.05,0.0,0.0
2018-07-08,77.6,77.6,77.6,0.0,0.0,78.51,78.51,78.51,0.0,0.0,77.6,77.6,77.6,0.0,0.0,78.04,78.04,78.04,0.0,0.0
2018-07-15,79.12,79.12,79.12,0.0,0.0,79.12,79.12,79.12,0.0,0.0,78.49,78.49,78.49,0.0,0.0,78.62,78.62,78.62,0.0,0.0
2018-07-22,78.86,78.86,78.86,0.0,0.0,78.86,78.86,78.86,0.0,0.0,76.9,76.9,76.9,0.0,0.0,77.0,77.0,77.0,0.0,0.0
2018-07-29,77.33,77.33,77.33,0.0,0.0,78.0,78.0,78.0,0.0,0.0,77.09,77.09,77.09,0.0,0.0,77.49,77.49,77.49,0.0,0.0
2018-08-05,79.0,79.0,79.0,0.0,0.0,79.13,79.13,79.13,0.0,0.0,78.15,78.15,78.15,0.0,0.0,78.67,78.67,78.67,0.0,0.0
2018-08-12,78.61,78.61,78.61,0.0,0.0,79.5,79.5,79.5,0.0,0.0,78.61,78.61,78.61,0.0,0.0,79.5,79.5,79.5,0.0,0.0
2018-08-19,81.27,81.27,81.27,0.0,0.0,81.27,81.27,81.27,0.0,0.0,80.53,80.53,80.53,0.0,0.0,80.73,80.73,80.73,0.0,0.0
2018-08-26,79.59,79.59,79.59,0.0,0.0,80.11,80.11,80.11,0.0,0.0,79.54,79.54,79.54,0.0,0.0,80.11,80.11,80.11,0.0,0.0
2018-09-02,79.07,79.07,79.07,0.0,0.0,79.07,79.07,79.07,0.0,0.0,78.69,78.69,78.69,0.0,0.0,78.9,78.9,78.9,0.0,0.0
2018-09-09,79.19,79.19,79.19,0.0,0.0,79.19,79.19,79.19,0.0,0.0,78.58,78.58,78.58,0.0,0.0,79.08,79.08,79.08,0.0,0.0
2018-09-16,78.49,78.49,78.49,0.0,0.0,79.0,79.0,79.0,0.0,0.0,78.49,78.49,78.49,0.0,0.0,78.53,78.53,78.53,0.0,0.0
2018-09-23,76.74,76.74,76.74,0.0,0.0,77.16,77.16,77.16,0.0,0.0,76.74,76.74,76.74,0.0,0.0,76.95,76.95,76.95,0.0,0.0
2018-09-30,74.42,74.42,74.42,0.0,0.0,74.42,74.42,74.42,0.0,0.0,73.57,73.57,73.57,0.0,0.0,73.81,73.81,73.81,0.0,0.0
2018-10-07,72.29,72.29,72.29,0.0,0.0,72.29,72.29,72.29,0.0,0.0,70.19,70.19,70.19,0.0,0.0,70.69,70.69,70.69,0.0,0.0
2018-10-14,71.45,71.45,71.45,0.0,0.0,71.45,71.45,71.45,0.0,0.0,70.17,70.17,70.17,0.0,0.0,70.4,70.4,70.4,0.0,0.0
2018-10-21,68.46,68.46,68.46,0.0,0.0,69.16,69.16,69.16,0.0,0.0,67.46,67.46,67.46,0.0,0.0,68.93,68.93,68.93,0.0,0.0
2018-10-28,71.04,71.04,71.04,0.0,0.0,71.93,71.93,71.93,0.0,0.0,70.91,70.91,70.91,0.0,0.0,71.35,71.35,71.35,0.0,0.0
2018-11-04,71.06,71.06,71.06,0.0,0.0,71.11,71.11,71.11,0.0,0.0,69.77,69.77,69.77,0.0,0.0,70.08,70.08,70.08,0.0,0.0
2018-11-11,68.19,68.19,68.19,0.0,0.0,68.97,68.97,68.97,0.0,0.0,68.19,68.19,68.19,0.0,0.0,68.6,68.6,68.6,0.0,0.0
2018-11-18,66.32,66.32,66.32,0.0,0.0,66.66,66.66,66.66,0.0,0.0,66.32,66.32,66.32,0.0,0.0,66.66,66.66,66.66,0.0,0.0
2018-11-25,67.04,67.04,67.04,0.0,0.0,67.69,67.69,67.69,0.0,0.0,67.04,67.04,67.04,0.0,0.0,67.69,67.69,67.69,0.0,0.0
2018-12-02,64.57,64.57,64.57,0.0,0.0,65.13,65.13,65.13,0.0,0.0,63.02,63.02,63.02,0.0,0.0,63.31,63.31,63.31,0.0,0.0
2018-12-09,61.08,61.08,61.08,0.0,0.0,61.93,61.93,61.93,0.0,0.0,60.63,60.63,60.63,0.0,0.0,60.8,60.8,60.8,0.0,0.0
2018-12-16,57.0,57.0,57.0,0.0,0.0,57.66,57.66,57.66,0.0,0.0,55.84,55.84,55.84,0.0,0.0,56.09,56.09,56.09,0.0,0.0
2018-12-23,57.37,57.37,57.37,0.0,0.0,58.49,58.49,58.49,0.0,0.0,56.87,56.87,56.87,0.0,0.0,57.56,57.56,57.56,0.0,0.0
2018-12-30,59.0,59.0,59.0,0.0,0.0,61.08,61.08,61.08,0.0,0.0,59.0,59.0,59.0,0.0,0.0,61.08,61.08,61.08,0.0,0.0
2019-01-06,64.1,64.1,64.1,0.0,0.0,65.09,65.09,65.09,0.0,0.0,64.1,64.1,64.1,0.0,0.0,64.94,64.94,64.94,0.0,0.0
2019-01-13,66.21,66.21,66.21,0.0,0.0,66.94,66.94,66.94,0.0,0.0,66.11,66.11,66.11,0.0,0.0,66.79,66.79,66.79,0.0,0.0
2019-01-20,66.38,66.38,66.38,0.0,0.0,66.93,66.93,66.93,0.0,0.0,66.16,66.16,66.16,0.0,0.0,66.88,66.88,66.88,0.0,0.0
2019-01-27,67.25,67.25,67.25,0.0,0.0,67.76,67.76,67.76,0.0,0.0,67.2,67.2,67.2,0.0,0.0,67.54,67.54,67.54,0.0,0.0
2019-02-03,66.58,66.58,66.58,0.0,0.0,66.87,66.87,66.87,0.0,0.0,66.0,66.0,66.0,0.0,0.0,66.39,66.39,66.39,0.0,0.0
2019-02-10,69.54,69.54,69.54,0.0,0.0,70.43,70.43,70.43,0.0,0.0,69.54,69.54,69.54,0.0,0.0,70.17,70.17,70.17,0.0,0.0
2019-02-17,71.09,71.09,71.09,0.0,0.0,71.32,71.32,71.32,0.0,0.0,70.76,70.76,70.76,0.0,0.0,71.32,71.32,71.32,0.0,0.0
2019-02-24,69.79,69.79,69.79,0.0,0.0,70.63,70.63,70.63,0.0,0.0,69.58,69.58,69.58,0.0,0.0,69.9,69.9,69.9,0.0,0.0
2019-03-03,65.39,65.39,65.39,0.0,0.0,65.64,65.64,65.64,0.0,0.0,65.38,65.38,65.38,0.0,0.0,65.57,65.57,65.57,0.0,0.0
2019-03-10,65.95,65.95,65.95,0.0,0.0,66.43,66.43,66.43,0.0,0.0,65.91,65.91,65.91,0.0,0.0,65.91,65.91,65.91,0.0,0.0
2019-03-17,66.11,66.11,66.11,0.0,0.0,66.11,66.11,66.11,0.0,0.0,64.05,64.05,64.05,0.0,0.0,64.05,64.05,64.05,0.0,0.0
2019-03-24,66.14,66.14,66.14,0.0,0.0,66.14,66.14,66.14,0.0,0.0,65.31,65.31,65.31,0.0,0.0,65.55,65.55,65.55,0.0,0.0
2019-03-31,67.57,67.57,67.57,0.0,0.0,68.07,68.07,68.07,0.0,0.0,67.56,67.56,67.56,0.0,0.0,67.87,67.87,67.87,0.0,0.0
2019-04-07,67.88,67.88,67.88,0.0,0.0,68.25,68.25,68.25,0.0,0.0,67.64,67.64,67.64,0.0,0.0,67.86,67.86,67.86,0.0,0.0
2019-04-14,67.67,67.67,67.67,0.0,0.0,68.09,68.09,68.09,0.0,0.0,67.67,67.67,67.67,0.0,0.0,67.82,67.82,67.82,0.0,0.0
2019-04-21,66.6,66.6,66.6,0.0,0.0,67.6,67.6,67.6,0.0,0.0,66.6,66.6,66.6,0.0,0.0,67.59,67.59,67.59,0.0,0.0
2019-04-28,66.94,66.94,66.94,0.0,0.0,68.41,68.41,68.41,0.0,0.0,66.94,66.94,66.94,0.0,0.0,68.41,68.41,68.41,0.0,0.0
2019-05-05,65.51,65.51,65.51,0.0,0.0,65.75,65.75,65.75,0.0,0.0,64.66,64.66,64.66,0.0,0.0,65.64,65.64,65.64,0.0,0.0
2019-05-12,63.71,63.71,63.71,0.0,0.0,64.13,64.13,64.13,0.0,0.0,62.98,62.98,62.98,0.0,0.0,62.98,62.98,62.98,0.0,0.0
2019-05-19,60.87,60.87,60.87,0.0,0.0,60.92,60.92,60.92,0.0,0.0,60.39,60.39,60.39,0.0,0.0,60.71,60.71,60.71,0.0,0.0
2019-05-26,58.19,58.19,58.19,0.0,0.0,58.19,58.19,58.19,0.0,0.0,57.49,57.49,57.49,0.0,0.0,57.64,57.64,57.64,0.0,0.0
2019-06-02,59.8,59.8,59.8,0.0,0.0,60.27,60.27,60.27,0.0,0.0,59.8,59.8,59.8,0.0,0.0,60.07,60.07,60.07,0.0,0.0
2019-06-09,61.09,61.09,61.09,0.0,0.0,61.09,61.09,61.09,0.0,0.0,60.64,60.64,60.64,0.0,0.0,60.64,60.64,60.64,0.0,0.0
2019-06-16,60.9,60.9,60.9,0.0,0.0,61.18,61.18,61.18,0.0,0.0,60.85,60.85,60.85,0.0,0.0,60.98,60.98,60.98,0.0,0.0
2019-06-23,61.4,61.4,61.4,0.0,0.0,62.65,62.65,62.65,0.0,0.0,61.4,61.4,61.4,0.0,0.0,62.45,62.45,62.45,0.0,0.0
2019-06-30,61.43,61.43,61.43,0.0,0.0,62.5,62.5,62.5,0.0,0.0,61.43,61.43,61.43,0.0,0.0,62.5,62.5,62.5,0.0,0.0
2019-07-07,62.01,62.01,62.01,0.0,0.0,62.28,62.28,62.28,0.0,0.0,61.8,61.8,61.8,0.0,0.0,62.07,62.07,62.07,0.0,0.0
2019-07-14,60.51,60.51,60.51,0.0,0.0,61.21,61.21,61.21,0.0,0.0,60.51,60.51,60.51,0.0,0.0,60.81,60.81,60.81,0.0,0.0
2019-07-21,61.98,61.98,61.98,0.0,0.0,62.74,62.74,62.74,0.0,0.0,61.98,61.98,61.98,0.0,0.0,62.73,62.73,62.73,0.0,0.0
2019-07-28,60.55,60.55,60.55,0.0,0.0,60.55,60.55,60.55,0.0,0.0,59.66,59.66,59.66,0.0,0.0,60.35,60.35,60.35,0.0,0.0
2019-08-04,59.96,59.96,59.96,0.0,0.0,59.97,59.97,59.97,0.0,0.0,58.9,58.9,58.9,0.0,0.0,59.1,59.1,59.1,0.0,0.0
2019-08-11,56.13,56.13,56.13,0.0,0.0,57.54,57.54,57.54,0.0,0.0,56.13,56.13,56.13,0.0,0.0,57.48,57.48,57.48,0.0,0.0
2019-08-18,57.84,57.84,57.84,0.0,0.0,58.25,58.25,58.25,0.0,0.0,56.17,56.17,56.17,0.0,0.0,56.21,56.21,56.21,0.0,0.0
2019-08-25,58.44,58.44,58.44,0.0,0.0,58.67,58.67,58.67,0.0,0.0,57.97,57.97,57.97,0.0,0.0,58.15,58.15,58.15,0.0,0.0
2019-09-01,59.87,59.87,59.87,0.0,0.0,59.87,59.87,59.87,0.0,0.0,59.52,59.52,59.52,0.0,0.0,59.52,59.52,59.52,0.0,0.0
2019-09-08,65.94,65.94,65.94,0.0,0.0,66.48,66.48,66.48,0.0,0.0,65.6,65.6,65.6,0.0,0.0,65.6,65.6,65.6,0.0,0.0
2019-09-15,64.26,64.26,64.26,0.0,0.0,64.77,64.77,64.77,0.0,0.0,63.97,63.97,63.97,0.0,0.0,64.29,64.29,64.29,0.0,0.0
2019-09-22,64.48,64.48,64.48,0.0,0.0,64.59,64.59,64.59,0.0,0.0,63.6,63.6,63.6,0.0,0.0,63.85,63.85,63.85,0.0,0.0
2019-09-29,61.27,61.27,61.27,0.0,0.0,61.94,61.94,61.94,0.0,0.0,61.18,61.18,61.18,0.0,0.0,61.93,61.93,61.93,0.0,0.0
2019-10-06,61.99,61.99,61.99,0.0,0.0,62.82,62.82,62.82,0.0,0.0,61.98,61.98,61.98,0.0,0.0,61.98,61.98,61.98,0.0,0.0
2019-10-13,63.55,63.55,63.55,0.0,0.0,63.56,63.56,63.56,0.0,0.0,63.16,63.16,63.16,0.0,0.0,63.32,63.32,63.32,0.0,0.0
2019-10-20,65.57,65.57,65.57,0.0,0.0,66.17,66.17,66.17,0.0,0.0,65.57,65.57,65.57,0.0,0.0,66.13,66.13,66.13,0.0,0.0
2019-10-27,66.35,66.35,66.35,0.0,0.0,66.83,66.83,66.83,0.0,0.0,66.35,66.35,66.35,0.0,0.0,66.78,66.78,66.78,0.0,0.0
2019-11-03,68.33,68.33,68.33,0.0,0.0,68.33,68.33,68.33,0.0,0.0,67.86,67.86,67.86,0.0,0.0,68.01,68.01,68.01,0.0,0.0
2019-11-10,67.91,67.91,67.91,0.0,0.0,67.91,67.91,67.91,0.0,0.0,67.37,67.37,67.37,0.0,0.0,67.46,67.46,67.46,0.0,0.0
2019-11-17,66.24,66.24,66.24,0.0,0.0,66.27,66.27,66.27,0.0,0.0,66.15,66.15,66.15,0.0,0.0,66.15,66.15,66.15,0.0,0.0
2019-11-24,67.95,67.95,67.95,0.0,0.0,67.95,67.95,67.95,0.0,0.0,67.52,67.52,67.52,0.0,0.0,67.52,67.52,67.52,0.0,0.0
2019-12-01,67.5,67.5,67.5,0.0,0.0,68.8,68.8,68.8,0.0,0.0,67.5,67.5,67.5,0.0,0.0,68.54,68.54,68.54,0.0,0.0
2019-12-08,69.57,69.57,69.57,0.0,0.0,69.57,69.57,69.57,0.0,0.0,68.46,68.46,68.46,0.0,0.0,68.5,68.5,68.5,0.0,0.0
2019-12-15,69.96,69.96,69.96,0.0,0.0,69.96,69.96,69.96,0.0,0.0,69.09,69.09,69.09,0.0,0.0,69.27,69.27,69.27,0.0,0.0
2019-12-22,69.77,69.77,69.77,0.0,0.0,69.92,69.92,69.92,0.0,0.0,68.91,68.91,68.91,0.0,0.0,69.04,69.04,69.04,0.0,0.0
2019-12-29,69.6,69.6,69.6,0.0,0.0,69.6,69.6,69.6,0.0,0.0,68.88,68.88,68.88,0.0,0.0,69.39,69.39,69.39,0.0,0.0
