Date,Direxion Daily Developed Markets Bear 3X_Open_average,Direxion Daily Developed Markets Bear 3X_Open_max,Direxion Daily Developed Markets Bear 3X_Open_min,Direxion Daily Developed Markets Bear 3X_Open_volatility,Direxion Daily Developed Markets Bear 3X_Open_change,Direxion Daily Developed Markets Bear 3X_High_average,Direxion Daily Developed Markets Bear 3X_High_max,Direxion Daily Developed Markets Bear 3X_High_min,Direxion Daily Developed Markets Bear 3X_High_volatility,Direxion Daily Developed Markets Bear 3X_High_change,Direxion Daily Developed Markets Bear 3X_Low_average,Direxion Daily Developed Markets Bear 3X_Low_max,Direxion Daily Developed Markets Bear 3X_Low_min,Direxion Daily Developed Markets Bear 3X_Low_volatility,Direxion Daily Developed Markets Bear 3X_Low_change,Direxion Daily Developed Markets Bear 3X_Close_average,Direxion Daily Developed Markets Bear 3X_Close_max,Direxion Daily Developed Markets Bear 3X_Close_min,Direxion Daily Developed Markets Bear 3X_Close_volatility,Direxion Daily Developed Markets Bear 3X_Close_change
2018-01-14,10.36,10.36,10.36,0.0,0.0,10.44,10.44,10.44,0.0,0.0,10.36,10.36,10.36,0.0,0.0,10.44,10.44,10.44,0.0,0.0
2018-01-21,10.33,10.33,10.33,0.0,0.0,10.39,10.39,10.39,0.0,0.0,10.32,10.32,10.32,0.0,0.0,10.35,10.35,10.35,0.0,0.0
2018-01-28,11.59,11.59,11.59,0.0,0.0,12.74,12.74,12.74,0.0,0.0,11.5,11.5,11.5,0.0,0.0,12.58,12.58,12.58,0.0,0.0
2018-02-04,12.61,12.61,12.61,0.0,0.0,12.8,12.8,12.8,0.0,0.0,12.37,12.37,12.37,0.0,0.0,12.54,12.54,12.54,0.0,0.0
2018-02-11,11.45,11.45,11.45,0.0,0.0,11.58,11.58,11.58,0.0,0.0,11.45,11.45,11.45,0.0,0.0,11.58,11.58,11.58,0.0,0.0
2018-02-18,11.4,11.4,11.4,0.0,0.0,11.46,11.46,11.46,0.0,0.0,11.22,11.22,11.22,0.0,0.0,11.22,11.22,11.22,0.0,0.0
2018-02-25,12.74,12.74,12.74,0.0,0.0,12.76,12.76,12.76,0.0,0.0,12.31,12.31,12.31,0.0,0.0,12.34,12.34,12.34,0.0,0.0
2018-03-04,11.7,11.7,11.7,0.0,0.0,11.83,11.83,11.83,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.74,11.74,11.74,0.0,0.0
2018-03-11,12.16,12.16,12.16,0.0,0.0,12.4,12.4,12.4,0.0,0.0,12.16,12.16,12.16,0.0,0.0,12.28,12.28,12.28,0.0,0.0
2018-03-18,12.72,12.72,12.72,0.0,0.0,12.96,12.96,12.96,0.0,0.0,12.55,12.55,12.55,0.0,0.0,12.55,12.55,12.55,0.0,0.0
2018-03-25,12.4,12.4,12.4,0.0,0.0,13.02,13.02,13.02,0.0,0.0,12.4,12.4,12.4,0.0,0.0,12.81,12.81,12.81,0.0,0.0
2018-04-01,12.12,12.12,12.12,0.0,0.0,12.13,12.13,12.13,0.0,0.0,11.88,11.88,11.88,0.0,0.0,12.04,12.04,12.04,0.0,0.0
2018-04-08,11.67,11.67,11.67,0.0,0.0,11.74,11.74,11.74,0.0,0.0,11.67,11.67,11.67,0.0,0.0,11.71,11.71,11.71,0.0,0.0
2018-04-15,11.61,11.61,11.61,0.0,0.0,11.72,11.72,11.72,0.0,0.0,11.6,11.6,11.6,0.0,0.0,11.68,11.68,11.68,0.0,0.0
2018-04-22,11.73,11.73,11.73,0.0,0.0,11.73,11.73,11.73,0.0,0.0,11.68,11.68,11.68,0.0,0.0,11.73,11.73,11.73,0.0,0.0
2018-04-29,11.69,11.69,11.69,0.0,0.0,11.76,11.76,11.76,0.0,0.0,11.61,11.61,11.61,0.0,0.0,11.67,11.67,11.67,0.0,0.0
2018-05-06,11.13,11.13,11.13,0.0,0.0,11.21,11.21,11.21,0.0,0.0,11.13,11.13,11.13,0.0,0.0,11.21,11.21,11.21,0.0,0.0
2018-05-13,11.31,11.31,11.31,0.0,0.0,11.33,11.33,11.33,0.0,0.0,11.31,11.31,11.31,0.0,0.0,11.33,11.33,11.33,0.0,0.0
2018-05-20,12.06,12.06,12.06,0.0,0.0,12.08,12.08,12.08,0.0,0.0,12.04,12.04,12.04,0.0,0.0,12.07,12.07,12.07,0.0,0.0
2018-05-27,11.91,11.91,11.91,0.0,0.0,11.99,11.99,11.99,0.0,0.0,11.85,11.85,11.85,0.0,0.0,11.99,11.99,11.99,0.0,0.0
2018-06-03,11.79,11.79,11.79,0.0,0.0,11.79,11.79,11.79,0.0,0.0,11.65,11.65,11.65,0.0,0.0,11.65,11.65,11.65,0.0,0.0
2018-06-10,12.53,12.53,12.53,0.0,0.0,12.55,12.55,12.55,0.0,0.0,12.45,12.45,12.45,0.0,0.0,12.45,12.45,12.45,0.0,0.0
2018-06-17,12.95,12.95,12.95,0.0,0.0,13.21,13.21,13.21,0.0,0.0,12.95,12.95,12.95,0.0,0.0,13.1,13.1,13.1,0.0,0.0
2018-06-24,13.63,13.63,13.63,0.0,0.0,13.63,13.63,13.63,0.0,0.0,13.4,13.4,13.4,0.0,0.0,13.42,13.42,13.42,0.0,0.0
2018-07-01,12.4,12.4,12.4,0.0,0.0,12.4,12.4,12.4,0.0,0.0,12.28,12.28,12.28,0.0,0.0,12.33,12.33,12.33,0.0,0.0
2018-07-08,12.54,12.54,12.54,0.0,0.0,12.62,12.62,12.62,0.0,0.0,12.54,12.54,12.54,0.0,0.0,12.62,12.62,12.62,0.0,0.0
2018-07-15,12.4,12.4,12.4,0.0,0.0,12.4,12.4,12.4,0.0,0.0,12.4,12.4,12.4,0.0,0.0,12.4,12.4,12.4,0.0,0.0
2018-07-22,12.05,12.05,12.05,0.0,0.0,12.05,12.05,12.05,0.0,0.0,11.99,11.99,11.99,0.0,0.0,11.99,11.99,11.99,0.0,0.0
2018-07-29,12.7,12.7,12.7,0.0,0.0,12.7,12.7,12.7,0.0,0.0,12.58,12.58,12.58,0.0,0.0,12.59,12.59,12.59,0.0,0.0
2018-08-05,13.26,13.26,13.26,0.0,0.0,13.4,13.4,13.4,0.0,0.0,13.24,13.24,13.24,0.0,0.0,13.36,13.36,13.36,0.0,0.0
2018-08-12,13.19,13.19,13.19,0.0,0.0,13.4,13.4,13.4,0.0,0.0,13.02,13.02,13.02,0.0,0.0,13.13,13.13,13.13,0.0,0.0
2018-08-19,12.53,12.53,12.53,0.0,0.0,12.53,12.53,12.53,0.0,0.0,12.29,12.29,12.29,0.0,0.0,12.32,12.32,12.32,0.0,0.0
2018-08-26,12.66,12.66,12.66,0.0,0.0,12.93,12.93,12.93,0.0,0.0,12.61,12.61,12.61,0.0,0.0,12.86,12.86,12.86,0.0,0.0
2018-09-02,13.6,13.6,13.6,0.0,0.0,13.74,13.74,13.74,0.0,0.0,13.6,13.6,13.6,0.0,0.0,13.73,13.73,13.73,0.0,0.0
2018-09-09,13.02,13.02,13.02,0.0,0.0,13.15,13.15,13.15,0.0,0.0,13.0,13.0,13.0,0.0,0.0,13.13,13.13,13.13,0.0,0.0
2018-09-16,12.12,12.12,12.12,0.0,0.0,12.28,12.28,12.28,0.0,0.0,12.12,12.12,12.12,0.0,0.0,12.25,12.25,12.25,0.0,0.0
2018-09-23,12.3,12.3,12.3,0.0,0.0,12.39,12.39,12.39,0.0,0.0,12.27,12.27,12.27,0.0,0.0,12.39,12.39,12.39,0.0,0.0
2018-09-30,13.76,13.76,13.76,0.0,0.0,13.84,13.84,13.84,0.0,0.0,13.51,13.51,13.51,0.0,0.0,13.51,13.51,13.51,0.0,0.0
2018-10-07,15.11,15.11,15.11,0.0,0.0,15.15,15.15,15.15,0.0,0.0,14.98,14.98,14.98,0.0,0.0,15.04,15.04,15.04,0.0,0.0
2018-10-14,15.18,15.18,15.18,0.0,0.0,15.26,15.26,15.26,0.0,0.0,15.13,15.13,15.13,0.0,0.0,15.16,15.16,15.16,0.0,0.0
2018-10-21,16.15,16.15,16.15,0.0,0.0,16.94,16.94,16.94,0.0,0.0,16.11,16.11,16.11,0.0,0.0,16.86,16.86,16.86,0.0,0.0
2018-10-28,15.15,15.15,15.15,0.0,0.0,15.33,15.33,15.33,0.0,0.0,15.1,15.1,15.1,0.0,0.0,15.21,15.21,15.21,0.0,0.0
2018-11-04,15.51,15.51,15.51,0.0,0.0,15.92,15.92,15.92,0.0,0.0,15.51,15.51,15.51,0.0,0.0,15.91,15.91,15.91,0.0,0.0
2018-11-11,15.48,15.48,15.48,0.0,0.0,15.95,15.95,15.95,0.0,0.0,15.48,15.48,15.48,0.0,0.0,15.94,15.94,15.94,0.0,0.0
2018-11-18,15.68,15.68,15.68,0.0,0.0,15.75,15.75,15.75,0.0,0.0,15.56,15.56,15.56,0.0,0.0,15.56,15.56,15.56,0.0,0.0
2018-11-25,14.8,14.8,14.8,0.0,0.0,15.06,15.06,15.06,0.0,0.0,14.79,14.79,14.79,0.0,0.0,14.96,14.96,14.96,0.0,0.0
2018-12-02,17.37,17.37,17.37,0.0,0.0,17.97,17.97,17.97,0.0,0.0,17.23,17.23,17.23,0.0,0.0,17.5,17.5,17.5,0.0,0.0
