Date,MLI_Open_average,MLI_Open_max,MLI_Open_min,MLI_Open_volatility,MLI_Open_change,MLI_High_average,MLI_High_max,MLI_High_min,MLI_High_volatility,MLI_High_change,MLI_Low_average,MLI_Low_max,MLI_Low_min,MLI_Low_volatility,MLI_Low_change,MLI_Close_average,MLI_Close_max,MLI_Close_min,MLI_Close_volatility,MLI_Close_change,MLI_Volume_average,MLI_Volume_max,MLI_Volume_min,MLI_Volume_volatility,MLI_Volume_change
2018-01-14,36.746,37.12,36.45,0.6699999999999946,-0.529999999999994,37.002,37.57,36.59,0.9799999999999969,-0.9799999999999969,36.304,36.54,35.89,0.6499999999999986,-0.6499999999999986,36.626000000000005,36.96,36.17,0.7899999999999991,-0.5,145887,199381,103404,95977,61352
2018-01-21,35.122,35.97,34.46,1.509999999999998,-1.509999999999998,35.18,36.09,34.63,1.4600000000000009,-1.4600000000000009,34.568000000000005,35.24,34.24,1.0,-0.8599999999999994,34.688,35.27,34.39,0.8800000000000026,-0.8800000000000026,232855,317759,145655,172104,-172104
2018-01-28,33.152,34.2,31.79,2.4100000000000037,-2.219999999999999,33.332,34.26,32.05,2.210000000000001,-2.1200000000000045,32.478,33.78,30.84,2.9400000000000013,-2.9400000000000013,32.592,34.03,30.85,3.1799999999999997,-3.1799999999999997,406940,689858,271078,418780,-61252
2018-02-04,27.606,30.3,26.05,4.25,-3.830000000000002,27.914,30.96,26.59,4.370000000000001,-4.370000000000001,26.426,27.9,25.59,2.3099999999999987,-1.8999999999999986,26.774,28.42,25.73,2.6900000000000013,-2.0100000000000016,619269,791838,382395,409443,-353521
2018-02-11,26.3325,26.75,25.82,0.9299999999999997,0.28000000000000114,26.8275,27.41,26.43,0.9800000000000004,0.9800000000000004,26.0975,26.52,25.82,0.6999999999999993,0.5700000000000003,26.5975,27.18,26.08,1.1000000000000014,1.1000000000000014,414498,581025,247532,333493,-67405
2018-02-18,27.042,27.25,26.85,0.3999999999999986,0.25,27.426,27.75,27.3,0.4499999999999993,0.4499999999999993,26.896,27.13,26.72,0.41000000000000014,0.41000000000000014,27.118,27.72,26.83,0.8900000000000006,0.8900000000000006,196590,279549,146780,132769,-101772
2018-02-25,26.738,27.7,25.94,1.759999999999998,-1.3900000000000006,27.078,27.98,26.56,1.4200000000000017,-1.0899999999999999,26.26,27.26,25.5,1.7600000000000016,-1.0800000000000018,26.624,27.29,26.15,1.1400000000000006,-0.5799999999999983,277662,371796,179800,191996,42591
2018-03-04,27.132,27.85,26.87,0.9800000000000004,0.9800000000000004,27.606,28.43,27.21,1.2199999999999989,1.1499999999999986,26.86,27.8,26.34,1.4600000000000009,1.4600000000000009,27.352,28.17,26.75,1.4200000000000017,0.9800000000000004,290259,385204,215011,170193,91627
2018-03-11,28.114,28.32,27.83,0.490000000000002,-0.21000000000000085,28.272,28.56,28.06,0.5,-0.21000000000000085,27.64,27.97,26.83,1.1400000000000006,-1.1400000000000006,27.934,28.25,27.4,0.8500000000000014,-0.7300000000000004,475200,1012118,287211,724907,-161376
2018-03-18,26.844,27.44,26.18,1.2600000000000016,-1.2600000000000016,27.048,27.65,26.31,1.3399999999999999,-1.3399999999999999,26.332,27.05,25.55,1.5,-1.4899999999999984,26.556,27.33,25.7,1.629999999999999,-0.8100000000000023,207738,295016,117398,177618,168745
2018-03-25,26.07,26.3,25.88,0.4200000000000017,-0.28000000000000114,26.2525,26.48,26.03,0.4499999999999993,-0.14000000000000057,25.642500000000002,25.91,25.26,0.6499999999999986,-0.5,25.8275,26.16,25.44,0.7199999999999989,-0.4299999999999997,262270,373266,181765,191501,-16097
2018-04-01,26.116,26.55,25.65,0.9000000000000021,0.6000000000000014,26.532,26.83,26.2,0.629999999999999,0.3200000000000003,25.856,26.38,25.46,0.9199999999999982,0.5500000000000007,26.254,26.61,26.1,0.509999999999998,0.03999999999999915,202838,234495,139814,94681,-26161
2018-04-08,26.638,26.94,26.2,0.740000000000002,0.41000000000000014,26.802,26.95,26.54,0.41000000000000014,0.1700000000000017,26.358,26.6,26.18,0.4200000000000017,0.14000000000000057,26.59,26.71,26.4,0.3100000000000023,0.23000000000000043,170635,270395,99840,170555,41764
2018-04-15,27.186,27.37,26.85,0.5199999999999996,0.5199999999999996,27.474,27.67,27.31,0.360000000000003,0.23000000000000043,26.982,27.15,26.64,0.509999999999998,0.509999999999998,27.252,27.31,27.16,0.14999999999999858,0.14999999999999858,380069,722756,255969,466787,-100284
2018-04-22,27.428,27.69,27.32,0.370000000000001,0.370000000000001,27.778,28.15,27.43,0.7199999999999989,-0.16999999999999815,27.076,27.18,26.92,0.259999999999998,0.259999999999998,27.384,27.56,27.18,0.379999999999999,-0.379999999999999,282411,410908,198065,212843,-153036
2018-04-29,27.51,28.03,27.09,0.9400000000000013,0.9400000000000013,28.028,28.63,27.76,0.8699999999999974,0.8699999999999974,27.288,27.9,26.35,1.5499999999999972,1.5499999999999972,27.798000000000002,28.48,27.14,1.3399999999999999,1.3399999999999999,195046,295466,118503,176963,-176963
2018-05-06,29.056,29.26,28.54,0.7200000000000024,0.5399999999999991,29.362,29.5,29.12,0.379999999999999,0.2799999999999976,28.856,29.05,28.54,0.5100000000000016,0.5100000000000016,29.096,29.22,29.02,0.1999999999999993,0.05000000000000071,238602,351471,144274,207197,-108443
2018-05-13,29.596,30.18,28.91,1.2699999999999996,1.2699999999999996,29.971999999999998,30.34,29.58,0.7600000000000016,0.7600000000000016,29.466,29.97,28.91,1.0599999999999987,1.0599999999999987,29.818,30.32,29.28,1.0399999999999991,1.0399999999999991,286246,568659,159765,408894,-40988
2018-05-20,29.945,30.44,29.68,0.7600000000000016,-0.7600000000000016,30.14,30.74,29.9,0.8399999999999999,-0.8399999999999999,29.695,30.0,29.53,0.46999999999999886,-0.46999999999999886,29.830000000000002,30.01,29.73,0.28000000000000114,-0.28000000000000114,122632,158037,97754,60283,-47328
2018-05-27,30.338,30.75,29.5,1.25,1.25,30.808,31.11,30.18,0.9299999999999997,0.9299999999999997,30.17,30.75,29.4,1.3500000000000014,1.3500000000000014,30.573999999999998,31.04,30.09,0.9499999999999993,0.9499999999999993,236381,284376,176410,107966,13850
2018-06-03,31.503999999999998,31.84,31.08,0.7600000000000016,0.4200000000000017,31.720000000000002,31.94,31.46,0.4800000000000004,0.07000000000000028,31.224,31.56,30.85,0.7099999999999973,0.3299999999999983,31.54,31.86,31.38,0.4800000000000004,0.010000000000001563,235731,374605,154249,220356,-118172
2018-06-10,30.834,31.43,30.38,1.0500000000000007,-1.0500000000000007,30.974,31.43,30.54,0.8900000000000006,-0.4299999999999997,30.45,30.96,30.08,0.8800000000000026,-0.8800000000000026,30.742,31.0,30.41,0.5899999999999999,-0.03999999999999915,252046,404489,164779,239710,94358
2018-06-17,30.56,30.81,29.95,0.8599999999999994,-0.8100000000000023,30.664,31.05,29.95,1.1000000000000014,-0.870000000000001,30.096,30.7,29.27,1.4299999999999997,-1.0599999999999987,30.356,30.83,29.76,1.0699999999999967,-1.0299999999999976,194732,326755,129905,196850,-62659
2018-06-24,29.758,30.02,29.22,0.8000000000000007,-0.6099999999999994,30.098,30.42,29.86,0.5600000000000023,-0.2099999999999973,29.564,29.84,29.22,0.620000000000001,-0.4700000000000024,29.834,30.04,29.51,0.5299999999999976,-0.11999999999999744,119572,178523,97048,81475,24136
2018-07-01,30.405,30.72,30.18,0.5399999999999991,0.5399999999999991,30.6525,30.93,30.34,0.5899999999999999,0.5899999999999999,30.0925,30.49,29.69,0.7999999999999972,0.7999999999999972,30.475,30.65,30.18,0.46999999999999886,0.46999999999999886,188630,337172,75582,261590,85968
