Date,Victory CEMP US EQ Income Enhanced Volatility WeigEtf_Open_average,Victory CEMP US EQ Income Enhanced Volatility WeigEtf_Open_max,Victory CEMP US EQ Income Enhanced Volatility WeigEtf_Open_min,Victory CEMP US EQ Income Enhanced Volatility WeigEtf_Open_volatility,Victory CEMP US EQ Income Enhanced Volatility WeigEtf_Open_change,Victory CEMP US EQ Income Enhanced Volatility WeigEtf_High_average,Victory CEMP US EQ Income Enhanced Volatility WeigEtf_High_max,Victory CEMP US EQ Income Enhanced Volatility WeigEtf_High_min,Victory CEMP US EQ Income Enhanced Volatility WeigEtf_High_volatility,Victory CEMP US EQ Income Enhanced Volatility WeigEtf_High_change,Victory CEMP US EQ Income Enhanced Volatility WeigEtf_Low_average,Victory CEMP US EQ Income Enhanced Volatility WeigEtf_Low_max,Victory CEMP US EQ Income Enhanced Volatility WeigEtf_Low_min,Victory CEMP US EQ Income Enhanced Volatility WeigEtf_Low_volatility,Victory CEMP US EQ Income Enhanced Volatility WeigEtf_Low_change,Victory CEMP US EQ Income Enhanced Volatility WeigEtf_Close_average,Victory CEMP US EQ Income Enhanced Volatility WeigEtf_Close_max,Victory CEMP US EQ Income Enhanced Volatility WeigEtf_Close_min,Victory CEMP US EQ Income Enhanced Volatility WeigEtf_Close_volatility,Victory CEMP US EQ Income Enhanced Volatility WeigEtf_Close_change
2018-07-01,46.7,46.7,46.7,0.0,0.0,46.98,46.98,46.98,0.0,0.0,46.58,46.58,46.58,0.0,0.0,46.84,46.84,46.84,0.0,0.0
2018-07-08,46.99,46.99,46.99,0.0,0.0,46.99,46.99,46.99,0.0,0.0,46.74,46.74,46.74,0.0,0.0,46.83,46.83,46.83,0.0,0.0
2018-07-15,46.89,46.89,46.89,0.0,0.0,46.89,46.89,46.89,0.0,0.0,46.56,46.56,46.56,0.0,0.0,46.64,46.64,46.64,0.0,0.0
2018-07-22,47.27,47.27,47.27,0.0,0.0,47.31,47.31,47.31,0.0,0.0,46.99,46.99,46.99,0.0,0.0,47.06,47.06,47.06,0.0,0.0
2018-07-29,47.23,47.23,47.23,0.0,0.0,47.43,47.43,47.43,0.0,0.0,47.19,47.19,47.19,0.0,0.0,47.39,47.39,47.39,0.0,0.0
2018-08-05,47.27,47.27,47.27,0.0,0.0,47.43,47.43,47.43,0.0,0.0,47.25,47.25,47.25,0.0,0.0,47.33,47.33,47.33,0.0,0.0
2018-08-12,47.51,47.51,47.51,0.0,0.0,48.04,48.04,48.04,0.0,0.0,47.51,47.51,47.51,0.0,0.0,48.01,48.01,48.01,0.0,0.0
2018-08-19,48.06,48.06,48.06,0.0,0.0,48.14,48.14,48.14,0.0,0.0,47.9,47.9,47.9,0.0,0.0,48.11,48.11,48.11,0.0,0.0
2018-08-26,48.03,48.03,48.03,0.0,0.0,48.07,48.07,48.07,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.94,47.94,47.94,0.0,0.0
2018-09-02,48.35,48.35,48.35,0.0,0.0,48.35,48.35,48.35,0.0,0.0,47.96,47.96,47.96,0.0,0.0,48.12,48.12,48.12,0.0,0.0
2018-09-09,48.5,48.5,48.5,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.13,48.13,48.13,0.0,0.0,48.44,48.44,48.44,0.0,0.0
2018-09-16,48.36,48.36,48.36,0.0,0.0,48.43,48.43,48.43,0.0,0.0,48.25,48.25,48.25,0.0,0.0,48.35,48.35,48.35,0.0,0.0
2018-09-23,47.15,47.15,47.15,0.0,0.0,47.43,47.43,47.43,0.0,0.0,47.15,47.15,47.15,0.0,0.0,47.35,47.35,47.35,0.0,0.0
2018-09-30,47.27,47.27,47.27,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.27,47.27,47.27,0.0,0.0,47.47,47.47,47.47,0.0,0.0
2018-10-07,46.09,46.09,46.09,0.0,0.0,46.09,46.09,46.09,0.0,0.0,44.99,44.99,44.99,0.0,0.0,45.52,45.52,45.52,0.0,0.0
2018-10-14,46.01,46.01,46.01,0.0,0.0,46.14,46.14,46.14,0.0,0.0,45.78,45.78,45.78,0.0,0.0,45.95,45.95,45.95,0.0,0.0
2018-10-21,44.67,44.67,44.67,0.0,0.0,44.67,44.67,44.67,0.0,0.0,43.94,43.94,43.94,0.0,0.0,44.16,44.16,44.16,0.0,0.0
2018-10-28,45.62,45.62,45.62,0.0,0.0,45.69,45.69,45.69,0.0,0.0,44.95,44.95,44.95,0.0,0.0,45.24,45.24,45.24,0.0,0.0
2018-11-04,46.44,46.44,46.44,0.0,0.0,46.71,46.71,46.71,0.0,0.0,46.37,46.37,46.37,0.0,0.0,46.62,46.62,46.62,0.0,0.0
2018-11-11,46.13,46.13,46.13,0.0,0.0,46.46,46.46,46.46,0.0,0.0,46.13,46.13,46.13,0.0,0.0,46.39,46.39,46.39,0.0,0.0
2018-11-18,45.15,45.15,45.15,0.0,0.0,45.66,45.66,45.66,0.0,0.0,45.15,45.15,45.15,0.0,0.0,45.42,45.42,45.42,0.0,0.0
2018-11-25,46.46,46.46,46.46,0.0,0.0,46.84,46.84,46.84,0.0,0.0,46.43,46.43,46.43,0.0,0.0,46.77,46.77,46.77,0.0,0.0
2018-12-02,45.85,45.85,45.85,0.0,0.0,46.12,46.12,46.12,0.0,0.0,45.22,45.22,45.22,0.0,0.0,45.39,45.39,45.39,0.0,0.0
2018-12-09,44.69,44.69,44.69,0.0,0.0,45.13,45.13,45.13,0.0,0.0,44.67,44.67,44.67,0.0,0.0,44.79,44.79,44.79,0.0,0.0
2018-12-16,42.46,42.46,42.46,0.0,0.0,43.25,43.25,43.25,0.0,0.0,41.92,41.92,41.92,0.0,0.0,41.99,41.99,41.99,0.0,0.0
2018-12-23,42.51,42.51,42.51,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.07,42.07,42.07,0.0,0.0,42.21,42.21,42.21,0.0,0.0
2018-12-30,42.16,42.16,42.16,0.0,0.0,42.54,42.54,42.54,0.0,0.0,42.16,42.16,42.16,0.0,0.0,42.49,42.49,42.49,0.0,0.0
2019-01-06,42.79,42.79,42.79,0.0,0.0,42.79,42.79,42.79,0.0,0.0,42.71,42.71,42.71,0.0,0.0,42.77,42.77,42.77,0.0,0.0
2019-01-13,43.05,43.05,43.05,0.0,0.0,43.06,43.06,43.06,0.0,0.0,42.93,42.93,42.93,0.0,0.0,43.02,43.02,43.02,0.0,0.0
2019-01-20,43.11,43.11,43.11,0.0,0.0,43.11,43.11,43.11,0.0,0.0,42.94,42.94,42.94,0.0,0.0,42.99,42.99,42.99,0.0,0.0
2019-01-27,43.3,43.3,43.3,0.0,0.0,43.3,43.3,43.3,0.0,0.0,43.18,43.18,43.18,0.0,0.0,43.22,43.22,43.22,0.0,0.0
2019-02-03,43.14,43.14,43.14,0.0,0.0,43.32,43.32,43.32,0.0,0.0,42.97,42.97,42.97,0.0,0.0,43.32,43.32,43.32,0.0,0.0
2019-02-10,43.81,43.81,43.81,0.0,0.0,43.99,43.99,43.99,0.0,0.0,43.77,43.77,43.77,0.0,0.0,43.92,43.92,43.92,0.0,0.0
2019-02-17,44.37,44.37,44.37,0.0,0.0,44.64,44.64,44.64,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.64,44.64,44.64,0.0,0.0
2019-02-24,44.59,44.59,44.59,0.0,0.0,44.75,44.75,44.75,0.0,0.0,44.38,44.38,44.38,0.0,0.0,44.63,44.63,44.63,0.0,0.0
2019-03-03,43.81,43.81,43.81,0.0,0.0,43.88,43.88,43.88,0.0,0.0,43.63,43.63,43.63,0.0,0.0,43.88,43.88,43.88,0.0,0.0
2019-03-10,44.63,44.63,44.63,0.0,0.0,44.76,44.76,44.76,0.0,0.0,44.52,44.52,44.52,0.0,0.0,44.6,44.6,44.6,0.0,0.0
2019-03-17,44.41,44.41,44.41,0.0,0.0,44.41,44.41,44.41,0.0,0.0,43.81,43.81,43.81,0.0,0.0,43.93,43.93,43.93,0.0,0.0
2019-03-24,44.46,44.46,44.46,0.0,0.0,44.54,44.54,44.54,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.54,44.54,44.54,0.0,0.0
2019-03-31,45.19,45.19,45.19,0.0,0.0,45.55,45.55,45.55,0.0,0.0,45.19,45.19,45.19,0.0,0.0,45.54,45.54,45.54,0.0,0.0
2019-04-07,45.57,45.57,45.57,0.0,0.0,45.84,45.84,45.84,0.0,0.0,45.57,45.57,45.57,0.0,0.0,45.75,45.75,45.75,0.0,0.0
2019-04-14,45.6,45.6,45.6,0.0,0.0,45.64,45.64,45.64,0.0,0.0,45.47,45.47,45.47,0.0,0.0,45.48,45.48,45.48,0.0,0.0
2019-04-21,45.34,45.34,45.34,0.0,0.0,45.54,45.54,45.54,0.0,0.0,45.34,45.34,45.34,0.0,0.0,45.54,45.54,45.54,0.0,0.0
2019-04-28,45.42,45.42,45.42,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.42,45.42,45.42,0.0,0.0,45.72,45.72,45.72,0.0,0.0
2019-05-05,44.46,44.46,44.46,0.0,0.0,44.89,44.89,44.89,0.0,0.0,44.14,44.14,44.14,0.0,0.0,44.89,44.89,44.89,0.0,0.0
2019-05-12,44.3,44.3,44.3,0.0,0.0,44.73,44.73,44.73,0.0,0.0,44.29,44.29,44.29,0.0,0.0,44.48,44.48,44.48,0.0,0.0
2019-05-19,44.3,44.3,44.3,0.0,0.0,44.41,44.41,44.41,0.0,0.0,44.2,44.2,44.2,0.0,0.0,44.3,44.3,44.3,0.0,0.0
2019-05-26,42.86,42.86,42.86,0.0,0.0,42.94,42.94,42.94,0.0,0.0,42.76,42.76,42.76,0.0,0.0,42.82,42.82,42.82,0.0,0.0
2019-06-02,45.1,45.1,45.1,0.0,0.0,45.23,45.23,45.23,0.0,0.0,44.88,44.88,44.88,0.0,0.0,44.89,44.89,44.89,0.0,0.0
2019-06-09,45.03,45.03,45.03,0.0,0.0,45.2,45.2,45.2,0.0,0.0,44.93,44.93,44.93,0.0,0.0,45.11,45.11,45.11,0.0,0.0
2019-06-16,45.68,45.68,45.68,0.0,0.0,45.88,45.88,45.88,0.0,0.0,45.63,45.63,45.63,0.0,0.0,45.76,45.76,45.76,0.0,0.0
2019-06-23,45.35,45.35,45.35,0.0,0.0,45.58,45.58,45.58,0.0,0.0,45.21,45.21,45.21,0.0,0.0,45.54,45.54,45.54,0.0,0.0
2019-06-30,46.08,46.08,46.08,0.0,0.0,46.28,46.28,46.28,0.0,0.0,45.88,45.88,45.88,0.0,0.0,46.26,46.26,46.26,0.0,0.0
2019-07-07,46.06,46.06,46.06,0.0,0.0,46.3,46.3,46.3,0.0,0.0,46.06,46.06,46.06,0.0,0.0,46.26,46.26,46.26,0.0,0.0
2019-07-14,45.95,45.95,45.95,0.0,0.0,46.08,46.08,46.08,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.74,45.74,45.74,0.0,0.0
2019-07-21,46.14,46.14,46.14,0.0,0.0,46.42,46.42,46.42,0.0,0.0,46.09,46.09,46.09,0.0,0.0,46.37,46.37,46.37,0.0,0.0
2019-07-28,45.31,45.31,45.31,0.0,0.0,45.31,45.31,45.31,0.0,0.0,45.01,45.01,45.01,0.0,0.0,45.08,45.08,45.08,0.0,0.0
2019-08-04,44.8,44.8,44.8,0.0,0.0,44.98,44.98,44.98,0.0,0.0,44.48,44.48,44.48,0.0,0.0,44.67,44.67,44.67,0.0,0.0
2019-08-11,43.62,43.62,43.62,0.0,0.0,44.18,44.18,44.18,0.0,0.0,43.62,43.62,43.62,0.0,0.0,44.1,44.1,44.1,0.0,0.0
2019-08-18,44.44,44.44,44.44,0.0,0.0,44.57,44.57,44.57,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.53,43.53,43.53,0.0,0.0
2019-08-25,44.75,44.75,44.75,0.0,0.0,44.91,44.91,44.91,0.0,0.0,44.59,44.59,44.59,0.0,0.0,44.65,44.65,44.65,0.0,0.0
2019-09-01,45.51,45.51,45.51,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.52,45.52,45.52,0.0,0.0
2019-09-08,46.75,46.75,46.75,0.0,0.0,46.93,46.93,46.93,0.0,0.0,46.58,46.58,46.58,0.0,0.0,46.6,46.6,46.6,0.0,0.0
2019-09-15,46.57,46.57,46.57,0.0,0.0,46.62,46.62,46.62,0.0,0.0,46.36,46.36,46.36,0.0,0.0,46.36,46.36,46.36,0.0,0.0
2019-09-22,46.46,46.46,46.46,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.26,46.26,46.26,0.0,0.0,46.38,46.38,46.38,0.0,0.0
2019-09-29,45.1,45.1,45.1,0.0,0.0,45.49,45.49,45.49,0.0,0.0,45.02,45.02,45.02,0.0,0.0,45.49,45.49,45.49,0.0,0.0
2019-10-06,45.61,45.61,45.61,0.0,0.0,46.19,46.19,46.19,0.0,0.0,45.61,45.61,45.61,0.0,0.0,45.87,45.87,45.87,0.0,0.0
2019-10-13,45.77,45.77,45.77,0.0,0.0,46.13,46.13,46.13,0.0,0.0,45.77,45.77,45.77,0.0,0.0,46.07,46.07,46.07,0.0,0.0
2019-10-20,46.71,46.71,46.71,0.0,0.0,47.07,47.07,47.07,0.0,0.0,46.71,46.71,46.71,0.0,0.0,47.01,47.01,47.01,0.0,0.0
2019-10-27,46.96,46.96,46.96,0.0,0.0,47.35,47.35,47.35,0.0,0.0,46.96,46.96,46.96,0.0,0.0,47.34,47.34,47.34,0.0,0.0
2019-11-03,48.04,48.04,48.04,0.0,0.0,48.28,48.28,48.28,0.0,0.0,47.97,47.97,47.97,0.0,0.0,48.28,48.28,48.28,0.0,0.0
2019-11-10,47.84,47.84,47.84,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.98,47.98,47.98,0.0,0.0
2019-11-17,47.56,47.56,47.56,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.56,47.56,47.56,0.0,0.0,47.71,47.71,47.71,0.0,0.0
2019-11-24,48.01,48.01,48.01,0.0,0.0,48.05,48.05,48.05,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.9,47.9,47.9,0.0,0.0
2019-12-01,47.96,47.96,47.96,0.0,0.0,48.32,48.32,48.32,0.0,0.0,47.96,47.96,47.96,0.0,0.0,48.19,48.19,48.19,0.0,0.0
2019-12-08,48.75,48.75,48.75,0.0,0.0,48.88,48.88,48.88,0.0,0.0,48.48,48.48,48.48,0.0,0.0,48.56,48.56,48.56,0.0,0.0
2019-12-15,48.94,48.94,48.94,0.0,0.0,49.16,49.16,49.16,0.0,0.0,48.94,48.94,48.94,0.0,0.0,49.07,49.07,49.07,0.0,0.0
2019-12-22,49.1,49.1,49.1,0.0,0.0,49.1,49.1,49.1,0.0,0.0,48.92,48.92,48.92,0.0,0.0,48.97,48.97,48.97,0.0,0.0
2019-12-29,48.64,48.64,48.64,0.0,0.0,48.77,48.77,48.77,0.0,0.0,48.55,48.55,48.55,0.0,0.0,48.62,48.62,48.62,0.0,0.0
