Date,LOAN_Open_average,LOAN_Open_max,LOAN_Open_min,LOAN_Open_volatility,LOAN_Open_change,LOAN_High_average,LOAN_High_max,LOAN_High_min,LOAN_High_volatility,LOAN_High_change,LOAN_Low_average,LOAN_Low_max,LOAN_Low_min,LOAN_Low_volatility,LOAN_Low_change,LOAN_Close_average,LOAN_Close_max,LOAN_Close_min,LOAN_Close_volatility,LOAN_Close_change,LOAN_Volume_average,LOAN_Volume_max,LOAN_Volume_min,LOAN_Volume_volatility,LOAN_Volume_change
2018-06-10,7.29,7.5,7.15,0.34999999999999964,-0.15000000000000036,7.34,7.5,7.25,0.25,-0.15000000000000036,7.16,7.2,7.15,0.04999999999999982,0.04999999999999982,7.27,7.3,7.25,0.04999999999999982,0.04999999999999982,17336,28724,6758,21966,-16702
2018-06-17,7.18,7.25,7.1,0.15000000000000036,0.10000000000000053,7.258,7.3,7.24,0.05999999999999961,0.04999999999999982,7.16,7.2,7.1,0.10000000000000053,0.0600000000000005,7.19,7.2,7.15,0.04999999999999982,0.0,13651,19713,6808,12905,-2349
2018-06-24,7.396,7.55,7.23,0.3199999999999994,0.3199999999999994,7.57,8.0,7.3,0.7000000000000002,0.7000000000000002,7.304,7.55,7.15,0.39999999999999947,0.39999999999999947,7.504,7.9,7.27,0.6300000000000008,0.6300000000000008,43190,91696,8195,83501,83501
2018-07-01,7.8875,7.95,7.8,0.15000000000000036,-0.15000000000000036,7.9125,7.95,7.85,0.10000000000000053,-0.04999999999999982,7.775,7.84,7.75,0.08999999999999986,-0.009999999999999787,7.8625,7.95,7.8,0.15000000000000036,0.04999999999999982,43389,48819,37129,11690,6614
2018-07-08,7.684,7.82,7.5,0.3200000000000003,-0.020000000000000462,7.774,7.82,7.65,0.16999999999999993,-0.020000000000000462,7.382,7.65,7.2,0.4500000000000002,-0.34999999999999964,7.55,7.69,7.25,0.4400000000000004,-0.40000000000000036,30756,51728,7269,44459,34880
2018-07-15,7.06,7.35,6.75,0.5999999999999996,-0.5999999999999996,7.1899999999999995,7.35,6.95,0.39999999999999947,-0.39999999999999947,6.894,7.05,6.65,0.39999999999999947,-0.33000000000000007,7.0200000000000005,7.25,6.75,0.5,-0.34999999999999964,138001,368128,65369,302759,-30188
2018-07-22,6.886,6.95,6.8,0.15000000000000036,-0.10000000000000053,6.934,6.99,6.88,0.11000000000000032,-0.04999999999999982,6.83,6.85,6.8,0.04999999999999982,-0.04999999999999982,6.859999999999999,6.95,6.8,0.15000000000000036,0.0,33389,46282,18326,27956,12916
2018-07-29,6.85,6.95,6.8,0.15000000000000036,-0.04999999999999982,6.896,7.0,6.85,0.15000000000000036,0.0,6.76,6.8,6.75,0.04999999999999982,-0.04999999999999982,6.81,6.9,6.75,0.15000000000000036,-0.04999999999999982,38054,51196,33811,17385,2516
2018-08-05,6.79,6.85,6.75,0.09999999999999964,0.0,6.83,6.85,6.75,0.09999999999999964,0.0,6.712,6.75,6.66,0.08999999999999986,0.0,6.79,6.8,6.75,0.04999999999999982,0.0,33465,40858,25042,15816,-1953
2018-08-12,6.76,6.8,6.7,0.09999999999999964,0.04999999999999982,6.79,6.85,6.7,0.14999999999999947,0.0,6.592,6.7,6.55,0.15000000000000036,-0.14000000000000057,6.666,6.75,6.6,0.15000000000000036,-0.15000000000000036,28384,43784,18321,25463,23131
2018-08-19,6.6,6.65,6.55,0.10000000000000053,0.0,6.69,6.75,6.65,0.09999999999999964,0.04999999999999982,6.54,6.6,6.5,0.09999999999999964,-0.04999999999999982,6.569999999999999,6.6,6.5,0.09999999999999964,-0.09999999999999964,28893,57277,13867,43410,43410
2018-08-26,6.6125,6.7,6.55,0.15000000000000036,0.15000000000000036,6.6625,6.8,6.55,0.25,0.25,6.5475,6.65,6.45,0.20000000000000018,0.14000000000000057,6.605,6.67,6.55,0.1200000000000001,0.10000000000000053,21351,32334,9217,23117,-8283
2018-09-02,6.67,6.9,6.55,0.35000000000000053,-0.10000000000000053,6.736,6.9,6.59,0.3100000000000005,-0.2999999999999998,6.55,6.65,6.4,0.25,-0.25,6.62,6.85,6.4,0.4499999999999993,-0.4499999999999993,29074,44533,13685,30848,7117
2018-09-09,6.376,6.4,6.3,0.10000000000000053,0.0,6.529999999999999,6.6,6.35,0.25,0.0,6.274,6.35,6.2,0.14999999999999947,-0.14999999999999947,6.354,6.4,6.3,0.10000000000000053,-0.08000000000000007,39648,61031,24579,36452,9968
2018-09-16,6.18,6.4,5.95,0.4500000000000002,0.0,6.402,6.5,6.27,0.23000000000000043,-0.04999999999999982,6.03,6.1,5.95,0.14999999999999947,0.04999999999999982,6.16,6.45,5.95,0.5,0.05000000000000071,45324,62529,29663,32866,-22672
2018-09-23,6.37,6.45,6.2,0.25,0.20000000000000018,6.458,6.5,6.35,0.15000000000000036,0.09000000000000075,6.284,6.4,6.1,0.3000000000000007,0.23000000000000043,6.412,6.5,6.35,0.15000000000000036,0.010000000000000675,19462,32483,7884,24599,10368
2018-09-30,6.424,6.45,6.39,0.0600000000000005,-0.020000000000000462,6.456,6.5,6.41,0.08999999999999986,0.019999999999999574,6.294,6.35,6.25,0.09999999999999964,-0.03000000000000025,6.4,6.45,6.35,0.10000000000000053,-0.040000000000000036,25264,41060,10527,30533,8568
2018-10-07,6.224,6.36,6.13,0.23000000000000043,-0.23000000000000043,6.336,6.36,6.31,0.05000000000000071,-0.020000000000000462,6.1080000000000005,6.15,6.01,0.14000000000000057,-0.14000000000000057,6.154,6.2,6.1,0.10000000000000053,0.0,27748,44189,15087,29102,5846
2018-10-14,6.14,6.18,6.1,0.08000000000000007,-0.05999999999999961,6.218,6.29,6.15,0.13999999999999968,-0.13999999999999968,6.036,6.1,5.99,0.10999999999999943,-0.04999999999999982,6.13,6.23,6.08,0.15000000000000036,-0.019999999999999574,29211,44138,8595,35543,-9342
2018-10-21,6.042,6.14,5.9,0.23999999999999932,-0.15999999999999925,6.154,6.22,6.12,0.09999999999999964,0.08999999999999986,5.952,6.0,5.9,0.09999999999999964,-0.09999999999999964,6.036,6.13,5.95,0.17999999999999972,-0.05999999999999961,22757,39037,14286,24751,11770
2018-10-28,6.062,6.1,6.04,0.05999999999999961,0.009999999999999787,6.148,6.2,6.06,0.14000000000000057,-0.07000000000000028,6.014,6.05,5.92,0.1299999999999999,-0.08000000000000007,6.038,6.08,5.95,0.1299999999999999,-0.09999999999999964,24834,41534,11511,30023,14340
2018-11-04,6.06,6.1,5.99,0.10999999999999943,0.05999999999999961,6.093999999999999,6.1,6.08,0.019999999999999574,-0.009999999999999787,5.96,6.0,5.94,0.05999999999999961,0.019999999999999574,6.01,6.06,5.95,0.10999999999999943,-0.08999999999999986,16959,20694,10770,9924,8465
2018-11-11,6.044,6.12,5.96,0.16000000000000014,0.020000000000000462,6.098,6.14,6.07,0.0699999999999994,-0.05999999999999961,5.958,6.03,5.9,0.1299999999999999,-0.08000000000000007,6.01,6.12,5.95,0.16999999999999993,-0.15000000000000036,18461,27193,2482,24711,-10061
2018-11-18,5.845,5.95,5.58,0.3700000000000001,-0.03000000000000025,6.0075,6.09,5.93,0.16000000000000014,-0.08000000000000007,5.6625,5.81,5.54,0.2699999999999996,-0.05999999999999961,5.825,5.93,5.58,0.34999999999999964,-0.05999999999999961,46017,104697,12058,92639,-36423
2018-11-25,5.952,6.05,5.75,0.2999999999999998,-0.16999999999999993,6.036,6.05,6.0,0.04999999999999982,-0.04999999999999982,5.82,5.91,5.73,0.17999999999999972,0.0,5.958,6.04,5.87,0.16999999999999993,-0.08999999999999986,21289,38956,10632,28324,13641
2018-12-02,5.94,5.96,5.9,0.05999999999999961,-0.019999999999999574,5.98,6.0,5.95,0.04999999999999982,-0.03000000000000025,5.7725,5.9,5.6,0.3000000000000007,-0.16999999999999993,5.9375,5.95,5.92,0.03000000000000025,0.009999999999999787,15536,20120,13132,6988,4494
2018-12-09,5.862,5.97,5.72,0.25,-0.09999999999999964,5.898,5.98,5.85,0.13000000000000078,-0.11000000000000032,5.626,5.75,5.34,0.41000000000000014,0.07000000000000028,5.836,5.98,5.75,0.23000000000000043,-0.20000000000000018,25914,46925,9495,37430,14726
2018-12-16,5.738,5.85,5.7,0.14999999999999947,0.14999999999999947,5.794,5.9,5.7,0.20000000000000018,0.09000000000000075,5.656,5.8,5.6,0.20000000000000018,0.20000000000000018,5.7620000000000005,5.9,5.7,0.20000000000000018,0.20000000000000018,23092,27134,18987,8147,-3526
2018-12-23,5.8,5.9,5.62,0.28000000000000025,-0.28000000000000025,5.8875,6.0,5.74,0.2599999999999998,-0.21999999999999975,5.6575,5.78,5.6,0.1800000000000006,-0.16000000000000014,5.73,5.85,5.62,0.22999999999999954,-0.22999999999999954,30615,40182,17181,23001,11640
2018-12-30,5.7475,5.83,5.63,0.20000000000000018,0.17999999999999972,5.825,5.95,5.72,0.23000000000000043,0.1800000000000006,5.592499999999999,5.69,5.52,0.17000000000000082,-0.08000000000000007,5.7875,5.9,5.72,0.1800000000000006,0.1800000000000006,20006,27777,16993,10784,1053
2019-01-06,5.964,6.14,5.8,0.33999999999999986,0.08999999999999986,6.066,6.14,6.0,0.13999999999999968,-0.08000000000000007,5.862,5.95,5.78,0.16999999999999993,0.16999999999999993,5.974,6.05,5.8,0.25,-0.03000000000000025,24525,36630,15392,21238,-13149
2019-01-13,5.9625,6.02,5.88,0.13999999999999968,-0.0699999999999994,6.0975,6.17,6.02,0.15000000000000036,0.15000000000000036,5.9399999999999995,5.97,5.88,0.08999999999999986,-0.019999999999999574,5.995,6.06,5.95,0.10999999999999943,0.05999999999999961,41553,70199,25990,44209,-15730
2019-01-20,6.008,6.04,5.98,0.05999999999999961,0.009999999999999787,6.13,6.19,6.03,0.16000000000000014,0.019999999999999574,5.99,6.0,5.98,0.019999999999999574,-0.009999999999999787,6.0,6.03,5.98,0.04999999999999982,-0.040000000000000036,29884,39560,9947,29613,5602
2019-01-27,6.12,6.17,6.07,0.09999999999999964,0.09999999999999964,6.188,6.21,6.16,0.04999999999999982,-0.020000000000000462,6.036,6.07,6.0,0.07000000000000028,0.07000000000000028,6.1,6.21,6.02,0.1900000000000004,0.10000000000000053,26983,39804,13987,25817,-7822
2019-02-03,6.168,6.22,6.08,0.13999999999999968,0.08000000000000007,6.1979999999999995,6.22,6.16,0.05999999999999961,-0.04999999999999982,6.096,6.12,6.06,0.0600000000000005,0.040000000000000036,6.136,6.18,6.1,0.08000000000000007,-0.08000000000000007,27477,48273,18707,29566,-10020
2019-02-10,6.21,6.3,6.15,0.14999999999999947,0.1299999999999999,6.3525,6.47,6.18,0.29000000000000004,0.29000000000000004,6.18,6.25,6.12,0.1299999999999999,0.1299999999999999,6.234999999999999,6.3,6.18,0.1200000000000001,0.07000000000000028,24593,35400,19089,16311,2299
2019-02-17,6.4159999999999995,6.5,6.3,0.20000000000000018,0.20000000000000018,6.47,6.56,6.44,0.11999999999999922,0.11999999999999922,6.366,6.43,6.29,0.13999999999999968,0.13999999999999968,6.456,6.56,6.41,0.14999999999999947,0.11999999999999922,29263,50226,9111,41115,11063
2019-02-24,6.5440000000000005,6.61,6.41,0.20000000000000018,-0.1899999999999995,6.58,6.61,6.52,0.09000000000000075,-0.09000000000000075,6.436,6.5,6.37,0.1299999999999999,-0.09999999999999964,6.476,6.56,6.4,0.15999999999999925,-0.11999999999999922,25067,29467,16823,12644,3379
2019-03-03,6.396,6.55,6.32,0.22999999999999954,-0.08000000000000007,6.414,6.6,6.32,0.27999999999999936,-0.08000000000000007,6.286,6.3,6.26,0.040000000000000036,0.03000000000000025,6.318,6.36,6.29,0.07000000000000028,0.0,21624,38434,8369,30065,-26663
2019-03-10,6.436,6.59,6.29,0.2999999999999998,0.17999999999999972,6.516,6.6,6.33,0.2699999999999996,0.2599999999999998,6.34,6.43,6.29,0.13999999999999968,0.0,6.428,6.55,6.29,0.2599999999999998,0.13999999999999968,23752,32074,16973,15101,10930
2019-03-17,6.366,6.43,6.32,0.10999999999999943,-0.08000000000000007,6.388,6.45,6.35,0.10000000000000053,-0.10000000000000053,6.268,6.31,6.2,0.10999999999999943,-0.08999999999999986,6.303999999999999,6.35,6.2,0.14999999999999947,-0.14999999999999947,22073,26279,17962,8317,-6647
2019-03-24,6.236,6.4,6.15,0.25,0.22000000000000064,6.314,6.4,6.23,0.16999999999999993,0.11000000000000032,6.188,6.26,6.15,0.10999999999999943,0.10999999999999943,6.256,6.38,6.15,0.22999999999999954,0.22999999999999954,25838,42483,20789,21694,-1099
2019-03-31,6.524,6.6,6.4,0.1999999999999993,0.17999999999999972,6.596,6.73,6.5,0.23000000000000043,0.23000000000000043,6.4639999999999995,6.56,6.26,0.2999999999999998,0.2999999999999998,6.562,6.68,6.46,0.21999999999999975,0.21999999999999975,41042,96462,21009,75453,75453
2019-04-07,6.404,6.65,6.3,0.35000000000000053,-0.35000000000000053,6.46,6.7,6.3,0.40000000000000036,-0.40000000000000036,6.256,6.31,6.18,0.1299999999999999,-0.11000000000000032,6.292,6.34,6.21,0.1299999999999999,-0.1299999999999999,35840,78050,19814,58236,-52425
2019-04-14,6.32,6.4,6.28,0.1200000000000001,-0.019999999999999574,6.365,6.45,6.28,0.16999999999999993,-0.16999999999999993,6.2,6.2,6.2,0.0,0.0,6.29,6.42,6.2,0.21999999999999975,-0.21999999999999975,17685,41486,7259,34227,-33841
2019-04-21,6.112,6.21,6.03,0.17999999999999972,-0.16000000000000014,6.208,6.39,6.11,0.27999999999999936,-0.27999999999999936,6.068,6.21,6.0,0.20999999999999996,-0.1900000000000004,6.108,6.28,6.06,0.22000000000000064,-0.20999999999999996,19705,23428,7072,16356,16288
2019-04-28,5.9879999999999995,6.07,5.93,0.14000000000000057,-0.14000000000000057,6.064,6.11,6.01,0.10000000000000053,0.040000000000000036,5.906,5.93,5.89,0.040000000000000036,-0.02999999999999936,5.952,5.98,5.91,0.07000000000000028,-0.07000000000000028,32543,42722,21419,21303,-21303
2019-05-05,5.958,6.0,5.91,0.08999999999999986,-0.08999999999999986,6.0200000000000005,6.15,5.96,0.1900000000000004,-0.15000000000000036,5.908,5.92,5.9,0.019999999999999574,0.009999999999999787,5.966,6.04,5.92,0.1200000000000001,-0.040000000000000036,12724,21403,6895,14508,-1013
2019-05-12,6.042,6.2,5.95,0.25,0.20999999999999996,6.126,6.2,6.0,0.20000000000000018,0.20000000000000018,5.97,6.02,5.94,0.07999999999999918,0.009999999999999787,6.054,6.2,5.99,0.20999999999999996,0.05999999999999961,16715,23620,10427,13193,-9808
2019-05-19,6.0575,6.11,6.01,0.10000000000000053,0.0600000000000005,6.1425,6.2,6.06,0.14000000000000057,-0.03000000000000025,6.0275,6.05,6.0,0.04999999999999982,0.0,6.0575,6.13,6.0,0.1299999999999999,0.0,10761,14197,5116,9081,6118
2019-05-26,5.998,6.06,5.93,0.1299999999999999,-0.07999999999999918,6.058,6.12,6.0,0.1200000000000001,-0.08000000000000007,5.938,6.04,5.9,0.13999999999999968,-0.1299999999999999,5.994,6.09,5.92,0.16999999999999993,-0.04999999999999982,17806,42172,6725,35447,13784
2019-06-02,6.088,6.15,6.03,0.1200000000000001,0.10999999999999943,6.12,6.15,6.03,0.1200000000000001,0.10999999999999943,6.018,6.08,5.93,0.15000000000000036,0.15000000000000036,6.072,6.15,6.0,0.15000000000000036,0.08999999999999986,12151,28791,6365,22426,-17875
2019-06-09,6.09,6.15,6.02,0.13000000000000078,0.05000000000000071,6.132,6.15,6.12,0.03000000000000025,0.010000000000000675,6.036,6.08,6.0,0.08000000000000007,0.03000000000000025,6.098,6.15,6.02,0.13000000000000078,0.03000000000000025,8625,11702,4602,7100,7100
2019-06-16,6.178,6.23,6.1,0.13000000000000078,0.0699999999999994,6.232,6.28,6.18,0.10000000000000053,0.10000000000000053,6.146,6.22,6.07,0.14999999999999947,0.14999999999999947,6.208,6.28,6.15,0.1299999999999999,0.07000000000000028,15287,19008,10467,8541,4591
2019-06-23,6.288,6.4,6.18,0.22000000000000064,0.13000000000000078,6.352,6.5,6.28,0.21999999999999975,0.21999999999999975,6.248,6.39,6.18,0.20999999999999996,0.20999999999999996,6.334,6.45,6.26,0.1900000000000004,0.1900000000000004,26712,50521,11793,38728,9439
2019-06-30,6.4925,6.63,6.39,0.2400000000000002,0.2400000000000002,6.5825,6.72,6.5,0.21999999999999975,0.21999999999999975,6.455,6.55,6.39,0.16000000000000014,0.16000000000000014,6.54,6.72,6.43,0.29000000000000004,0.29000000000000004,47392,108541,12345,96196,86119
2019-07-07,6.336,6.6,6.17,0.4299999999999997,-0.39999999999999947,6.39,6.6,6.31,0.29000000000000004,-0.29000000000000004,6.208,6.3,6.16,0.13999999999999968,-0.009999999999999787,6.248,6.3,6.2,0.09999999999999964,-0.05999999999999961,36255,72082,16529,55553,-55553
2019-07-14,6.324,6.44,6.28,0.16000000000000014,0.019999999999999574,6.354,6.44,6.3,0.14000000000000057,-0.04999999999999982,6.268,6.3,6.2,0.09999999999999964,0.08000000000000007,6.298,6.35,6.28,0.0699999999999994,0.0,20689,39183,3755,35428,-22871
2019-07-21,6.314,6.38,6.28,0.09999999999999964,0.08000000000000007,6.352,6.45,6.29,0.16000000000000014,0.15000000000000036,6.29,6.32,6.28,0.040000000000000036,0.040000000000000036,6.306,6.39,6.28,0.10999999999999943,0.10999999999999943,17076,21004,9876,11128,1116
2019-07-28,6.292,6.4,6.2,0.20000000000000018,-0.09999999999999964,6.3500000000000005,6.44,6.24,0.20000000000000018,-0.20000000000000018,6.212,6.34,6.13,0.20999999999999996,-0.1899999999999995,6.238,6.36,6.15,0.20999999999999996,-0.20999999999999996,20553,29012,14403,14609,1208
2019-08-04,6.208,6.3,6.15,0.14999999999999947,-0.040000000000000036,6.268,6.3,6.21,0.08999999999999986,-0.08000000000000007,6.162,6.2,6.15,0.04999999999999982,-0.040000000000000036,6.198,6.25,6.15,0.09999999999999964,-0.04999999999999982,13506,18957,11342,7615,578
2019-08-11,6.162,6.21,6.07,0.13999999999999968,0.009999999999999787,6.24,6.28,6.18,0.10000000000000053,0.009999999999999787,6.098,6.15,6.06,0.09000000000000075,-0.010000000000000675,6.148,6.25,6.09,0.16000000000000014,-0.15000000000000036,18011,27436,9014,18422,-400
2019-08-18,6.084,6.17,6.04,0.1299999999999999,-0.1200000000000001,6.1080000000000005,6.23,6.07,0.16000000000000014,-0.16000000000000014,6.044,6.13,6.01,0.1200000000000001,-0.1200000000000001,6.048,6.13,6.01,0.1200000000000001,-0.1200000000000001,16552,27634,5307,22327,7057
2019-08-25,6.0625,6.15,6.01,0.14000000000000057,0.0,6.115,6.15,6.05,0.10000000000000053,0.08000000000000007,6.0024999999999995,6.01,6.0,0.009999999999999787,0.009999999999999787,6.0525,6.1,6.0,0.09999999999999964,0.03000000000000025,15467,33966,6273,27693,-27693
2019-09-01,6.104,6.18,6.05,0.1299999999999999,0.1299999999999999,6.138,6.18,6.1,0.08000000000000007,0.0699999999999994,6.062,6.1,6.03,0.0699999999999994,0.0699999999999994,6.098,6.13,6.06,0.07000000000000028,0.0,11627,17571,3236,14335,13954
2019-09-08,6.25,6.3,6.16,0.13999999999999968,0.1299999999999999,6.284,6.3,6.25,0.04999999999999982,0.040000000000000036,6.182,6.25,6.11,0.13999999999999968,0.08000000000000007,6.25,6.28,6.22,0.0600000000000005,0.020000000000000462,15595,21398,9572,11826,3217
2019-09-15,6.258,6.29,6.21,0.08000000000000007,0.05999999999999961,6.288,6.3,6.28,0.019999999999999574,0.019999999999999574,6.202,6.25,6.1,0.15000000000000036,0.019999999999999574,6.27,6.29,6.24,0.04999999999999982,0.0,18870,35175,10138,25037,8444
2019-09-22,6.318,6.35,6.28,0.0699999999999994,0.040000000000000036,6.35,6.45,6.3,0.15000000000000036,0.1299999999999999,6.234,6.32,6.04,0.28000000000000025,0.040000000000000036,6.328,6.44,6.28,0.16000000000000014,0.16000000000000014,18245,30976,6120,24856,17433
2019-09-29,6.448,6.47,6.4,0.0699999999999994,-0.04999999999999982,6.508,6.55,6.46,0.08999999999999986,0.08999999999999986,6.364,6.42,6.28,0.13999999999999968,0.08000000000000007,6.4319999999999995,6.52,6.35,0.16999999999999993,0.16999999999999993,41182,59777,22279,37498,-24
2019-10-06,6.33,6.55,6.25,0.2999999999999998,-0.2599999999999998,6.404,6.6,6.29,0.3099999999999996,-0.3099999999999996,6.24,6.4,6.18,0.22000000000000064,-0.20000000000000018,6.2940000000000005,6.4,6.21,0.1900000000000004,-0.16999999999999993,41698,85793,16892,68901,-68901
2019-10-13,6.366,6.42,6.32,0.09999999999999964,0.09999999999999964,6.414,6.5,6.32,0.17999999999999972,0.17999999999999972,6.274,6.3,6.25,0.04999999999999982,0.040000000000000036,6.328,6.42,6.25,0.16999999999999993,0.03000000000000025,31762,51451,16153,35298,33334
2019-10-20,6.242,6.34,6.1,0.2400000000000002,-0.1299999999999999,6.316,6.42,6.2,0.21999999999999975,-0.21999999999999975,6.18,6.25,6.1,0.15000000000000036,-0.08000000000000007,6.22,6.34,6.15,0.1899999999999995,-0.16000000000000014,31805,43210,13385,29825,-27456
2019-10-27,6.276,6.5,6.18,0.3200000000000003,0.2999999999999998,6.34,6.5,6.2,0.2999999999999998,0.2999999999999998,6.212,6.32,6.15,0.16999999999999993,0.16999999999999993,6.308,6.5,6.15,0.34999999999999964,0.2999999999999998,35761,73254,9781,63473,4138
