Date,VanEck Vectors ChinaAMC A-Share_etf_Open_average,VanEck Vectors ChinaAMC A-Share_etf_Open_max,VanEck Vectors ChinaAMC A-Share_etf_Open_min,VanEck Vectors ChinaAMC A-Share_etf_Open_volatility,VanEck Vectors ChinaAMC A-Share_etf_Open_change,VanEck Vectors ChinaAMC A-Share_etf_High_average,VanEck Vectors ChinaAMC A-Share_etf_High_max,VanEck Vectors ChinaAMC A-Share_etf_High_min,VanEck Vectors ChinaAMC A-Share_etf_High_volatility,VanEck Vectors ChinaAMC A-Share_etf_High_change,VanEck Vectors ChinaAMC A-Share_etf_Low_average,VanEck Vectors ChinaAMC A-Share_etf_Low_max,VanEck Vectors ChinaAMC A-Share_etf_Low_min,VanEck Vectors ChinaAMC A-Share_etf_Low_volatility,VanEck Vectors ChinaAMC A-Share_etf_Low_change,VanEck Vectors ChinaAMC A-Share_etf_Close_average,VanEck Vectors ChinaAMC A-Share_etf_Close_max,VanEck Vectors ChinaAMC A-Share_etf_Close_min,VanEck Vectors ChinaAMC A-Share_etf_Close_volatility,VanEck Vectors ChinaAMC A-Share_etf_Close_change
2018-03-25,48.29,48.29,48.29,0.0,0.0,48.63,48.63,48.63,0.0,0.0,48.29,48.29,48.29,0.0,0.0,48.63,48.63,48.63,0.0,0.0
2018-04-01,47.48,47.48,47.48,0.0,0.0,47.64,47.64,47.64,0.0,0.0,47.12,47.12,47.12,0.0,0.0,47.14,47.14,47.14,0.0,0.0
2018-04-08,47.96,47.96,47.96,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.62,47.62,47.62,0.0,0.0,47.68,47.68,47.68,0.0,0.0
2018-04-15,46.21,46.21,46.21,0.0,0.0,46.24,46.24,46.24,0.0,0.0,45.89,45.89,45.89,0.0,0.0,46.03,46.03,46.03,0.0,0.0
2018-04-22,45.9,45.9,45.9,0.0,0.0,46.15,46.15,46.15,0.0,0.0,45.82,45.82,45.82,0.0,0.0,46.15,46.15,46.15,0.0,0.0
2018-04-29,45.63,45.63,45.63,0.0,0.0,46.07,46.07,46.07,0.0,0.0,45.61,45.61,45.61,0.0,0.0,46.02,46.02,46.02,0.0,0.0
2018-05-06,47.4,47.4,47.4,0.0,0.0,47.53,47.53,47.53,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.47,47.47,47.47,0.0,0.0
2018-05-13,47.39,47.39,47.39,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.37,47.37,47.37,0.0,0.0,47.4,47.4,47.4,0.0,0.0
2018-05-20,46.38,46.38,46.38,0.0,0.0,46.38,46.38,46.38,0.0,0.0,46.29,46.29,46.29,0.0,0.0,46.29,46.29,46.29,0.0,0.0
2018-05-27,45.91,45.91,45.91,0.0,0.0,45.99,45.99,45.99,0.0,0.0,45.87,45.87,45.87,0.0,0.0,45.99,45.99,45.99,0.0,0.0
2018-06-03,45.97,45.97,45.97,0.0,0.0,45.97,45.97,45.97,0.0,0.0,45.9,45.9,45.9,0.0,0.0,45.97,45.97,45.97,0.0,0.0
2018-06-10,45.22,45.22,45.22,0.0,0.0,45.28,45.28,45.28,0.0,0.0,45.06,45.06,45.06,0.0,0.0,45.28,45.28,45.28,0.0,0.0
2018-06-17,43.18,43.18,43.18,0.0,0.0,43.27,43.27,43.27,0.0,0.0,43.0,43.0,43.0,0.0,0.0,43.09,43.09,43.09,0.0,0.0
2018-06-24,41.12,41.12,41.12,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.12,41.12,41.12,0.0,0.0,41.3,41.3,41.3,0.0,0.0
2018-07-01,39.34,39.34,39.34,0.0,0.0,39.63,39.63,39.63,0.0,0.0,39.33,39.33,39.33,0.0,0.0,39.52,39.52,39.52,0.0,0.0
2018-07-08,40.6,40.6,40.6,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.6,40.6,40.6,0.0,0.0
2018-07-15,40.23,40.23,40.23,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.57,40.57,40.57,0.0,0.0
2018-07-22,40.72,40.72,40.72,0.0,0.0,40.86,40.86,40.86,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.58,40.58,40.58,0.0,0.0
2018-07-29,38.34,38.34,38.34,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.3,38.3,38.3,0.0,0.0
2018-08-05,38.98,38.98,38.98,0.0,0.0,39.07,39.07,39.07,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.77,38.77,38.77,0.0,0.0
2018-08-12,37.14,37.14,37.14,0.0,0.0,38.14,38.14,38.14,0.0,0.0,37.14,37.14,37.14,0.0,0.0,38.11,38.11,38.11,0.0,0.0
2018-08-19,38.35,38.35,38.35,0.0,0.0,38.68,38.68,38.68,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.68,38.68,38.68,0.0,0.0
2018-08-26,38.23,38.23,38.23,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.06,38.06,38.06,0.0,0.0,38.26,38.26,38.26,0.0,0.0
2018-09-02,37.48,37.48,37.48,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.45,37.45,37.45,0.0,0.0
2018-09-09,37.15,37.15,37.15,0.0,0.0,37.28,37.28,37.28,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.84,36.84,36.84,0.0,0.0
2018-09-16,39.25,39.25,39.25,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.32,39.32,39.32,0.0,0.0
2018-09-23,39.27,39.27,39.27,0.0,0.0,39.37,39.37,39.37,0.0,0.0,39.13,39.13,39.13,0.0,0.0,39.13,39.13,39.13,0.0,0.0
2018-09-30,37.72,37.72,37.72,0.0,0.0,37.99,37.99,37.99,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.99,37.99,37.99,0.0,0.0
2018-10-07,36.2,36.2,36.2,0.0,0.0,36.2,36.2,36.2,0.0,0.0,35.88,35.88,35.88,0.0,0.0,36.12,36.12,36.12,0.0,0.0
2018-10-14,35.44,35.44,35.44,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.12,35.12,35.12,0.0,0.0,35.12,35.12,35.12,0.0,0.0
2018-10-21,35.68,35.68,35.68,0.0,0.0,36.06,36.06,36.06,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.86,35.86,35.86,0.0,0.0
2018-10-28,37.66,37.66,37.66,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.05,37.05,37.05,0.0,0.0,37.34,37.34,37.34,0.0,0.0
2018-11-04,35.76,35.76,35.76,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.65,35.65,35.65,0.0,0.0
2018-11-11,37.13,37.13,37.13,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.13,37.13,37.13,0.0,0.0,37.39,37.39,37.39,0.0,0.0
2018-11-18,35.73,35.73,35.73,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.79,35.79,35.79,0.0,0.0
2018-11-25,35.83,35.83,35.83,0.0,0.0,36.12,36.12,36.12,0.0,0.0,35.83,35.83,35.83,0.0,0.0,36.12,36.12,36.12,0.0,0.0
2018-12-02,36.25,36.25,36.25,0.0,0.0,36.48,36.48,36.48,0.0,0.0,35.91,35.91,35.91,0.0,0.0,36.01,36.01,36.01,0.0,0.0
2018-12-09,36.15,36.15,36.15,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.02,36.02,36.02,0.0,0.0,36.16,36.16,36.16,0.0,0.0
2018-12-16,31.72,31.72,31.72,0.0,0.0,31.72,31.72,31.72,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.47,31.47,31.47,0.0,0.0
2018-12-23,31.51,31.51,31.51,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.63,31.63,31.63,0.0,0.0
2018-12-30,31.99,31.99,31.99,0.0,0.0,32.4,32.4,32.4,0.0,0.0,31.99,31.99,31.99,0.0,0.0,32.4,32.4,32.4,0.0,0.0
2019-01-06,32.95,32.95,32.95,0.0,0.0,33.19,33.19,33.19,0.0,0.0,32.95,32.95,32.95,0.0,0.0,33.09,33.09,33.09,0.0,0.0
2019-01-13,33.75,33.75,33.75,0.0,0.0,33.9,33.9,33.9,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.89,33.89,33.89,0.0,0.0
2019-01-20,34.1,34.1,34.1,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.1,34.1,34.1,0.0,0.0,34.25,34.25,34.25,0.0,0.0
2019-01-27,34.74,34.74,34.74,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.78,34.78,34.78,0.0,0.0
2019-02-03,34.18,34.18,34.18,0.0,0.0,34.28,34.28,34.28,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.28,34.28,34.28,0.0,0.0
2019-02-10,35.92,35.92,35.92,0.0,0.0,35.97,35.97,35.97,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.78,35.78,35.78,0.0,0.0
2019-02-17,37.82,37.82,37.82,0.0,0.0,38.25,38.25,38.25,0.0,0.0,37.82,37.82,37.82,0.0,0.0,38.09,38.09,38.09,0.0,0.0
2019-02-24,40.32,40.32,40.32,0.0,0.0,40.76,40.76,40.76,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.76,40.76,40.76,0.0,0.0
2019-03-03,38.94,38.94,38.94,0.0,0.0,38.96,38.96,38.96,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.69,38.69,38.69,0.0,0.0
2019-03-10,40.07,40.07,40.07,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.07,40.07,40.07,0.0,0.0,40.33,40.33,40.33,0.0,0.0
2019-03-17,40.78,40.78,40.78,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.44,40.44,40.44,0.0,0.0
2019-03-24,41.49,41.49,41.49,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.34,41.34,41.34,0.0,0.0,41.49,41.49,41.49,0.0,0.0
2019-03-31,43.87,43.87,43.87,0.0,0.0,44.02,44.02,44.02,0.0,0.0,43.87,43.87,43.87,0.0,0.0,43.99,43.99,43.99,0.0,0.0
2019-04-07,43.15,43.15,43.15,0.0,0.0,43.29,43.29,43.29,0.0,0.0,43.15,43.15,43.15,0.0,0.0,43.22,43.22,43.22,0.0,0.0
2019-04-14,43.47,43.47,43.47,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.47,43.47,43.47,0.0,0.0,43.56,43.56,43.56,0.0,0.0
2019-04-21,41.34,41.34,41.34,0.0,0.0,41.64,41.64,41.64,0.0,0.0,41.34,41.34,41.34,0.0,0.0,41.64,41.64,41.64,0.0,0.0
2019-04-28,41.84,41.84,41.84,0.0,0.0,41.91,41.91,41.91,0.0,0.0,41.82,41.82,41.82,0.0,0.0,41.82,41.82,41.82,0.0,0.0
2019-05-05,38.43,38.43,38.43,0.0,0.0,38.79,38.79,38.79,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.68,38.68,38.68,0.0,0.0
2019-05-12,37.37,37.37,37.37,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.38,37.38,37.38,0.0,0.0
2019-05-19,37.2,37.2,37.2,0.0,0.0,37.2,37.2,37.2,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.91,36.91,36.91,0.0,0.0
2019-05-26,37.21,37.21,37.21,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.21,37.21,37.21,0.0,0.0,37.48,37.48,37.48,0.0,0.0
2019-06-02,37.27,37.27,37.27,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.27,37.27,37.27,0.0,0.0,37.29,37.29,37.29,0.0,0.0
2019-06-09,37.62,37.62,37.62,0.0,0.0,37.91,37.91,37.91,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.64,37.64,37.64,0.0,0.0
2019-06-16,39.9,39.9,39.9,0.0,0.0,40.08,40.08,40.08,0.0,0.0,39.9,39.9,39.9,0.0,0.0,39.91,39.91,39.91,0.0,0.0
2019-06-23,40.19,40.19,40.19,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.11,40.11,40.11,0.0,0.0,40.17,40.17,40.17,0.0,0.0
2019-06-30,40.61,40.61,40.61,0.0,0.0,40.61,40.61,40.61,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.27,40.27,40.27,0.0,0.0
2019-07-07,39.87,39.87,39.87,0.0,0.0,39.87,39.87,39.87,0.0,0.0,39.63,39.63,39.63,0.0,0.0,39.65,39.65,39.65,0.0,0.0
2019-07-14,39.97,39.97,39.97,0.0,0.0,39.99,39.99,39.99,0.0,0.0,39.77,39.77,39.77,0.0,0.0,39.77,39.77,39.77,0.0,0.0
2019-07-21,40.66,40.66,40.66,0.0,0.0,40.66,40.66,40.66,0.0,0.0,40.54,40.54,40.54,0.0,0.0,40.56,40.56,40.56,0.0,0.0
2019-07-28,38.7,38.7,38.7,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.3,38.3,38.3,0.0,0.0
2019-08-04,37.06,37.06,37.06,0.0,0.0,37.18,37.18,37.18,0.0,0.0,36.92,36.92,36.92,0.0,0.0,37.07,37.07,37.07,0.0,0.0
2019-08-11,37.99,37.99,37.99,0.0,0.0,38.27,38.27,38.27,0.0,0.0,37.99,37.99,37.99,0.0,0.0,38.2,38.2,38.2,0.0,0.0
2019-08-18,38.65,38.65,38.65,0.0,0.0,38.75,38.75,38.75,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.81,37.81,37.81,0.0,0.0
2019-08-25,38.63,38.63,38.63,0.0,0.0,38.63,38.63,38.63,0.0,0.0,38.44,38.44,38.44,0.0,0.0,38.48,38.48,38.48,0.0,0.0
2019-09-01,40.21,40.21,40.21,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.21,40.21,40.21,0.0,0.0,40.21,40.21,40.21,0.0,0.0
2019-09-08,40.89,40.89,40.89,0.0,0.0,41.0,41.0,41.0,0.0,0.0,40.89,40.89,40.89,0.0,0.0,41.0,41.0,41.0,0.0,0.0
2019-09-15,39.87,39.87,39.87,0.0,0.0,39.87,39.87,39.87,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.52,39.52,39.52,0.0,0.0
2019-09-22,38.89,38.89,38.89,0.0,0.0,38.89,38.89,38.89,0.0,0.0,38.36,38.36,38.36,0.0,0.0,38.44,38.44,38.44,0.0,0.0
2019-09-29,38.59,38.59,38.59,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.59,38.59,38.59,0.0,0.0
2019-10-06,40.0,40.0,40.0,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.0,40.0,40.0,0.0,0.0,40.11,40.11,40.11,0.0,0.0
2019-10-13,39.54,39.54,39.54,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.45,39.45,39.45,0.0,0.0
2019-10-20,39.89,39.89,39.89,0.0,0.0,40.1,40.1,40.1,0.0,0.0,39.89,39.89,39.89,0.0,0.0,40.08,40.08,40.08,0.0,0.0
2019-10-27,40.5,40.5,40.5,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.66,40.66,40.66,0.0,0.0
2019-11-03,41.13,41.13,41.13,0.0,0.0,41.23,41.23,41.23,0.0,0.0,41.11,41.11,41.11,0.0,0.0,41.13,41.13,41.13,0.0,0.0
2019-11-10,40.14,40.14,40.14,0.0,0.0,40.14,40.14,40.14,0.0,0.0,40.11,40.11,40.11,0.0,0.0,40.11,40.11,40.11,0.0,0.0
2019-11-17,39.51,39.51,39.51,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.36,39.36,39.36,0.0,0.0,39.46,39.46,39.46,0.0,0.0
2019-11-24,39.28,39.28,39.28,0.0,0.0,39.37,39.37,39.37,0.0,0.0,39.27,39.27,39.27,0.0,0.0,39.27,39.27,39.27,0.0,0.0
2019-12-01,40.09,40.09,40.09,0.0,0.0,40.16,40.16,40.16,0.0,0.0,40.08,40.08,40.08,0.0,0.0,40.13,40.13,40.13,0.0,0.0
2019-12-08,40.78,40.78,40.78,0.0,0.0,41.23,41.23,41.23,0.0,0.0,40.61,40.61,40.61,0.0,0.0,40.61,40.61,40.61,0.0,0.0
2019-12-15,41.48,41.48,41.48,0.0,0.0,41.74,41.74,41.74,0.0,0.0,41.48,41.48,41.48,0.0,0.0,41.73,41.73,41.73,0.0,0.0
2019-12-22,40.92,40.92,40.92,0.0,0.0,41.05,41.05,41.05,0.0,0.0,40.92,40.92,40.92,0.0,0.0,41.02,41.02,41.02,0.0,0.0
2019-12-29,42.13,42.13,42.13,0.0,0.0,42.36,42.36,42.36,0.0,0.0,42.13,42.13,42.13,0.0,0.0,42.2,42.2,42.2,0.0,0.0
