Date,Vanguard Mega Cap_Open_average,Vanguard Mega Cap_Open_max,Vanguard Mega Cap_Open_min,Vanguard Mega Cap_Open_volatility,Vanguard Mega Cap_Open_change,Vanguard Mega Cap_High_average,Vanguard Mega Cap_High_max,Vanguard Mega Cap_High_min,Vanguard Mega Cap_High_volatility,Vanguard Mega Cap_High_change,Vanguard Mega Cap_Low_average,Vanguard Mega Cap_Low_max,Vanguard Mega Cap_Low_min,Vanguard Mega Cap_Low_volatility,Vanguard Mega Cap_Low_change,Vanguard Mega Cap_Close_average,Vanguard Mega Cap_Close_max,Vanguard Mega Cap_Close_min,Vanguard Mega Cap_Close_volatility,Vanguard Mega Cap_Close_change
2018-01-14,96.53,96.53,96.53,0.0,0.0,97.42,97.42,97.42,0.0,0.0,96.53,96.53,96.53,0.0,0.0,97.42,97.42,97.42,0.0,0.0
2018-01-21,98.65,98.65,98.65,0.0,0.0,98.74,98.74,98.74,0.0,0.0,98.17,98.17,98.17,0.0,0.0,98.24,98.24,98.24,0.0,0.0
2018-01-28,94.22,94.22,94.22,0.0,0.0,95.1,95.1,95.1,0.0,0.0,90.7,90.7,90.7,0.0,0.0,91.18,91.18,91.18,0.0,0.0
2018-02-04,91.01,91.01,91.01,0.0,0.0,92.05,92.05,92.05,0.0,0.0,90.37,90.37,90.37,0.0,0.0,91.49,91.49,91.49,0.0,0.0
2018-02-11,93.94,93.94,93.94,0.0,0.0,94.96,94.96,94.96,0.0,0.0,93.94,93.94,93.94,0.0,0.0,94.21,94.21,94.21,0.0,0.0
2018-02-18,95.21,95.21,95.21,0.0,0.0,95.99,95.99,95.99,0.0,0.0,95.1,95.1,95.1,0.0,0.0,95.99,95.99,95.99,0.0,0.0
2018-02-25,92.32,92.32,92.32,0.0,0.0,94.08,94.08,94.08,0.0,0.0,92.3,92.3,92.3,0.0,0.0,93.86,93.86,93.86,0.0,0.0
2018-03-04,96.38,96.38,96.38,0.0,0.0,96.5,96.5,96.5,0.0,0.0,95.9,95.9,95.9,0.0,0.0,96.05,96.05,96.05,0.0,0.0
2018-03-11,94.62,94.62,94.62,0.0,0.0,94.62,94.62,94.62,0.0,0.0,92.9,92.9,92.9,0.0,0.0,93.54,93.54,93.54,0.0,0.0
2018-03-18,90.17,90.17,90.17,0.0,0.0,91.33,91.33,91.33,0.0,0.0,89.28,89.28,89.28,0.0,0.0,91.23,91.23,91.23,0.0,0.0
2018-03-25,90.22,90.22,90.22,0.0,0.0,90.43,90.43,90.43,0.0,0.0,87.59,87.59,87.59,0.0,0.0,88.51,88.51,88.51,0.0,0.0
2018-04-01,89.95,89.95,89.95,0.0,0.0,91.09,91.09,91.09,0.0,0.0,89.63,89.63,89.63,0.0,0.0,89.72,89.72,89.72,0.0,0.0
2018-04-08,91.89,91.89,91.89,0.0,0.0,92.27,92.27,92.27,0.0,0.0,91.62,91.62,91.62,0.0,0.0,91.95,91.95,91.95,0.0,0.0
2018-04-15,91.98,91.98,91.98,0.0,0.0,92.25,92.25,92.25,0.0,0.0,91.33,91.33,91.33,0.0,0.0,91.74,91.74,91.74,0.0,0.0
2018-04-22,91.93,91.93,91.93,0.0,0.0,92.21,92.21,92.21,0.0,0.0,91.01,91.01,91.01,0.0,0.0,91.01,91.01,91.01,0.0,0.0
2018-04-29,91.88,91.88,91.88,0.0,0.0,92.25,92.25,92.25,0.0,0.0,91.62,91.62,91.62,0.0,0.0,91.89,91.89,91.89,0.0,0.0
2018-05-06,94.21,94.21,94.21,0.0,0.0,94.4,94.4,94.4,0.0,0.0,93.91,93.91,93.91,0.0,0.0,94.04,94.04,94.04,0.0,0.0
2018-05-13,93.96,93.96,93.96,0.0,0.0,94.32,94.32,94.32,0.0,0.0,93.93,93.93,93.93,0.0,0.0,94.06,94.06,94.06,0.0,0.0
2018-05-20,93.77,93.77,93.77,0.0,0.0,93.94,93.94,93.94,0.0,0.0,93.55,93.55,93.55,0.0,0.0,93.73,93.73,93.73,0.0,0.0
2018-05-27,94.59,94.59,94.59,0.0,0.0,94.82,94.82,94.82,0.0,0.0,94.59,94.59,94.59,0.0,0.0,94.78,94.78,94.78,0.0,0.0
2018-06-03,95.93,95.93,95.93,0.0,0.0,96.3,96.3,96.3,0.0,0.0,95.93,95.93,95.93,0.0,0.0,96.01,96.01,96.01,0.0,0.0
2018-06-10,95.34,95.34,95.34,0.0,0.0,95.74,95.74,95.74,0.0,0.0,95.2,95.2,95.2,0.0,0.0,95.72,95.72,95.72,0.0,0.0
2018-06-17,94.65,94.65,94.65,0.0,0.0,94.65,94.65,94.65,0.0,0.0,93.05,93.05,93.05,0.0,0.0,93.71,93.71,93.71,0.0,0.0
2018-06-24,92.75,92.75,92.75,0.0,0.0,93.67,93.67,93.67,0.0,0.0,92.69,92.69,92.69,0.0,0.0,93.65,93.65,93.65,0.0,0.0
2018-07-01,95.17,95.17,95.17,0.0,0.0,95.68,95.68,95.68,0.0,0.0,95.17,95.17,95.17,0.0,0.0,95.68,95.68,95.68,0.0,0.0
2018-07-08,96.42,96.42,96.42,0.0,0.0,96.42,96.42,96.42,0.0,0.0,96.12,96.12,96.12,0.0,0.0,96.33,96.33,96.33,0.0,0.0
2018-07-15,96.31,96.31,96.31,0.0,0.0,96.65,96.65,96.65,0.0,0.0,96.24,96.24,96.24,0.0,0.0,96.62,96.62,96.62,0.0,0.0
2018-07-22,97.11,97.11,97.11,0.0,0.0,97.11,97.11,97.11,0.0,0.0,96.42,96.42,96.42,0.0,0.0,96.53,96.53,96.53,0.0,0.0
2018-07-29,97.93,97.93,97.93,0.0,0.0,98.37,98.37,98.37,0.0,0.0,97.78,97.78,97.78,0.0,0.0,98.28,98.28,98.28,0.0,0.0
2018-08-05,97.93,97.93,97.93,0.0,0.0,98.17,98.17,98.17,0.0,0.0,97.42,97.42,97.42,0.0,0.0,97.43,97.43,97.43,0.0,0.0
2018-08-12,98.59,98.59,98.59,0.0,0.0,98.7,98.7,98.7,0.0,0.0,98.43,98.43,98.43,0.0,0.0,98.62,98.62,98.62,0.0,0.0
2018-08-19,99.67,99.67,99.67,0.0,0.0,100.03,100.03,100.03,0.0,0.0,99.67,99.67,99.67,0.0,0.0,99.97,99.97,99.97,0.0,0.0
2018-08-26,100.13,100.13,100.13,0.0,0.0,100.4,100.4,100.4,0.0,0.0,99.99,99.99,99.99,0.0,0.0,100.26,100.26,100.26,0.0,0.0
2018-09-02,99.72,99.72,99.72,0.0,0.0,99.82,99.82,99.82,0.0,0.0,99.43,99.43,99.43,0.0,0.0,99.46,99.46,99.46,0.0,0.0
2018-09-09,100.41,100.41,100.41,0.0,0.0,100.41,100.41,100.41,0.0,0.0,99.83,99.83,99.83,0.0,0.0,99.94,99.94,99.94,0.0,0.0
2018-09-16,101.16,101.16,101.16,0.0,0.0,101.16,101.16,101.16,0.0,0.0,100.87,100.87,100.87,0.0,0.0,101.11,101.11,101.11,0.0,0.0
2018-09-23,101.06,101.06,101.06,0.0,0.0,101.33,101.33,101.33,0.0,0.0,100.72,100.72,100.72,0.0,0.0,100.95,100.95,100.95,0.0,0.0
2018-09-30,99.45,99.45,99.45,0.0,0.0,99.85,99.85,99.85,0.0,0.0,98.96,98.96,98.96,0.0,0.0,99.72,99.72,99.72,0.0,0.0
2018-10-07,95.57,95.57,95.57,0.0,0.0,95.93,95.93,95.93,0.0,0.0,95.05,95.05,95.05,0.0,0.0,95.05,95.05,95.05,0.0,0.0
2018-10-14,96.05,96.05,96.05,0.0,0.0,96.12,96.12,96.12,0.0,0.0,95.18,95.18,95.18,0.0,0.0,95.4,95.4,95.4,0.0,0.0
2018-10-21,93.38,93.38,93.38,0.0,0.0,93.72,93.72,93.72,0.0,0.0,90.11,90.11,90.11,0.0,0.0,91.5,91.5,91.5,0.0,0.0
2018-10-28,94.3,94.3,94.3,0.0,0.0,94.84,94.84,94.84,0.0,0.0,94.1,94.1,94.1,0.0,0.0,94.64,94.64,94.64,0.0,0.0
2018-11-04,96.03,96.03,96.03,0.0,0.0,96.03,96.03,96.03,0.0,0.0,94.2,94.2,94.2,0.0,0.0,94.38,94.38,94.38,0.0,0.0
2018-11-11,94.49,94.49,94.49,0.0,0.0,94.49,94.49,94.49,0.0,0.0,92.83,92.83,92.83,0.0,0.0,93.13,93.13,93.13,0.0,0.0
2018-11-18,91.86,91.86,91.86,0.0,0.0,92.43,92.43,92.43,0.0,0.0,91.73,91.73,91.73,0.0,0.0,92.41,92.41,92.41,0.0,0.0
2018-11-25,97.18,97.18,97.18,0.0,0.0,97.18,97.18,97.18,0.0,0.0,96.24,96.24,96.24,0.0,0.0,96.77,96.77,96.77,0.0,0.0
2018-12-02,91.29,91.29,91.29,0.0,0.0,91.91,91.91,91.91,0.0,0.0,89.65,89.65,89.65,0.0,0.0,91.59,91.59,91.59,0.0,0.0
2018-12-09,90.0,90.0,90.0,0.0,0.0,90.37,90.37,90.37,0.0,0.0,87.97,87.97,87.97,0.0,0.0,88.55,88.55,88.55,0.0,0.0
