Date,TILE_stock_Open_average,TILE_stock_Open_max,TILE_stock_Open_min,TILE_stock_Open_volatility,TILE_stock_Open_change,TILE_stock_High_average,TILE_stock_High_max,TILE_stock_High_min,TILE_stock_High_volatility,TILE_stock_High_change,TILE_stock_Low_average,TILE_stock_Low_max,TILE_stock_Low_min,TILE_stock_Low_volatility,TILE_stock_Low_change,TILE_stock_Close_average,TILE_stock_Close_max,TILE_stock_Close_min,TILE_stock_Close_volatility,TILE_stock_Close_change,TILE_stock_Volume_average,TILE_stock_Volume_max,TILE_stock_Volume_min,TILE_stock_Volume_volatility,TILE_stock_Volume_change
2018-01-14,25.6375,25.95,25.05,0.8999999999999986,-0.8000000000000007,25.9175,26.1,25.52,0.5800000000000018,-0.5800000000000018,25.275,25.6,25.0,0.6000000000000014,-0.3999999999999986,25.55,26.05,25.1,0.9499999999999993,-0.15000000000000213,378733,499707,195556,304151,-205197
2018-01-21,25.47,25.7,25.3,0.3999999999999986,0.25,25.77,26.25,25.55,0.6999999999999993,0.6999999999999993,25.23,25.45,25.05,0.3999999999999986,0.1999999999999993,25.59,26.15,25.3,0.8499999999999979,0.7999999999999972,285885,421032,144957,276075,-142252
2018-01-28,25.5,26.15,24.95,1.1999999999999993,-1.0499999999999972,25.62,26.15,25.1,1.0499999999999972,-1.0499999999999972,24.93,25.7,24.15,1.5500000000000007,-1.5500000000000007,25.21,26.0,24.35,1.6499999999999986,-1.6499999999999986,425361,662716,220261,442455,61526
2018-02-04,23.5,24.15,22.7,1.4499999999999993,-0.6999999999999993,23.87,24.3,23.65,0.6500000000000021,-0.6500000000000021,22.94,23.4,22.1,1.2999999999999972,-0.5,23.36,23.7,23.2,0.5,0.0,482062,683031,302188,380843,-157917
2018-02-11,23.58,24.15,23.15,1.0,0.6500000000000021,23.974,24.15,23.77,0.379999999999999,0.34999999999999787,23.41,23.65,23.05,0.5999999999999979,0.5999999999999979,23.7,23.95,23.35,0.5999999999999979,0.34999999999999787,331215,470593,238703,231890,-88461
2018-02-18,24.2375,25.0,23.5,1.5,1.3000000000000007,24.8875,26.25,23.75,2.5,1.6499999999999986,24.0875,24.9,23.3,1.5999999999999979,1.25,24.4125,25.25,23.65,1.6000000000000014,1.6000000000000014,443414,834422,172571,661851,218622
2018-02-25,24.64,25.25,24.1,1.1499999999999986,-1.1499999999999986,24.854,25.35,24.5,0.8500000000000014,-0.8000000000000007,24.13,24.6,23.7,0.9000000000000021,-0.9000000000000021,24.48,24.85,24.2,0.6500000000000021,-0.40000000000000213,507920,1039807,265615,774192,-152747
2018-03-04,24.69,25.1,24.3,0.8000000000000007,0.5,25.17,25.75,24.6,1.1499999999999986,1.1499999999999986,24.49,24.75,24.15,0.6000000000000014,0.6000000000000014,25.0,25.65,24.5,1.1499999999999986,1.1499999999999986,324146,416118,252627,163491,-36890
2018-03-11,25.32,25.75,24.9,0.8500000000000014,-0.8000000000000007,25.44,25.85,24.9,0.9500000000000028,-0.5500000000000007,24.9,25.45,24.6,0.8499999999999979,-0.8499999999999979,25.13,25.65,24.75,0.8999999999999986,-0.5,542038,818098,294730,523368,446536
2018-03-18,24.96,25.0,24.85,0.14999999999999858,0.05000000000000071,25.21,25.4,25.05,0.34999999999999787,-0.14999999999999858,24.72,24.95,24.4,0.5500000000000007,0.25,24.87,25.1,24.65,0.45000000000000284,-0.10000000000000142,373446,592137,168194,423943,184103
