Date,ProShares UltraPro Short Russell2000_Open_average,ProShares UltraPro Short Russell2000_Open_max,ProShares UltraPro Short Russell2000_Open_min,ProShares UltraPro Short Russell2000_Open_volatility,ProShares UltraPro Short Russell2000_Open_change,ProShares UltraPro Short Russell2000_High_average,ProShares UltraPro Short Russell2000_High_max,ProShares UltraPro Short Russell2000_High_min,ProShares UltraPro Short Russell2000_High_volatility,ProShares UltraPro Short Russell2000_High_change,ProShares UltraPro Short Russell2000_Low_average,ProShares UltraPro Short Russell2000_Low_max,ProShares UltraPro Short Russell2000_Low_min,ProShares UltraPro Short Russell2000_Low_volatility,ProShares UltraPro Short Russell2000_Low_change,ProShares UltraPro Short Russell2000_Close_average,ProShares UltraPro Short Russell2000_Close_max,ProShares UltraPro Short Russell2000_Close_min,ProShares UltraPro Short Russell2000_Close_volatility,ProShares UltraPro Short Russell2000_Close_change
2019-05-05,25.03,25.03,25.03,0.0,0.0,26.17,26.17,26.17,0.0,0.0,24.88,24.88,24.88,0.0,0.0,25.97,25.97,25.97,0.0,0.0
2019-05-12,25.8,25.8,25.8,0.0,0.0,26.03,26.03,26.03,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.86,25.86,25.86,0.0,0.0
2019-05-19,26.49,26.49,26.49,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.31,26.31,26.31,0.0,0.0
2019-05-26,28.87,28.87,28.87,0.0,0.0,29.32,29.32,29.32,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.76,28.76,28.76,0.0,0.0
2019-06-02,25.83,25.83,25.83,0.0,0.0,25.83,25.83,25.83,0.0,0.0,24.97,24.97,24.97,0.0,0.0,25.69,25.69,25.69,0.0,0.0
2019-06-09,25.4,25.4,25.4,0.0,0.0,25.43,25.43,25.43,0.0,0.0,24.84,24.84,24.84,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2019-06-16,24.15,24.15,24.15,0.0,0.0,25.25,25.25,25.25,0.0,0.0,24.13,24.13,24.13,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2019-06-23,22.5,22.5,22.5,0.0,0.0,23.55,23.55,23.55,0.0,0.0,22.29,22.29,22.29,0.0,0.0,23.16,23.16,23.16,0.0,0.0
2019-06-30,23.13,23.13,23.13,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.03,23.03,23.03,0.0,0.0,23.57,23.57,23.57,0.0,0.0
2019-07-07,22.99,22.99,22.99,0.0,0.0,23.72,23.72,23.72,0.0,0.0,22.99,22.99,22.99,0.0,0.0,23.56,23.56,23.56,0.0,0.0
2019-07-14,24.06,24.06,24.06,0.0,0.0,24.43,24.43,24.43,0.0,0.0,23.84,23.84,23.84,0.0,0.0,24.31,24.31,24.31,0.0,0.0
2019-07-21,22.68,22.68,22.68,0.0,0.0,23.35,23.35,23.35,0.0,0.0,22.61,22.61,22.61,0.0,0.0,23.15,23.15,23.15,0.0,0.0
2019-07-28,26.1,26.1,26.1,0.0,0.0,27.81,27.81,27.81,0.0,0.0,26.03,26.03,26.03,0.0,0.0,26.98,26.98,26.98,0.0,0.0
2019-08-04,25.94,25.94,25.94,0.0,0.0,26.67,26.67,26.67,0.0,0.0,25.78,25.78,25.78,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2019-08-11,25.44,25.44,25.44,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.53,25.53,25.53,0.0,0.0
2019-08-18,27.17,27.17,27.17,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.02,27.02,27.02,0.0,0.0,27.03,27.03,27.03,0.0,0.0
2019-08-25,25.44,25.44,25.44,0.0,0.0,26.39,26.39,26.39,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.94,25.94,25.94,0.0,0.0
2019-09-01,25.0,25.0,25.0,0.0,0.0,25.27,25.27,25.27,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.38,24.38,24.38,0.0,0.0
2019-09-08,22.01,22.01,22.01,0.0,0.0,22.11,22.11,22.11,0.0,0.0,21.28,21.28,21.28,0.0,0.0,21.62,21.62,21.62,0.0,0.0
2019-09-15,22.94,22.94,22.94,0.0,0.0,23.06,23.06,23.06,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.74,22.74,22.74,0.0,0.0
2019-09-22,24.14,24.14,24.14,0.0,0.0,24.4,24.4,24.4,0.0,0.0,23.72,23.72,23.72,0.0,0.0,24.16,24.16,24.16,0.0,0.0
2019-09-29,25.36,25.36,25.36,0.0,0.0,25.69,25.69,25.69,0.0,0.0,24.72,24.72,24.72,0.0,0.0,25.32,25.32,25.32,0.0,0.0
2019-10-06,24.72,24.72,24.72,0.0,0.0,25.1,25.1,25.1,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.82,24.82,24.82,0.0,0.0
2019-10-13,22.73,22.73,22.73,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.75,22.75,22.75,0.0,0.0
2019-10-20,22.07,22.07,22.07,0.0,0.0,22.1,22.1,22.1,0.0,0.0,21.51,21.51,21.51,0.0,0.0,21.78,21.78,21.78,0.0,0.0
2019-10-27,20.57,20.57,20.57,0.0,0.0,20.86,20.86,20.86,0.0,0.0,20.44,20.44,20.44,0.0,0.0,20.74,20.74,20.74,0.0,0.0
2019-11-03,21.05,21.05,21.05,0.0,0.0,21.1,21.1,21.1,0.0,0.0,20.73,20.73,20.73,0.0,0.0,20.8,20.8,20.8,0.0,0.0
2019-11-10,20.83,20.83,20.83,0.0,0.0,21.11,21.11,21.11,0.0,0.0,20.81,20.81,20.81,0.0,0.0,20.92,20.92,20.92,0.0,0.0
2019-11-17,20.7,20.7,20.7,0.0,0.0,20.74,20.74,20.74,0.0,0.0,19.59,19.59,19.59,0.0,0.0,19.68,19.68,19.68,0.0,0.0
2019-11-24,19.49,19.49,19.49,0.0,0.0,20.28,20.28,20.28,0.0,0.0,19.46,19.46,19.46,0.0,0.0,20.21,20.21,20.21,0.0,0.0
2019-12-01,19.24,19.24,19.24,0.0,0.0,19.37,19.37,19.37,0.0,0.0,19.11,19.11,19.11,0.0,0.0,19.33,19.33,19.33,0.0,0.0
2019-12-08,18.58,18.58,18.58,0.0,0.0,18.68,18.68,18.68,0.0,0.0,18.31,18.31,18.31,0.0,0.0,18.67,18.67,18.67,0.0,0.0
2019-12-15,17.87,17.87,17.87,0.0,0.0,18.12,18.12,18.12,0.0,0.0,17.82,17.82,17.82,0.0,0.0,17.85,17.85,17.85,0.0,0.0
2019-12-22,17.87,17.87,17.87,0.0,0.0,18.33,18.33,18.33,0.0,0.0,17.82,17.82,17.82,0.0,0.0,18.04,18.04,18.04,0.0,0.0
2019-12-29,18.62,18.62,18.62,0.0,0.0,18.62,18.62,18.62,0.0,0.0,18.08,18.08,18.08,0.0,0.0,18.18,18.18,18.18,0.0,0.0
