Date,LYB_stock_Open_average,LYB_stock_Open_max,LYB_stock_Open_min,LYB_stock_Open_volatility,LYB_stock_Open_change,LYB_stock_High_average,LYB_stock_High_max,LYB_stock_High_min,LYB_stock_High_volatility,LYB_stock_High_change,LYB_stock_Low_average,LYB_stock_Low_max,LYB_stock_Low_min,LYB_stock_Low_volatility,LYB_stock_Low_change,LYB_stock_Close_average,LYB_stock_Close_max,LYB_stock_Close_min,LYB_stock_Close_volatility,LYB_stock_Close_change,LYB_stock_Volume_average,LYB_stock_Volume_max,LYB_stock_Volume_min,LYB_stock_Volume_volatility,LYB_stock_Volume_change
2018-01-14,116.97,117.97,116.26,1.7099999999999937,-0.5799999999999983,118.12,119.99,117.04,2.9499999999999886,1.8599999999999994,115.87,117.15,115.11,2.0400000000000063,2.0400000000000063,117.395,119.92,115.89,4.030000000000001,4.030000000000001,2203164,2863969,1704023,1159946,867700
2018-01-21,119.516,121.3,118.52,2.780000000000001,2.319999999999993,120.382,121.78,119.05,2.730000000000004,2.0799999999999983,118.876,120.18,117.65,2.530000000000001,1.6600000000000108,119.708,121.49,118.43,3.059999999999988,2.549999999999997,1798162,2157188,1479389,677799,89360
2018-01-28,119.486,121.62,117.56,4.060000000000002,-4.060000000000002,120.204,121.95,117.84,4.109999999999999,-4.109999999999999,117.268,120.69,111.53,9.159999999999997,-9.159999999999997,117.866,120.91,112.17,8.739999999999995,-8.739999999999995,3083517,4224647,1228242,2996405,2996405
2018-02-04,109.64,113.13,106.09,7.039999999999992,-4.589999999999989,111.99,114.35,107.83,6.519999999999996,-5.159999999999997,106.396,110.2,102.82,7.38000000000001,-4.63000000000001,109.128,113.82,105.79,8.029999999999987,-1.7800000000000011,3389039,4939488,2543583,2395905,5165
2018-02-11,109.882,113.3,108.23,5.069999999999993,1.5699999999999932,111.774,114.45,110.48,3.969999999999999,-0.22999999999998977,108.284,108.74,108.04,0.6999999999999886,0.12000000000000455,109.984,112.0,108.61,3.3900000000000006,-1.0900000000000034,2354347,3118308,1757511,1360797,521793
2018-02-18,109.4875,111.49,108.0,3.489999999999995,3.489999999999995,111.185,112.14,109.63,2.510000000000005,2.510000000000005,108.88749999999999,110.3,107.41,2.8900000000000006,2.8900000000000006,110.0275,111.6,108.59,3.009999999999991,3.009999999999991,1826647,2295796,1509685,786111,-779185
2018-02-25,109.494,111.85,106.62,5.22999999999999,-5.22999999999999,110.256,111.98,107.54,4.439999999999998,-4.439999999999998,107.866,109.61,105.04,4.569999999999993,-4.569999999999993,108.746,110.51,107.21,3.3000000000000114,-3.3000000000000114,2569607,3693767,2054449,1639318,-65348
2018-03-04,109.044,110.33,106.77,3.5600000000000023,3.5600000000000023,110.594,112.49,109.03,3.4599999999999937,3.4599999999999937,108.126,109.86,105.93,3.9299999999999926,3.9299999999999926,109.888,112.28,108.67,3.6099999999999994,3.6099999999999994,2078714,2413583,1794573,619010,-553483
2018-03-11,110.472,112.68,107.49,5.190000000000012,-5.190000000000012,110.92,112.83,108.56,4.269999999999996,-4.269999999999996,108.556,110.83,106.58,4.25,-4.25,108.976,111.14,107.18,3.9599999999999937,-3.9599999999999937,2473285,4500742,1592595,2908147,2475771
2018-03-18,107.712,109.7,106.67,3.030000000000001,-0.539999999999992,109.29,112.36,107.32,5.040000000000006,0.18000000000000682,106.014,106.93,104.41,2.5200000000000102,-1.0900000000000034,107.32,111.21,104.55,6.659999999999997,-2.219999999999999,2812713,3351960,2569240,782720,-12415
2018-03-25,104.7425,105.81,103.29,2.519999999999996,-2.519999999999996,106.1225,106.49,105.44,1.0499999999999972,-0.28000000000000114,103.1925,103.72,102.32,1.4000000000000057,-0.14999999999999147,104.515,105.68,103.15,2.530000000000001,0.5900000000000034,2510247,3045173,2258674,786499,-786499
2018-04-01,103.47,105.41,101.11,4.299999999999997,-1.8999999999999915,104.564,105.95,102.97,2.980000000000004,-1.9500000000000028,100.82000000000001,103.2,96.19,7.010000000000005,-2.4399999999999977,103.244,104.85,100.79,4.059999999999988,-2.9199999999999875,2532425,4713551,1724496,2989055,653887
2018-04-08,102.412,104.06,101.42,2.6400000000000006,2.530000000000001,103.466,104.58,101.83,2.75,2.75,101.352,102.82,99.4,3.4199999999999875,3.2299999999999898,102.144,103.7,99.43,4.269999999999996,3.6099999999999994,2919722,4214910,1708111,2506799,-1969715
2018-04-15,106.58,108.41,104.18,4.22999999999999,3.569999999999993,107.598,109.45,105.25,4.200000000000003,3.0600000000000023,105.646,106.73,103.51,3.219999999999999,3.1999999999999886,106.946,108.87,104.54,4.329999999999998,3.1400000000000006,2466088,3163178,1788540,1374638,359391
2018-04-22,107.326,109.15,105.5,3.6500000000000057,1.6500000000000057,108.144,109.54,105.98,3.5600000000000023,1.0100000000000051,105.25,107.24,104.1,3.1400000000000006,-2.239999999999995,106.562,108.32,105.39,2.9299999999999926,-1.6499999999999915,2681524,3471623,2058189,1413434,1029656
2018-04-29,104.904,106.67,103.53,3.1400000000000006,-3.1400000000000006,105.798,107.74,104.88,2.8599999999999994,-2.759999999999991,103.446,105.32,102.46,2.8599999999999994,-2.8599999999999994,104.602,105.73,103.79,1.9399999999999977,-0.9399999999999977,2288460,2599838,2129453,470385,-71033
2018-05-06,107.416,112.47,104.5,7.969999999999999,7.480000000000004,109.638,113.53,104.66,8.870000000000005,7.439999999999998,106.91199999999999,111.97,103.46,8.510000000000005,7.810000000000002,108.806,112.57,104.54,8.029999999999987,7.969999999999999,2842360,3547028,1903563,1643465,330879
2018-05-13,113.934,116.11,111.65,4.459999999999994,3.239999999999995,115.07,116.87,112.49,4.38000000000001,3.5400000000000063,113.468,115.91,111.15,4.759999999999991,4.340000000000003,114.374,116.22,111.98,4.239999999999995,4.239999999999995,2192811,3360147,1534176,1825971,49500
2018-05-20,116.284,117.78,115.2,2.5799999999999983,-1.2000000000000028,117.586,119.39,115.82,3.5700000000000074,-1.4899999999999949,114.8,116.23,113.05,3.180000000000007,-3.180000000000007,116.028,117.53,113.76,3.769999999999996,-3.769999999999996,2052774,2659054,1573412,1085642,774510
2018-05-27,113.3375,114.42,112.42,2.0,1.7399999999999949,114.425,115.26,113.83,1.4300000000000068,0.7900000000000063,111.765,112.45,110.97,1.480000000000004,1.480000000000004,112.6425,113.88,111.45,2.4299999999999926,1.6700000000000017,2052137,2548003,1667298,880705,-880705
2018-06-03,115.636,118.01,112.98,5.030000000000001,3.519999999999996,117.06,118.85,114.35,4.5,3.950000000000003,115.104,117.4,112.98,4.420000000000002,3.440000000000012,116.7,118.54,113.39,5.150000000000006,4.700000000000003,1938264,2368054,1377520,990534,460389
2018-06-10,117.38799999999999,118.48,115.94,2.5400000000000063,-1.1600000000000108,117.574,118.71,115.94,2.769999999999996,-0.8599999999999994,115.428,116.95,113.89,3.0600000000000023,-2.760000000000005,116.04,117.67,114.15,3.519999999999996,-2.210000000000008,1955778,3493565,989277,2504288,1985188
2018-06-17,111.74,114.14,109.95,4.189999999999998,-4.189999999999998,112.476,115.54,110.09,5.450000000000003,-3.7900000000000063,110.104,114.14,107.63,6.510000000000005,-4.780000000000001,111.0,114.71,108.02,6.689999999999998,-3.6899999999999977,2509201,2978317,1637099,1341218,1080154
2018-06-24,109.39,110.75,108.05,2.700000000000003,-0.75,110.61,112.09,108.81,3.280000000000001,1.240000000000009,107.95400000000001,109.59,106.91,2.680000000000007,2.680000000000007,108.832,109.85,107.62,2.2299999999999898,2.2299999999999898,1953242,2279052,1619164,659888,342130
2018-07-01,108.0275,108.99,107.21,1.7800000000000011,-1.5499999999999972,108.82249999999999,109.22,108.17,1.0499999999999972,-0.23000000000000398,106.89,107.26,106.64,0.6200000000000045,-0.5500000000000114,107.6775,108.57,106.76,1.809999999999988,1.019999999999996,1659415,2360838,878785,1482053,-393190
