Date,Innovator IBD 50_Open_average,Innovator IBD 50_Open_max,Innovator IBD 50_Open_min,Innovator IBD 50_Open_volatility,Innovator IBD 50_Open_change,Innovator IBD 50_High_average,Innovator IBD 50_High_max,Innovator IBD 50_High_min,Innovator IBD 50_High_volatility,Innovator IBD 50_High_change,Innovator IBD 50_Low_average,Innovator IBD 50_Low_max,Innovator IBD 50_Low_min,Innovator IBD 50_Low_volatility,Innovator IBD 50_Low_change,Innovator IBD 50_Close_average,Innovator IBD 50_Close_max,Innovator IBD 50_Close_min,Innovator IBD 50_Close_volatility,Innovator IBD 50_Close_change
2018-04-15,33.96,33.96,33.96,0.0,0.0,33.98,33.98,33.98,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.55,33.55,33.55,0.0,0.0
2018-04-22,33.02,33.02,33.02,0.0,0.0,33.35,33.35,33.35,0.0,0.0,32.97,32.97,32.97,0.0,0.0,33.12,33.12,33.12,0.0,0.0
2018-04-29,33.78,33.78,33.78,0.0,0.0,34.37,34.37,34.37,0.0,0.0,33.78,33.78,33.78,0.0,0.0,34.23,34.23,34.23,0.0,0.0
2018-05-06,35.0,35.0,35.0,0.0,0.0,35.57,35.57,35.57,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.9,34.9,34.9,0.0,0.0
2018-05-13,35.73,35.73,35.73,0.0,0.0,35.96,35.96,35.96,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.56,35.56,35.56,0.0,0.0
2018-05-20,35.6,35.6,35.6,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.71,35.71,35.71,0.0,0.0
2018-05-27,36.0,36.0,36.0,0.0,0.0,36.0,36.0,36.0,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.87,35.87,35.87,0.0,0.0
2018-06-03,36.22,36.22,36.22,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.11,36.11,36.11,0.0,0.0,36.15,36.15,36.15,0.0,0.0
2018-06-10,37.0,37.0,37.0,0.0,0.0,37.48,37.48,37.48,0.0,0.0,36.72,36.72,36.72,0.0,0.0,37.48,37.48,37.48,0.0,0.0
2018-06-17,36.0,36.0,36.0,0.0,0.0,36.0,36.0,36.0,0.0,0.0,34.8,34.8,34.8,0.0,0.0,35.19,35.19,35.19,0.0,0.0
2018-06-24,34.9,34.9,34.9,0.0,0.0,35.6,35.6,35.6,0.0,0.0,34.8,34.8,34.8,0.0,0.0,35.6,35.6,35.6,0.0,0.0
2018-07-01,36.41,36.41,36.41,0.0,0.0,36.54,36.54,36.54,0.0,0.0,35.96,35.96,35.96,0.0,0.0,36.5,36.5,36.5,0.0,0.0
2018-07-08,36.7,36.7,36.7,0.0,0.0,36.83,36.83,36.83,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.66,36.66,36.66,0.0,0.0
2018-07-15,36.96,36.96,36.96,0.0,0.0,37.07,37.07,37.07,0.0,0.0,36.66,36.66,36.66,0.0,0.0,37.01,37.01,37.01,0.0,0.0
2018-07-22,35.7,35.7,35.7,0.0,0.0,35.82,35.82,35.82,0.0,0.0,34.28,34.28,34.28,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2018-07-29,35.37,35.37,35.37,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.29,35.29,35.29,0.0,0.0,35.78,35.78,35.78,0.0,0.0
2018-08-05,36.11,36.11,36.11,0.0,0.0,36.2,36.2,36.2,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.83,35.83,35.83,0.0,0.0
2018-08-12,35.86,35.86,35.86,0.0,0.0,36.1,36.1,36.1,0.0,0.0,35.69,35.69,35.69,0.0,0.0,36.02,36.02,36.02,0.0,0.0
2018-08-19,37.48,37.48,37.48,0.0,0.0,37.82,37.82,37.82,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.61,37.61,37.61,0.0,0.0
2018-08-26,37.77,37.77,37.77,0.0,0.0,38.17,38.17,38.17,0.0,0.0,37.77,37.77,37.77,0.0,0.0,38.16,38.16,38.16,0.0,0.0
2018-09-02,37.61,37.61,37.61,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.27,37.27,37.27,0.0,0.0,37.63,37.63,37.63,0.0,0.0
2018-09-09,38.09,38.09,38.09,0.0,0.0,38.19,38.19,38.19,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.33,37.33,37.33,0.0,0.0
2018-09-16,37.03,37.03,37.03,0.0,0.0,37.56,37.56,37.56,0.0,0.0,36.78,36.78,36.78,0.0,0.0,37.51,37.51,37.51,0.0,0.0
2018-09-23,38.68,38.68,38.68,0.0,0.0,38.79,38.79,38.79,0.0,0.0,37.96,37.96,37.96,0.0,0.0,38.07,38.07,38.07,0.0,0.0
2018-09-30,35.74,35.74,35.74,0.0,0.0,35.77,35.77,35.77,0.0,0.0,34.67,34.67,34.67,0.0,0.0,35.23,35.23,35.23,0.0,0.0
2018-10-07,33.36,33.36,33.36,0.0,0.0,33.51,33.51,33.51,0.0,0.0,32.85,32.85,32.85,0.0,0.0,33.11,33.11,33.11,0.0,0.0
2018-10-14,32.83,32.83,32.83,0.0,0.0,33.17,33.17,33.17,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.97,32.97,32.97,0.0,0.0
2018-10-21,31.2,31.2,31.2,0.0,0.0,31.41,31.41,31.41,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.49,30.49,30.49,0.0,0.0
2018-10-28,31.35,31.35,31.35,0.0,0.0,31.35,31.35,31.35,0.0,0.0,30.74,30.74,30.74,0.0,0.0,31.08,31.08,31.08,0.0,0.0
2018-11-04,31.26,31.26,31.26,0.0,0.0,31.29,31.29,31.29,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.42,30.42,30.42,0.0,0.0
2018-11-11,30.5,30.5,30.5,0.0,0.0,30.5,30.5,30.5,0.0,0.0,29.04,29.04,29.04,0.0,0.0,29.09,29.09,29.09,0.0,0.0
2018-11-18,29.49,29.49,29.49,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.57,29.57,29.57,0.0,0.0
2018-11-25,31.74,31.74,31.74,0.0,0.0,31.74,31.74,31.74,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.51,31.51,31.51,0.0,0.0
2018-12-02,29.13,29.13,29.13,0.0,0.0,29.56,29.56,29.56,0.0,0.0,28.91,28.91,28.91,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2018-12-09,28.85,28.85,28.85,0.0,0.0,28.85,28.85,28.85,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.88,27.88,27.88,0.0,0.0
2018-12-16,25.7,25.7,25.7,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.43,25.43,25.43,0.0,0.0
2018-12-23,27.53,27.53,27.53,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.62,27.62,27.62,0.0,0.0
2018-12-30,27.71,27.71,27.71,0.0,0.0,28.48,28.48,28.48,0.0,0.0,27.7,27.7,27.7,0.0,0.0,28.31,28.31,28.31,0.0,0.0
2019-01-06,29.05,29.05,29.05,0.0,0.0,29.13,29.13,29.13,0.0,0.0,28.96,28.96,28.96,0.0,0.0,28.96,28.96,28.96,0.0,0.0
2019-01-13,30.09,30.09,30.09,0.0,0.0,30.19,30.19,30.19,0.0,0.0,29.73,29.73,29.73,0.0,0.0,30.08,30.08,30.08,0.0,0.0
2019-01-20,30.03,30.03,30.03,0.0,0.0,30.33,30.33,30.33,0.0,0.0,29.95,29.95,29.95,0.0,0.0,30.28,30.28,30.28,0.0,0.0
2019-01-27,31.1,31.1,31.1,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.39,31.39,31.39,0.0,0.0
2019-02-03,31.79,31.79,31.79,0.0,0.0,31.98,31.98,31.98,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.85,31.85,31.85,0.0,0.0
2019-02-10,32.78,32.78,32.78,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.83,32.83,32.83,0.0,0.0
2019-02-17,33.35,33.35,33.35,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.21,33.21,33.21,0.0,0.0,33.26,33.26,33.26,0.0,0.0
2019-02-24,33.25,33.25,33.25,0.0,0.0,33.25,33.25,33.25,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.67,32.67,32.67,0.0,0.0
2019-03-03,32.01,32.01,32.01,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.01,32.01,32.01,0.0,0.0,32.57,32.57,32.57,0.0,0.0
2019-03-10,33.02,33.02,33.02,0.0,0.0,33.19,33.19,33.19,0.0,0.0,32.82,32.82,32.82,0.0,0.0,33.07,33.07,33.07,0.0,0.0
2019-03-17,32.57,32.57,32.57,0.0,0.0,32.91,32.91,32.91,0.0,0.0,32.48,32.48,32.48,0.0,0.0,32.83,32.83,32.83,0.0,0.0
2019-03-24,33.84,33.84,33.84,0.0,0.0,33.94,33.94,33.94,0.0,0.0,33.57,33.57,33.57,0.0,0.0,33.78,33.78,33.78,0.0,0.0
2019-03-31,33.93,33.93,33.93,0.0,0.0,34.09,34.09,34.09,0.0,0.0,33.67,33.67,33.67,0.0,0.0,34.09,34.09,34.09,0.0,0.0
2019-04-07,34.45,34.45,34.45,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.49,34.49,34.49,0.0,0.0
2019-04-14,33.82,33.82,33.82,0.0,0.0,34.15,34.15,34.15,0.0,0.0,33.82,33.82,33.82,0.0,0.0,34.12,34.12,34.12,0.0,0.0
2019-04-21,34.55,34.55,34.55,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.58,34.58,34.58,0.0,0.0
2019-04-28,33.42,33.42,33.42,0.0,0.0,34.11,34.11,34.11,0.0,0.0,33.32,33.32,33.32,0.0,0.0,34.03,34.03,34.03,0.0,0.0
2019-05-05,32.8,32.8,32.8,0.0,0.0,32.92,32.92,32.92,0.0,0.0,32.18,32.18,32.18,0.0,0.0,32.23,32.23,32.23,0.0,0.0
2019-05-12,33.06,33.06,33.06,0.0,0.0,33.07,33.07,33.07,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.81,32.81,32.81,0.0,0.0
2019-05-19,32.7,32.7,32.7,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.73,32.73,32.73,0.0,0.0
2019-05-26,32.28,32.28,32.28,0.0,0.0,32.46,32.46,32.46,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.7,31.7,31.7,0.0,0.0
2019-06-02,34.09,34.09,34.09,0.0,0.0,34.34,34.34,34.34,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.97,33.97,33.97,0.0,0.0
2019-06-09,33.79,33.79,33.79,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.88,33.88,33.88,0.0,0.0
2019-06-16,34.45,34.45,34.45,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.1,34.1,34.1,0.0,0.0,34.1,34.1,34.1,0.0,0.0
2019-06-23,34.83,34.83,34.83,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.71,34.71,34.71,0.0,0.0
2019-06-30,35.02,35.02,35.02,0.0,0.0,35.06,35.06,35.06,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.98,34.98,34.98,0.0,0.0
2019-07-07,35.77,35.77,35.77,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.66,35.66,35.66,0.0,0.0,35.83,35.83,35.83,0.0,0.0
2019-07-14,35.48,35.48,35.48,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.31,35.31,35.31,0.0,0.0
2019-07-21,35.83,35.83,35.83,0.0,0.0,35.86,35.86,35.86,0.0,0.0,35.11,35.11,35.11,0.0,0.0,35.41,35.41,35.41,0.0,0.0
2019-07-28,33.49,33.49,33.49,0.0,0.0,33.55,33.55,33.55,0.0,0.0,32.68,32.68,32.68,0.0,0.0,33.0,33.0,33.0,0.0,0.0
2019-08-04,34.34,34.34,34.34,0.0,0.0,34.34,34.34,34.34,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.91,33.91,33.91,0.0,0.0
2019-08-11,34.39,34.39,34.39,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.02,34.02,34.02,0.0,0.0,34.07,34.07,34.07,0.0,0.0
2019-08-18,33.9,33.9,33.9,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.92,33.92,33.92,0.0,0.0
2019-08-25,34.53,34.53,34.53,0.0,0.0,34.62,34.62,34.62,0.0,0.0,33.87,33.87,33.87,0.0,0.0,34.04,34.04,34.04,0.0,0.0
2019-09-01,34.38,34.38,34.38,0.0,0.0,34.48,34.48,34.48,0.0,0.0,33.03,33.03,33.03,0.0,0.0,33.22,33.22,33.22,0.0,0.0
2019-09-08,32.31,32.31,32.31,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.75,32.75,32.75,0.0,0.0
2019-09-15,33.03,33.03,33.03,0.0,0.0,33.24,33.24,33.24,0.0,0.0,33.03,33.03,33.03,0.0,0.0,33.13,33.13,33.13,0.0,0.0
2019-09-22,32.09,32.09,32.09,0.0,0.0,32.39,32.39,32.39,0.0,0.0,32.06,32.06,32.06,0.0,0.0,32.27,32.27,32.27,0.0,0.0
2019-09-29,32.48,32.48,32.48,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.39,32.39,32.39,0.0,0.0,32.52,32.52,32.52,0.0,0.0
2019-10-06,32.75,32.75,32.75,0.0,0.0,32.94,32.94,32.94,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.87,32.87,32.87,0.0,0.0
2019-10-13,32.66,32.66,32.66,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.66,32.66,32.66,0.0,0.0
2019-10-20,33.19,33.19,33.19,0.0,0.0,33.23,33.23,33.23,0.0,0.0,33.06,33.06,33.06,0.0,0.0,33.13,33.13,33.13,0.0,0.0
2019-10-27,33.52,33.52,33.52,0.0,0.0,33.57,33.57,33.57,0.0,0.0,33.2,33.2,33.2,0.0,0.0,33.26,33.26,33.26,0.0,0.0
2019-11-03,33.35,33.35,33.35,0.0,0.0,33.89,33.89,33.89,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.89,33.89,33.89,0.0,0.0
2019-11-10,34.7,34.7,34.7,0.0,0.0,35.08,35.08,35.08,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.87,34.87,34.87,0.0,0.0
2019-11-17,34.56,34.56,34.56,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.83,34.83,34.83,0.0,0.0
2019-11-24,35.25,35.25,35.25,0.0,0.0,35.25,35.25,35.25,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.73,34.73,34.73,0.0,0.0
2019-12-01,34.96,34.96,34.96,0.0,0.0,35.0,35.0,35.0,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.73,34.73,34.73,0.0,0.0
2019-12-08,34.68,34.68,34.68,0.0,0.0,35.02,35.02,35.02,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.94,34.94,34.94,0.0,0.0
2019-12-15,35.02,35.02,35.02,0.0,0.0,35.05,35.05,35.05,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.89,34.89,34.89,0.0,0.0
2019-12-22,35.01,35.01,35.01,0.0,0.0,35.03,35.03,35.03,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.66,34.66,34.66,0.0,0.0
2019-12-29,34.96,34.96,34.96,0.0,0.0,35.22,35.22,35.22,0.0,0.0,34.75,34.75,34.75,0.0,0.0,35.07,35.07,35.07,0.0,0.0
