Date,HEI_Open_average,HEI_Open_max,HEI_Open_min,HEI_Open_volatility,HEI_Open_change,HEI_High_average,HEI_High_max,HEI_High_min,HEI_High_volatility,HEI_High_change,HEI_Low_average,HEI_Low_max,HEI_Low_min,HEI_Low_volatility,HEI_Low_change,HEI_Close_average,HEI_Close_max,HEI_Close_min,HEI_Close_volatility,HEI_Close_change,HEI_Volume_average,HEI_Volume_max,HEI_Volume_min,HEI_Volume_volatility,HEI_Volume_change
2018-01-14,62.378,62.82,61.81,1.009999999999998,0.20000000000000284,62.71,63.0,62.37,0.6300000000000026,0.22999999999999687,61.736,62.04,61.22,0.8200000000000003,0.4099999999999966,62.146,62.97,61.71,1.259999999999998,0.509999999999998,306779,348565,259318,89247,-63238
2018-01-21,63.728,66.09,62.2,3.8900000000000006,3.8700000000000045,64.996,68.38,62.27,6.109999999999992,6.109999999999992,63.31,65.77,61.52,4.249999999999993,4.249999999999993,64.56,66.98,62.0,4.980000000000004,4.980000000000004,430492,563106,310628,252478,218303
2018-01-28,65.042,66.53,63.84,2.6899999999999977,-2.6899999999999977,65.668,66.88,64.18,2.6999999999999886,-2.6999999999999886,63.13,64.78,58.42,6.359999999999999,-6.359999999999999,63.936,65.43,60.39,5.040000000000006,-4.829999999999998,314710,576686,184238,392448,223398
2018-02-04,60.808,62.18,59.19,2.990000000000002,1.1500000000000057,62.03,62.88,61.26,1.6200000000000045,-0.4099999999999966,59.632,61.82,58.36,3.460000000000001,1.4200000000000017,60.896,61.89,59.7,2.1899999999999977,-0.7999999999999972,373967,627068,211245,415823,-415823
2018-02-11,61.9225,63.54,60.77,2.769999999999996,2.769999999999996,63.0575,64.85,61.62,3.229999999999997,3.229999999999997,61.7575,63.35,60.65,2.700000000000003,2.6200000000000045,62.855000000000004,64.51,61.46,3.0500000000000043,3.0500000000000043,290051,328888,245606,83282,33716
2018-02-18,64.458,64.66,64.14,0.519999999999996,0.4300000000000068,65.188,65.57,64.71,0.8599999999999994,0.14999999999999147,64.062,64.46,63.76,0.6999999999999957,0.39000000000000057,64.572,65.46,63.82,1.6399999999999935,0.7999999999999972,360354,545267,255561,289706,131203
2018-02-25,67.768,68.92,65.62,3.299999999999997,3.1700000000000017,69.158,70.98,66.36,4.6200000000000045,2.9399999999999977,66.752,68.02,64.96,3.0600000000000023,3.0600000000000023,67.962,69.04,64.97,4.070000000000007,4.070000000000007,537568,895143,315078,580065,-165522
2018-03-04,69.70400000000001,70.47,68.18,2.289999999999992,1.0700000000000074,70.158,70.47,69.5,0.9699999999999989,0.8400000000000034,68.73599999999999,69.35,67.92,1.4299999999999926,0.6700000000000017,69.576,70.09,68.8,1.2900000000000063,0.4200000000000017,400472,459950,363397,96553,-49330
2018-03-11,70.928,72.26,69.59,2.6700000000000017,0.9399999999999977,71.542,72.65,70.53,2.1200000000000045,-0.03999999999999204,69.898,70.51,69.0,1.5100000000000051,-0.23000000000000398,70.95,72.06,70.32,1.740000000000009,-0.15000000000000568,638186,940816,392096,548720,210785
2018-03-18,70.636,71.2,69.72,1.480000000000004,0.8100000000000023,71.734,72.66,71.21,1.4500000000000028,1.25,69.896,70.55,69.07,1.480000000000004,-0.20000000000000284,70.86800000000001,72.45,69.29,3.1599999999999966,1.5499999999999972,392018,534960,268846,266114,103412
