Date,First Trust Dorsey Wright Peoples PortfolioEtf_Open_average,First Trust Dorsey Wright Peoples PortfolioEtf_Open_max,First Trust Dorsey Wright Peoples PortfolioEtf_Open_min,First Trust Dorsey Wright Peoples PortfolioEtf_Open_volatility,First Trust Dorsey Wright Peoples PortfolioEtf_Open_change,First Trust Dorsey Wright Peoples PortfolioEtf_High_average,First Trust Dorsey Wright Peoples PortfolioEtf_High_max,First Trust Dorsey Wright Peoples PortfolioEtf_High_min,First Trust Dorsey Wright Peoples PortfolioEtf_High_volatility,First Trust Dorsey Wright Peoples PortfolioEtf_High_change,First Trust Dorsey Wright Peoples PortfolioEtf_Low_average,First Trust Dorsey Wright Peoples PortfolioEtf_Low_max,First Trust Dorsey Wright Peoples PortfolioEtf_Low_min,First Trust Dorsey Wright Peoples PortfolioEtf_Low_volatility,First Trust Dorsey Wright Peoples PortfolioEtf_Low_change,First Trust Dorsey Wright Peoples PortfolioEtf_Close_average,First Trust Dorsey Wright Peoples PortfolioEtf_Close_max,First Trust Dorsey Wright Peoples PortfolioEtf_Close_min,First Trust Dorsey Wright Peoples PortfolioEtf_Close_volatility,First Trust Dorsey Wright Peoples PortfolioEtf_Close_change
2018-01-14,29.91,29.91,29.91,0.0,0.0,29.98,29.98,29.98,0.0,0.0,29.88,29.88,29.88,0.0,0.0,29.97,29.97,29.97,0.0,0.0
2018-01-21,30.35,30.35,30.35,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.56,30.56,30.56,0.0,0.0
2018-01-28,29.67,29.67,29.67,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.38,29.38,29.38,0.0,0.0
2018-02-04,27.75,27.75,27.75,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.51,27.51,27.51,0.0,0.0
2018-02-11,29.04,29.04,29.04,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.04,29.04,29.04,0.0,0.0,29.19,29.19,29.19,0.0,0.0
2018-02-18,28.96,28.96,28.96,0.0,0.0,29.14,29.14,29.14,0.0,0.0,28.91,28.91,28.91,0.0,0.0,29.14,29.14,29.14,0.0,0.0
2018-02-25,28.31,28.31,28.31,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.46,28.46,28.46,0.0,0.0
2018-03-04,29.2,29.2,29.2,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.69,29.69,29.69,0.0,0.0
2018-03-11,29.51,29.51,29.51,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.51,29.51,29.51,0.0,0.0
2018-03-18,28.48,28.48,28.48,0.0,0.0,28.48,28.48,28.48,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.88,27.88,27.88,0.0,0.0
2018-03-25,28.33,28.33,28.33,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.51,28.51,28.51,0.0,0.0
2018-04-01,28.21,28.21,28.21,0.0,0.0,28.21,28.21,28.21,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.89,27.89,27.89,0.0,0.0
2018-04-08,28.5,28.5,28.5,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.47,28.47,28.47,0.0,0.0
2018-04-15,28.66,28.66,28.66,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.58,28.58,28.58,0.0,0.0
2018-04-22,28.56,28.56,28.56,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.63,28.63,28.63,0.0,0.0
2018-04-29,28.34,28.34,28.34,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.44,28.44,28.44,0.0,0.0
2018-05-06,29.03,29.03,29.03,0.0,0.0,29.06,29.06,29.06,0.0,0.0,28.98,28.98,28.98,0.0,0.0,28.98,28.98,28.98,0.0,0.0
2018-05-13,28.85,28.85,28.85,0.0,0.0,29.01,29.01,29.01,0.0,0.0,28.85,28.85,28.85,0.0,0.0,29.01,29.01,29.01,0.0,0.0
2018-05-20,29.0,29.0,29.0,0.0,0.0,29.0,29.0,29.0,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.92,28.92,28.92,0.0,0.0
2018-05-27,29.03,29.03,29.03,0.0,0.0,29.11,29.11,29.11,0.0,0.0,28.99,28.99,28.99,0.0,0.0,29.08,29.08,29.08,0.0,0.0
2018-06-03,29.38,29.38,29.38,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.53,29.53,29.53,0.0,0.0
2018-06-10,29.6,29.6,29.6,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.49,29.49,29.49,0.0,0.0,29.67,29.67,29.67,0.0,0.0
2018-06-17,29.51,29.51,29.51,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.44,29.44,29.44,0.0,0.0
2018-06-24,28.77,28.77,28.77,0.0,0.0,29.15,29.15,29.15,0.0,0.0,28.77,28.77,28.77,0.0,0.0,29.06,29.06,29.06,0.0,0.0
2018-07-01,29.25,29.25,29.25,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.33,29.33,29.33,0.0,0.0
2018-07-08,29.68,29.68,29.68,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.63,29.63,29.63,0.0,0.0
2018-07-15,29.68,29.68,29.68,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.69,29.69,29.69,0.0,0.0
2018-07-22,29.9,29.9,29.9,0.0,0.0,29.9,29.9,29.9,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.8,29.8,29.8,0.0,0.0
2018-07-29,29.85,29.85,29.85,0.0,0.0,29.93,29.93,29.93,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.93,29.93,29.93,0.0,0.0
2018-08-05,29.97,29.97,29.97,0.0,0.0,30.03,30.03,30.03,0.0,0.0,29.97,29.97,29.97,0.0,0.0,30.0,30.0,30.0,0.0,0.0
2018-08-12,29.86,29.86,29.86,0.0,0.0,30.05,30.05,30.05,0.0,0.0,29.8,29.8,29.8,0.0,0.0,30.04,30.04,30.04,0.0,0.0
2018-08-19,30.18,30.18,30.18,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.18,30.18,30.18,0.0,0.0,30.27,30.27,30.27,0.0,0.0
2018-08-26,30.42,30.42,30.42,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.42,30.42,30.42,0.0,0.0
2018-09-02,30.18,30.18,30.18,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.18,30.18,30.18,0.0,0.0,30.26,30.26,30.26,0.0,0.0
2018-09-09,30.56,30.56,30.56,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.56,30.56,30.56,0.0,0.0
2018-09-16,30.83,30.83,30.83,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.79,30.79,30.79,0.0,0.0
