Date,SPDR Russell 1000 Momentum_etf_Open_average,SPDR Russell 1000 Momentum_etf_Open_max,SPDR Russell 1000 Momentum_etf_Open_min,SPDR Russell 1000 Momentum_etf_Open_volatility,SPDR Russell 1000 Momentum_etf_Open_change,SPDR Russell 1000 Momentum_etf_High_average,SPDR Russell 1000 Momentum_etf_High_max,SPDR Russell 1000 Momentum_etf_High_min,SPDR Russell 1000 Momentum_etf_High_volatility,SPDR Russell 1000 Momentum_etf_High_change,SPDR Russell 1000 Momentum_etf_Low_average,SPDR Russell 1000 Momentum_etf_Low_max,SPDR Russell 1000 Momentum_etf_Low_min,SPDR Russell 1000 Momentum_etf_Low_volatility,SPDR Russell 1000 Momentum_etf_Low_change,SPDR Russell 1000 Momentum_etf_Close_average,SPDR Russell 1000 Momentum_etf_Close_max,SPDR Russell 1000 Momentum_etf_Close_min,SPDR Russell 1000 Momentum_etf_Close_volatility,SPDR Russell 1000 Momentum_etf_Close_change
2018-01-14,75.75,75.75,75.75,0.0,0.0,76.2,76.2,76.2,0.0,0.0,75.71,75.71,75.71,0.0,0.0,75.95,75.95,75.95,0.0,0.0
2018-01-21,76.65,76.65,76.65,0.0,0.0,77.25,77.25,77.25,0.0,0.0,76.54,76.54,76.54,0.0,0.0,77.24,77.24,77.24,0.0,0.0
2018-01-28,75.19,75.19,75.19,0.0,0.0,75.19,75.19,75.19,0.0,0.0,74.09,74.09,74.09,0.0,0.0,74.22,74.22,74.22,0.0,0.0
2018-02-04,70.4,70.4,70.4,0.0,0.0,70.94,70.94,70.94,0.0,0.0,69.08,69.08,69.08,0.0,0.0,70.89,70.89,70.89,0.0,0.0
2018-02-11,73.57,73.57,73.57,0.0,0.0,74.01,74.01,74.01,0.0,0.0,73.51,73.51,73.51,0.0,0.0,73.76,73.76,73.76,0.0,0.0
2018-02-18,73.25,73.25,73.25,0.0,0.0,73.86,73.86,73.86,0.0,0.0,73.2,73.2,73.2,0.0,0.0,73.81,73.81,73.81,0.0,0.0
2018-02-25,71.79,71.79,71.79,0.0,0.0,72.6,72.6,72.6,0.0,0.0,71.55,71.55,71.55,0.0,0.0,72.56,72.56,72.56,0.0,0.0
2018-03-04,74.47,74.47,74.47,0.0,0.0,74.97,74.97,74.97,0.0,0.0,74.38,74.38,74.38,0.0,0.0,74.96,74.96,74.96,0.0,0.0
2018-03-11,74.42,74.42,74.42,0.0,0.0,74.74,74.74,74.74,0.0,0.0,74.42,74.42,74.42,0.0,0.0,74.7,74.7,74.7,0.0,0.0
2018-03-18,72.36,72.36,72.36,0.0,0.0,72.36,72.36,72.36,0.0,0.0,70.86,70.86,70.86,0.0,0.0,70.86,70.86,70.86,0.0,0.0
2018-03-25,72.07,72.07,72.07,0.0,0.0,72.7,72.7,72.7,0.0,0.0,71.66,71.66,71.66,0.0,0.0,72.52,72.52,72.52,0.0,0.0
2018-04-01,71.99,71.99,71.99,0.0,0.0,72.16,72.16,72.16,0.0,0.0,70.76,70.76,70.76,0.0,0.0,71.25,71.25,71.25,0.0,0.0
2018-04-08,72.63,72.63,72.63,0.0,0.0,72.63,72.63,72.63,0.0,0.0,72.18,72.18,72.18,0.0,0.0,72.18,72.18,72.18,0.0,0.0
2018-04-15,73.04,73.04,73.04,0.0,0.0,73.11,73.11,73.11,0.0,0.0,72.48,72.48,72.48,0.0,0.0,72.65,72.65,72.65,0.0,0.0
2018-04-22,72.13,72.13,72.13,0.0,0.0,72.34,72.34,72.34,0.0,0.0,71.98,71.98,71.98,0.0,0.0,72.23,72.23,72.23,0.0,0.0
2018-04-29,70.68,70.68,70.68,0.0,0.0,72.15,72.15,72.15,0.0,0.0,70.68,70.68,70.68,0.0,0.0,71.94,71.94,71.94,0.0,0.0
2018-05-06,73.48,73.48,73.48,0.0,0.0,73.59,73.59,73.59,0.0,0.0,73.23,73.23,73.23,0.0,0.0,73.39,73.39,73.39,0.0,0.0
2018-05-13,73.49,73.49,73.49,0.0,0.0,73.72,73.72,73.72,0.0,0.0,73.49,73.49,73.49,0.0,0.0,73.6,73.6,73.6,0.0,0.0
2018-05-20,73.93,73.93,73.93,0.0,0.0,74.09,74.09,74.09,0.0,0.0,73.79,73.79,73.79,0.0,0.0,73.83,73.83,73.83,0.0,0.0
2018-05-27,73.82,73.82,73.82,0.0,0.0,73.96,73.96,73.96,0.0,0.0,73.75,73.75,73.75,0.0,0.0,73.78,73.78,73.78,0.0,0.0
2018-06-03,74.69,74.69,74.69,0.0,0.0,75.34,75.34,75.34,0.0,0.0,74.69,74.69,74.69,0.0,0.0,75.34,75.34,75.34,0.0,0.0
2018-06-10,74.98,74.98,74.98,0.0,0.0,75.53,75.53,75.53,0.0,0.0,74.97,74.97,74.97,0.0,0.0,75.53,75.53,75.53,0.0,0.0
2018-06-17,74.47,74.47,74.47,0.0,0.0,74.55,74.55,74.55,0.0,0.0,74.22,74.22,74.22,0.0,0.0,74.22,74.22,74.22,0.0,0.0
2018-06-24,73.44,73.44,73.44,0.0,0.0,73.7,73.7,73.7,0.0,0.0,72.98,72.98,72.98,0.0,0.0,72.98,72.98,72.98,0.0,0.0
2018-07-01,73.26,73.26,73.26,0.0,0.0,74.03,74.03,74.03,0.0,0.0,73.26,73.26,73.26,0.0,0.0,73.85,73.85,73.85,0.0,0.0
2018-07-08,74.24,74.24,74.24,0.0,0.0,74.8,74.8,74.8,0.0,0.0,74.24,74.24,74.24,0.0,0.0,74.56,74.56,74.56,0.0,0.0
2018-07-15,74.76,74.76,74.76,0.0,0.0,75.1,75.1,75.1,0.0,0.0,74.76,74.76,74.76,0.0,0.0,74.81,74.81,74.81,0.0,0.0
2018-07-22,75.45,75.45,75.45,0.0,0.0,75.45,75.45,75.45,0.0,0.0,74.69,74.69,74.69,0.0,0.0,74.75,74.75,74.75,0.0,0.0
2018-07-29,75.23,75.23,75.23,0.0,0.0,75.34,75.34,75.34,0.0,0.0,74.96,74.96,74.96,0.0,0.0,75.26,75.26,75.26,0.0,0.0
2018-08-05,75.36,75.36,75.36,0.0,0.0,75.68,75.68,75.68,0.0,0.0,75.36,75.36,75.36,0.0,0.0,75.57,75.57,75.57,0.0,0.0
2018-08-12,75.27,75.27,75.27,0.0,0.0,75.68,75.68,75.68,0.0,0.0,75.19,75.19,75.19,0.0,0.0,75.66,75.66,75.66,0.0,0.0
2018-08-19,76.31,76.31,76.31,0.0,0.0,76.72,76.72,76.72,0.0,0.0,76.31,76.31,76.31,0.0,0.0,76.6,76.6,76.6,0.0,0.0
2018-08-26,76.54,76.54,76.54,0.0,0.0,77.04,77.04,77.04,0.0,0.0,76.54,76.54,76.54,0.0,0.0,77.04,77.04,77.04,0.0,0.0
2018-09-02,76.09,76.09,76.09,0.0,0.0,76.51,76.51,76.51,0.0,0.0,75.98,75.98,75.98,0.0,0.0,76.14,76.14,76.14,0.0,0.0
2018-09-09,76.59,76.59,76.59,0.0,0.0,77.08,77.08,77.08,0.0,0.0,76.59,76.59,76.59,0.0,0.0,76.91,76.91,76.91,0.0,0.0
2018-09-16,77.26,77.26,77.26,0.0,0.0,77.31,77.31,77.31,0.0,0.0,76.89,76.89,76.89,0.0,0.0,76.89,76.89,76.89,0.0,0.0
2018-09-23,76.01,76.01,76.01,0.0,0.0,76.29,76.29,76.29,0.0,0.0,76.01,76.01,76.01,0.0,0.0,76.15,76.15,76.15,0.0,0.0
2018-09-30,74.93,74.93,74.93,0.0,0.0,75.02,75.02,75.02,0.0,0.0,74.05,74.05,74.05,0.0,0.0,74.54,74.54,74.54,0.0,0.0
2018-10-07,71.27,71.27,71.27,0.0,0.0,71.27,71.27,71.27,0.0,0.0,70.26,70.26,70.26,0.0,0.0,71.08,71.08,71.08,0.0,0.0
2018-10-14,71.3,71.3,71.3,0.0,0.0,71.3,71.3,71.3,0.0,0.0,70.37,70.37,70.37,0.0,0.0,70.65,70.65,70.65,0.0,0.0
2018-10-21,66.86,66.86,66.86,0.0,0.0,68.06,68.06,68.06,0.0,0.0,66.86,66.86,66.86,0.0,0.0,67.55,67.55,67.55,0.0,0.0
2018-10-28,71.52,71.52,71.52,0.0,0.0,71.52,71.52,71.52,0.0,0.0,70.14,70.14,70.14,0.0,0.0,70.37,70.37,70.37,0.0,0.0
2018-11-04,71.39,71.39,71.39,0.0,0.0,71.55,71.55,71.55,0.0,0.0,71.17,71.17,71.17,0.0,0.0,71.55,71.55,71.55,0.0,0.0
