Date,SRPT_stock_Open_average,SRPT_stock_Open_max,SRPT_stock_Open_min,SRPT_stock_Open_volatility,SRPT_stock_Open_change,SRPT_stock_High_average,SRPT_stock_High_max,SRPT_stock_High_min,SRPT_stock_High_volatility,SRPT_stock_High_change,SRPT_stock_Low_average,SRPT_stock_Low_max,SRPT_stock_Low_min,SRPT_stock_Low_volatility,SRPT_stock_Low_change,SRPT_stock_Close_average,SRPT_stock_Close_max,SRPT_stock_Close_min,SRPT_stock_Close_volatility,SRPT_stock_Close_change,SRPT_stock_Volume_average,SRPT_stock_Volume_max,SRPT_stock_Volume_min,SRPT_stock_Volume_volatility,SRPT_stock_Volume_change
2018-01-14,61.295,61.9,60.32,1.5799999999999983,0.25,62.535,62.96,61.69,1.2700000000000031,-0.21000000000000085,60.332499999999996,61.37,59.26,2.1099999999999994,2.1099999999999994,61.385000000000005,62.38,60.15,2.230000000000004,2.230000000000004,1491543,2035089,1198624,836465,-807589
2018-01-21,65.912,67.84,63.09,4.75,4.75,67.716,68.9,66.08,2.8200000000000074,2.8200000000000074,65.044,67.12,63.01,4.1100000000000065,4.1100000000000065,66.728,67.61,65.65,1.9599999999999937,1.9299999999999926,1833111,2351673,1296296,1055377,-1055377
2018-01-28,65.846,67.37,64.76,2.6099999999999994,-2.6099999999999994,67.098,68.7,65.52,3.180000000000007,-3.180000000000007,64.77199999999999,67.17,62.91,4.260000000000005,-4.260000000000005,65.28999999999999,67.94,63.12,4.82,-4.82,1178363,1846812,850104,996708,732
2018-02-04,60.016,62.5,55.33,7.170000000000002,-7.170000000000002,61.548,64.42,56.36,8.060000000000002,-8.060000000000002,57.269999999999996,60.76,50.68,10.079999999999998,-9.799999999999997,59.230000000000004,62.29,55.14,7.149999999999999,-5.460000000000001,1977769,4586160,860821,3725339,2849669
2018-02-11,59.258,62.72,56.06,6.659999999999997,6.659999999999997,61.391999999999996,64.49,59.14,5.349999999999994,5.349999999999994,58.518,62.01,56.0,6.009999999999998,6.009999999999998,60.828,64.0,58.56,5.439999999999998,5.439999999999998,1429521,1836381,757355,1079026,336696
2018-02-18,64.0075,64.25,63.87,0.38000000000000256,-0.38000000000000256,64.7475,65.11,64.0,1.1099999999999994,-0.7800000000000011,62.605000000000004,63.17,61.88,1.2899999999999991,-0.5399999999999991,63.2525,63.91,62.87,1.0399999999999991,1.0399999999999991,1140534,1366730,931609,435121,-312296
2018-02-25,63.524,64.9,60.6,4.300000000000004,-3.440000000000005,65.7,68.68,63.58,5.1000000000000085,3.3100000000000023,61.967999999999996,63.85,59.51,4.340000000000003,-4.030000000000001,64.47,67.96,62.11,5.849999999999994,2.9799999999999898,1400882,3261175,763192,2497983,2493680
2018-03-04,71.682,75.0,67.89,7.109999999999999,7.109999999999999,74.088,75.69,71.84,3.8499999999999943,3.519999999999996,70.314,73.01,66.74,6.27000000000001,6.27000000000001,73.224,74.58,71.4,3.1799999999999926,2.9099999999999966,1579447,2258157,1167071,1091086,-989211
2018-03-11,80.404,83.23,76.36,6.8700000000000045,4.739999999999995,82.652,84.37,80.23,4.140000000000001,2.3599999999999994,79.488,81.0,75.79,5.209999999999994,4.809999999999988,80.882,82.27,79.1,3.1700000000000017,1.8200000000000074,1876287,2786074,1160794,1625280,-939392
2018-03-18,79.114,80.63,77.87,2.759999999999991,-2.759999999999991,81.01,81.79,80.4,1.3900000000000006,-1.3900000000000006,77.872,79.0,77.11,1.8900000000000006,0.480000000000004,79.02199999999999,80.52,77.8,2.719999999999999,-0.980000000000004,966434,1208210,718519,489691,-284658
2018-03-25,76.825,79.34,72.42,6.920000000000002,-6.920000000000002,77.945,80.13,75.27,4.859999999999999,-4.859999999999999,73.60249999999999,76.51,70.83,5.680000000000007,-5.260000000000005,75.3275,79.12,71.73,7.390000000000001,-5.030000000000001,1260134,1906496,851433,1055063,260715
2018-04-01,72.622,74.52,71.0,3.519999999999996,-1.2000000000000028,73.99,74.82,73.31,1.509999999999991,-0.519999999999996,70.84,71.24,70.5,0.7399999999999949,0.13000000000000966,72.582,73.96,71.74,2.219999999999999,-0.04000000000000625,1013615,1244661,759523,485138,-264198
2018-04-08,78.452,83.3,72.92,10.379999999999995,10.379999999999995,81.178,83.88,78.36,5.519999999999996,4.939999999999998,77.452,80.42,72.87,7.549999999999997,7.140000000000001,79.672,82.81,75.45,7.359999999999999,5.349999999999994,1436435,1940683,976518,964165,-964165
2018-04-15,79.89,81.36,78.21,3.1500000000000057,-3.1500000000000057,81.336,81.99,80.72,1.269999999999996,-1.1199999999999903,78.148,79.83,77.46,2.3700000000000045,-0.37000000000000455,79.566,80.96,78.46,2.5,1.5300000000000011,934333,1297319,660514,636805,434639
