Date,NMR_Open_average,NMR_Open_max,NMR_Open_min,NMR_Open_volatility,NMR_Open_change,NMR_High_average,NMR_High_max,NMR_High_min,NMR_High_volatility,NMR_High_change,NMR_Low_average,NMR_Low_max,NMR_Low_min,NMR_Low_volatility,NMR_Low_change,NMR_Close_average,NMR_Close_max,NMR_Close_min,NMR_Close_volatility,NMR_Close_change,NMR_Volume_average,NMR_Volume_max,NMR_Volume_min,NMR_Volume_volatility,NMR_Volume_change
2018-01-14,6.63,6.75,6.58,0.16999999999999993,0.13999999999999968,6.7,6.83,6.61,0.21999999999999975,0.16999999999999993,6.595,6.7,6.55,0.15000000000000036,0.15000000000000036,6.67,6.83,6.58,0.25,0.2400000000000002,225721,439673,146503,293170,277886
2018-01-21,6.748,6.82,6.68,0.14000000000000057,-0.14000000000000057,6.7700000000000005,6.82,6.7,0.1200000000000001,-0.1200000000000001,6.692,6.73,6.64,0.09000000000000075,-0.04999999999999982,6.718,6.77,6.65,0.11999999999999922,-0.019999999999999574,176065,349634,105575,244059,-244059
2018-01-28,6.522,6.59,6.41,0.17999999999999972,-0.17999999999999972,6.566,6.62,6.43,0.1900000000000004,-0.1800000000000006,6.4719999999999995,6.55,6.31,0.2400000000000002,-0.2400000000000002,6.506,6.59,6.32,0.2699999999999996,-0.22999999999999954,529060,1145382,250835,894547,-39485
2018-02-04,6.118,6.24,6.02,0.22000000000000064,-0.22000000000000064,6.174,6.33,6.04,0.29000000000000004,-0.29000000000000004,5.944,6.09,5.76,0.33000000000000007,-0.20999999999999996,6.04,6.25,5.83,0.41999999999999993,-0.1200000000000001,583529,828916,327838,501078,-258549
2018-02-11,6.072,6.23,5.93,0.3000000000000007,0.1900000000000004,6.16,6.26,6.05,0.20999999999999996,0.16999999999999993,6.034,6.18,5.93,0.25,0.1999999999999993,6.136,6.25,6.04,0.20999999999999996,0.17999999999999972,293604,336340,239529,96811,8090
2018-02-18,6.135,6.23,6.08,0.15000000000000036,-0.11000000000000032,6.16,6.24,6.09,0.15000000000000036,-0.04999999999999982,6.0775,6.16,6.02,0.14000000000000057,-0.04999999999999982,6.1075,6.18,6.04,0.13999999999999968,-0.009999999999999787,197978,255719,145904,109815,-84161
2018-02-25,6.146,6.27,5.93,0.33999999999999986,-0.33999999999999986,6.188,6.3,6.05,0.25,-0.25,6.064,6.22,5.9,0.3199999999999994,-0.3199999999999994,6.118,6.28,5.97,0.3100000000000005,-0.23000000000000043,286945,435969,157004,278965,-136234
2018-03-04,6.036,6.08,6.0,0.08000000000000007,0.03000000000000025,6.082,6.12,6.07,0.04999999999999982,-0.04999999999999982,5.992,6.01,5.96,0.04999999999999982,0.03000000000000025,6.056,6.1,6.03,0.0699999999999994,-0.05999999999999961,340802,739670,141060,598610,-530039
2018-03-11,6.042,6.09,5.98,0.10999999999999943,-0.0699999999999994,6.064,6.11,6.01,0.10000000000000053,-0.10000000000000053,5.99,6.05,5.96,0.08999999999999986,-0.08999999999999986,6.026,6.1,5.99,0.10999999999999943,-0.10999999999999943,177558,291037,85297,205740,-185536
2018-03-18,5.906,5.96,5.84,0.1200000000000001,-0.11000000000000032,5.936,6.02,5.85,0.16999999999999993,-0.09999999999999964,5.834,5.94,5.68,0.2600000000000007,-0.1800000000000006,5.856,5.97,5.68,0.29000000000000004,-0.23000000000000043,206021,343118,120652,222466,112729
