Date,APT_stock_Open_average,APT_stock_Open_max,APT_stock_Open_min,APT_stock_Open_volatility,APT_stock_Open_change,APT_stock_High_average,APT_stock_High_max,APT_stock_High_min,APT_stock_High_volatility,APT_stock_High_change,APT_stock_Low_average,APT_stock_Low_max,APT_stock_Low_min,APT_stock_Low_volatility,APT_stock_Low_change,APT_stock_Close_average,APT_stock_Close_max,APT_stock_Close_min,APT_stock_Close_volatility,APT_stock_Close_change,APT_stock_Volume_average,APT_stock_Volume_max,APT_stock_Volume_min,APT_stock_Volume_volatility,APT_stock_Volume_change
2018-01-14,3.8125,3.85,3.8,0.050000000000000266,0.050000000000000266,3.825,3.85,3.8,0.050000000000000266,0.0,3.7874999999999996,3.8,3.75,0.04999999999999982,0.0,3.8,3.8,3.8,0.0,0.0,1715,3055,528,2527,-2452
2018-01-21,3.83,3.9,3.8,0.10000000000000009,0.0,3.86,3.9,3.8,0.10000000000000009,-0.050000000000000266,3.8,3.85,3.75,0.10000000000000009,-0.04999999999999982,3.82,3.85,3.75,0.10000000000000009,-0.10000000000000009,2258,5453,490,4963,-735
2018-01-28,3.79,3.85,3.75,0.10000000000000009,0.04999999999999982,3.82,3.85,3.8,0.050000000000000266,0.0,3.77,3.8,3.75,0.04999999999999982,0.04999999999999982,3.8014,3.825,3.782,0.04300000000000015,0.0,5714,11936,1285,10651,-1558
2018-02-04,3.74,3.8,3.7,0.09999999999999964,-0.04999999999999982,3.79,3.85,3.75,0.10000000000000009,-0.10000000000000009,3.7,3.75,3.65,0.10000000000000009,-0.04999999999999982,3.733,3.799,3.65,0.14900000000000002,-0.08299999999999974,4718,7834,317,7517,-2323
2018-02-11,3.68,3.7,3.6,0.10000000000000009,0.0,3.73,3.8,3.7,0.09999999999999964,0.04999999999999982,3.65,3.7,3.6,0.10000000000000009,0.10000000000000009,3.693,3.75,3.6,0.1499999999999999,0.11499999999999977,2067,4194,433,3761,-3619
2018-02-18,3.6625,3.7,3.65,0.050000000000000266,-0.050000000000000266,3.6875,3.7,3.65,0.050000000000000266,0.0,3.65,3.65,3.65,0.0,0.0,3.675,3.7,3.65,0.050000000000000266,0.050000000000000266,1457,2400,600,1800,-1400
2018-02-25,3.63,3.7,3.6,0.10000000000000009,-0.04999999999999982,3.64,3.7,3.6,0.10000000000000009,-0.04999999999999982,3.56,3.6,3.5,0.10000000000000009,-0.10000000000000009,3.6,3.65,3.5,0.1499999999999999,-0.04999999999999982,2572,6403,940,5463,1123
2018-03-04,3.54,3.6,3.45,0.1499999999999999,-0.09999999999999964,3.58,3.65,3.5,0.1499999999999999,-0.10000000000000009,3.52,3.55,3.45,0.09999999999999964,-0.04999999999999982,3.525,3.55,3.475,0.07499999999999973,-0.02499999999999991,2065,3224,677,2547,1096
2018-03-11,3.39,3.4,3.35,0.04999999999999982,-0.04999999999999982,3.42,3.45,3.4,0.050000000000000266,-0.050000000000000266,3.36,3.4,3.3,0.10000000000000009,-0.050000000000000266,3.39,3.45,3.35,0.10000000000000009,0.0,2907,4875,1400,3475,1173
2018-03-18,3.25,3.3,3.2,0.09999999999999964,-0.04999999999999982,3.3,3.4,3.25,0.1499999999999999,0.10000000000000009,3.23,3.25,3.2,0.04999999999999982,0.0,3.28,3.4,3.2,0.19999999999999973,0.1499999999999999,2450,5394,586,4808,1701
