Date,CETV_Open_average,CETV_Open_max,CETV_Open_min,CETV_Open_volatility,CETV_Open_change,CETV_High_average,CETV_High_max,CETV_High_min,CETV_High_volatility,CETV_High_change,CETV_Low_average,CETV_Low_max,CETV_Low_min,CETV_Low_volatility,CETV_Low_change,CETV_Close_average,CETV_Close_max,CETV_Close_min,CETV_Close_volatility,CETV_Close_change,CETV_Volume_average,CETV_Volume_max,CETV_Volume_min,CETV_Volume_volatility,CETV_Volume_change
2018-01-14,4.67,4.7,4.6,0.10000000000000053,-0.04999999999999982,4.764,4.85,4.7,0.14999999999999947,-0.1299999999999999,4.616,4.65,4.55,0.10000000000000053,0.020000000000000462,4.67,4.7,4.6,0.10000000000000053,-0.04999999999999982,298304,1025517,67315,958202,-896228
2018-01-21,4.77,4.85,4.7,0.14999999999999947,0.04999999999999982,4.84,4.85,4.8,0.04999999999999982,0.0,4.686,4.7,4.65,0.04999999999999982,0.04999999999999982,4.77,4.8,4.75,0.04999999999999982,-0.04999999999999982,162636,350980,85526,265454,-255005
2018-01-28,4.76,4.8,4.65,0.14999999999999947,-0.14999999999999947,4.844,4.9,4.8,0.10000000000000053,-0.04999999999999982,4.67,4.75,4.55,0.20000000000000018,-0.20000000000000018,4.7299999999999995,4.8,4.6,0.20000000000000018,-0.20000000000000018,182219,301487,86674,214813,172682
2018-02-04,4.67,4.75,4.55,0.20000000000000018,0.10000000000000053,4.79,4.9,4.7,0.20000000000000018,0.04999999999999982,4.58,4.6,4.55,0.04999999999999982,0.04999999999999982,4.66,4.7,4.6,0.10000000000000053,-0.05000000000000071,202702,294792,123934,170858,-103946
2018-02-11,4.65,4.75,4.6,0.15000000000000036,0.0,4.73,4.75,4.7,0.04999999999999982,-0.019999999999999574,4.6,4.6,4.6,0.0,0.0,4.6625000000000005,4.7,4.65,0.04999999999999982,0.0,195917,323998,98636,225362,-38889
2018-02-18,4.59,4.65,4.55,0.10000000000000053,-0.04999999999999982,4.640000000000001,4.65,4.6,0.05000000000000071,0.0,4.53,4.55,4.5,0.04999999999999982,0.0,4.604,4.65,4.57,0.08000000000000007,-0.05000000000000071,125302,175792,80332,95460,-95460
2018-02-25,4.45,4.55,4.35,0.20000000000000018,-0.14999999999999947,4.54,4.6,4.45,0.14999999999999947,-0.04999999999999982,4.34,4.5,4.2,0.2999999999999998,-0.15000000000000036,4.45,4.55,4.4,0.14999999999999947,-0.14999999999999947,187812,237059,144434,92625,51207
2018-03-04,4.42,4.45,4.4,0.04999999999999982,0.0,4.45,4.45,4.45,0.0,0.0,4.334,4.35,4.3,0.04999999999999982,-0.020000000000000462,4.4,4.45,4.35,0.10000000000000053,0.0,95134,138399,54614,83785,-8470
2018-03-11,4.21,4.35,4.0,0.34999999999999964,-0.34999999999999964,4.26,4.4,4.1,0.3000000000000007,-0.3000000000000007,4.12,4.25,4.0,0.25,-0.25,4.15,4.25,4.05,0.20000000000000018,-0.20000000000000018,328600,682084,161801,520283,305642
2018-03-18,4.15,4.2,4.1,0.10000000000000053,0.0,4.24,4.35,4.15,0.1999999999999993,0.04999999999999982,4.09,4.15,4.05,0.10000000000000053,0.04999999999999982,4.16,4.25,4.1,0.15000000000000036,0.10000000000000053,370464,723612,139350,584262,-194371
2018-03-25,4.175000000000001,4.2,4.15,0.04999999999999982,-0.04999999999999982,4.27,4.3,4.2,0.09999999999999964,0.0,4.0875,4.15,4.05,0.10000000000000053,-0.10000000000000053,4.1375,4.2,4.1,0.10000000000000053,-0.05000000000000071,281476,411809,126118,285691,-205156
2018-04-01,3.99,4.1,3.95,0.14999999999999947,-0.14999999999999947,4.05,4.15,4.0,0.15000000000000036,-0.15000000000000036,3.898,3.95,3.75,0.20000000000000018,-0.20000000000000018,3.92,4.0,3.75,0.25,-0.20000000000000018,350808,965529,119437,846092,763224
2018-04-08,4.06,4.2,3.8,0.40000000000000036,0.40000000000000036,4.186,4.3,4.1,0.20000000000000018,0.20000000000000018,4.01,4.15,3.8,0.35000000000000053,0.35000000000000053,4.1499999999999995,4.25,4.1,0.15000000000000036,0.15000000000000036,199336,527792,56910,470882,-470882
2018-04-15,4.2299999999999995,4.35,4.1,0.25,-0.20000000000000018,4.26,4.35,4.1,0.25,-0.04999999999999982,4.104,4.25,3.92,0.33000000000000007,-0.25,4.2,4.3,4.05,0.25,-0.09999999999999964,248660,450513,53975,396538,396538
2018-04-22,4.26,4.35,4.1,0.25,0.09999999999999964,4.33,4.4,4.2,0.20000000000000018,0.10000000000000053,4.1000000000000005,4.2,3.95,0.25,0.15000000000000036,4.24,4.35,4.1,0.25,0.09999999999999964,279018,513971,138635,375336,-22384
2018-04-29,4.1,4.25,3.95,0.2999999999999998,-0.2999999999999998,4.14,4.25,4.0,0.25,-0.25,4.01,4.2,3.9,0.30000000000000027,-0.30000000000000027,4.04,4.25,3.9,0.3500000000000001,-0.3500000000000001,178037,343269,89795,253474,39782
2018-05-06,3.93,3.95,3.9,0.050000000000000266,0.0,3.964,4.0,3.95,0.04999999999999982,0.0,3.82,3.9,3.8,0.10000000000000009,0.0,3.9,3.95,3.85,0.10000000000000009,-0.04999999999999982,183782,334619,88524,246095,-39299
2018-05-13,3.81,3.85,3.75,0.10000000000000009,-0.10000000000000009,3.836,3.9,3.8,0.10000000000000009,-0.10000000000000009,3.744,3.75,3.72,0.029999999999999805,0.029999999999999805,3.79,3.85,3.75,0.10000000000000009,-0.050000000000000266,248785,837345,56803,780542,-780542
2018-05-20,3.775,3.8,3.75,0.04999999999999982,-0.04999999999999982,3.8325,3.85,3.8,0.050000000000000266,0.050000000000000266,3.73,3.75,3.7,0.04999999999999982,0.029999999999999805,3.7874999999999996,3.8,3.75,0.04999999999999982,0.04999999999999982,90527,122345,65500,56845,-56845
2018-05-27,3.78,3.85,3.75,0.10000000000000009,0.10000000000000009,3.832,3.88,3.8,0.08000000000000007,0.08000000000000007,3.74,3.75,3.7,0.04999999999999982,0.0,3.79,3.8,3.75,0.04999999999999982,0.04999999999999982,179067,249070,103690,145380,58441
2018-06-03,3.84,3.95,3.8,0.15000000000000036,0.15000000000000036,3.92,4.05,3.8,0.25,0.25,3.8,3.95,3.75,0.20000000000000018,0.20000000000000018,3.87,3.95,3.8,0.15000000000000036,0.15000000000000036,147867,270494,75440,195054,25803
2018-06-10,3.96,4.0,3.95,0.04999999999999982,0.0,4.016,4.05,4.0,0.04999999999999982,-0.03000000000000025,3.91,3.95,3.85,0.10000000000000009,-0.050000000000000266,3.964,4.0,3.95,0.04999999999999982,0.0,116469,240437,50312,190125,31286
2018-06-17,3.91,3.95,3.85,0.10000000000000009,0.0,3.96,4.05,3.9,0.1499999999999999,0.04999999999999982,3.83,3.9,3.8,0.10000000000000009,0.04999999999999982,3.906,4.0,3.85,0.1499999999999999,0.10000000000000009,723052,3276462,74992,3201470,1093
2018-06-24,4.07,4.2,3.95,0.25,0.14999999999999947,4.156,4.2,4.05,0.15000000000000036,0.10000000000000053,4.01,4.1,3.9,0.19999999999999973,0.1499999999999999,4.1,4.15,4.05,0.10000000000000053,0.04999999999999982,212966,508043,50399,457644,-92667
2018-07-01,4.125,4.15,4.1,0.05000000000000071,0.05000000000000071,4.175000000000001,4.2,4.15,0.04999999999999982,0.04999999999999982,4.074999999999999,4.1,4.05,0.04999999999999982,0.04999999999999982,4.1375,4.15,4.1,0.05000000000000071,0.0,101893,163297,32684,130613,70978
2018-07-08,4.11,4.15,4.05,0.10000000000000053,-0.05000000000000071,4.18,4.25,4.1,0.15000000000000036,-0.10000000000000053,4.05,4.1,4.0,0.09999999999999964,-0.07000000000000028,4.074,4.1,4.05,0.04999999999999982,-0.04999999999999982,79605,93506,65405,28101,-28101
2018-07-15,3.97,4.05,3.9,0.1499999999999999,-0.09999999999999964,4.02,4.1,4.0,0.09999999999999964,-0.09999999999999964,3.89,4.0,3.8,0.20000000000000018,-0.20000000000000018,3.926,4.0,3.88,0.1200000000000001,-0.1200000000000001,93215,158431,49407,109024,109024
2018-07-22,3.87,3.95,3.8,0.15000000000000036,0.050000000000000266,3.934,4.0,3.9,0.10000000000000009,-0.10000000000000009,3.82,3.85,3.8,0.050000000000000266,0.050000000000000266,3.876,3.95,3.85,0.10000000000000009,-0.10000000000000009,124998,221035,58097,162938,-154207
2018-07-29,3.88,3.9,3.85,0.04999999999999982,0.0,3.92,3.95,3.9,0.050000000000000266,0.050000000000000266,3.79,3.85,3.75,0.10000000000000009,0.0,3.876,3.9,3.85,0.04999999999999982,-0.029999999999999805,134549,248290,59917,188373,73557
2018-08-05,3.66,3.85,3.5,0.3500000000000001,-0.3500000000000001,3.69,3.85,3.55,0.30000000000000027,-0.30000000000000027,3.59,3.75,3.5,0.25,-0.25,3.59,3.75,3.5,0.25,-0.25,194912,357983,95441,262542,-40117
2018-08-12,3.48,3.55,3.45,0.09999999999999964,-0.04999999999999982,3.55,3.65,3.5,0.1499999999999999,0.04999999999999982,3.44,3.5,3.4,0.10000000000000009,0.04999999999999982,3.48,3.55,3.45,0.09999999999999964,0.09999999999999964,109182,154453,64954,89499,-64938
2018-08-19,3.68,3.8,3.6,0.19999999999999973,0.19999999999999973,3.77,3.9,3.65,0.25,0.25,3.65,3.7,3.55,0.15000000000000036,0.15000000000000036,3.72,3.85,3.6,0.25,0.25,103098,135059,52749,82310,82310
2018-08-26,3.8375,3.9,3.8,0.10000000000000009,-0.04999999999999982,3.8625,3.9,3.85,0.04999999999999982,-0.04999999999999982,3.725,3.75,3.7,0.04999999999999982,0.0,3.8,3.85,3.75,0.10000000000000009,0.04999999999999982,58124,88428,36860,51568,27283
2018-09-02,3.7,3.75,3.65,0.10000000000000009,-0.10000000000000009,3.71,3.8,3.65,0.1499999999999999,-0.1499999999999999,3.63,3.7,3.55,0.15000000000000036,-0.10000000000000009,3.66,3.75,3.6,0.1499999999999999,-0.1499999999999999,52423,102752,23944,78808,-77693
2018-09-09,3.59,3.6,3.55,0.050000000000000266,0.0,3.66,3.7,3.65,0.050000000000000266,0.050000000000000266,3.55,3.6,3.5,0.10000000000000009,0.050000000000000266,3.59,3.65,3.55,0.10000000000000009,0.04999999999999982,64845,101543,47643,53900,1097
2018-09-16,3.7,3.75,3.65,0.10000000000000009,0.04999999999999982,3.77,3.85,3.7,0.1499999999999999,0.09999999999999964,3.66,3.75,3.58,0.16999999999999993,0.16999999999999993,3.7199999999999998,3.8,3.65,0.1499999999999999,0.10000000000000009,151586,529062,42108,486954,-18262
