Date,iShares Russell 2000_Open_average,iShares Russell 2000_Open_max,iShares Russell 2000_Open_volatility,iShares Russell 2000_Open_change,iShares Russell 2000_High_average,iShares Russell 2000_High_max,iShares Russell 2000_High_volatility,iShares Russell 2000_High_change,iShares Russell 2000_Low_average,iShares Russell 2000_Low_max,iShares Russell 2000_Low_volatility,iShares Russell 2000_Low_change,iShares Russell 2000_Close_average,iShares Russell 2000_Close_max,iShares Russell 2000_Close_volatility,iShares Russell 2000_Close_change
2016-09-18,123.8,123.8,0.0,0.0,124.17,124.17,0.0,0.0,123.1,123.1,0.0,0.0,123.23,123.23,0.0,0.0
2016-09-25,123.83,123.83,0.0,0.0,124.09,124.09,0.0,0.0,123.13,123.13,0.0,0.0,123.82,123.82,0.0,0.0
2016-10-02,123.57,123.57,0.0,0.0,124.74,124.74,0.0,0.0,123.56,123.56,0.0,0.0,124.3,124.3,0.0,0.0
2016-10-09,120.58,120.58,0.0,0.0,120.85,120.85,0.0,0.0,120.16,120.16,0.0,0.0,120.29,120.29,0.0,0.0
2016-10-16,122.04,122.04,0.0,0.0,122.61,122.61,0.0,0.0,121.45,121.45,0.0,0.0,121.84,121.84,0.0,0.0
2016-10-23,118.18,118.18,0.0,0.0,118.64,118.64,0.0,0.0,117.8,117.8,0.0,0.0,118.5,118.5,0.0,0.0
2016-10-30,118.0,118.0,0.0,0.0,118.82,118.82,0.0,0.0,117.71,117.71,0.0,0.0,118.57,118.57,0.0,0.0
2016-11-06,128.95,128.95,0.0,0.0,130.26,130.26,0.0,0.0,128.39,128.39,0.0,0.0,129.15,129.15,0.0,0.0
2016-11-13,131.31,131.31,0.0,0.0,132.0,132.0,0.0,0.0,130.61,130.61,0.0,0.0,131.6,131.6,0.0,0.0
2016-11-20,133.97,133.97,0.0,0.0,134.0,134.0,0.0,0.0,132.15,132.15,0.0,0.0,132.33,132.33,0.0,0.0
2016-11-27,131.95,131.95,0.0,0.0,133.33,133.33,0.0,0.0,131.89,131.89,0.0,0.0,133.15,133.15,0.0,0.0
2016-12-04,137.95,137.95,0.0,0.0,138.57,138.57,0.0,0.0,136.51,136.51,0.0,0.0,136.85,136.85,0.0,0.0
2016-12-11,136.04,136.04,0.0,0.0,137.19,137.19,0.0,0.0,135.91,135.91,0.0,0.0,136.8,136.8,0.0,0.0
2016-12-18,135.46,135.46,0.0,0.0,136.12,136.12,0.0,0.0,135.27,135.27,0.0,0.0,136.04,136.04,0.0,0.0
2016-12-25,135.6,135.6,0.0,0.0,135.63,135.63,0.0,0.0,134.4,134.4,0.0,0.0,134.85,134.85,0.0,0.0
2017-01-01,135.54,135.54,0.0,0.0,135.72,135.72,0.0,0.0,134.5,134.5,0.0,0.0,134.8,134.8,0.0,0.0
2017-01-08,135.65,135.65,0.0,0.0,136.97,136.97,0.0,0.0,135.65,135.65,0.0,0.0,136.26,136.26,0.0,0.0
2017-01-15,134.03,134.03,0.0,0.0,134.68,134.68,0.0,0.0,133.12,133.12,0.0,0.0,133.88,133.88,0.0,0.0
2017-01-22,135.23,135.23,0.0,0.0,135.24,135.24,0.0,0.0,133.24,133.24,0.0,0.0,134.29,134.29,0.0,0.0
2017-01-29,136.4,136.4,0.0,0.0,136.78,136.78,0.0,0.0,135.43,135.43,0.0,0.0,135.84,135.84,0.0,0.0
2017-02-05,138.77,138.77,0.0,0.0,139.21,139.21,0.0,0.0,138.09,138.09,0.0,0.0,138.3,138.3,0.0,0.0
2017-02-12,138.45,138.45,0.0,0.0,139.16,139.16,0.0,0.0,138.25,138.25,0.0,0.0,139.11,139.11,0.0,0.0
2017-02-19,138.34,138.34,0.0,0.0,140.0,140.0,0.0,0.0,138.21,138.21,0.0,0.0,140.0,140.0,0.0,0.0
2017-02-26,137.78,137.78,0.0,0.0,137.97,137.97,0.0,0.0,136.99,136.99,0.0,0.0,137.7,137.7,0.0,0.0
2017-03-05,135.65,135.65,0.0,0.0,136.79,136.79,0.0,0.0,135.65,135.65,0.0,0.0,136.28,136.28,0.0,0.0
2017-03-12,138.28,138.28,0.0,0.0,138.52,138.52,0.0,0.0,137.37,137.37,0.0,0.0,137.75,137.75,0.0,0.0
2017-03-19,132.76,132.76,0.0,0.0,135.07,135.07,0.0,0.0,132.4,132.4,0.0,0.0,134.74,134.74,0.0,0.0
2017-03-26,137.97,137.97,0.0,0.0,138.1,138.1,0.0,0.0,135.6,135.6,0.0,0.0,136.03,136.03,0.0,0.0
2017-04-02,135.47,135.47,0.0,0.0,136.85,136.85,0.0,0.0,135.16,135.16,0.0,0.0,135.82,135.82,0.0,0.0
2017-04-09,134.07,134.07,0.0,0.0,135.32,135.32,0.0,0.0,133.68,133.68,0.0,0.0,135.29,135.29,0.0,0.0
2017-04-16,139.08,139.08,0.0,0.0,139.34,139.34,0.0,0.0,138.49,138.49,0.0,0.0,138.92,138.92,0.0,0.0
2017-04-23,139.64,139.64,0.0,0.0,140.29,140.29,0.0,0.0,138.78,138.78,0.0,0.0,139.86,139.86,0.0,0.0
2017-04-30,138.66,138.66,0.0,0.0,138.98,138.98,0.0,0.0,137.76,137.76,0.0,0.0,138.41,138.41,0.0,0.0
2017-05-07,137.98,137.98,0.0,0.0,139.25,139.25,0.0,0.0,137.97,137.97,0.0,0.0,138.58,138.58,0.0,0.0
2017-05-14,136.26,136.26,0.0,0.0,137.2,137.2,0.0,0.0,136.16,136.16,0.0,0.0,136.95,136.95,0.0,0.0
2017-05-21,137.38,137.38,0.0,0.0,137.79,137.79,0.0,0.0,136.78,136.78,0.0,0.0,137.54,137.54,0.0,0.0
2017-05-28,139.96,139.96,0.0,0.0,140.11,140.11,0.0,0.0,138.95,138.95,0.0,0.0,138.98,138.98,0.0,0.0
2017-06-04,141.66,141.66,0.0,0.0,142.15,142.15,0.0,0.0,140.89,140.89,0.0,0.0,141.38,141.38,0.0,0.0
2017-06-11,140.56,140.56,0.0,0.0,141.58,141.58,0.0,0.0,140.51,140.51,0.0,0.0,141.23,141.23,0.0,0.0
2017-06-18,141.09,141.09,0.0,0.0,141.53,141.53,0.0,0.0,140.2,140.2,0.0,0.0,141.08,141.08,0.0,0.0
2017-06-25,141.34,141.34,0.0,0.0,142.5,142.5,0.0,0.0,141.3,141.3,0.0,0.0,142.1,142.1,0.0,0.0
2017-07-02,139.92,139.92,0.0,0.0,140.89,140.89,0.0,0.0,139.37,139.37,0.0,0.0,139.88,139.88,0.0,0.0
2017-07-09,141.6,141.6,0.0,0.0,142.46,142.46,0.0,0.0,141.26,141.26,0.0,0.0,142.06,142.06,0.0,0.0
2017-07-16,142.31,142.31,0.0,0.0,142.82,142.82,0.0,0.0,141.97,141.97,0.0,0.0,142.75,142.75,0.0,0.0
2017-07-23,142.22,142.22,0.0,0.0,142.38,142.38,0.0,0.0,140.97,140.97,0.0,0.0,141.51,141.51,0.0,0.0
2017-07-30,140.44,140.44,0.0,0.0,140.85,140.85,0.0,0.0,139.71,139.71,0.0,0.0,140.44,140.44,0.0,0.0
2017-08-06,137.26,137.26,0.0,0.0,138.59,138.59,0.0,0.0,137.23,137.23,0.0,0.0,138.54,138.54,0.0,0.0
2017-08-13,134.69,134.69,0.0,0.0,135.02,135.02,0.0,0.0,134.14,134.14,0.0,0.0,134.83,134.83,0.0,0.0
2017-08-20,137.37,137.37,0.0,0.0,137.61,137.61,0.0,0.0,136.77,136.77,0.0,0.0,137.46,137.46,0.0,0.0
2017-08-27,139.98,139.98,0.0,0.0,140.63,140.63,0.0,0.0,139.73,139.73,0.0,0.0,140.52,140.52,0.0,0.0
2017-09-03,140.39,140.39,0.0,0.0,140.92,140.92,0.0,0.0,140.23,140.23,0.0,0.0,140.68,140.68,0.0,0.0
2017-09-10,142.62,142.62,0.0,0.0,143.81,143.81,0.0,0.0,142.6,142.6,0.0,0.0,143.38,143.38,0.0,0.0
2017-09-17,144.27,144.27,0.0,0.0,144.94,144.94,0.0,0.0,143.69,143.69,0.0,0.0,144.5,144.5,0.0,0.0
2017-09-24,148.31,148.31,0.0,0.0,150.0,150.0,0.0,0.0,148.08,148.08,0.0,0.0,150.0,150.0,0.0,0.0
2017-10-01,150.19,150.19,0.0,0.0,150.68,150.68,0.0,0.0,149.18,149.18,0.0,0.0,149.43,149.43,0.0,0.0
2017-10-08,149.61,149.61,0.0,0.0,150.35,150.35,0.0,0.0,149.03,149.03,0.0,0.0,149.24,149.24,0.0,0.0
2017-10-15,150.15,150.15,0.0,0.0,150.15,150.15,0.0,0.0,148.7,148.7,0.0,0.0,148.86,148.86,0.0,0.0
2017-10-22,149.27,149.27,0.0,0.0,149.45,149.45,0.0,0.0,147.38,147.38,0.0,0.0,148.21,148.21,0.0,0.0
2017-10-29,148.75,148.75,0.0,0.0,149.38,149.38,0.0,0.0,148.39,148.39,0.0,0.0,148.78,148.78,0.0,0.0
2017-11-05,145.93,145.93,0.0,0.0,146.82,146.82,0.0,0.0,145.5,145.5,0.0,0.0,146.61,146.61,0.0,0.0
2017-11-12,148.76,148.76,0.0,0.0,149.58,149.58,0.0,0.0,148.33,148.33,0.0,0.0,149.53,149.53,0.0,0.0
2017-11-19,151.3,151.3,0.0,0.0,151.62,151.62,0.0,0.0,150.44,150.44,0.0,0.0,150.49,150.49,0.0,0.0
2017-11-26,154.9,154.9,0.0,0.0,155.41,155.41,0.0,0.0,152.3,152.3,0.0,0.0,152.45,152.45,0.0,0.0
2017-12-03,151.68,151.68,0.0,0.0,152.13,152.13,0.0,0.0,151.02,151.02,0.0,0.0,151.35,151.35,0.0,0.0
2017-12-10,153.67,153.67,0.0,0.0,154.72,154.72,0.0,0.0,153.46,153.46,0.0,0.0,154.3,154.3,0.0,0.0
2017-12-17,153.38,153.38,0.0,0.0,153.39,153.39,0.0,0.0,152.8,152.8,0.0,0.0,153.19,153.19,0.0,0.0
2017-12-24,154.15,154.15,0.0,0.0,154.15,154.15,0.0,0.0,152.39,152.39,0.0,0.0,152.46,152.46,0.0,0.0
2017-12-31,154.73,154.73,0.0,0.0,155.27,155.27,0.0,0.0,153.5,153.5,0.0,0.0,155.03,155.03,0.0,0.0
2018-01-07,157.68,157.68,0.0,0.0,158.86,158.86,0.0,0.0,157.47,157.47,0.0,0.0,158.16,158.16,0.0,0.0
2018-01-14,158.4,158.4,0.0,0.0,159.45,159.45,0.0,0.0,158.31,158.31,0.0,0.0,159.45,159.45,0.0,0.0
2018-01-21,159.06,159.06,0.0,0.0,159.86,159.86,0.0,0.0,158.62,158.62,0.0,0.0,158.7,158.7,0.0,0.0
2018-01-28,152.67,152.67,0.0,0.0,153.79,153.79,0.0,0.0,147.86,147.86,0.0,0.0,147.92,147.92,0.0,0.0
2018-02-04,146.92,146.92,0.0,0.0,148.92,148.92,0.0,0.0,145.48,145.48,0.0,0.0,148.16,148.16,0.0,0.0
2018-02-11,152.61,152.61,0.0,0.0,154.29,154.29,0.0,0.0,152.54,152.54,0.0,0.0,153.34,153.34,0.0,0.0
2018-02-18,154.53,154.53,0.0,0.0,155.26,155.26,0.0,0.0,153.47,153.47,0.0,0.0,154.99,154.99,0.0,0.0
2018-02-25,151.82,151.82,0.0,0.0,154.26,154.26,0.0,0.0,151.47,151.47,0.0,0.0,153.71,153.71,0.0,0.0
2018-03-04,159.25,159.25,0.0,0.0,159.65,159.65,0.0,0.0,158.49,158.49,0.0,0.0,159.2,159.2,0.0,0.0
2018-03-11,157.17,157.17,0.0,0.0,157.21,157.21,0.0,0.0,154.45,154.45,0.0,0.0,156.28,156.28,0.0,0.0
2018-03-18,152.09,152.09,0.0,0.0,153.38,153.38,0.0,0.0,150.43,150.43,0.0,0.0,153.33,153.33,0.0,0.0
2018-03-25,151.52,151.52,0.0,0.0,152.07,152.07,0.0,0.0,147.18,147.18,0.0,0.0,148.13,148.13,0.0,0.0
2018-04-01,151.4,151.4,0.0,0.0,152.6,152.6,0.0,0.0,150.42,150.42,0.0,0.0,150.54,150.54,0.0,0.0
2018-04-08,154.84,154.84,0.0,0.0,155.82,155.82,0.0,0.0,154.11,154.11,0.0,0.0,155.37,155.37,0.0,0.0
2018-04-15,155.78,155.78,0.0,0.0,156.29,156.29,0.0,0.0,154.57,154.57,0.0,0.0,155.32,155.32,0.0,0.0
2018-04-22,155.02,155.02,0.0,0.0,155.65,155.65,0.0,0.0,153.29,153.29,0.0,0.0,153.32,153.32,0.0,0.0
2018-04-29,156.19,156.19,0.0,0.0,157.86,157.86,0.0,0.0,156.1,156.1,0.0,0.0,157.05,157.05,0.0,0.0
2018-05-06,160.02,160.02,0.0,0.0,160.69,160.69,0.0,0.0,159.05,159.05,0.0,0.0,159.23,159.23,0.0,0.0
2018-05-13,162.37,162.37,0.0,0.0,163.24,163.24,0.0,0.0,162.36,162.36,0.0,0.0,162.94,162.94,0.0,0.0
2018-05-20,161.75,161.75,0.0,0.0,162.16,162.16,0.0,0.0,161.47,161.47,0.0,0.0,161.74,161.74,0.0,0.0
2018-05-27,164.32,164.32,0.0,0.0,164.71,164.71,0.0,0.0,163.32,163.32,0.0,0.0,164.71,164.71,0.0,0.0
2018-06-03,166.64,166.64,0.0,0.0,167.11,167.11,0.0,0.0,166.29,166.29,0.0,0.0,166.77,166.77,0.0,0.0
2018-06-10,166.97,166.97,0.0,0.0,168.61,168.61,0.0,0.0,166.73,166.73,0.0,0.0,168.6,168.6,0.0,0.0
2018-06-17,167.24,167.24,0.0,0.0,167.37,167.37,0.0,0.0,164.14,164.14,0.0,0.0,165.08,165.08,0.0,0.0
2018-06-24,162.76,162.76,0.0,0.0,164.96,164.96,0.0,0.0,162.48,162.48,0.0,0.0,164.9,164.9,0.0,0.0
2018-07-01,169.01,169.01,0.0,0.0,169.33,169.33,0.0,0.0,168.38,168.38,0.0,0.0,169.31,169.31,0.0,0.0
2018-07-08,167.76,167.76,0.0,0.0,168.03,168.03,0.0,0.0,165.96,165.96,0.0,0.0,166.77,166.77,0.0,0.0
2018-07-15,168.3,168.3,0.0,0.0,169.15,169.15,0.0,0.0,167.81,167.81,0.0,0.0,168.69,168.69,0.0,0.0
2018-07-22,165.25,165.25,0.0,0.0,166.02,166.02,0.0,0.0,164.07,164.07,0.0,0.0,164.2,164.2,0.0,0.0
2018-07-29,166.27,166.27,0.0,0.0,167.51,167.51,0.0,0.0,165.9,165.9,0.0,0.0,167.32,167.32,0.0,0.0
2018-08-05,167.74,167.74,0.0,0.0,168.05,168.05,0.0,0.0,165.88,165.88,0.0,0.0,166.55,166.55,0.0,0.0
2018-08-12,168.81,168.81,0.0,0.0,169.18,169.18,0.0,0.0,167.83,167.83,0.0,0.0,168.82,168.82,0.0,0.0
2018-08-19,172.11,172.11,0.0,0.0,172.94,172.94,0.0,0.0,171.62,171.62,0.0,0.0,171.84,171.84,0.0,0.0
2018-08-26,171.96,171.96,0.0,0.0,173.39,173.39,0.0,0.0,171.95,171.95,0.0,0.0,173.02,173.02,0.0,0.0
2018-09-02,171.25,171.25,0.0,0.0,171.68,171.68,0.0,0.0,170.39,170.39,0.0,0.0,170.75,170.75,0.0,0.0
2018-09-09,171.42,171.42,0.0,0.0,171.54,171.54,0.0,0.0,169.35,169.35,0.0,0.0,169.56,169.56,0.0,0.0
2018-09-16,170.26,170.26,0.0,0.0,170.5,170.5,0.0,0.0,168.76,168.76,0.0,0.0,169.77,169.77,0.0,0.0
2018-09-23,169.29,169.29,0.0,0.0,169.32,169.32,0.0,0.0,165.77,165.77,0.0,0.0,166.33,166.33,0.0,0.0
2018-09-30,161.77,161.77,0.0,0.0,162.4,162.4,0.0,0.0,160.55,160.55,0.0,0.0,161.82,161.82,0.0,0.0
2018-10-07,153.36,153.36,0.0,0.0,155.29,155.29,0.0,0.0,152.54,152.54,0.0,0.0,154.17,154.17,0.0,0.0
2018-10-14,153.92,153.92,0.0,0.0,154.45,154.45,0.0,0.0,152.52,152.52,0.0,0.0,153.03,153.03,0.0,0.0
2018-10-21,149.13,149.13,0.0,0.0,150.63,150.63,0.0,0.0,145.07,145.07,0.0,0.0,146.67,146.67,0.0,0.0
2018-10-28,154.04,154.04,0.0,0.0,154.66,154.66,0.0,0.0,152.35,152.35,0.0,0.0,153.88,153.88,0.0,0.0
2018-11-04,154.02,154.02,0.0,0.0,154.17,154.17,0.0,0.0,150.84,150.84,0.0,0.0,151.03,151.03,0.0,0.0
2018-11-11,151.68,151.68,0.0,0.0,152.03,152.03,0.0,0.0,148.37,148.37,0.0,0.0,148.86,148.86,0.0,0.0
2018-11-18,149.32,149.32,0.0,0.0,150.4,150.4,0.0,0.0,148.74,148.74,0.0,0.0,149.81,149.81,0.0,0.0
2018-11-25,154.39,154.39,0.0,0.0,154.48,154.48,0.0,0.0,152.02,152.02,0.0,0.0,154.08,154.08,0.0,0.0
2018-12-02,144.27,144.27,0.0,0.0,144.72,144.72,0.0,0.0,141.45,141.45,0.0,0.0,143.6,143.6,0.0,0.0
2018-12-09,139.67,139.67,0.0,0.0,140.88,140.88,0.0,0.0,136.16,136.16,0.0,0.0,137.02,137.02,0.0,0.0
2018-12-16,127.73,127.73,0.0,0.0,128.47,128.47,0.0,0.0,125.84,125.84,0.0,0.0,125.88,125.88,0.0,0.0
2018-12-23,133.72,133.72,0.0,0.0,134.05,134.05,0.0,0.0,131.8,131.8,0.0,0.0,133.9,133.9,0.0,0.0
2018-12-30,137.26,137.26,0.0,0.0,140.37,140.37,0.0,0.0,136.74,136.74,0.0,0.0,139.59,139.59,0.0,0.0
2019-01-06,142.82,142.82,0.0,0.0,143.44,143.44,0.0,0.0,142.09,142.09,0.0,0.0,142.25,142.25,0.0,0.0
2019-01-13,146.6,146.6,0.0,0.0,147.92,147.92,0.0,0.0,146.0,146.0,0.0,0.0,147.33,147.33,0.0,0.0
2019-01-20,145.96,145.96,0.0,0.0,146.91,146.91,0.0,0.0,145.37,145.37,0.0,0.0,146.55,146.55,0.0,0.0
2019-01-27,149.41,149.41,0.0,0.0,150.97,150.97,0.0,0.0,148.88,148.88,0.0,0.0,150.96,150.96,0.0,0.0
2019-02-03,150.29,150.29,0.0,0.0,151.15,151.15,0.0,0.0,149.63,149.63,0.0,0.0,151.1,151.1,0.0,0.0
2019-02-10,154.78,154.78,0.0,0.0,156.24,156.24,0.0,0.0,154.27,154.27,0.0,0.0,156.22,156.22,0.0,0.0
2019-02-17,159.08,159.08,0.0,0.0,159.5,159.5,0.0,0.0,158.09,158.09,0.0,0.0,158.19,158.19,0.0,0.0
2019-02-24,158.54,158.54,0.0,0.0,158.78,158.78,0.0,0.0,155.59,155.59,0.0,0.0,156.81,156.81,0.0,0.0
2019-03-03,152.11,152.11,0.0,0.0,154.31,154.31,0.0,0.0,151.9,151.9,0.0,0.0,154.29,154.29,0.0,0.0
2019-03-10,155.06,155.06,0.0,0.0,156.45,156.45,0.0,0.0,154.48,154.48,0.0,0.0,155.75,155.75,0.0,0.0
2019-03-17,149.48,149.48,0.0,0.0,151.32,151.32,0.0,0.0,148.41,148.41,0.0,0.0,150.28,150.28,0.0,0.0
2019-03-24,154.29,154.29,0.0,0.0,154.92,154.92,0.0,0.0,153.72,153.72,0.0,0.0,154.76,154.76,0.0,0.0
2019-03-31,156.85,156.85,0.0,0.0,157.5,157.5,0.0,0.0,156.07,156.07,0.0,0.0,157.12,157.12,0.0,0.0
2019-04-07,157.95,157.95,0.0,0.0,158.1,158.1,0.0,0.0,156.5,156.5,0.0,0.0,157.17,157.17,0.0,0.0
2019-04-14,155.31,155.31,0.0,0.0,155.81,155.81,0.0,0.0,154.52,154.52,0.0,0.0,155.23,155.23,0.0,0.0
2019-04-21,158.62,158.62,0.0,0.0,159.61,159.61,0.0,0.0,158.49,158.49,0.0,0.0,159.03,159.03,0.0,0.0
2019-04-28,158.18,158.18,0.0,0.0,161.11,161.11,0.0,0.0,158.01,158.01,0.0,0.0,160.71,160.71,0.0,0.0
2019-05-05,153.69,153.69,0.0,0.0,154.02,154.02,0.0,0.0,151.16,151.16,0.0,0.0,151.63,151.63,0.0,0.0
2019-05-12,151.93,151.93,0.0,0.0,152.82,152.82,0.0,0.0,151.41,151.41,0.0,0.0,151.78,151.78,0.0,0.0
2019-05-19,150.38,150.38,0.0,0.0,151.09,151.09,0.0,0.0,149.79,149.79,0.0,0.0,150.79,150.79,0.0,0.0
2019-05-26,146.13,146.13,0.0,0.0,147.21,147.21,0.0,0.0,145.33,145.33,0.0,0.0,146.37,146.37,0.0,0.0
2019-06-02,151.45,151.45,0.0,0.0,153.14,153.14,0.0,0.0,151.45,151.45,0.0,0.0,151.75,151.75,0.0,0.0
2019-06-09,151.87,151.87,0.0,0.0,152.9,152.9,0.0,0.0,151.67,151.67,0.0,0.0,152.24,152.24,0.0,0.0
2019-06-16,154.36,154.36,0.0,0.0,154.41,154.41,0.0,0.0,152.0,152.0,0.0,0.0,152.08,152.08,0.0,0.0
2019-06-23,157.54,157.54,0.0,0.0,158.03,158.03,0.0,0.0,155.22,155.22,0.0,0.0,156.1,156.1,0.0,0.0
2019-06-30,156.21,156.21,0.0,0.0,156.48,156.48,0.0,0.0,154.89,154.89,0.0,0.0,155.19,155.19,0.0,0.0
2019-07-07,156.56,156.56,0.0,0.0,156.59,156.59,0.0,0.0,154.85,154.85,0.0,0.0,155.29,155.29,0.0,0.0
2019-07-14,154.24,154.24,0.0,0.0,154.7,154.7,0.0,0.0,153.4,153.4,0.0,0.0,153.68,153.68,0.0,0.0
2019-07-21,157.19,157.19,0.0,0.0,157.36,157.36,0.0,0.0,155.6,155.6,0.0,0.0,156.15,156.15,0.0,0.0
2019-07-28,149.78,149.78,0.0,0.0,149.91,149.91,0.0,0.0,146.21,146.21,0.0,0.0,148.0,148.0,0.0,0.0
2019-08-04,149.81,149.81,0.0,0.0,150.12,150.12,0.0,0.0,148.33,148.33,0.0,0.0,148.67,148.67,0.0,0.0
2019-08-11,150.32,150.32,0.0,0.0,150.89,150.89,0.0,0.0,149.95,149.95,0.0,0.0,150.13,150.13,0.0,0.0
2019-08-18,146.8,146.8,0.0,0.0,147.05,147.05,0.0,0.0,145.71,145.71,0.0,0.0,147.03,147.03,0.0,0.0
