Date,Cambria Emerging Shareholder Yield_Open_average,Cambria Emerging Shareholder Yield_Open_max,Cambria Emerging Shareholder Yield_Open_min,Cambria Emerging Shareholder Yield_Open_volatility,Cambria Emerging Shareholder Yield_Open_change,Cambria Emerging Shareholder Yield_High_average,Cambria Emerging Shareholder Yield_High_max,Cambria Emerging Shareholder Yield_High_min,Cambria Emerging Shareholder Yield_High_volatility,Cambria Emerging Shareholder Yield_High_change,Cambria Emerging Shareholder Yield_Low_average,Cambria Emerging Shareholder Yield_Low_max,Cambria Emerging Shareholder Yield_Low_min,Cambria Emerging Shareholder Yield_Low_volatility,Cambria Emerging Shareholder Yield_Low_change,Cambria Emerging Shareholder Yield_Close_average,Cambria Emerging Shareholder Yield_Close_max,Cambria Emerging Shareholder Yield_Close_min,Cambria Emerging Shareholder Yield_Close_volatility,Cambria Emerging Shareholder Yield_Close_change
2018-11-11,29.79,29.79,29.79,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.79,29.79,29.79,0.0,0.0
2018-11-18,29.07,29.07,29.07,0.0,0.0,29.07,29.07,29.07,0.0,0.0,29.03,29.03,29.03,0.0,0.0,29.04,29.04,29.04,0.0,0.0
2018-11-25,30.24,30.24,30.24,0.0,0.0,30.24,30.24,30.24,0.0,0.0,30.24,30.24,30.24,0.0,0.0,30.24,30.24,30.24,0.0,0.0
2018-12-02,29.14,29.14,29.14,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.14,29.14,29.14,0.0,0.0,29.16,29.16,29.16,0.0,0.0
2018-12-09,29.21,29.21,29.21,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.16,29.16,29.16,0.0,0.0
2018-12-16,28.96,28.96,28.96,0.0,0.0,29.11,29.11,29.11,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.99,28.99,28.99,0.0,0.0
2018-12-23,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2018-12-30,28.62,28.62,28.62,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.06,28.06,28.06,0.0,0.0,28.29,28.29,28.29,0.0,0.0
2019-01-06,28.45,28.45,28.45,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2019-01-13,29.37,29.37,29.37,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.05,29.05,29.05,0.0,0.0,29.14,29.14,29.14,0.0,0.0
2019-01-20,29.35,29.35,29.35,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.42,29.42,29.42,0.0,0.0
2019-01-27,30.24,30.24,30.24,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.24,30.24,30.24,0.0,0.0,30.28,30.28,30.28,0.0,0.0
2019-02-03,30.33,30.33,30.33,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.13,30.13,30.13,0.0,0.0
2019-02-10,30.55,30.55,30.55,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.42,30.42,30.42,0.0,0.0
2019-02-17,30.92,30.92,30.92,0.0,0.0,30.98,30.98,30.98,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.97,30.97,30.97,0.0,0.0
2019-02-24,30.89,30.89,30.89,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.6,30.6,30.6,0.0,0.0
2019-03-03,30.33,30.33,30.33,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.25,30.25,30.25,0.0,0.0
2019-03-10,30.91,30.91,30.91,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.93,30.93,30.93,0.0,0.0
2019-03-17,30.65,30.65,30.65,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2019-03-24,31.37,31.37,31.37,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.21,31.21,31.21,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2019-03-31,31.94,31.94,31.94,0.0,0.0,31.94,31.94,31.94,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.75,31.75,31.75,0.0,0.0
2019-04-07,31.96,31.96,31.96,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.79,31.79,31.79,0.0,0.0
2019-04-14,31.92,31.92,31.92,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.92,31.92,31.92,0.0,0.0
2019-04-21,31.65,31.65,31.65,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.65,31.65,31.65,0.0,0.0
2019-04-28,31.43,31.43,31.43,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2019-05-05,30.16,30.16,30.16,0.0,0.0,30.16,30.16,30.16,0.0,0.0,29.84,29.84,29.84,0.0,0.0,30.11,30.11,30.11,0.0,0.0
2019-05-12,29.03,29.03,29.03,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.03,29.03,29.03,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2019-05-19,29.42,29.42,29.42,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.47,29.47,29.47,0.0,0.0
2019-05-26,30.31,30.31,30.31,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.21,30.21,30.21,0.0,0.0,30.31,30.31,30.31,0.0,0.0
2019-06-02,30.24,30.24,30.24,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.24,30.24,30.24,0.0,0.0,30.63,30.63,30.63,0.0,0.0
2019-06-09,30.61,30.61,30.61,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.67,30.67,30.67,0.0,0.0
2019-06-16,31.67,31.67,31.67,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.62,31.62,31.62,0.0,0.0
2019-06-23,31.99,31.99,31.99,0.0,0.0,32.04,32.04,32.04,0.0,0.0,31.99,31.99,31.99,0.0,0.0,32.04,32.04,32.04,0.0,0.0
2019-06-30,31.72,31.72,31.72,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.72,31.72,31.72,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2019-07-07,32.0,32.0,32.0,0.0,0.0,32.02,32.02,32.02,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.01,32.01,32.01,0.0,0.0
2019-07-14,32.29,32.29,32.29,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.17,32.17,32.17,0.0,0.0,32.17,32.17,32.17,0.0,0.0
2019-07-21,31.78,31.78,31.78,0.0,0.0,31.83,31.83,31.83,0.0,0.0,31.74,31.74,31.74,0.0,0.0,31.82,31.82,31.82,0.0,0.0
2019-07-28,29.76,29.76,29.76,0.0,0.0,29.89,29.89,29.89,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.49,29.49,29.49,0.0,0.0
2019-08-04,30.15,30.15,30.15,0.0,0.0,30.15,30.15,30.15,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.84,29.84,29.84,0.0,0.0
2019-08-11,29.73,29.73,29.73,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.63,29.63,29.63,0.0,0.0
2019-08-18,29.49,29.49,29.49,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.49,29.49,29.49,0.0,0.0,29.52,29.52,29.52,0.0,0.0
2019-08-25,29.97,29.97,29.97,0.0,0.0,30.04,30.04,30.04,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.94,29.94,29.94,0.0,0.0
2019-09-01,30.73,30.73,30.73,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.63,30.63,30.63,0.0,0.0
2019-09-08,31.1,31.1,31.1,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.17,31.17,31.17,0.0,0.0
2019-09-15,30.99,30.99,30.99,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.92,30.92,30.92,0.0,0.0
2019-09-22,30.05,30.05,30.05,0.0,0.0,30.06,30.06,30.06,0.0,0.0,29.98,29.98,29.98,0.0,0.0,30.05,30.05,30.05,0.0,0.0
2019-09-29,30.0,30.0,30.0,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.07,30.07,30.07,0.0,0.0
2019-10-06,30.67,30.67,30.67,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.53,30.53,30.53,0.0,0.0
2019-10-13,31.21,31.21,31.21,0.0,0.0,31.21,31.21,31.21,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.94,30.94,30.94,0.0,0.0
2019-10-20,31.64,31.64,31.64,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.57,31.57,31.57,0.0,0.0
2019-10-27,32.33,32.33,32.33,0.0,0.0,32.33,32.33,32.33,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.99,31.99,31.99,0.0,0.0
2019-11-03,31.62,31.62,31.62,0.0,0.0,31.81,31.81,31.81,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.6,31.6,31.6,0.0,0.0
2019-11-10,31.58,31.58,31.58,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.48,31.48,31.48,0.0,0.0
2019-11-17,31.68,31.68,31.68,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.35,31.35,31.35,0.0,0.0
2019-11-24,30.94,30.94,30.94,0.0,0.0,31.02,31.02,31.02,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.97,30.97,30.97,0.0,0.0
2019-12-01,31.57,31.57,31.57,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.44,31.44,31.44,0.0,0.0
2019-12-08,32.47,32.47,32.47,0.0,0.0,32.57,32.57,32.57,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.56,32.56,32.56,0.0,0.0
2019-12-15,32.51,32.51,32.51,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.54,32.54,32.54,0.0,0.0
2019-12-22,32.34,32.34,32.34,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.34,32.34,32.34,0.0,0.0,32.58,32.58,32.58,0.0,0.0
2019-12-29,32.8,32.8,32.8,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.72,32.72,32.72,0.0,0.0
