Date,FAX_Open_average,FAX_Open_max,FAX_Open_min,FAX_Open_volatility,FAX_Open_change,FAX_High_average,FAX_High_max,FAX_High_min,FAX_High_volatility,FAX_High_change,FAX_Low_average,FAX_Low_max,FAX_Low_min,FAX_Low_volatility,FAX_Low_change,FAX_Close_average,FAX_Close_max,FAX_Close_min,FAX_Close_volatility,FAX_Close_change,FAX_Volume_average,FAX_Volume_max,FAX_Volume_min,FAX_Volume_volatility,FAX_Volume_change
2018-01-14,4.9879999999999995,5.02,4.96,0.05999999999999961,-0.040000000000000036,5.004,5.02,4.98,0.03999999999999915,-0.009999999999999787,4.978,5.0,4.96,0.040000000000000036,-0.03000000000000025,4.993,5.02,4.96,0.05999999999999961,0.004999999999999893,64082,83419,52667,30752,-16026
2018-01-21,4.992,5.0,4.98,0.019999999999999574,0.009999999999999787,5.008,5.02,5.0,0.019999999999999574,0.0,4.978,4.99,4.96,0.03000000000000025,-0.009999999999999787,4.984,5.01,4.96,0.04999999999999982,-0.009999999999999787,59736,80065,34729,45336,3658
2018-01-28,4.942,4.97,4.86,0.10999999999999943,-0.10999999999999943,4.967,5.0,4.88,0.1200000000000001,-0.09499999999999975,4.906,4.96,4.8,0.16000000000000014,-0.14000000000000057,4.926,5.0,4.83,0.16999999999999993,-0.1200000000000001,89883,121249,40342,80907,3079
2018-02-04,4.818,4.86,4.77,0.09000000000000075,0.03000000000000025,4.856,4.89,4.83,0.05999999999999961,-0.009999999999999787,4.779,4.835,4.73,0.10499999999999954,0.0699999999999994,4.818,4.84,4.79,0.04999999999999982,0.0,61742,103325,31204,72121,-37451
2018-02-11,4.835,4.87,4.8,0.07000000000000028,0.05000000000000071,4.86,4.88,4.83,0.04999999999999982,0.03000000000000025,4.82,4.85,4.8,0.04999999999999982,0.010000000000000675,4.84,4.88,4.82,0.05999999999999961,0.0,51452,87503,32700,54803,54803
2018-02-18,4.79,4.82,4.77,0.05000000000000071,-0.040000000000000036,4.812,4.83,4.8,0.03000000000000025,-0.009999999999999787,4.766,4.77,4.76,0.009999999999999787,0.0,4.782,4.8,4.77,0.03000000000000025,0.010000000000000675,66206,96555,46256,50299,-14708
2018-02-25,4.762,4.8,4.72,0.08000000000000007,-0.05999999999999961,4.773,4.81,4.745,0.0649999999999995,-0.054999999999999716,4.732,4.76,4.71,0.04999999999999982,-0.03000000000000025,4.744,4.77,4.72,0.04999999999999982,-0.040000000000000036,65032,122369,35582,86787,45601
2018-03-04,4.758,4.77,4.73,0.03999999999999915,0.03999999999999915,4.774,4.8,4.76,0.040000000000000036,0.040000000000000036,4.752,4.77,4.73,0.03999999999999915,0.03999999999999915,4.768,4.79,4.75,0.040000000000000036,0.040000000000000036,46117,95221,26805,68416,53374
2018-03-11,4.782,4.8,4.77,0.03000000000000025,0.0,4.797,4.815,4.78,0.03500000000000014,-0.009999999999999787,4.764,4.79,4.71,0.08000000000000007,-0.05999999999999961,4.78,4.815,4.73,0.08499999999999996,-0.04999999999999982,79279,148566,13020,135546,-17805
2018-03-18,4.742,4.8,4.71,0.08999999999999986,0.05999999999999961,4.7540000000000004,4.8,4.73,0.0699999999999994,0.05999999999999961,4.716,4.74,4.7,0.040000000000000036,0.040000000000000036,4.728,4.76,4.71,0.04999999999999982,0.04999999999999982,40805,79622,15469,64153,35847
2018-03-25,4.7275,4.75,4.71,0.040000000000000036,-0.009999999999999787,4.74,4.76,4.72,0.040000000000000036,-0.019999999999999574,4.71,4.72,4.7,0.019999999999999574,0.019999999999999574,4.7275,4.74,4.72,0.020000000000000462,0.010000000000000675,50281,72670,37004,35666,-14189
2018-04-01,4.694,4.74,4.66,0.08000000000000007,-0.04999999999999982,4.714,4.74,4.7,0.040000000000000036,-0.03000000000000025,4.672,4.68,4.66,0.019999999999999574,0.0,4.689,4.7,4.67,0.03000000000000025,-0.020000000000000462,84780,198628,25755,172873,-59141
