Date,SPDR S&P Telecom_Open_average,SPDR S&P Telecom_Open_max,SPDR S&P Telecom_Open_min,SPDR S&P Telecom_Open_volatility,SPDR S&P Telecom_Open_change,SPDR S&P Telecom_High_average,SPDR S&P Telecom_High_max,SPDR S&P Telecom_High_min,SPDR S&P Telecom_High_volatility,SPDR S&P Telecom_High_change,SPDR S&P Telecom_Low_average,SPDR S&P Telecom_Low_max,SPDR S&P Telecom_Low_min,SPDR S&P Telecom_Low_volatility,SPDR S&P Telecom_Low_change,SPDR S&P Telecom_Close_average,SPDR S&P Telecom_Close_max,SPDR S&P Telecom_Close_min,SPDR S&P Telecom_Close_volatility,SPDR S&P Telecom_Close_change
2018-01-14,69.98,69.98,69.98,0.0,0.0,70.26,70.26,70.26,0.0,0.0,69.41,69.41,69.41,0.0,0.0,70.26,70.26,70.26,0.0,0.0
2018-01-21,70.16,70.16,70.16,0.0,0.0,70.23,70.23,70.23,0.0,0.0,69.7,69.7,69.7,0.0,0.0,69.88,69.88,69.88,0.0,0.0
2018-01-28,68.66,68.66,68.66,0.0,0.0,69.38,69.38,69.38,0.0,0.0,66.93,66.93,66.93,0.0,0.0,66.95,66.95,66.95,0.0,0.0
2018-02-04,67.5,67.5,67.5,0.0,0.0,67.95,67.95,67.95,0.0,0.0,66.94,66.94,66.94,0.0,0.0,67.57,67.57,67.57,0.0,0.0
2018-02-11,71.0,71.0,71.0,0.0,0.0,71.17,71.17,71.17,0.0,0.0,70.48,70.48,70.48,0.0,0.0,70.71,70.71,70.71,0.0,0.0
2018-02-18,70.06,70.06,70.06,0.0,0.0,70.34,70.34,70.34,0.0,0.0,70.06,70.06,70.06,0.0,0.0,70.2,70.2,70.2,0.0,0.0
2018-02-25,69.46,69.46,69.46,0.0,0.0,70.72,70.72,70.72,0.0,0.0,69.46,69.46,69.46,0.0,0.0,70.62,70.62,70.62,0.0,0.0
2018-03-04,74.28,74.28,74.28,0.0,0.0,74.68,74.68,74.68,0.0,0.0,74.1,74.1,74.1,0.0,0.0,74.31,74.31,74.31,0.0,0.0
2018-03-11,71.23,71.23,71.23,0.0,0.0,71.23,71.23,71.23,0.0,0.0,70.9,70.9,70.9,0.0,0.0,71.13,71.13,71.13,0.0,0.0
2018-03-18,69.43,69.43,69.43,0.0,0.0,69.94,69.94,69.94,0.0,0.0,69.06,69.06,69.06,0.0,0.0,69.86,69.86,69.86,0.0,0.0
2018-03-25,68.83,68.83,68.83,0.0,0.0,69.17,69.17,69.17,0.0,0.0,67.16,67.16,67.16,0.0,0.0,67.54,67.54,67.54,0.0,0.0
2018-04-01,69.25,69.25,69.25,0.0,0.0,69.58,69.58,69.58,0.0,0.0,68.93,68.93,68.93,0.0,0.0,68.93,68.93,68.93,0.0,0.0
2018-04-08,70.06,70.06,70.06,0.0,0.0,70.79,70.79,70.79,0.0,0.0,70.06,70.06,70.06,0.0,0.0,70.69,70.69,70.69,0.0,0.0
2018-04-15,71.5,71.5,71.5,0.0,0.0,71.8,71.8,71.8,0.0,0.0,71.03,71.03,71.03,0.0,0.0,71.12,71.12,71.12,0.0,0.0
2018-04-22,70.42,70.42,70.42,0.0,0.0,70.42,70.42,70.42,0.0,0.0,69.89,69.89,69.89,0.0,0.0,69.9,69.9,69.9,0.0,0.0
2018-04-29,70.45,70.45,70.45,0.0,0.0,71.66,71.66,71.66,0.0,0.0,70.45,70.45,70.45,0.0,0.0,71.16,71.16,71.16,0.0,0.0
2018-05-06,71.72,71.72,71.72,0.0,0.0,71.72,71.72,71.72,0.0,0.0,70.34,70.34,70.34,0.0,0.0,70.34,70.34,70.34,0.0,0.0
2018-05-13,71.17,71.17,71.17,0.0,0.0,71.41,71.41,71.41,0.0,0.0,71.17,71.17,71.17,0.0,0.0,71.41,71.41,71.41,0.0,0.0
2018-05-20,70.27,70.27,70.27,0.0,0.0,70.89,70.89,70.89,0.0,0.0,70.27,70.27,70.27,0.0,0.0,70.89,70.89,70.89,0.0,0.0
2018-05-27,71.47,71.47,71.47,0.0,0.0,71.82,71.82,71.82,0.0,0.0,71.47,71.47,71.47,0.0,0.0,71.82,71.82,71.82,0.0,0.0
2018-06-03,72.32,72.32,72.32,0.0,0.0,72.51,72.51,72.51,0.0,0.0,72.18,72.18,72.18,0.0,0.0,72.51,72.51,72.51,0.0,0.0
2018-06-10,73.24,73.24,73.24,0.0,0.0,73.97,73.97,73.97,0.0,0.0,73.15,73.15,73.15,0.0,0.0,73.97,73.97,73.97,0.0,0.0
2018-06-17,72.9,72.9,72.9,0.0,0.0,72.9,72.9,72.9,0.0,0.0,71.23,71.23,71.23,0.0,0.0,71.4,71.4,71.4,0.0,0.0
2018-06-24,71.73,71.73,71.73,0.0,0.0,72.76,72.76,72.76,0.0,0.0,71.71,71.71,71.71,0.0,0.0,72.76,72.76,72.76,0.0,0.0
2018-07-01,75.26,75.26,75.26,0.0,0.0,75.26,75.26,75.26,0.0,0.0,74.78,74.78,74.78,0.0,0.0,74.93,74.93,74.93,0.0,0.0
2018-07-08,75.1,75.1,75.1,0.0,0.0,75.1,75.1,75.1,0.0,0.0,74.04,74.04,74.04,0.0,0.0,74.04,74.04,74.04,0.0,0.0
2018-07-15,72.2,72.2,72.2,0.0,0.0,72.25,72.25,72.25,0.0,0.0,71.63,71.63,71.63,0.0,0.0,72.06,72.06,72.06,0.0,0.0
2018-07-22,71.35,71.35,71.35,0.0,0.0,71.61,71.61,71.61,0.0,0.0,70.73,70.73,70.73,0.0,0.0,70.76,70.76,70.76,0.0,0.0
2018-07-29,72.19,72.19,72.19,0.0,0.0,73.9,73.9,73.9,0.0,0.0,72.19,72.19,72.19,0.0,0.0,73.86,73.86,73.86,0.0,0.0
2018-08-05,73.92,73.92,73.92,0.0,0.0,74.21,74.21,74.21,0.0,0.0,73.7,73.7,73.7,0.0,0.0,74.08,74.08,74.08,0.0,0.0
2018-08-12,75.0,75.0,75.0,0.0,0.0,75.56,75.56,75.56,0.0,0.0,74.95,74.95,74.95,0.0,0.0,75.44,75.44,75.44,0.0,0.0
2018-08-19,76.75,76.75,76.75,0.0,0.0,77.08,77.08,77.08,0.0,0.0,76.63,76.63,76.63,0.0,0.0,76.78,76.78,76.78,0.0,0.0
2018-08-26,76.92,76.92,76.92,0.0,0.0,77.04,77.04,77.04,0.0,0.0,76.89,76.89,76.89,0.0,0.0,77.04,77.04,77.04,0.0,0.0
2018-09-02,75.98,75.98,75.98,0.0,0.0,75.98,75.98,75.98,0.0,0.0,75.14,75.14,75.14,0.0,0.0,75.72,75.72,75.72,0.0,0.0
2018-09-09,76.1,76.1,76.1,0.0,0.0,76.41,76.41,76.41,0.0,0.0,76.07,76.07,76.07,0.0,0.0,76.21,76.21,76.21,0.0,0.0
2018-09-16,77.06,77.06,77.06,0.0,0.0,77.06,77.06,77.06,0.0,0.0,75.82,75.82,75.82,0.0,0.0,76.22,76.22,76.22,0.0,0.0
