Date,REX_Open_average,REX_Open_max,REX_Open_min,REX_Open_volatility,REX_Open_change,REX_High_average,REX_High_max,REX_High_min,REX_High_volatility,REX_High_change,REX_Low_average,REX_Low_max,REX_Low_min,REX_Low_volatility,REX_Low_change,REX_Close_average,REX_Close_max,REX_Close_min,REX_Close_volatility,REX_Close_change,REX_Volume_average,REX_Volume_max,REX_Volume_min,REX_Volume_volatility,REX_Volume_change
2018-01-14,84.458,85.0,83.66,1.3400000000000034,0.0799999999999983,85.658,86.51,85.16,1.3500000000000085,-0.7800000000000011,83.672,84.45,83.39,1.0600000000000023,0.9000000000000057,84.526,85.28,83.56,1.7199999999999989,1.7199999999999989,40383,53128,26721,26407,-24506
2018-01-21,84.722,87.04,83.05,3.990000000000009,-2.019999999999996,85.49000000000001,87.48,83.92,3.5600000000000023,-3.5600000000000023,82.98,85.07,81.41,3.6599999999999966,-3.6599999999999966,83.926,86.84,81.96,4.88000000000001,-4.88000000000001,39231,44546,28830,15716,-3077
2018-01-28,81.078,82.78,77.94,4.840000000000003,-3.0700000000000074,81.88,82.85,78.88,3.969999999999999,-3.460000000000008,79.194,81.02,75.56,5.459999999999994,-5.289999999999992,79.986,81.99,75.86,6.1299999999999955,-5.8799999999999955,44073,53998,24676,29322,12976
2018-02-04,76.08800000000001,77.62,74.51,3.1099999999999994,3.1099999999999994,77.878,79.19,77.01,2.1799999999999926,0.04999999999999716,74.242,75.35,72.71,2.6400000000000006,0.8399999999999892,75.966,77.19,73.74,3.450000000000003,-1.25,38461,43294,30318,12976,-3180
2018-02-11,77.905,80.36,75.57,4.790000000000006,4.790000000000006,80.3175,83.24,77.92,5.319999999999993,5.319999999999993,77.005,79.02,75.2,3.819999999999993,3.819999999999993,79.62,81.83,77.05,4.780000000000001,4.780000000000001,29768,43576,16280,27296,-5943
2018-02-18,82.294,83.69,81.28,2.4099999999999966,2.4099999999999966,83.084,84.15,81.93,2.219999999999999,2.219999999999999,81.044,82.41,79.98,2.4299999999999926,2.4299999999999926,82.396,83.42,81.45,1.9699999999999989,1.9699999999999989,33916,53569,12368,41201,-24657
2018-02-25,81.27,83.53,78.61,4.920000000000002,-1.5999999999999943,83.796,87.35,81.22,6.1299999999999955,3.1699999999999875,80.078,82.05,77.45,4.599999999999994,-0.11999999999999034,82.278,86.01,79.36,6.650000000000006,3.0600000000000023,38848,58925,18500,40425,32493
2018-03-04,85.224,87.11,83.65,3.4599999999999937,0.8400000000000034,86.904,89.84,85.19,4.650000000000006,2.760000000000005,84.008,87.1,82.78,4.319999999999993,3.539999999999992,85.762,89.32,83.17,6.1499999999999915,4.719999999999999,27741,51802,17038,34764,26676
2018-03-11,87.404,89.53,85.3,4.230000000000004,-1.1800000000000068,88.412,90.0,86.47,3.530000000000001,-1.6099999999999994,85.422,87.48,84.18,3.299999999999997,-2.730000000000004,86.68,88.5,85.15,3.3499999999999943,-1.9199999999999875,47279,73477,29631,43846,32897
2018-03-18,82.532,85.96,76.83,9.129999999999995,-9.129999999999995,84.074,88.09,77.55,10.540000000000006,-10.540000000000006,79.402,84.04,74.0,10.040000000000006,-10.040000000000006,80.38199999999999,86.24,74.38,11.86,-10.950000000000003,63695,94245,43738,50507,31354
