Date,JAN_Open_average,JAN_Open_max,JAN_Open_min,JAN_Open_volatility,JAN_Open_change,JAN_High_average,JAN_High_max,JAN_High_min,JAN_High_volatility,JAN_High_change,JAN_Low_average,JAN_Low_max,JAN_Low_min,JAN_Low_volatility,JAN_Low_change,JAN_Close_average,JAN_Close_max,JAN_Close_min,JAN_Close_volatility,JAN_Close_change,JAN_Volume_average,JAN_Volume_max,JAN_Volume_min,JAN_Volume_volatility,JAN_Volume_change
2018-01-14,5.1,5.2,5.0,0.20000000000000018,-0.04999999999999982,5.17,5.3,5.05,0.25,0.09999999999999964,4.9706,5.052,4.9,0.15199999999999925,0.0019999999999997797,5.0771999999999995,5.199,4.938,0.2610000000000001,0.0990000000000002,8286,14413,3614,10799,2129
2018-01-21,5.3,5.45,5.1,0.35000000000000053,-0.10000000000000053,5.4028,5.45,5.269,0.18100000000000005,-0.13100000000000023,5.1499999999999995,5.3,5.05,0.25,-0.10000000000000053,5.26,5.35,5.15,0.1999999999999993,-0.1999999999999993,10618,17736,6182,11554,-11554
2018-01-28,5.0106,5.1,4.85,0.25,-0.25,5.06,5.2,4.85,0.35000000000000053,-0.3000000000000007,4.8389999999999995,5.0,4.55,0.4500000000000002,-0.4500000000000002,4.8896,5.0,4.699,0.30100000000000016,-0.30100000000000016,7929,10289,6536,3753,2300
2018-02-04,4.838,5.0,4.6,0.40000000000000036,0.0,4.93,5.0,4.8,0.20000000000000018,0.0,4.6004,4.601,4.6,0.001000000000000334,0.0,4.7702,5.0,4.65,0.34999999999999964,0.09899999999999931,7552,13686,4633,9053,-4951
2018-02-11,4.8375,4.9,4.8,0.10000000000000053,-0.05000000000000071,4.8975,4.94,4.85,0.09000000000000075,-0.05000000000000071,4.6875,4.8,4.6,0.20000000000000018,-0.09999999999999964,4.7125,4.8,4.6,0.20000000000000018,-0.04999999999999982,3873,8798,1764,7034,1127
2018-02-18,4.8,4.9,4.7,0.20000000000000018,-0.15000000000000036,4.83,4.9,4.75,0.15000000000000036,-0.15000000000000036,4.6702,4.8,4.501,0.2989999999999995,-0.2989999999999995,4.7496,4.85,4.649,0.20099999999999962,-0.10099999999999998,4259,6453,1085,5368,752
2018-02-25,4.5642,4.672,4.45,0.22199999999999953,-0.1719999999999997,4.6634,4.899,4.496,0.4029999999999996,0.2270000000000003,4.4356,4.5,4.4,0.09999999999999964,-0.02200000000000024,4.5144,4.7,4.423,0.27700000000000014,0.1510000000000007,15858,59229,1444,57785,56507
2018-03-04,4.7704,4.9,4.602,0.29800000000000004,0.09999999999999964,4.8296,4.9,4.7,0.20000000000000018,0.09999999999999964,4.6602,4.75,4.55,0.20000000000000018,0.10000000000000053,4.77,4.85,4.6,0.25,0.15000000000000036,10695,24978,5320,19658,5966
2018-03-11,4.5784,4.692,4.45,0.242,-0.09200000000000053,4.781,5.25,4.6,0.6500000000000004,0.4950000000000001,4.5046,4.6,4.4,0.1999999999999993,-0.12699999999999978,4.638,4.85,4.45,0.39999999999999947,0.15999999999999925,27625,110506,1870,108636,103270
2018-03-18,4.939,5.15,4.7,0.4500000000000002,-0.2999999999999998,5.034,5.35,4.7,0.6499999999999995,-0.6499999999999995,4.6774000000000004,4.811,4.4510000000000005,0.35999999999999943,-0.2239999999999993,4.7926,4.988,4.475,0.5130000000000008,-0.5130000000000008,15560,51249,4424,46825,-38676
