Date,ENSG_Open_average,ENSG_Open_max,ENSG_Open_min,ENSG_Open_volatility,ENSG_Open_change,ENSG_High_average,ENSG_High_max,ENSG_High_min,ENSG_High_volatility,ENSG_High_change,ENSG_Low_average,ENSG_Low_max,ENSG_Low_min,ENSG_Low_volatility,ENSG_Low_change,ENSG_Close_average,ENSG_Close_max,ENSG_Close_min,ENSG_Close_volatility,ENSG_Close_change,ENSG_Volume_average,ENSG_Volume_max,ENSG_Volume_min,ENSG_Volume_volatility,ENSG_Volume_change
2018-01-14,23.674,23.98,23.3,0.6799999999999997,-0.120000000000001,24.022,24.27,23.58,0.6900000000000013,-0.16000000000000014,23.416,23.68,23.17,0.509999999999998,0.07000000000000028,23.674,24.02,23.35,0.6699999999999982,0.41000000000000014,149666,220526,111034,109492,-18893
2018-01-21,23.628,23.96,23.09,0.870000000000001,-0.870000000000001,23.79,24.1,23.29,0.8100000000000023,-0.7600000000000016,23.302,23.65,23.01,0.639999999999997,-0.639999999999997,23.4,23.82,23.05,0.7699999999999996,-0.7699999999999996,103849,150453,62228,88225,-54836
2018-01-28,22.72,22.92,22.37,0.5500000000000007,-0.4299999999999997,23.014,23.29,22.84,0.4499999999999993,-0.4499999999999993,22.419999999999998,22.76,22.22,0.5400000000000027,-0.4700000000000024,22.706,23.03,22.31,0.7200000000000024,-0.5,214218,321929,114439,207490,165002
2018-02-04,23.68,25.48,21.96,3.5199999999999996,3.5199999999999996,24.578,25.99,23.02,2.969999999999999,2.969999999999999,22.964000000000002,24.71,21.67,3.039999999999999,3.039999999999999,24.278,25.8,22.98,2.8200000000000003,2.8200000000000003,395003,543432,250578,292854,-182273
2018-02-11,25.7775,25.97,25.65,0.3200000000000003,0.3099999999999987,26.2325,26.64,25.96,0.6799999999999997,0.5700000000000003,25.557499999999997,25.97,25.31,0.6600000000000001,0.6600000000000001,25.93,26.53,25.53,1.0,0.8500000000000014,271116,315516,221261,94255,-43317
2018-02-18,27.03,27.66,26.57,1.0899999999999999,0.28000000000000114,27.504,27.8,27.03,0.7699999999999996,0.6099999999999994,26.65,26.94,26.2,0.740000000000002,0.4400000000000013,27.186,27.65,26.87,0.7799999999999976,0.5700000000000003,206260,255221,159941,95280,-58618
2018-02-25,26.924,27.86,26.18,1.6799999999999997,-0.4800000000000004,27.502,28.17,26.99,1.1800000000000033,-1.0700000000000003,26.58,27.17,26.18,0.990000000000002,-0.5200000000000031,26.92,27.85,26.43,1.4200000000000017,-1.0700000000000003,329691,465746,233770,231976,-174997
2018-03-04,27.578,28.5,26.91,1.5899999999999999,1.5899999999999999,28.136,29.24,27.23,2.009999999999998,2.009999999999998,27.238,27.79,26.69,1.0999999999999979,1.0999999999999979,27.736,28.38,27.11,1.2699999999999996,0.7699999999999996,208059,241073,151481,89592,13547
2018-03-11,27.954,28.16,27.56,0.6000000000000014,0.14999999999999858,28.346,28.4,28.21,0.18999999999999773,-0.16000000000000014,27.646,27.89,27.31,0.5800000000000018,0.3000000000000007,27.996000000000002,28.17,27.46,0.7100000000000009,0.7100000000000009,409334,965132,165355,799777,-251119
2018-03-18,27.796,28.1,27.38,0.7200000000000024,-0.7200000000000024,28.078,28.46,27.38,1.0800000000000018,-0.9299999999999997,27.323999999999998,27.83,26.36,1.4699999999999989,-1.4699999999999989,27.558,27.99,27.05,0.9399999999999977,-0.8699999999999974,202333,251440,99229,152211,126879
2018-03-25,26.740000000000002,27.23,26.3,0.9299999999999997,-0.9299999999999997,26.877499999999998,27.28,26.49,0.7900000000000027,-0.7900000000000027,26.1275,26.39,25.8,0.5899999999999999,-0.5899999999999999,26.3675,26.72,25.88,0.8399999999999999,-0.6900000000000013,253179,334183,191517,142666,-64748
2018-04-01,26.71,27.33,25.95,1.379999999999999,1.3200000000000003,27.318,28.03,26.47,1.5600000000000023,1.5600000000000023,26.488,27.01,25.95,1.0600000000000023,1.0600000000000023,26.951999999999998,27.54,26.3,1.2399999999999984,0.7199999999999989,245875,326378,154377,172001,43475
2018-04-08,27.354,27.69,26.79,0.9000000000000021,0.490000000000002,27.762,28.14,27.5,0.6400000000000006,0.5500000000000007,27.038,27.3,26.76,0.5399999999999991,0.5300000000000011,27.45,27.97,26.83,1.1400000000000006,1.1400000000000006,167392,301960,115567,186393,-172185
2018-04-15,28.18,28.39,28.06,0.33000000000000185,0.060000000000002274,28.384,28.75,28.19,0.5599999999999987,-0.05999999999999872,28.009999999999998,28.15,27.88,0.2699999999999996,-0.08999999999999986,28.188,28.49,28.02,0.46999999999999886,-0.0799999999999983,139973,209425,83777,125648,-61084
2018-04-22,27.942,28.2,27.6,0.5999999999999979,-0.25,28.142,28.48,27.88,0.6000000000000014,-0.33999999999999986,27.614,27.73,27.47,0.26000000000000156,0.05000000000000071,27.838,27.96,27.6,0.35999999999999943,-0.08999999999999986,139359,204793,91569,113224,-41457
2018-04-29,29.802,32.42,27.88,4.540000000000003,4.540000000000003,30.964000000000002,33.45,28.16,5.290000000000003,5.290000000000003,29.556,32.25,27.25,5.0,5.0,30.759999999999998,33.12,28.11,5.009999999999998,5.009999999999998,349868,496516,247746,248770,42595
2018-05-06,33.172000000000004,33.35,32.88,0.46999999999999886,-0.13000000000000256,33.566,33.81,33.31,0.5,-0.3200000000000003,32.384,32.81,31.65,1.1600000000000037,0.030000000000001137,32.978,33.08,32.79,0.28999999999999915,0.10000000000000142,248504,369087,171832,197255,-122445
2018-05-13,33.768,34.8,32.81,1.9899999999999949,1.9899999999999949,34.315999999999995,35.05,33.41,1.6400000000000006,1.4400000000000048,33.316,33.97,32.57,1.3999999999999986,1.3999999999999986,34.064,34.74,33.31,1.4299999999999997,1.3499999999999943,315558,523395,193290,330105,330105
2018-05-20,35.415,35.86,35.0,0.8599999999999994,0.7000000000000028,35.895,36.24,35.4,0.8400000000000034,0.7700000000000031,35.095,35.59,34.76,0.8300000000000054,0.75,35.675,36.16,35.1,1.0599999999999952,1.0599999999999952,303742,384869,251025,133844,81054
2018-05-27,36.434,36.8,35.94,0.8599999999999994,0.8599999999999994,36.986,37.44,36.18,1.259999999999998,1.259999999999998,36.034,36.62,35.22,1.3999999999999986,1.3999999999999986,36.656,37.06,35.97,1.0900000000000034,1.0900000000000034,298027,473258,177472,295786,163207
2018-06-03,37.568,38.29,36.75,1.5399999999999991,0.3400000000000034,38.072,38.45,37.67,0.7800000000000011,-0.25,37.078,37.59,36.64,0.9500000000000028,-0.04999999999999716,37.586,38.21,36.89,1.3200000000000003,-0.8700000000000045,292362,505805,172932,332873,-66415
2018-06-10,37.604,37.89,37.24,0.6499999999999986,0.6499999999999986,37.976,38.56,37.36,1.2000000000000028,1.2000000000000028,37.304,37.69,36.6,1.0899999999999963,1.0899999999999963,37.846,38.49,37.26,1.230000000000004,1.230000000000004,244420,394760,156238,238522,88917
2018-06-17,38.63,39.8,37.49,2.309999999999995,-0.8200000000000003,39.048,40.09,37.82,2.270000000000003,-0.7999999999999972,37.732,38.72,36.57,2.1499999999999986,-1.2100000000000009,38.432,39.7,37.67,2.030000000000001,-0.8100000000000023,558353,1417038,196306,1220732,206269
2018-06-24,36.92,37.9,35.8,2.1000000000000014,-2.1000000000000014,37.467999999999996,38.8,36.75,2.049999999999997,-1.7899999999999991,36.178000000000004,37.77,35.04,2.730000000000004,-1.980000000000004,36.728,37.86,35.82,2.039999999999999,-0.8800000000000026,275489,399434,182199,217235,87517
