Date,The Hartford Midcap Fund Class C_Open_average,The Hartford Midcap Fund Class C_Open_max,The Hartford Midcap Fund Class C_Open_volatility,The Hartford Midcap Fund Class C_Open_change,The Hartford Midcap Fund Class C_High_average,The Hartford Midcap Fund Class C_High_max,The Hartford Midcap Fund Class C_High_volatility,The Hartford Midcap Fund Class C_High_change,The Hartford Midcap Fund Class C_Low_average,The Hartford Midcap Fund Class C_Low_max,The Hartford Midcap Fund Class C_Low_volatility,The Hartford Midcap Fund Class C_Low_change,The Hartford Midcap Fund Class C_Close_average,The Hartford Midcap Fund Class C_Close_max,The Hartford Midcap Fund Class C_Close_volatility,The Hartford Midcap Fund Class C_Close_change
2016-04-10,18.3,18.3,0.0,0.0,18.3,18.3,0.0,0.0,18.3,18.3,0.0,0.0,18.3,18.3,0.0,0.0
2016-04-17,18.25,18.25,0.0,0.0,18.25,18.25,0.0,0.0,18.25,18.25,0.0,0.0,18.25,18.25,0.0,0.0
2016-04-24,18.23,18.23,0.0,0.0,18.23,18.23,0.0,0.0,18.23,18.23,0.0,0.0,18.23,18.23,0.0,0.0
2016-05-01,17.9,17.9,0.0,0.0,17.9,17.9,0.0,0.0,17.9,17.9,0.0,0.0,17.9,17.9,0.0,0.0
2016-05-08,18.05,18.05,0.0,0.0,18.05,18.05,0.0,0.0,18.05,18.05,0.0,0.0,18.05,18.05,0.0,0.0
2016-05-15,18.01,18.01,0.0,0.0,18.01,18.01,0.0,0.0,18.01,18.01,0.0,0.0,18.01,18.01,0.0,0.0
2016-05-22,18.57,18.57,0.0,0.0,18.57,18.57,0.0,0.0,18.57,18.57,0.0,0.0,18.57,18.57,0.0,0.0
2016-05-29,18.76,18.76,0.0,0.0,18.76,18.76,0.0,0.0,18.76,18.76,0.0,0.0,18.76,18.76,0.0,0.0
2016-06-05,18.3,18.3,0.0,0.0,18.3,18.3,0.0,0.0,18.3,18.3,0.0,0.0,18.3,18.3,0.0,0.0
2016-06-12,18.4,18.4,0.0,0.0,18.4,18.4,0.0,0.0,18.4,18.4,0.0,0.0,18.4,18.4,0.0,0.0
2016-06-19,17.27,17.27,0.0,0.0,17.27,17.27,0.0,0.0,17.27,17.27,0.0,0.0,17.27,17.27,0.0,0.0
2016-06-26,18.44,18.44,0.0,0.0,18.44,18.44,0.0,0.0,18.44,18.44,0.0,0.0,18.44,18.44,0.0,0.0
2016-07-03,18.68,18.68,0.0,0.0,18.68,18.68,0.0,0.0,18.68,18.68,0.0,0.0,18.68,18.68,0.0,0.0
2016-07-10,18.88,18.88,0.0,0.0,18.88,18.88,0.0,0.0,18.88,18.88,0.0,0.0,18.88,18.88,0.0,0.0
2016-07-17,18.89,18.89,0.0,0.0,18.89,18.89,0.0,0.0,18.89,18.89,0.0,0.0,18.89,18.89,0.0,0.0
2016-07-24,18.82,18.82,0.0,0.0,18.82,18.82,0.0,0.0,18.82,18.82,0.0,0.0,18.82,18.82,0.0,0.0
2016-07-31,18.94,18.94,0.0,0.0,18.94,18.94,0.0,0.0,18.94,18.94,0.0,0.0,18.94,18.94,0.0,0.0
2016-08-07,19.01,19.01,0.0,0.0,19.01,19.01,0.0,0.0,19.01,19.01,0.0,0.0,19.01,19.01,0.0,0.0
2016-08-14,18.97,18.97,0.0,0.0,18.97,18.97,0.0,0.0,18.97,18.97,0.0,0.0,18.97,18.97,0.0,0.0
2016-08-21,19.02,19.02,0.0,0.0,19.02,19.02,0.0,0.0,19.02,19.02,0.0,0.0,19.02,19.02,0.0,0.0
2016-08-28,19.14,19.14,0.0,0.0,19.14,19.14,0.0,0.0,19.14,19.14,0.0,0.0,19.14,19.14,0.0,0.0
2016-09-04,18.86,18.86,0.0,0.0,18.86,18.86,0.0,0.0,18.86,18.86,0.0,0.0,18.86,18.86,0.0,0.0
2016-09-11,18.69,18.69,0.0,0.0,18.69,18.69,0.0,0.0,18.69,18.69,0.0,0.0,18.69,18.69,0.0,0.0
2016-09-18,18.81,18.81,0.0,0.0,18.81,18.81,0.0,0.0,18.81,18.81,0.0,0.0,18.81,18.81,0.0,0.0
2016-09-25,19.04,19.04,0.0,0.0,19.04,19.04,0.0,0.0,19.04,19.04,0.0,0.0,19.04,19.04,0.0,0.0
2016-10-02,19.05,19.05,0.0,0.0,19.05,19.05,0.0,0.0,19.05,19.05,0.0,0.0,19.05,19.05,0.0,0.0
2016-10-09,18.56,18.56,0.0,0.0,18.56,18.56,0.0,0.0,18.56,18.56,0.0,0.0,18.56,18.56,0.0,0.0
2016-10-16,18.75,18.75,0.0,0.0,18.75,18.75,0.0,0.0,18.75,18.75,0.0,0.0,18.75,18.75,0.0,0.0
2016-10-23,18.42,18.42,0.0,0.0,18.42,18.42,0.0,0.0,18.42,18.42,0.0,0.0,18.42,18.42,0.0,0.0
2016-10-30,18.55,18.55,0.0,0.0,18.55,18.55,0.0,0.0,18.55,18.55,0.0,0.0,18.55,18.55,0.0,0.0
2016-11-06,19.29,19.29,0.0,0.0,19.29,19.29,0.0,0.0,19.29,19.29,0.0,0.0,19.29,19.29,0.0,0.0
2016-11-13,19.77,19.77,0.0,0.0,19.77,19.77,0.0,0.0,19.77,19.77,0.0,0.0,19.77,19.77,0.0,0.0
2016-11-20,19.69,19.69,0.0,0.0,19.69,19.69,0.0,0.0,19.69,19.69,0.0,0.0,19.69,19.69,0.0,0.0
2016-11-27,19.81,19.81,0.0,0.0,19.81,19.81,0.0,0.0,19.81,19.81,0.0,0.0,19.81,19.81,0.0,0.0
2016-12-04,20.09,20.09,0.0,0.0,20.09,20.09,0.0,0.0,20.09,20.09,0.0,0.0,20.09,20.09,0.0,0.0
2016-12-11,19.29,19.29,0.0,0.0,19.29,19.29,0.0,0.0,19.29,19.29,0.0,0.0,19.29,19.29,0.0,0.0
2016-12-18,19.3,19.3,0.0,0.0,19.3,19.3,0.0,0.0,19.3,19.3,0.0,0.0,19.3,19.3,0.0,0.0
2016-12-25,19.06,19.06,0.0,0.0,19.06,19.06,0.0,0.0,19.06,19.06,0.0,0.0,19.06,19.06,0.0,0.0
2017-01-01,19.5,19.5,0.0,0.0,19.5,19.5,0.0,0.0,19.5,19.5,0.0,0.0,19.5,19.5,0.0,0.0
2017-01-08,19.67,19.67,0.0,0.0,19.67,19.67,0.0,0.0,19.67,19.67,0.0,0.0,19.67,19.67,0.0,0.0
2017-01-15,19.41,19.41,0.0,0.0,19.41,19.41,0.0,0.0,19.41,19.41,0.0,0.0,19.41,19.41,0.0,0.0
2017-01-22,19.52,19.52,0.0,0.0,19.52,19.52,0.0,0.0,19.52,19.52,0.0,0.0,19.52,19.52,0.0,0.0
2017-01-29,19.84,19.84,0.0,0.0,19.84,19.84,0.0,0.0,19.84,19.84,0.0,0.0,19.84,19.84,0.0,0.0
2017-02-05,20.11,20.11,0.0,0.0,20.11,20.11,0.0,0.0,20.11,20.11,0.0,0.0,20.11,20.11,0.0,0.0
2017-02-12,20.3,20.3,0.0,0.0,20.3,20.3,0.0,0.0,20.3,20.3,0.0,0.0,20.3,20.3,0.0,0.0
2017-02-19,20.33,20.33,0.0,0.0,20.33,20.33,0.0,0.0,20.33,20.33,0.0,0.0,20.33,20.33,0.0,0.0
2017-02-26,20.29,20.29,0.0,0.0,20.29,20.29,0.0,0.0,20.29,20.29,0.0,0.0,20.29,20.29,0.0,0.0
2017-03-05,20.27,20.27,0.0,0.0,20.27,20.27,0.0,0.0,20.27,20.27,0.0,0.0,20.27,20.27,0.0,0.0
2017-03-12,20.33,20.33,0.0,0.0,20.33,20.33,0.0,0.0,20.33,20.33,0.0,0.0,20.33,20.33,0.0,0.0
2017-03-19,19.96,19.96,0.0,0.0,19.96,19.96,0.0,0.0,19.96,19.96,0.0,0.0,19.96,19.96,0.0,0.0
2017-03-26,19.93,19.93,0.0,0.0,19.93,19.93,0.0,0.0,19.93,19.93,0.0,0.0,19.93,19.93,0.0,0.0
2017-04-02,19.78,19.78,0.0,0.0,19.78,19.78,0.0,0.0,19.78,19.78,0.0,0.0,19.78,19.78,0.0,0.0
2017-04-09,19.79,19.79,0.0,0.0,19.79,19.79,0.0,0.0,19.79,19.79,0.0,0.0,19.79,19.79,0.0,0.0
2017-04-16,20.19,20.19,0.0,0.0,20.19,20.19,0.0,0.0,20.19,20.19,0.0,0.0,20.19,20.19,0.0,0.0
2017-04-23,20.44,20.44,0.0,0.0,20.44,20.44,0.0,0.0,20.44,20.44,0.0,0.0,20.44,20.44,0.0,0.0
2017-04-30,20.36,20.36,0.0,0.0,20.36,20.36,0.0,0.0,20.36,20.36,0.0,0.0,20.36,20.36,0.0,0.0
2017-05-07,20.53,20.53,0.0,0.0,20.53,20.53,0.0,0.0,20.53,20.53,0.0,0.0,20.53,20.53,0.0,0.0
2017-05-14,20.66,20.66,0.0,0.0,20.66,20.66,0.0,0.0,20.66,20.66,0.0,0.0,20.66,20.66,0.0,0.0
2017-05-21,20.83,20.83,0.0,0.0,20.83,20.83,0.0,0.0,20.83,20.83,0.0,0.0,20.83,20.83,0.0,0.0
2017-05-28,21.11,21.11,0.0,0.0,21.11,21.11,0.0,0.0,21.11,21.11,0.0,0.0,21.11,21.11,0.0,0.0
2017-06-04,21.04,21.04,0.0,0.0,21.04,21.04,0.0,0.0,21.04,21.04,0.0,0.0,21.04,21.04,0.0,0.0
2017-06-11,21.41,21.41,0.0,0.0,21.41,21.41,0.0,0.0,21.41,21.41,0.0,0.0,21.41,21.41,0.0,0.0
2017-06-18,21.4,21.4,0.0,0.0,21.4,21.4,0.0,0.0,21.4,21.4,0.0,0.0,21.4,21.4,0.0,0.0
2017-06-25,21.33,21.33,0.0,0.0,21.33,21.33,0.0,0.0,21.33,21.33,0.0,0.0,21.33,21.33,0.0,0.0
2017-07-02,21.25,21.25,0.0,0.0,21.25,21.25,0.0,0.0,21.25,21.25,0.0,0.0,21.25,21.25,0.0,0.0
2017-07-09,21.48,21.48,0.0,0.0,21.48,21.48,0.0,0.0,21.48,21.48,0.0,0.0,21.48,21.48,0.0,0.0
2017-07-16,21.71,21.71,0.0,0.0,21.71,21.71,0.0,0.0,21.71,21.71,0.0,0.0,21.71,21.71,0.0,0.0
2017-07-23,21.5,21.5,0.0,0.0,21.5,21.5,0.0,0.0,21.5,21.5,0.0,0.0,21.5,21.5,0.0,0.0
2017-07-30,21.47,21.47,0.0,0.0,21.47,21.47,0.0,0.0,21.47,21.47,0.0,0.0,21.47,21.47,0.0,0.0
2017-08-06,21.13,21.13,0.0,0.0,21.13,21.13,0.0,0.0,21.13,21.13,0.0,0.0,21.13,21.13,0.0,0.0
2017-08-13,20.74,20.74,0.0,0.0,20.74,20.74,0.0,0.0,20.74,20.74,0.0,0.0,20.74,20.74,0.0,0.0
2017-08-20,20.93,20.93,0.0,0.0,20.93,20.93,0.0,0.0,20.93,20.93,0.0,0.0,20.93,20.93,0.0,0.0
2017-08-27,21.41,21.41,0.0,0.0,21.41,21.41,0.0,0.0,21.41,21.41,0.0,0.0,21.41,21.41,0.0,0.0
2017-09-03,21.4,21.4,0.0,0.0,21.4,21.4,0.0,0.0,21.4,21.4,0.0,0.0,21.4,21.4,0.0,0.0
2017-09-10,21.44,21.44,0.0,0.0,21.44,21.44,0.0,0.0,21.44,21.44,0.0,0.0,21.44,21.44,0.0,0.0
2017-09-17,21.55,21.55,0.0,0.0,21.55,21.55,0.0,0.0,21.55,21.55,0.0,0.0,21.55,21.55,0.0,0.0
2017-09-24,22.04,22.04,0.0,0.0,22.04,22.04,0.0,0.0,22.04,22.04,0.0,0.0,22.04,22.04,0.0,0.0
2017-10-01,22.25,22.25,0.0,0.0,22.25,22.25,0.0,0.0,22.25,22.25,0.0,0.0,22.25,22.25,0.0,0.0
2017-10-08,22.35,22.35,0.0,0.0,22.35,22.35,0.0,0.0,22.35,22.35,0.0,0.0,22.35,22.35,0.0,0.0
2017-10-15,22.48,22.48,0.0,0.0,22.48,22.48,0.0,0.0,22.48,22.48,0.0,0.0,22.48,22.48,0.0,0.0
2017-10-22,22.61,22.61,0.0,0.0,22.61,22.61,0.0,0.0,22.61,22.61,0.0,0.0,22.61,22.61,0.0,0.0
2017-10-29,22.77,22.77,0.0,0.0,22.77,22.77,0.0,0.0,22.77,22.77,0.0,0.0,22.77,22.77,0.0,0.0
2017-11-05,22.6,22.6,0.0,0.0,22.6,22.6,0.0,0.0,22.6,22.6,0.0,0.0,22.6,22.6,0.0,0.0
2017-11-12,22.73,22.73,0.0,0.0,22.73,22.73,0.0,0.0,22.73,22.73,0.0,0.0,22.73,22.73,0.0,0.0
2017-11-19,22.92,22.92,0.0,0.0,22.92,22.92,0.0,0.0,22.92,22.92,0.0,0.0,22.92,22.92,0.0,0.0
2017-11-26,23.1,23.1,0.0,0.0,23.1,23.1,0.0,0.0,23.1,23.1,0.0,0.0,23.1,23.1,0.0,0.0
2017-12-03,23.33,23.33,0.0,0.0,23.33,23.33,0.0,0.0,23.33,23.33,0.0,0.0,23.33,23.33,0.0,0.0
2017-12-10,22.11,22.11,0.0,0.0,22.11,22.11,0.0,0.0,22.11,22.11,0.0,0.0,22.11,22.11,0.0,0.0
2017-12-17,22.08,22.08,0.0,0.0,22.08,22.08,0.0,0.0,22.08,22.08,0.0,0.0,22.08,22.08,0.0,0.0
2017-12-24,22.03,22.03,0.0,0.0,22.03,22.03,0.0,0.0,22.03,22.03,0.0,0.0,22.03,22.03,0.0,0.0
2017-12-31,22.56,22.56,0.0,0.0,22.56,22.56,0.0,0.0,22.56,22.56,0.0,0.0,22.56,22.56,0.0,0.0
2018-01-07,22.84,22.84,0.0,0.0,22.84,22.84,0.0,0.0,22.84,22.84,0.0,0.0,22.84,22.84,0.0,0.0
2018-01-14,23.18,23.18,0.0,0.0,23.18,23.18,0.0,0.0,23.18,23.18,0.0,0.0,23.18,23.18,0.0,0.0
2018-01-21,23.37,23.37,0.0,0.0,23.37,23.37,0.0,0.0,23.37,23.37,0.0,0.0,23.37,23.37,0.0,0.0
2018-01-28,21.97,21.97,0.0,0.0,21.97,21.97,0.0,0.0,21.97,21.97,0.0,0.0,21.97,21.97,0.0,0.0
2018-02-04,21.86,21.86,0.0,0.0,21.86,21.86,0.0,0.0,21.86,21.86,0.0,0.0,21.86,21.86,0.0,0.0
2018-02-11,22.73,22.73,0.0,0.0,22.73,22.73,0.0,0.0,22.73,22.73,0.0,0.0,22.73,22.73,0.0,0.0
2018-02-18,22.94,22.94,0.0,0.0,22.94,22.94,0.0,0.0,22.94,22.94,0.0,0.0,22.94,22.94,0.0,0.0
2018-02-25,23.01,23.01,0.0,0.0,23.01,23.01,0.0,0.0,23.01,23.01,0.0,0.0,23.01,23.01,0.0,0.0
2018-03-04,23.77,23.77,0.0,0.0,23.77,23.77,0.0,0.0,23.77,23.77,0.0,0.0,23.77,23.77,0.0,0.0
2018-03-11,23.43,23.43,0.0,0.0,23.43,23.43,0.0,0.0,23.43,23.43,0.0,0.0,23.43,23.43,0.0,0.0
2018-03-18,23.04,23.04,0.0,0.0,23.04,23.04,0.0,0.0,23.04,23.04,0.0,0.0,23.04,23.04,0.0,0.0
2018-03-25,22.11,22.11,0.0,0.0,22.11,22.11,0.0,0.0,22.11,22.11,0.0,0.0,22.11,22.11,0.0,0.0
2018-04-01,22.1,22.1,0.0,0.0,22.1,22.1,0.0,0.0,22.1,22.1,0.0,0.0,22.1,22.1,0.0,0.0
2018-04-08,22.87,22.87,0.0,0.0,22.87,22.87,0.0,0.0,22.87,22.87,0.0,0.0,22.87,22.87,0.0,0.0
2018-04-15,23.06,23.06,0.0,0.0,23.06,23.06,0.0,0.0,23.06,23.06,0.0,0.0,23.06,23.06,0.0,0.0
2018-04-22,22.66,22.66,0.0,0.0,22.66,22.66,0.0,0.0,22.66,22.66,0.0,0.0,22.66,22.66,0.0,0.0
2018-04-29,23.06,23.06,0.0,0.0,23.06,23.06,0.0,0.0,23.06,23.06,0.0,0.0,23.06,23.06,0.0,0.0
2018-05-06,23.51,23.51,0.0,0.0,23.51,23.51,0.0,0.0,23.51,23.51,0.0,0.0,23.51,23.51,0.0,0.0
2018-05-13,23.67,23.67,0.0,0.0,23.67,23.67,0.0,0.0,23.67,23.67,0.0,0.0,23.67,23.67,0.0,0.0
2018-05-20,23.51,23.51,0.0,0.0,23.51,23.51,0.0,0.0,23.51,23.51,0.0,0.0,23.51,23.51,0.0,0.0
2018-05-27,23.93,23.93,0.0,0.0,23.93,23.93,0.0,0.0,23.93,23.93,0.0,0.0,23.93,23.93,0.0,0.0
2018-06-03,24.28,24.28,0.0,0.0,24.28,24.28,0.0,0.0,24.28,24.28,0.0,0.0,24.28,24.28,0.0,0.0
2018-06-10,24.44,24.44,0.0,0.0,24.44,24.44,0.0,0.0,24.44,24.44,0.0,0.0,24.44,24.44,0.0,0.0
2018-06-17,23.68,23.68,0.0,0.0,23.68,23.68,0.0,0.0,23.68,23.68,0.0,0.0,23.68,23.68,0.0,0.0
2018-06-24,23.69,23.69,0.0,0.0,23.69,23.69,0.0,0.0,23.69,23.69,0.0,0.0,23.69,23.69,0.0,0.0
2018-07-01,24.33,24.33,0.0,0.0,24.33,24.33,0.0,0.0,24.33,24.33,0.0,0.0,24.33,24.33,0.0,0.0
2018-07-08,24.37,24.37,0.0,0.0,24.37,24.37,0.0,0.0,24.37,24.37,0.0,0.0,24.37,24.37,0.0,0.0
2018-07-15,24.62,24.62,0.0,0.0,24.62,24.62,0.0,0.0,24.62,24.62,0.0,0.0,24.62,24.62,0.0,0.0
2018-07-22,23.96,23.96,0.0,0.0,23.96,23.96,0.0,0.0,23.96,23.96,0.0,0.0,23.96,23.96,0.0,0.0
2018-07-29,24.36,24.36,0.0,0.0,24.36,24.36,0.0,0.0,24.36,24.36,0.0,0.0,24.36,24.36,0.0,0.0
2018-08-05,24.05,24.05,0.0,0.0,24.05,24.05,0.0,0.0,24.05,24.05,0.0,0.0,24.05,24.05,0.0,0.0
2018-08-12,24.35,24.35,0.0,0.0,24.35,24.35,0.0,0.0,24.35,24.35,0.0,0.0,24.35,24.35,0.0,0.0
2018-08-19,24.8,24.8,0.0,0.0,24.8,24.8,0.0,0.0,24.8,24.8,0.0,0.0,24.8,24.8,0.0,0.0
2018-08-26,24.95,24.95,0.0,0.0,24.95,24.95,0.0,0.0,24.95,24.95,0.0,0.0,24.95,24.95,0.0,0.0
2018-09-02,24.61,24.61,0.0,0.0,24.61,24.61,0.0,0.0,24.61,24.61,0.0,0.0,24.61,24.61,0.0,0.0
2018-09-09,24.51,24.51,0.0,0.0,24.51,24.51,0.0,0.0,24.51,24.51,0.0,0.0,24.51,24.51,0.0,0.0
2018-09-16,24.65,24.65,0.0,0.0,24.65,24.65,0.0,0.0,24.65,24.65,0.0,0.0,24.65,24.65,0.0,0.0
2018-09-23,24.39,24.39,0.0,0.0,24.39,24.39,0.0,0.0,24.39,24.39,0.0,0.0,24.39,24.39,0.0,0.0
2018-09-30,23.45,23.45,0.0,0.0,23.45,23.45,0.0,0.0,23.45,23.45,0.0,0.0,23.45,23.45,0.0,0.0
2018-10-07,22.27,22.27,0.0,0.0,22.27,22.27,0.0,0.0,22.27,22.27,0.0,0.0,22.27,22.27,0.0,0.0
2018-10-14,22.11,22.11,0.0,0.0,22.11,22.11,0.0,0.0,22.11,22.11,0.0,0.0,22.11,22.11,0.0,0.0
2018-10-21,21.13,21.13,0.0,0.0,21.13,21.13,0.0,0.0,21.13,21.13,0.0,0.0,21.13,21.13,0.0,0.0
2018-10-28,22.38,22.38,0.0,0.0,22.38,22.38,0.0,0.0,22.38,22.38,0.0,0.0,22.38,22.38,0.0,0.0
2018-11-04,21.94,21.94,0.0,0.0,21.94,21.94,0.0,0.0,21.94,21.94,0.0,0.0,21.94,21.94,0.0,0.0
2018-11-11,21.64,21.64,0.0,0.0,21.64,21.64,0.0,0.0,21.64,21.64,0.0,0.0,21.64,21.64,0.0,0.0
2018-11-18,22.02,22.02,0.0,0.0,22.02,22.02,0.0,0.0,22.02,22.02,0.0,0.0,22.02,22.02,0.0,0.0
2018-11-25,22.86,22.86,0.0,0.0,22.86,22.86,0.0,0.0,22.86,22.86,0.0,0.0,22.86,22.86,0.0,0.0
2018-12-02,21.41,21.41,0.0,0.0,21.41,21.41,0.0,0.0,21.41,21.41,0.0,0.0,21.41,21.41,0.0,0.0
2018-12-09,17.04,17.04,0.0,0.0,17.04,17.04,0.0,0.0,17.04,17.04,0.0,0.0,17.04,17.04,0.0,0.0
2018-12-16,15.7,15.7,0.0,0.0,15.7,15.7,0.0,0.0,15.7,15.7,0.0,0.0,15.7,15.7,0.0,0.0
2018-12-23,16.83,16.83,0.0,0.0,16.83,16.83,0.0,0.0,16.83,16.83,0.0,0.0,16.83,16.83,0.0,0.0
2018-12-30,17.29,17.29,0.0,0.0,17.29,17.29,0.0,0.0,17.29,17.29,0.0,0.0,17.29,17.29,0.0,0.0
2019-01-06,17.76,17.76,0.0,0.0,17.76,17.76,0.0,0.0,17.76,17.76,0.0,0.0,17.76,17.76,0.0,0.0
2019-01-13,18.5,18.5,0.0,0.0,18.5,18.5,0.0,0.0,18.5,18.5,0.0,0.0,18.5,18.5,0.0,0.0
2019-01-20,18.38,18.38,0.0,0.0,18.38,18.38,0.0,0.0,18.38,18.38,0.0,0.0,18.38,18.38,0.0,0.0
2019-01-27,18.96,18.96,0.0,0.0,18.96,18.96,0.0,0.0,18.96,18.96,0.0,0.0,18.96,18.96,0.0,0.0
2019-02-03,19.04,19.04,0.0,0.0,19.04,19.04,0.0,0.0,19.04,19.04,0.0,0.0,19.04,19.04,0.0,0.0
2019-02-10,19.59,19.59,0.0,0.0,19.59,19.59,0.0,0.0,19.59,19.59,0.0,0.0,19.59,19.59,0.0,0.0
2019-02-17,19.81,19.81,0.0,0.0,19.81,19.81,0.0,0.0,19.81,19.81,0.0,0.0,19.81,19.81,0.0,0.0
2019-02-24,19.88,19.88,0.0,0.0,19.88,19.88,0.0,0.0,19.88,19.88,0.0,0.0,19.88,19.88,0.0,0.0
2019-03-03,19.74,19.74,0.0,0.0,19.74,19.74,0.0,0.0,19.74,19.74,0.0,0.0,19.74,19.74,0.0,0.0
2019-03-10,20.05,20.05,0.0,0.0,20.05,20.05,0.0,0.0,20.05,20.05,0.0,0.0,20.05,20.05,0.0,0.0
2019-03-17,19.68,19.68,0.0,0.0,19.68,19.68,0.0,0.0,19.68,19.68,0.0,0.0,19.68,19.68,0.0,0.0
2019-03-24,20.41,20.41,0.0,0.0,20.41,20.41,0.0,0.0,20.41,20.41,0.0,0.0,20.41,20.41,0.0,0.0
2019-03-31,20.63,20.63,0.0,0.0,20.63,20.63,0.0,0.0,20.63,20.63,0.0,0.0,20.63,20.63,0.0,0.0
2019-04-07,20.74,20.74,0.0,0.0,20.74,20.74,0.0,0.0,20.74,20.74,0.0,0.0,20.74,20.74,0.0,0.0
2019-04-14,20.46,20.46,0.0,0.0,20.46,20.46,0.0,0.0,20.46,20.46,0.0,0.0,20.46,20.46,0.0,0.0
2019-04-21,20.91,20.91,0.0,0.0,20.91,20.91,0.0,0.0,20.91,20.91,0.0,0.0,20.91,20.91,0.0,0.0
2019-04-28,20.89,20.89,0.0,0.0,20.89,20.89,0.0,0.0,20.89,20.89,0.0,0.0,20.89,20.89,0.0,0.0
2019-05-05,19.83,19.83,0.0,0.0,19.83,19.83,0.0,0.0,19.83,19.83,0.0,0.0,19.83,19.83,0.0,0.0
2019-05-12,19.96,19.96,0.0,0.0,19.96,19.96,0.0,0.0,19.96,19.96,0.0,0.0,19.96,19.96,0.0,0.0
2019-05-19,20.03,20.03,0.0,0.0,20.03,20.03,0.0,0.0,20.03,20.03,0.0,0.0,20.03,20.03,0.0,0.0
2019-05-26,19.65,19.65,0.0,0.0,19.65,19.65,0.0,0.0,19.65,19.65,0.0,0.0,19.65,19.65,0.0,0.0
2019-06-02,20.69,20.69,0.0,0.0,20.69,20.69,0.0,0.0,20.69,20.69,0.0,0.0,20.69,20.69,0.0,0.0
2019-06-09,20.62,20.62,0.0,0.0,20.62,20.62,0.0,0.0,20.62,20.62,0.0,0.0,20.62,20.62,0.0,0.0
2019-06-16,20.75,20.75,0.0,0.0,20.75,20.75,0.0,0.0,20.75,20.75,0.0,0.0,20.75,20.75,0.0,0.0
2019-06-23,21.27,21.27,0.0,0.0,21.27,21.27,0.0,0.0,21.27,21.27,0.0,0.0,21.27,21.27,0.0,0.0
2019-06-30,21.21,21.21,0.0,0.0,21.21,21.21,0.0,0.0,21.21,21.21,0.0,0.0,21.21,21.21,0.0,0.0
2019-07-07,21.47,21.47,0.0,0.0,21.47,21.47,0.0,0.0,21.47,21.47,0.0,0.0,21.47,21.47,0.0,0.0
2019-07-14,21.34,21.34,0.0,0.0,21.34,21.34,0.0,0.0,21.34,21.34,0.0,0.0,21.34,21.34,0.0,0.0
2019-07-21,21.66,21.66,0.0,0.0,21.66,21.66,0.0,0.0,21.66,21.66,0.0,0.0,21.66,21.66,0.0,0.0
2019-07-28,20.31,20.31,0.0,0.0,20.31,20.31,0.0,0.0,20.31,20.31,0.0,0.0,20.31,20.31,0.0,0.0
