Date,Global X China Materials_Open_average,Global X China Materials_Open_max,Global X China Materials_Open_min,Global X China Materials_Open_volatility,Global X China Materials_Open_change,Global X China Materials_High_average,Global X China Materials_High_max,Global X China Materials_High_min,Global X China Materials_High_volatility,Global X China Materials_High_change,Global X China Materials_Low_average,Global X China Materials_Low_max,Global X China Materials_Low_min,Global X China Materials_Low_volatility,Global X China Materials_Low_change,Global X China Materials_Close_average,Global X China Materials_Close_max,Global X China Materials_Close_min,Global X China Materials_Close_volatility,Global X China Materials_Close_change
2018-04-01,20.66,20.66,20.66,0.0,0.0,20.66,20.66,20.66,0.0,0.0,20.66,20.66,20.66,0.0,0.0,20.66,20.66,20.66,0.0,0.0
2018-04-08,21.04,21.04,21.04,0.0,0.0,21.04,21.04,21.04,0.0,0.0,21.04,21.04,21.04,0.0,0.0,21.04,21.04,21.04,0.0,0.0
2018-04-15,20.76,20.76,20.76,0.0,0.0,20.76,20.76,20.76,0.0,0.0,20.76,20.76,20.76,0.0,0.0,20.76,20.76,20.76,0.0,0.0
2018-04-22,20.8,20.8,20.8,0.0,0.0,20.8,20.8,20.8,0.0,0.0,20.8,20.8,20.8,0.0,0.0,20.8,20.8,20.8,0.0,0.0
2018-04-29,20.68,20.68,20.68,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.87,20.87,20.87,0.0,0.0
2018-05-06,21.42,21.42,21.42,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.42,21.42,21.42,0.0,0.0
2018-05-13,21.76,21.76,21.76,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.76,21.76,21.76,0.0,0.0,21.84,21.84,21.84,0.0,0.0
2018-05-20,21.5,21.5,21.5,0.0,0.0,21.56,21.56,21.56,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.38,21.38,21.38,0.0,0.0
2018-05-27,21.07,21.07,21.07,0.0,0.0,21.27,21.27,21.27,0.0,0.0,21.07,21.07,21.07,0.0,0.0,21.27,21.27,21.27,0.0,0.0
2018-06-03,21.54,21.54,21.54,0.0,0.0,21.56,21.56,21.56,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.56,21.56,21.56,0.0,0.0
2018-06-10,20.87,20.87,20.87,0.0,0.0,20.88,20.88,20.88,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.75,20.75,20.75,0.0,0.0
2018-06-17,19.13,19.13,19.13,0.0,0.0,19.13,19.13,19.13,0.0,0.0,18.85,18.85,18.85,0.0,0.0,19.07,19.07,19.07,0.0,0.0
2018-06-24,18.61,18.61,18.61,0.0,0.0,18.84,18.84,18.84,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.74,18.74,18.74,0.0,0.0
2018-07-01,18.35,18.35,18.35,0.0,0.0,18.61,18.61,18.61,0.0,0.0,18.35,18.35,18.35,0.0,0.0,18.61,18.61,18.61,0.0,0.0
2018-07-08,18.55,18.55,18.55,0.0,0.0,18.68,18.68,18.68,0.0,0.0,18.38,18.38,18.38,0.0,0.0,18.38,18.38,18.38,0.0,0.0
2018-07-15,18.28,18.28,18.28,0.0,0.0,18.28,18.28,18.28,0.0,0.0,18.28,18.28,18.28,0.0,0.0,18.28,18.28,18.28,0.0,0.0
2018-07-22,19.2,19.2,19.2,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.2,19.2,19.2,0.0,0.0
2018-07-29,17.94,17.94,17.94,0.0,0.0,17.94,17.94,17.94,0.0,0.0,17.66,17.66,17.66,0.0,0.0,17.66,17.66,17.66,0.0,0.0
2018-08-05,18.35,18.35,18.35,0.0,0.0,18.35,18.35,18.35,0.0,0.0,18.07,18.07,18.07,0.0,0.0,18.18,18.18,18.18,0.0,0.0
2018-08-12,17.28,17.28,17.28,0.0,0.0,17.28,17.28,17.28,0.0,0.0,17.28,17.28,17.28,0.0,0.0,17.28,17.28,17.28,0.0,0.0
2018-08-19,17.5,17.5,17.5,0.0,0.0,17.68,17.68,17.68,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.68,17.68,17.68,0.0,0.0
2018-08-26,18.02,18.02,18.02,0.0,0.0,18.02,18.02,18.02,0.0,0.0,18.02,18.02,18.02,0.0,0.0,18.02,18.02,18.02,0.0,0.0
2018-09-02,17.0,17.0,17.0,0.0,0.0,17.0,17.0,17.0,0.0,0.0,16.78,16.78,16.78,0.0,0.0,16.78,16.78,16.78,0.0,0.0
2018-09-09,16.63,16.63,16.63,0.0,0.0,16.77,16.77,16.77,0.0,0.0,16.63,16.63,16.63,0.0,0.0,16.73,16.73,16.73,0.0,0.0
2018-09-16,17.67,17.67,17.67,0.0,0.0,17.67,17.67,17.67,0.0,0.0,17.67,17.67,17.67,0.0,0.0,17.67,17.67,17.67,0.0,0.0
2018-09-23,17.7,17.7,17.7,0.0,0.0,17.85,17.85,17.85,0.0,0.0,17.7,17.7,17.7,0.0,0.0,17.81,17.81,17.81,0.0,0.0
2018-09-30,16.79,16.79,16.79,0.0,0.0,16.79,16.79,16.79,0.0,0.0,16.79,16.79,16.79,0.0,0.0,16.79,16.79,16.79,0.0,0.0
2018-10-07,16.53,16.53,16.53,0.0,0.0,16.53,16.53,16.53,0.0,0.0,16.49,16.49,16.49,0.0,0.0,16.49,16.49,16.49,0.0,0.0
2018-10-14,16.69,16.69,16.69,0.0,0.0,16.69,16.69,16.69,0.0,0.0,16.69,16.69,16.69,0.0,0.0,16.69,16.69,16.69,0.0,0.0
2018-10-21,15.61,15.61,15.61,0.0,0.0,15.61,15.61,15.61,0.0,0.0,15.45,15.45,15.45,0.0,0.0,15.49,15.49,15.49,0.0,0.0
2018-10-28,16.66,16.66,16.66,0.0,0.0,16.66,16.66,16.66,0.0,0.0,16.66,16.66,16.66,0.0,0.0,16.66,16.66,16.66,0.0,0.0
2018-11-04,16.32,16.32,16.32,0.0,0.0,16.32,16.32,16.32,0.0,0.0,16.07,16.07,16.07,0.0,0.0,16.07,16.07,16.07,0.0,0.0
2018-11-11,16.45,16.45,16.45,0.0,0.0,16.45,16.45,16.45,0.0,0.0,16.45,16.45,16.45,0.0,0.0,16.45,16.45,16.45,0.0,0.0
2018-11-18,16.25,16.25,16.25,0.0,0.0,16.25,16.25,16.25,0.0,0.0,16.14,16.14,16.14,0.0,0.0,16.14,16.14,16.14,0.0,0.0
2018-11-25,17.17,17.17,17.17,0.0,0.0,17.17,17.17,17.17,0.0,0.0,16.76,16.76,16.76,0.0,0.0,16.78,16.78,16.78,0.0,0.0
2018-12-02,15.78,15.78,15.78,0.0,0.0,15.98,15.98,15.98,0.0,0.0,15.76,15.76,15.76,0.0,0.0,15.98,15.98,15.98,0.0,0.0
2018-12-09,15.95,15.95,15.95,0.0,0.0,15.95,15.95,15.95,0.0,0.0,15.85,15.85,15.85,0.0,0.0,15.85,15.85,15.85,0.0,0.0
2018-12-16,15.28,15.28,15.28,0.0,0.0,15.28,15.28,15.28,0.0,0.0,15.28,15.28,15.28,0.0,0.0,15.28,15.28,15.28,0.0,0.0
2018-12-23,14.64,14.64,14.64,0.0,0.0,14.64,14.64,14.64,0.0,0.0,14.62,14.62,14.62,0.0,0.0,14.62,14.62,14.62,0.0,0.0
2018-12-30,14.34,14.34,14.34,0.0,0.0,14.52,14.52,14.52,0.0,0.0,14.33,14.33,14.33,0.0,0.0,14.52,14.52,14.52,0.0,0.0
2019-01-06,14.86,14.86,14.86,0.0,0.0,14.86,14.86,14.86,0.0,0.0,14.86,14.86,14.86,0.0,0.0,14.86,14.86,14.86,0.0,0.0
2019-01-13,15.3,15.3,15.3,0.0,0.0,15.46,15.46,15.46,0.0,0.0,15.3,15.3,15.3,0.0,0.0,15.32,15.32,15.32,0.0,0.0
2019-01-20,15.19,15.19,15.19,0.0,0.0,15.22,15.22,15.22,0.0,0.0,15.19,15.19,15.19,0.0,0.0,15.22,15.22,15.22,0.0,0.0
2019-01-27,15.97,15.97,15.97,0.0,0.0,15.97,15.97,15.97,0.0,0.0,15.97,15.97,15.97,0.0,0.0,15.97,15.97,15.97,0.0,0.0
2019-02-03,16.0,16.0,16.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0
2019-02-10,16.35,16.35,16.35,0.0,0.0,16.35,16.35,16.35,0.0,0.0,16.23,16.23,16.23,0.0,0.0,16.23,16.23,16.23,0.0,0.0
2019-02-17,17.4,17.4,17.4,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.39,17.39,17.39,0.0,0.0,17.5,17.5,17.5,0.0,0.0
2019-02-24,17.87,17.87,17.87,0.0,0.0,17.87,17.87,17.87,0.0,0.0,17.43,17.43,17.43,0.0,0.0,17.43,17.43,17.43,0.0,0.0
2019-03-03,16.63,16.63,16.63,0.0,0.0,16.89,16.89,16.89,0.0,0.0,16.63,16.63,16.63,0.0,0.0,16.82,16.82,16.82,0.0,0.0
2019-03-10,16.9,16.9,16.9,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.78,16.78,16.78,0.0,0.0,16.78,16.78,16.78,0.0,0.0
2019-03-17,16.66,16.66,16.66,0.0,0.0,16.66,16.66,16.66,0.0,0.0,16.66,16.66,16.66,0.0,0.0,16.66,16.66,16.66,0.0,0.0
2019-03-24,17.43,17.43,17.43,0.0,0.0,17.43,17.43,17.43,0.0,0.0,17.43,17.43,17.43,0.0,0.0,17.43,17.43,17.43,0.0,0.0
2019-03-31,18.34,18.34,18.34,0.0,0.0,18.34,18.34,18.34,0.0,0.0,18.34,18.34,18.34,0.0,0.0,18.34,18.34,18.34,0.0,0.0
2019-04-07,18.06,18.06,18.06,0.0,0.0,18.06,18.06,18.06,0.0,0.0,17.65,17.65,17.65,0.0,0.0,17.66,17.66,17.66,0.0,0.0
2019-04-14,17.81,17.81,17.81,0.0,0.0,17.81,17.81,17.81,0.0,0.0,17.42,17.42,17.42,0.0,0.0,17.64,17.64,17.64,0.0,0.0
2019-04-21,16.87,16.87,16.87,0.0,0.0,16.87,16.87,16.87,0.0,0.0,16.87,16.87,16.87,0.0,0.0,16.87,16.87,16.87,0.0,0.0
2019-04-28,16.14,16.14,16.14,0.0,0.0,16.14,16.14,16.14,0.0,0.0,16.14,16.14,16.14,0.0,0.0,16.14,16.14,16.14,0.0,0.0
2019-05-05,15.08,15.08,15.08,0.0,0.0,15.08,15.08,15.08,0.0,0.0,14.88,14.88,14.88,0.0,0.0,14.91,14.91,14.91,0.0,0.0
2019-05-12,14.76,14.76,14.76,0.0,0.0,14.85,14.85,14.85,0.0,0.0,14.61,14.61,14.61,0.0,0.0,14.76,14.76,14.76,0.0,0.0
2019-05-19,14.58,14.58,14.58,0.0,0.0,14.7,14.7,14.7,0.0,0.0,14.56,14.56,14.56,0.0,0.0,14.56,14.56,14.56,0.0,0.0
2019-05-26,15.26,15.26,15.26,0.0,0.0,15.26,15.26,15.26,0.0,0.0,15.25,15.25,15.25,0.0,0.0,15.25,15.25,15.25,0.0,0.0
2019-06-02,14.84,14.84,14.84,0.0,0.0,15.17,15.17,15.17,0.0,0.0,14.84,14.84,14.84,0.0,0.0,15.04,15.04,15.04,0.0,0.0
2019-06-09,15.43,15.43,15.43,0.0,0.0,15.43,15.43,15.43,0.0,0.0,15.23,15.23,15.23,0.0,0.0,15.23,15.23,15.23,0.0,0.0
2019-06-16,16.01,16.01,16.01,0.0,0.0,16.01,16.01,16.01,0.0,0.0,16.01,16.01,16.01,0.0,0.0,16.01,16.01,16.01,0.0,0.0
2019-06-23,16.11,16.11,16.11,0.0,0.0,16.11,16.11,16.11,0.0,0.0,16.11,16.11,16.11,0.0,0.0,16.11,16.11,16.11,0.0,0.0
2019-06-30,15.7,15.7,15.7,0.0,0.0,15.7,15.7,15.7,0.0,0.0,15.7,15.7,15.7,0.0,0.0,15.7,15.7,15.7,0.0,0.0
2019-07-07,15.59,15.59,15.59,0.0,0.0,15.59,15.59,15.59,0.0,0.0,15.55,15.55,15.55,0.0,0.0,15.55,15.55,15.55,0.0,0.0
2019-07-14,15.58,15.58,15.58,0.0,0.0,15.58,15.58,15.58,0.0,0.0,15.58,15.58,15.58,0.0,0.0,15.58,15.58,15.58,0.0,0.0
2019-07-21,15.25,15.25,15.25,0.0,0.0,15.31,15.31,15.31,0.0,0.0,15.19,15.19,15.19,0.0,0.0,15.31,15.31,15.31,0.0,0.0
2019-07-28,14.09,14.09,14.09,0.0,0.0,14.13,14.13,14.13,0.0,0.0,13.87,13.87,13.87,0.0,0.0,13.97,13.97,13.97,0.0,0.0
2019-08-04,14.06,14.06,14.06,0.0,0.0,14.06,14.06,14.06,0.0,0.0,14.06,14.06,14.06,0.0,0.0,14.06,14.06,14.06,0.0,0.0
2019-08-11,14.17,14.17,14.17,0.0,0.0,14.17,14.17,14.17,0.0,0.0,14.17,14.17,14.17,0.0,0.0,14.17,14.17,14.17,0.0,0.0
2019-08-18,14.09,14.09,14.09,0.0,0.0,14.09,14.09,14.09,0.0,0.0,14.09,14.09,14.09,0.0,0.0,14.09,14.09,14.09,0.0,0.0
2019-08-25,14.16,14.16,14.16,0.0,0.0,14.41,14.41,14.41,0.0,0.0,14.16,14.16,14.16,0.0,0.0,14.26,14.26,14.26,0.0,0.0
2019-09-01,14.92,14.92,14.92,0.0,0.0,14.92,14.92,14.92,0.0,0.0,14.92,14.92,14.92,0.0,0.0,14.92,14.92,14.92,0.0,0.0
2019-09-08,15.46,15.46,15.46,0.0,0.0,15.46,15.46,15.46,0.0,0.0,15.46,15.46,15.46,0.0,0.0,15.46,15.46,15.46,0.0,0.0
2019-09-15,14.79,14.79,14.79,0.0,0.0,14.79,14.79,14.79,0.0,0.0,14.79,14.79,14.79,0.0,0.0,14.79,14.79,14.79,0.0,0.0
2019-09-22,14.35,14.35,14.35,0.0,0.0,14.48,14.48,14.48,0.0,0.0,14.35,14.35,14.35,0.0,0.0,14.48,14.48,14.48,0.0,0.0
2019-09-29,14.56,14.56,14.56,0.0,0.0,14.56,14.56,14.56,0.0,0.0,14.41,14.41,14.41,0.0,0.0,14.41,14.41,14.41,0.0,0.0
2019-10-06,14.75,14.75,14.75,0.0,0.0,14.88,14.88,14.88,0.0,0.0,14.72,14.72,14.72,0.0,0.0,14.88,14.88,14.88,0.0,0.0
2019-10-13,14.48,14.48,14.48,0.0,0.0,14.62,14.62,14.62,0.0,0.0,14.48,14.48,14.48,0.0,0.0,14.55,14.55,14.55,0.0,0.0
2019-10-20,14.74,14.74,14.74,0.0,0.0,14.77,14.77,14.77,0.0,0.0,14.59,14.59,14.59,0.0,0.0,14.77,14.77,14.77,0.0,0.0
2019-10-27,14.64,14.64,14.64,0.0,0.0,15.07,15.07,15.07,0.0,0.0,14.62,14.62,14.62,0.0,0.0,14.94,14.94,14.94,0.0,0.0
2019-11-03,14.67,14.67,14.67,0.0,0.0,14.91,14.91,14.91,0.0,0.0,14.67,14.67,14.67,0.0,0.0,14.91,14.91,14.91,0.0,0.0
2019-11-10,14.48,14.48,14.48,0.0,0.0,14.54,14.54,14.54,0.0,0.0,14.48,14.48,14.48,0.0,0.0,14.54,14.54,14.54,0.0,0.0
2019-11-17,15.12,15.12,15.12,0.0,0.0,15.5,15.5,15.5,0.0,0.0,15.12,15.12,15.12,0.0,0.0,15.35,15.35,15.35,0.0,0.0
2019-11-24,15.04,15.04,15.04,0.0,0.0,15.04,15.04,15.04,0.0,0.0,15.04,15.04,15.04,0.0,0.0,15.04,15.04,15.04,0.0,0.0
2019-12-01,15.41,15.41,15.41,0.0,0.0,15.41,15.41,15.41,0.0,0.0,15.26,15.26,15.26,0.0,0.0,15.26,15.26,15.26,0.0,0.0
2019-12-08,15.98,15.98,15.98,0.0,0.0,16.19,16.19,16.19,0.0,0.0,15.98,15.98,15.98,0.0,0.0,16.03,16.03,16.03,0.0,0.0
2019-12-15,16.11,16.11,16.11,0.0,0.0,16.11,16.11,16.11,0.0,0.0,16.11,16.11,16.11,0.0,0.0,16.11,16.11,16.11,0.0,0.0
2019-12-22,16.71,16.71,16.71,0.0,0.0,16.71,16.71,16.71,0.0,0.0,16.71,16.71,16.71,0.0,0.0,16.71,16.71,16.71,0.0,0.0
2019-12-29,17.4,17.4,17.4,0.0,0.0,17.51,17.51,17.51,0.0,0.0,17.07,17.07,17.07,0.0,0.0,17.1,17.1,17.1,0.0,0.0
