Date,Direxion Daily 7-10 Year Treasury Bull 3X Shares_Open_average,Direxion Daily 7-10 Year Treasury Bull 3X Shares_Open_max,Direxion Daily 7-10 Year Treasury Bull 3X Shares_Open_min,Direxion Daily 7-10 Year Treasury Bull 3X Shares_Open_volatility,Direxion Daily 7-10 Year Treasury Bull 3X Shares_Open_change,Direxion Daily 7-10 Year Treasury Bull 3X Shares_High_average,Direxion Daily 7-10 Year Treasury Bull 3X Shares_High_max,Direxion Daily 7-10 Year Treasury Bull 3X Shares_High_min,Direxion Daily 7-10 Year Treasury Bull 3X Shares_High_volatility,Direxion Daily 7-10 Year Treasury Bull 3X Shares_High_change,Direxion Daily 7-10 Year Treasury Bull 3X Shares_Low_average,Direxion Daily 7-10 Year Treasury Bull 3X Shares_Low_max,Direxion Daily 7-10 Year Treasury Bull 3X Shares_Low_min,Direxion Daily 7-10 Year Treasury Bull 3X Shares_Low_volatility,Direxion Daily 7-10 Year Treasury Bull 3X Shares_Low_change,Direxion Daily 7-10 Year Treasury Bull 3X Shares_Close_average,Direxion Daily 7-10 Year Treasury Bull 3X Shares_Close_max,Direxion Daily 7-10 Year Treasury Bull 3X Shares_Close_min,Direxion Daily 7-10 Year Treasury Bull 3X Shares_Close_volatility,Direxion Daily 7-10 Year Treasury Bull 3X Shares_Close_change
2018-04-22,39.32,39.32,39.32,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.32,39.32,39.32,0.0,0.0
2018-04-29,39.75,39.75,39.75,0.0,0.0,39.75,39.75,39.75,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.5,39.5,39.5,0.0,0.0
2018-05-06,39.07,39.07,39.07,0.0,0.0,39.23,39.23,39.23,0.0,0.0,39.07,39.07,39.07,0.0,0.0,39.23,39.23,39.23,0.0,0.0
2018-05-13,38.66,38.66,38.66,0.0,0.0,38.66,38.66,38.66,0.0,0.0,38.66,38.66,38.66,0.0,0.0,38.66,38.66,38.66,0.0,0.0
2018-05-20,39.83,39.83,39.83,0.0,0.0,40.0,40.0,40.0,0.0,0.0,39.83,39.83,39.83,0.0,0.0,40.0,40.0,40.0,0.0,0.0
2018-05-27,39.99,39.99,39.99,0.0,0.0,39.99,39.99,39.99,0.0,0.0,39.99,39.99,39.99,0.0,0.0,39.99,39.99,39.99,0.0,0.0
2018-06-03,40.0,40.0,40.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,39.96,39.96,39.96,0.0,0.0,39.96,39.96,39.96,0.0,0.0
2018-06-10,39.98,39.98,39.98,0.0,0.0,40.22,40.22,40.22,0.0,0.0,39.96,39.96,39.96,0.0,0.0,39.96,39.96,39.96,0.0,0.0
2018-06-17,40.35,40.35,40.35,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.57,40.57,40.57,0.0,0.0
2018-06-24,40.86,40.86,40.86,0.0,0.0,40.87,40.87,40.87,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.5,40.5,40.5,0.0,0.0
2018-07-01,41.0,41.0,41.0,0.0,0.0,41.18,41.18,41.18,0.0,0.0,40.69,40.69,40.69,0.0,0.0,40.69,40.69,40.69,0.0,0.0
2018-07-08,40.72,40.72,40.72,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.72,40.72,40.72,0.0,0.0
2018-07-15,40.14,40.14,40.14,0.0,0.0,40.14,40.14,40.14,0.0,0.0,39.79,39.79,39.79,0.0,0.0,40.14,40.14,40.14,0.0,0.0
2018-07-22,39.87,39.87,39.87,0.0,0.0,39.87,39.87,39.87,0.0,0.0,39.87,39.87,39.87,0.0,0.0,39.87,39.87,39.87,0.0,0.0
2018-07-29,40.35,40.35,40.35,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.35,40.35,40.35,0.0,0.0
2018-08-05,40.59,40.59,40.59,0.0,0.0,40.59,40.59,40.59,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.59,40.59,40.59,0.0,0.0
2018-08-12,41.03,41.03,41.03,0.0,0.0,41.03,41.03,41.03,0.0,0.0,41.0,41.0,41.0,0.0,0.0,41.0,41.0,41.0,0.0,0.0
2018-08-19,41.01,41.01,41.01,0.0,0.0,41.12,41.12,41.12,0.0,0.0,41.01,41.01,41.01,0.0,0.0,41.12,41.12,41.12,0.0,0.0
2018-08-26,41.0,41.0,41.0,0.0,0.0,41.0,41.0,41.0,0.0,0.0,41.0,41.0,41.0,0.0,0.0,41.0,41.0,41.0,0.0,0.0
2018-09-02,40.58,40.58,40.58,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.58,40.58,40.58,0.0,0.0
2018-09-09,40.07,40.07,40.07,0.0,0.0,40.07,40.07,40.07,0.0,0.0,39.93,39.93,39.93,0.0,0.0,39.99,39.99,39.99,0.0,0.0
2018-09-16,39.2,39.2,39.2,0.0,0.0,39.2,39.2,39.2,0.0,0.0,39.2,39.2,39.2,0.0,0.0,39.2,39.2,39.2,0.0,0.0
2018-09-23,39.03,39.03,39.03,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.03,39.03,39.03,0.0,0.0,39.16,39.16,39.16,0.0,0.0
2018-09-30,37.7,37.7,37.7,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.7,37.7,37.7,0.0,0.0
2018-10-07,38.54,38.54,38.54,0.0,0.0,38.66,38.66,38.66,0.0,0.0,38.54,38.54,38.54,0.0,0.0,38.61,38.61,38.61,0.0,0.0
2018-10-14,38.15,38.15,38.15,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.15,38.15,38.15,0.0,0.0
2018-10-21,39.4,39.4,39.4,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.4,39.4,39.4,0.0,0.0
2018-10-28,38.31,38.31,38.31,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.31,38.31,38.31,0.0,0.0
2018-11-04,38.73,38.73,38.73,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.15,38.15,38.15,0.0,0.0
2018-11-11,39.58,39.58,39.58,0.0,0.0,39.71,39.71,39.71,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.71,39.71,39.71,0.0,0.0
2018-11-18,39.88,39.88,39.88,0.0,0.0,39.93,39.93,39.93,0.0,0.0,39.88,39.88,39.88,0.0,0.0,39.93,39.93,39.93,0.0,0.0
2018-11-25,39.98,39.98,39.98,0.0,0.0,40.41,40.41,40.41,0.0,0.0,39.97,39.97,39.97,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2018-12-02,41.52,41.52,41.52,0.0,0.0,42.07,42.07,42.07,0.0,0.0,41.52,41.52,41.52,0.0,0.0,42.01,42.01,42.01,0.0,0.0
2018-12-09,41.3,41.3,41.3,0.0,0.0,41.8,41.8,41.8,0.0,0.0,41.24,41.24,41.24,0.0,0.0,41.8,41.8,41.8,0.0,0.0
2018-12-16,42.62,42.62,42.62,0.0,0.0,42.83,42.83,42.83,0.0,0.0,42.62,42.62,42.62,0.0,0.0,42.83,42.83,42.83,0.0,0.0
2018-12-23,43.29,43.29,43.29,0.0,0.0,43.74,43.74,43.74,0.0,0.0,43.14,43.14,43.14,0.0,0.0,43.7,43.7,43.7,0.0,0.0
2018-12-30,43.6,43.6,43.6,0.0,0.0,43.6,43.6,43.6,0.0,0.0,43.05,43.05,43.05,0.0,0.0,43.05,43.05,43.05,0.0,0.0
2019-01-06,43.75,43.75,43.75,0.0,0.0,43.75,43.75,43.75,0.0,0.0,43.43,43.43,43.43,0.0,0.0,43.43,43.43,43.43,0.0,0.0
2019-01-13,42.88,42.88,42.88,0.0,0.0,42.88,42.88,42.88,0.0,0.0,42.2,42.2,42.2,0.0,0.0,42.38,42.38,42.38,0.0,0.0
2019-01-20,42.74,42.74,42.74,0.0,0.0,43.02,43.02,43.02,0.0,0.0,42.74,42.74,42.74,0.0,0.0,42.82,42.82,42.82,0.0,0.0
2019-01-27,42.66,42.66,42.66,0.0,0.0,43.13,43.13,43.13,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.92,42.92,42.92,0.0,0.0
2019-02-03,43.73,43.73,43.73,0.0,0.0,43.74,43.74,43.74,0.0,0.0,43.55,43.55,43.55,0.0,0.0,43.73,43.73,43.73,0.0,0.0
2019-02-10,43.52,43.52,43.52,0.0,0.0,43.53,43.53,43.53,0.0,0.0,43.48,43.48,43.48,0.0,0.0,43.48,43.48,43.48,0.0,0.0
2019-02-17,43.8,43.8,43.8,0.0,0.0,43.87,43.87,43.87,0.0,0.0,43.68,43.68,43.68,0.0,0.0,43.72,43.72,43.72,0.0,0.0
2019-02-24,42.67,42.67,42.67,0.0,0.0,43.02,43.02,43.02,0.0,0.0,42.6,42.6,42.6,0.0,0.0,43.02,43.02,43.02,0.0,0.0
2019-03-03,44.16,44.16,44.16,0.0,0.0,44.16,44.16,44.16,0.0,0.0,43.81,43.81,43.81,0.0,0.0,44.09,44.09,44.09,0.0,0.0
2019-03-10,44.68,44.68,44.68,0.0,0.0,44.75,44.75,44.75,0.0,0.0,44.04,44.04,44.04,0.0,0.0,44.45,44.45,44.45,0.0,0.0
2019-03-17,45.75,45.75,45.75,0.0,0.0,46.4,46.4,46.4,0.0,0.0,45.75,45.75,45.75,0.0,0.0,46.25,46.25,46.25,0.0,0.0
2019-03-24,45.91,45.91,45.91,0.0,0.0,45.91,45.91,45.91,0.0,0.0,45.17,45.17,45.17,0.0,0.0,45.38,45.38,45.38,0.0,0.0
2019-03-31,45.17,45.17,45.17,0.0,0.0,45.26,45.26,45.26,0.0,0.0,45.0,45.0,45.0,0.0,0.0,45.26,45.26,45.26,0.0,0.0
2019-04-07,44.53,44.53,44.53,0.0,0.0,44.98,44.98,44.98,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.97,44.97,44.97,0.0,0.0
2019-04-14,44.8,44.8,44.8,0.0,0.0,44.8,44.8,44.8,0.0,0.0,44.46,44.46,44.46,0.0,0.0,44.52,44.52,44.52,0.0,0.0
2019-04-21,45.36,45.36,45.36,0.0,0.0,45.36,45.36,45.36,0.0,0.0,44.9,44.9,44.9,0.0,0.0,44.9,44.9,44.9,0.0,0.0
2019-04-28,45.56,45.56,45.56,0.0,0.0,45.66,45.66,45.66,0.0,0.0,45.27,45.27,45.27,0.0,0.0,45.45,45.45,45.45,0.0,0.0
2019-05-05,45.41,45.41,45.41,0.0,0.0,46.36,46.36,46.36,0.0,0.0,45.41,45.41,45.41,0.0,0.0,46.36,46.36,46.36,0.0,0.0
2019-05-12,46.4,46.4,46.4,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.4,46.4,46.4,0.0,0.0,46.65,46.65,46.65,0.0,0.0
2019-05-19,47.77,47.77,47.77,0.0,0.0,47.77,47.77,47.77,0.0,0.0,47.37,47.37,47.37,0.0,0.0,47.37,47.37,47.37,0.0,0.0
2019-05-26,49.76,49.76,49.76,0.0,0.0,50.41,50.41,50.41,0.0,0.0,49.49,49.49,49.49,0.0,0.0,50.21,50.21,50.21,0.0,0.0
2019-06-02,49.68,49.68,49.68,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2019-06-09,50.03,50.03,50.03,0.0,0.0,50.03,50.03,50.03,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.94,49.94,49.94,0.0,0.0
2019-06-16,50.65,50.65,50.65,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.66,50.66,50.66,0.0,0.0
2019-06-23,50.77,50.77,50.77,0.0,0.0,50.9,50.9,50.9,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.57,50.57,50.57,0.0,0.0
2019-06-30,50.39,50.39,50.39,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.48,50.48,50.48,0.0,0.0
2019-07-07,50.06,50.06,50.06,0.0,0.0,50.41,50.41,50.41,0.0,0.0,49.5,49.5,49.5,0.0,0.0,50.04,50.04,50.04,0.0,0.0
2019-07-14,50.29,50.29,50.29,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.38,50.38,50.38,0.0,0.0
2019-07-21,50.36,50.36,50.36,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.1,50.1,50.1,0.0,0.0
2019-07-28,54.32,54.32,54.32,0.0,0.0,54.32,54.32,54.32,0.0,0.0,53.36,53.36,53.36,0.0,0.0,54.03,54.03,54.03,0.0,0.0
2019-08-04,54.65,54.65,54.65,0.0,0.0,55.22,55.22,55.22,0.0,0.0,54.65,54.65,54.65,0.0,0.0,55.07,55.07,55.07,0.0,0.0
2019-08-11,55.52,55.52,55.52,0.0,0.0,55.73,55.73,55.73,0.0,0.0,55.0,55.0,55.0,0.0,0.0,55.15,55.15,55.15,0.0,0.0
2019-08-18,56.13,56.13,56.13,0.0,0.0,56.13,56.13,56.13,0.0,0.0,55.94,55.94,55.94,0.0,0.0,55.96,55.96,55.96,0.0,0.0
2019-08-25,56.18,56.18,56.18,0.0,0.0,56.55,56.55,56.55,0.0,0.0,56.15,56.15,56.15,0.0,0.0,56.54,56.54,56.54,0.0,0.0
2019-09-01,54.85,54.85,54.85,0.0,0.0,55.1,55.1,55.1,0.0,0.0,54.66,54.66,54.66,0.0,0.0,54.69,54.69,54.69,0.0,0.0
2019-09-08,51.92,51.92,51.92,0.0,0.0,52.29,52.29,52.29,0.0,0.0,51.81,51.81,51.81,0.0,0.0,52.14,52.14,52.14,0.0,0.0
2019-09-15,53.62,53.62,53.62,0.0,0.0,54.21,54.21,54.21,0.0,0.0,53.61,53.61,53.61,0.0,0.0,53.61,53.61,53.61,0.0,0.0
2019-09-22,53.7,53.7,53.7,0.0,0.0,54.03,54.03,54.03,0.0,0.0,53.6,53.6,53.6,0.0,0.0,54.03,54.03,54.03,0.0,0.0
2019-09-29,55.87,55.87,55.87,0.0,0.0,55.92,55.92,55.92,0.0,0.0,55.55,55.55,55.55,0.0,0.0,55.55,55.55,55.55,0.0,0.0
2019-10-06,53.75,53.75,53.75,0.0,0.0,53.86,53.86,53.86,0.0,0.0,53.75,53.75,53.75,0.0,0.0,53.86,53.86,53.86,0.0,0.0
2019-10-13,53.02,53.02,53.02,0.0,0.0,53.03,53.03,53.03,0.0,0.0,52.59,52.59,52.59,0.0,0.0,52.72,52.72,52.72,0.0,0.0
2019-10-20,52.11,52.11,52.11,0.0,0.0,52.25,52.25,52.25,0.0,0.0,52.0,52.0,52.0,0.0,0.0,52.25,52.25,52.25,0.0,0.0
2019-10-27,52.99,52.99,52.99,0.0,0.0,53.14,53.14,53.14,0.0,0.0,52.69,52.69,52.69,0.0,0.0,52.85,52.85,52.85,0.0,0.0
2019-11-03,51.21,51.21,51.21,0.0,0.0,51.21,51.21,51.21,0.0,0.0,50.93,50.93,50.93,0.0,0.0,50.93,50.93,50.93,0.0,0.0
2019-11-10,52.51,52.51,52.51,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.48,52.48,52.48,0.0,0.0,52.55,52.55,52.55,0.0,0.0
2019-11-17,53.04,53.04,53.04,0.0,0.0,53.04,53.04,53.04,0.0,0.0,52.84,52.84,52.84,0.0,0.0,52.85,52.85,52.85,0.0,0.0
2019-11-24,51.87,51.87,51.87,0.0,0.0,52.4,52.4,52.4,0.0,0.0,51.81,51.81,51.81,0.0,0.0,52.13,52.13,52.13,0.0,0.0
2019-12-01,52.41,52.41,52.41,0.0,0.0,52.41,52.41,52.41,0.0,0.0,52.13,52.13,52.13,0.0,0.0,52.13,52.13,52.13,0.0,0.0
2019-12-08,51.76,51.76,51.76,0.0,0.0,52.0,52.0,52.0,0.0,0.0,51.43,51.43,51.43,0.0,0.0,51.43,51.43,51.43,0.0,0.0
2019-12-15,51.09,51.09,51.09,0.0,0.0,51.09,51.09,51.09,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.89,50.89,50.89,0.0,0.0
2019-12-22,51.1,51.1,51.1,0.0,0.0,51.34,51.34,51.34,0.0,0.0,51.1,51.1,51.1,0.0,0.0,51.21,51.21,51.21,0.0,0.0
2019-12-29,52.03,52.03,52.03,0.0,0.0,52.72,52.72,52.72,0.0,0.0,52.03,52.03,52.03,0.0,0.0,52.64,52.64,52.64,0.0,0.0
