Date,iShares Adapt Cur Hdg MSCI EAFE_Open_average,iShares Adapt Cur Hdg MSCI EAFE_Open_max,iShares Adapt Cur Hdg MSCI EAFE_Open_min,iShares Adapt Cur Hdg MSCI EAFE_Open_volatility,iShares Adapt Cur Hdg MSCI EAFE_Open_change,iShares Adapt Cur Hdg MSCI EAFE_High_average,iShares Adapt Cur Hdg MSCI EAFE_High_max,iShares Adapt Cur Hdg MSCI EAFE_High_min,iShares Adapt Cur Hdg MSCI EAFE_High_volatility,iShares Adapt Cur Hdg MSCI EAFE_High_change,iShares Adapt Cur Hdg MSCI EAFE_Low_average,iShares Adapt Cur Hdg MSCI EAFE_Low_max,iShares Adapt Cur Hdg MSCI EAFE_Low_min,iShares Adapt Cur Hdg MSCI EAFE_Low_volatility,iShares Adapt Cur Hdg MSCI EAFE_Low_change,iShares Adapt Cur Hdg MSCI EAFE_Close_average,iShares Adapt Cur Hdg MSCI EAFE_Close_max,iShares Adapt Cur Hdg MSCI EAFE_Close_min,iShares Adapt Cur Hdg MSCI EAFE_Close_volatility,iShares Adapt Cur Hdg MSCI EAFE_Close_change
2018-03-25,27.82,27.82,27.82,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2018-04-01,27.82,27.82,27.82,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2018-04-08,27.82,27.82,27.82,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2018-04-15,27.82,27.82,27.82,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2018-04-22,27.82,27.82,27.82,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2018-04-29,29.15,29.15,29.15,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.15,29.15,29.15,0.0,0.0
2018-05-06,29.15,29.15,29.15,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.15,29.15,29.15,0.0,0.0
2018-05-13,29.15,29.15,29.15,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.15,29.15,29.15,0.0,0.0
2018-05-20,29.15,29.15,29.15,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.15,29.15,29.15,0.0,0.0
2018-05-27,29.15,29.15,29.15,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.15,29.15,29.15,0.0,0.0
2018-06-03,29.31,29.31,29.31,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.31,29.31,29.31,0.0,0.0
2018-06-10,29.19,29.19,29.19,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.19,29.19,29.19,0.0,0.0
2018-06-17,29.19,29.19,29.19,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.19,29.19,29.19,0.0,0.0
2018-06-24,29.19,29.19,29.19,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.19,29.19,29.19,0.0,0.0
2018-07-01,28.42,28.42,28.42,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.42,28.42,28.42,0.0,0.0
2018-07-08,28.44,28.44,28.44,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.44,28.44,28.44,0.0,0.0
2018-07-15,28.44,28.44,28.44,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.44,28.44,28.44,0.0,0.0
2018-07-22,28.97,28.97,28.97,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.95,28.95,28.95,0.0,0.0,28.95,28.95,28.95,0.0,0.0
2018-07-29,28.57,28.57,28.57,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.57,28.57,28.57,0.0,0.0
2018-08-05,28.32,28.32,28.32,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.32,28.32,28.32,0.0,0.0
2018-08-12,28.06,28.06,28.06,0.0,0.0,28.06,28.06,28.06,0.0,0.0,28.06,28.06,28.06,0.0,0.0,28.06,28.06,28.06,0.0,0.0
2018-08-19,28.74,28.74,28.74,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.74,28.74,28.74,0.0,0.0
2018-08-26,28.74,28.74,28.74,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.74,28.74,28.74,0.0,0.0
2018-09-02,28.74,28.74,28.74,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.74,28.74,28.74,0.0,0.0
2018-09-09,28.18,28.18,28.18,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.18,28.18,28.18,0.0,0.0
2018-09-16,28.77,28.77,28.77,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.77,28.77,28.77,0.0,0.0
2018-09-23,28.79,28.79,28.79,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.79,28.79,28.79,0.0,0.0
2018-09-30,28.75,28.75,28.75,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.75,28.75,28.75,0.0,0.0
2018-10-07,27.04,27.04,27.04,0.0,0.0,27.09,27.09,27.09,0.0,0.0,26.97,26.97,26.97,0.0,0.0,27.06,27.06,27.06,0.0,0.0
2018-10-14,27.29,27.29,27.29,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.29,27.29,27.29,0.0,0.0
2018-10-21,26.31,26.31,26.31,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.31,26.31,26.31,0.0,0.0
2018-10-28,27.19,27.19,27.19,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.19,27.19,27.19,0.0,0.0
2018-11-04,27.1,27.1,27.1,0.0,0.0,27.1,27.1,27.1,0.0,0.0,27.1,27.1,27.1,0.0,0.0,27.1,27.1,27.1,0.0,0.0
2018-11-11,26.87,26.87,26.87,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.73,26.73,26.73,0.0,0.0
2018-11-18,26.96,26.96,26.96,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.98,26.98,26.98,0.0,0.0
2018-11-25,27.06,27.06,27.06,0.0,0.0,27.06,27.06,27.06,0.0,0.0,27.06,27.06,27.06,0.0,0.0,27.06,27.06,27.06,0.0,0.0
2018-12-02,25.5,25.5,25.5,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.49,25.49,25.49,0.0,0.0,25.49,25.49,25.49,0.0,0.0
2018-12-09,25.36,25.36,25.36,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.29,25.29,25.29,0.0,0.0
2018-12-16,24.33,24.33,24.33,0.0,0.0,24.33,24.33,24.33,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.15,24.15,24.15,0.0,0.0
2018-12-23,24.7,24.7,24.7,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.58,24.58,24.58,0.0,0.0
2018-12-30,25.07,25.07,25.07,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.14,25.14,25.14,0.0,0.0
2019-01-06,25.33,25.33,25.33,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.33,25.33,25.33,0.0,0.0
2019-01-13,26.07,26.07,26.07,0.0,0.0,26.07,26.07,26.07,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2019-01-20,25.84,25.84,25.84,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.84,25.84,25.84,0.0,0.0
2019-01-27,26.12,26.12,26.12,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.26,26.26,26.26,0.0,0.0
2019-02-03,25.98,25.98,25.98,0.0,0.0,26.01,26.01,26.01,0.0,0.0,25.98,25.98,25.98,0.0,0.0,26.01,26.01,26.01,0.0,0.0
2019-02-10,26.61,26.61,26.61,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.68,26.68,26.68,0.0,0.0
2019-02-17,26.99,26.99,26.99,0.0,0.0,26.99,26.99,26.99,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.96,26.96,26.96,0.0,0.0
2019-02-24,27.0,27.0,27.0,0.0,0.0,27.03,27.03,27.03,0.0,0.0,26.97,26.97,26.97,0.0,0.0,27.03,27.03,27.03,0.0,0.0
2019-03-03,26.93,26.93,26.93,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2019-03-10,27.47,27.47,27.47,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.47,27.47,27.47,0.0,0.0
2019-03-17,26.99,26.99,26.99,0.0,0.0,26.99,26.99,26.99,0.0,0.0,26.99,26.99,26.99,0.0,0.0,26.99,26.99,26.99,0.0,0.0
2019-03-24,27.59,27.59,27.59,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.62,27.62,27.62,0.0,0.0
2019-03-31,27.84,27.84,27.84,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.85,27.85,27.85,0.0,0.0
2019-04-07,27.93,27.93,27.93,0.0,0.0,27.93,27.93,27.93,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.92,27.92,27.92,0.0,0.0
2019-04-14,28.05,28.05,28.05,0.0,0.0,28.06,28.06,28.06,0.0,0.0,28.05,28.05,28.05,0.0,0.0,28.06,28.06,28.06,0.0,0.0
2019-04-21,28.18,28.18,28.18,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.18,28.18,28.18,0.0,0.0
2019-04-28,27.73,27.73,27.73,0.0,0.0,27.96,27.96,27.96,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.96,27.96,27.96,0.0,0.0
2019-05-05,26.9,26.9,26.9,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2019-05-12,27.35,27.35,27.35,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.35,27.35,27.35,0.0,0.0
2019-05-19,27.36,27.36,27.36,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.36,27.36,27.36,0.0,0.0
2019-05-26,26.87,26.87,26.87,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.87,26.87,26.87,0.0,0.0
2019-06-02,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2019-06-09,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2019-06-16,28.07,28.07,28.07,0.0,0.0,28.08,28.08,28.08,0.0,0.0,28.07,28.07,28.07,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2019-06-23,28.59,28.59,28.59,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2019-06-30,27.77,27.77,27.77,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.76,27.76,27.76,0.0,0.0
2019-07-07,27.72,27.72,27.72,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.71,27.71,27.71,0.0,0.0
2019-07-14,27.61,27.61,27.61,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.64,27.64,27.64,0.0,0.0
2019-07-21,27.71,27.71,27.71,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.71,27.71,27.71,0.0,0.0
2019-07-28,26.11,26.11,26.11,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.13,26.13,26.13,0.0,0.0
2019-08-04,26.35,26.35,26.35,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2019-08-11,26.49,26.49,26.49,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.46,26.46,26.46,0.0,0.0
2019-08-18,26.35,26.35,26.35,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.3,26.3,26.3,0.0,0.0
2019-08-25,26.73,26.73,26.73,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2019-09-01,27.34,27.34,27.34,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.35,27.35,27.35,0.0,0.0
2019-09-08,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.65,27.65,27.65,0.0,0.0
2019-09-15,27.66,27.66,27.66,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2019-09-22,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0
2019-09-29,27.2,27.2,27.2,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.2,27.2,27.2,0.0,0.0
2019-10-06,27.65,27.65,27.65,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.65,27.65,27.65,0.0,0.0
2019-10-13,28.09,28.09,28.09,0.0,0.0,28.09,28.09,28.09,0.0,0.0,28.09,28.09,28.09,0.0,0.0,28.09,28.09,28.09,0.0,0.0
2019-10-20,28.42,28.42,28.42,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.42,28.42,28.42,0.0,0.0
2019-10-27,28.81,28.81,28.81,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.81,28.81,28.81,0.0,0.0
2019-11-03,28.85,28.85,28.85,0.0,0.0,28.85,28.85,28.85,0.0,0.0,28.85,28.85,28.85,0.0,0.0,28.85,28.85,28.85,0.0,0.0
2019-11-10,28.87,28.87,28.87,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.87,28.87,28.87,0.0,0.0
2019-11-17,28.96,28.96,28.96,0.0,0.0,28.96,28.96,28.96,0.0,0.0,28.96,28.96,28.96,0.0,0.0,28.96,28.96,28.96,0.0,0.0
2019-11-24,28.63,28.63,28.63,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.63,28.63,28.63,0.0,0.0
2019-12-01,28.83,28.83,28.83,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.83,28.83,28.83,0.0,0.0
2019-12-08,29.68,29.68,29.68,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.68,29.68,29.68,0.0,0.0
2019-12-15,29.63,29.63,29.63,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.6,29.6,29.6,0.0,0.0
2019-12-22,29.24,29.24,29.24,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.13,29.13,29.13,0.0,0.0,29.13,29.13,29.13,0.0,0.0
2019-12-29,29.27,29.27,29.27,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.17,29.17,29.17,0.0,0.0,29.17,29.17,29.17,0.0,0.0
