Date,United States Natural Gas_Open_average,United States Natural Gas_Open_max,United States Natural Gas_Open_min,United States Natural Gas_Open_volatility,United States Natural Gas_Open_change,United States Natural Gas_High_average,United States Natural Gas_High_max,United States Natural Gas_High_min,United States Natural Gas_High_volatility,United States Natural Gas_High_change,United States Natural Gas_Low_average,United States Natural Gas_Low_max,United States Natural Gas_Low_min,United States Natural Gas_Low_volatility,United States Natural Gas_Low_change,United States Natural Gas_Close_average,United States Natural Gas_Close_max,United States Natural Gas_Close_min,United States Natural Gas_Close_volatility,United States Natural Gas_Close_change
2018-11-11,36.73,36.73,36.73,0.0,0.0,38.83,38.83,38.83,0.0,0.0,36.01,36.01,36.01,0.0,0.0,37.2,37.2,37.2,0.0,0.0
2018-11-18,33.57,33.57,33.57,0.0,0.0,34.99,34.99,34.99,0.0,0.0,33.45,33.45,33.45,0.0,0.0,34.56,34.56,34.56,0.0,0.0
2018-11-25,35.02,35.02,35.02,0.0,0.0,35.55,35.55,35.55,0.0,0.0,34.35,34.35,34.35,0.0,0.0,35.14,35.14,35.14,0.0,0.0
2018-12-02,36.29,36.29,36.29,0.0,0.0,37.76,37.76,37.76,0.0,0.0,35.87,35.87,35.87,0.0,0.0,36.49,36.49,36.49,0.0,0.0
2018-12-09,30.08,30.08,30.08,0.0,0.0,30.1,30.1,30.1,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.71,28.71,28.71,0.0,0.0
2018-12-16,28.95,28.95,28.95,0.0,0.0,29.49,29.49,29.49,0.0,0.0,28.79,28.79,28.79,0.0,0.0,29.31,29.31,29.31,0.0,0.0
2018-12-23,25.82,25.82,25.82,0.0,0.0,25.87,25.87,25.87,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.71,24.71,24.71,0.0,0.0
2018-12-30,24.5,24.5,24.5,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.38,24.38,24.38,0.0,0.0
2019-01-06,28.0,28.0,28.0,0.0,0.0,29.98,29.98,29.98,0.0,0.0,28.0,28.0,28.0,0.0,0.0,29.75,29.75,29.75,0.0,0.0
2019-01-13,27.33,27.33,27.33,0.0,0.0,28.95,28.95,28.95,0.0,0.0,27.29,27.29,27.29,0.0,0.0,28.41,28.41,28.41,0.0,0.0
2019-01-20,25.83,25.83,25.83,0.0,0.0,26.05,26.05,26.05,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2019-01-27,23.87,23.87,23.87,0.0,0.0,24.03,24.03,24.03,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.79,23.79,23.79,0.0,0.0
2019-02-03,24.14,24.14,24.14,0.0,0.0,24.15,24.15,24.15,0.0,0.0,23.54,23.54,23.54,0.0,0.0,23.61,23.61,23.61,0.0,0.0
2019-02-10,23.26,23.26,23.26,0.0,0.0,23.42,23.42,23.42,0.0,0.0,23.01,23.01,23.01,0.0,0.0,23.39,23.39,23.39,0.0,0.0
2019-02-17,24.51,24.51,24.51,0.0,0.0,24.85,24.85,24.85,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.77,24.77,24.77,0.0,0.0
2019-02-24,25.08,25.08,25.08,0.0,0.0,25.24,25.24,25.24,0.0,0.0,24.99,24.99,24.99,0.0,0.0,25.14,25.14,25.14,0.0,0.0
2019-03-03,24.61,24.61,24.61,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.48,24.48,24.48,0.0,0.0
2019-03-10,24.93,24.93,24.93,0.0,0.0,25.16,25.16,25.16,0.0,0.0,24.93,24.93,24.93,0.0,0.0,25.06,25.06,25.06,0.0,0.0
2019-03-17,24.22,24.22,24.22,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.39,24.39,24.39,0.0,0.0
2019-03-24,23.7,23.7,23.7,0.0,0.0,24.04,24.04,24.04,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.78,23.78,23.78,0.0,0.0
2019-03-31,23.7,23.7,23.7,0.0,0.0,23.94,23.94,23.94,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.85,23.85,23.85,0.0,0.0
2019-04-07,22.99,22.99,22.99,0.0,0.0,23.04,23.04,23.04,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.8,22.8,22.8,0.0,0.0
2019-04-14,22.16,22.16,22.16,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.05,22.05,22.05,0.0,0.0,22.15,22.15,22.15,0.0,0.0
2019-04-21,22.29,22.29,22.29,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.04,22.04,22.04,0.0,0.0,22.47,22.47,22.47,0.0,0.0
2019-04-28,21.95,21.95,21.95,0.0,0.0,22.05,22.05,22.05,0.0,0.0,21.79,21.79,21.79,0.0,0.0,21.91,21.91,21.91,0.0,0.0
2019-05-05,22.89,22.89,22.89,0.0,0.0,22.97,22.97,22.97,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.71,22.71,22.71,0.0,0.0
2019-05-12,23.14,23.14,23.14,0.0,0.0,23.33,23.33,23.33,0.0,0.0,23.03,23.03,23.03,0.0,0.0,23.05,23.05,23.05,0.0,0.0
2019-05-19,21.98,21.98,21.98,0.0,0.0,22.42,22.42,22.42,0.0,0.0,21.89,21.89,21.89,0.0,0.0,22.32,22.32,22.32,0.0,0.0
2019-05-26,20.89,20.89,20.89,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.59,20.59,20.59,0.0,0.0
2019-06-02,20.04,20.04,20.04,0.0,0.0,20.25,20.25,20.25,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.2,20.2,20.2,0.0,0.0
2019-06-09,20.5,20.5,20.5,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.3,20.3,20.3,0.0,0.0
2019-06-16,19.23,19.23,19.23,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.14,19.14,19.14,0.0,0.0,19.59,19.59,19.59,0.0,0.0
2019-06-23,19.4,19.4,19.4,0.0,0.0,19.53,19.53,19.53,0.0,0.0,19.06,19.06,19.06,0.0,0.0,19.45,19.45,19.45,0.0,0.0
2019-06-30,20.62,20.62,20.62,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.37,20.37,20.37,0.0,0.0,20.63,20.63,20.63,0.0,0.0
2019-07-07,20.85,20.85,20.85,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.49,20.49,20.49,0.0,0.0,20.68,20.68,20.68,0.0,0.0
2019-07-14,19.6,19.6,19.6,0.0,0.0,19.99,19.99,19.99,0.0,0.0,19.59,19.59,19.59,0.0,0.0,19.89,19.89,19.89,0.0,0.0
2019-07-21,18.57,18.57,18.57,0.0,0.0,18.57,18.57,18.57,0.0,0.0,18.26,18.26,18.26,0.0,0.0,18.4,18.4,18.4,0.0,0.0
2019-07-28,17.75,17.75,17.75,0.0,0.0,18.32,18.32,18.32,0.0,0.0,17.74,17.74,17.74,0.0,0.0,18.1,18.1,18.1,0.0,0.0
2019-08-04,18.66,18.66,18.66,0.0,0.0,18.66,18.66,18.66,0.0,0.0,18.2,18.2,18.2,0.0,0.0,18.34,18.34,18.34,0.0,0.0
2019-08-11,18.77,18.77,18.77,0.0,0.0,19.26,19.26,19.26,0.0,0.0,18.75,18.75,18.75,0.0,0.0,19.1,19.1,19.1,0.0,0.0
2019-08-18,19.18,19.18,19.18,0.0,0.0,19.41,19.41,19.41,0.0,0.0,19.09,19.09,19.09,0.0,0.0,19.31,19.31,19.31,0.0,0.0
2019-08-25,19.68,19.68,19.68,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.62,19.62,19.62,0.0,0.0,19.77,19.77,19.77,0.0,0.0
2019-09-01,22.01,22.01,22.01,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.48,22.48,22.48,0.0,0.0
2019-09-08,23.07,23.07,23.07,0.0,0.0,23.4,23.4,23.4,0.0,0.0,22.92,22.92,22.92,0.0,0.0,23.27,23.27,23.27,0.0,0.0
2019-09-15,21.65,21.65,21.65,0.0,0.0,21.97,21.97,21.97,0.0,0.0,21.56,21.56,21.56,0.0,0.0,21.91,21.91,21.91,0.0,0.0
2019-09-22,20.04,20.04,20.04,0.0,0.0,20.21,20.21,20.21,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.93,19.93,19.93,0.0,0.0
2019-09-29,19.81,19.81,19.81,0.0,0.0,20.03,20.03,20.03,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.73,19.73,19.73,0.0,0.0
2019-10-06,19.63,19.63,19.63,0.0,0.0,19.66,19.66,19.66,0.0,0.0,19.08,19.08,19.08,0.0,0.0,19.57,19.57,19.57,0.0,0.0
2019-10-13,19.34,19.34,19.34,0.0,0.0,19.41,19.41,19.41,0.0,0.0,19.12,19.12,19.12,0.0,0.0,19.41,19.41,19.41,0.0,0.0
2019-10-20,20.12,20.12,20.12,0.0,0.0,20.42,20.42,20.42,0.0,0.0,19.85,19.85,19.85,0.0,0.0,20.26,20.26,20.26,0.0,0.0
2019-10-27,22.24,22.24,22.24,0.0,0.0,22.38,22.38,22.38,0.0,0.0,22.04,22.04,22.04,0.0,0.0,22.27,22.27,22.27,0.0,0.0
2019-11-03,21.02,21.02,21.02,0.0,0.0,21.05,21.05,21.05,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.83,20.83,20.83,0.0,0.0
2019-11-10,20.42,20.42,20.42,0.0,0.0,20.6,20.6,20.6,0.0,0.0,20.04,20.04,20.04,0.0,0.0,20.1,20.1,20.1,0.0,0.0
2019-11-17,19.95,19.95,19.95,0.0,0.0,20.0,20.0,20.0,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.83,19.83,19.83,0.0,0.0
2019-11-24,17.84,17.84,17.84,0.0,0.0,17.98,17.98,17.98,0.0,0.0,17.56,17.56,17.56,0.0,0.0,17.96,17.96,17.96,0.0,0.0
2019-12-01,17.06,17.06,17.06,0.0,0.0,17.3,17.3,17.3,0.0,0.0,16.88,16.88,16.88,0.0,0.0,17.3,17.3,17.3,0.0,0.0
2019-12-08,18.06,18.06,18.06,0.0,0.0,18.2,18.2,18.2,0.0,0.0,17.92,17.92,17.92,0.0,0.0,18.03,18.03,18.03,0.0,0.0
2019-12-15,17.14,17.14,17.14,0.0,0.0,17.27,17.27,17.27,0.0,0.0,17.07,17.07,17.07,0.0,0.0,17.17,17.17,17.17,0.0,0.0
2019-12-22,17.22,17.22,17.22,0.0,0.0,17.3,17.3,17.3,0.0,0.0,16.86,16.86,16.86,0.0,0.0,16.9,16.9,16.9,0.0,0.0
2019-12-29,16.49,16.49,16.49,0.0,0.0,16.7,16.7,16.7,0.0,0.0,16.36,16.36,16.36,0.0,0.0,16.39,16.39,16.39,0.0,0.0
