Date,WisdomTree Emerging Markets Local DebtEtf_Open_average,WisdomTree Emerging Markets Local DebtEtf_Open_max,WisdomTree Emerging Markets Local DebtEtf_Open_min,WisdomTree Emerging Markets Local DebtEtf_Open_volatility,WisdomTree Emerging Markets Local DebtEtf_Open_change,WisdomTree Emerging Markets Local DebtEtf_High_average,WisdomTree Emerging Markets Local DebtEtf_High_max,WisdomTree Emerging Markets Local DebtEtf_High_min,WisdomTree Emerging Markets Local DebtEtf_High_volatility,WisdomTree Emerging Markets Local DebtEtf_High_change,WisdomTree Emerging Markets Local DebtEtf_Low_average,WisdomTree Emerging Markets Local DebtEtf_Low_max,WisdomTree Emerging Markets Local DebtEtf_Low_min,WisdomTree Emerging Markets Local DebtEtf_Low_volatility,WisdomTree Emerging Markets Local DebtEtf_Low_change,WisdomTree Emerging Markets Local DebtEtf_Close_average,WisdomTree Emerging Markets Local DebtEtf_Close_max,WisdomTree Emerging Markets Local DebtEtf_Close_min,WisdomTree Emerging Markets Local DebtEtf_Close_volatility,WisdomTree Emerging Markets Local DebtEtf_Close_change
2019-04-14,34.55,34.55,34.55,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.49,34.49,34.49,0.0,0.0,34.6,34.6,34.6,0.0,0.0
2019-04-21,33.88,33.88,33.88,0.0,0.0,34.07,34.07,34.07,0.0,0.0,33.76,33.76,33.76,0.0,0.0,34.02,34.02,34.02,0.0,0.0
2019-04-28,33.81,33.81,33.81,0.0,0.0,34.02,34.02,34.02,0.0,0.0,33.75,33.75,33.75,0.0,0.0,34.02,34.02,34.02,0.0,0.0
2019-05-05,33.73,33.73,33.73,0.0,0.0,34.03,34.03,34.03,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.8,33.8,33.8,0.0,0.0
2019-05-12,33.62,33.62,33.62,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.47,33.47,33.47,0.0,0.0
2019-05-19,33.65,33.65,33.65,0.0,0.0,33.9,33.9,33.9,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.83,33.83,33.83,0.0,0.0
2019-05-26,33.6,33.6,33.6,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.83,33.83,33.83,0.0,0.0
2019-06-02,34.21,34.21,34.21,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.14,34.14,34.14,0.0,0.0,34.18,34.18,34.18,0.0,0.0
2019-06-09,34.6,34.6,34.6,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2019-06-16,35.19,35.19,35.19,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.14,35.14,35.14,0.0,0.0,35.19,35.19,35.19,0.0,0.0
2019-06-23,35.28,35.28,35.28,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.35,35.35,35.35,0.0,0.0
2019-06-30,35.62,35.62,35.62,0.0,0.0,35.89,35.89,35.89,0.0,0.0,35.59,35.59,35.59,0.0,0.0,35.75,35.75,35.75,0.0,0.0
2019-07-07,35.87,35.87,35.87,0.0,0.0,35.95,35.95,35.95,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.9,35.9,35.9,0.0,0.0
2019-07-14,36.27,36.27,36.27,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.04,36.04,36.04,0.0,0.0,36.17,36.17,36.17,0.0,0.0
2019-07-21,35.78,35.78,35.78,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.83,35.83,35.83,0.0,0.0
2019-07-28,35.09,35.09,35.09,0.0,0.0,35.46,35.46,35.46,0.0,0.0,35.02,35.02,35.02,0.0,0.0,35.18,35.18,35.18,0.0,0.0
2019-08-04,35.14,35.14,35.14,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.09,35.09,35.09,0.0,0.0,35.19,35.19,35.19,0.0,0.0
2019-08-11,34.81,34.81,34.81,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.97,34.97,34.97,0.0,0.0
2019-08-18,34.8,34.8,34.8,0.0,0.0,34.81,34.81,34.81,0.0,0.0,34.53,34.53,34.53,0.0,0.0,34.62,34.62,34.62,0.0,0.0
2019-08-25,34.25,34.25,34.25,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.16,34.16,34.16,0.0,0.0
2019-09-01,34.46,34.46,34.46,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.46,34.46,34.46,0.0,0.0,34.83,34.83,34.83,0.0,0.0
2019-09-08,34.97,34.97,34.97,0.0,0.0,35.1,35.1,35.1,0.0,0.0,34.91,34.91,34.91,0.0,0.0,34.96,34.96,34.96,0.0,0.0
2019-09-15,34.95,34.95,34.95,0.0,0.0,34.95,34.95,34.95,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.75,34.75,34.75,0.0,0.0
2019-09-22,34.81,34.81,34.81,0.0,0.0,34.81,34.81,34.81,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.54,34.54,34.54,0.0,0.0
2019-09-29,35.0,35.0,35.0,0.0,0.0,35.13,35.13,35.13,0.0,0.0,34.94,34.94,34.94,0.0,0.0,35.02,35.02,35.02,0.0,0.0
2019-10-06,34.65,34.65,34.65,0.0,0.0,35.25,35.25,35.25,0.0,0.0,34.65,34.65,34.65,0.0,0.0,35.0,35.0,35.0,0.0,0.0
2019-10-13,35.12,35.12,35.12,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.12,35.12,35.12,0.0,0.0,35.28,35.28,35.28,0.0,0.0
2019-10-20,35.4,35.4,35.4,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.46,35.46,35.46,0.0,0.0
2019-10-27,35.47,35.47,35.47,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.43,35.43,35.43,0.0,0.0,35.6,35.6,35.6,0.0,0.0
2019-11-03,35.2,35.2,35.2,0.0,0.0,35.31,35.31,35.31,0.0,0.0,35.11,35.11,35.11,0.0,0.0,35.13,35.13,35.13,0.0,0.0
2019-11-10,34.99,34.99,34.99,0.0,0.0,35.28,35.28,35.28,0.0,0.0,34.95,34.95,34.95,0.0,0.0,35.02,35.02,35.02,0.0,0.0
2019-11-17,35.04,35.04,35.04,0.0,0.0,35.07,35.07,35.07,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.95,34.95,34.95,0.0,0.0
2019-11-24,34.73,34.73,34.73,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.78,34.78,34.78,0.0,0.0
2019-12-01,34.87,34.87,34.87,0.0,0.0,35.05,35.05,35.05,0.0,0.0,34.87,34.87,34.87,0.0,0.0,34.94,34.94,34.94,0.0,0.0
2019-12-08,35.46,35.46,35.46,0.0,0.0,35.56,35.56,35.56,0.0,0.0,35.43,35.43,35.43,0.0,0.0,35.5,35.5,35.5,0.0,0.0
2019-12-15,35.5,35.5,35.5,0.0,0.0,35.69,35.69,35.69,0.0,0.0,35.49,35.49,35.49,0.0,0.0,35.59,35.59,35.59,0.0,0.0
2019-12-22,35.62,35.62,35.62,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.61,35.61,35.61,0.0,0.0,35.72,35.72,35.72,0.0,0.0
2019-12-29,35.86,35.86,35.86,0.0,0.0,35.92,35.92,35.92,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.75,35.75,35.75,0.0,0.0
