Date,WisdomTree Emerging Markets Local DebtEtf_Open_average,WisdomTree Emerging Markets Local DebtEtf_Open_max,WisdomTree Emerging Markets Local DebtEtf_Open_min,WisdomTree Emerging Markets Local DebtEtf_Open_volatility,WisdomTree Emerging Markets Local DebtEtf_Open_change,WisdomTree Emerging Markets Local DebtEtf_High_average,WisdomTree Emerging Markets Local DebtEtf_High_max,WisdomTree Emerging Markets Local DebtEtf_High_min,WisdomTree Emerging Markets Local DebtEtf_High_volatility,WisdomTree Emerging Markets Local DebtEtf_High_change,WisdomTree Emerging Markets Local DebtEtf_Low_average,WisdomTree Emerging Markets Local DebtEtf_Low_max,WisdomTree Emerging Markets Local DebtEtf_Low_min,WisdomTree Emerging Markets Local DebtEtf_Low_volatility,WisdomTree Emerging Markets Local DebtEtf_Low_change,WisdomTree Emerging Markets Local DebtEtf_Close_average,WisdomTree Emerging Markets Local DebtEtf_Close_max,WisdomTree Emerging Markets Local DebtEtf_Close_min,WisdomTree Emerging Markets Local DebtEtf_Close_volatility,WisdomTree Emerging Markets Local DebtEtf_Close_change
2018-01-14,39.61,39.61,39.61,0.0,0.0,39.64,39.64,39.64,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.61,39.61,39.61,0.0,0.0
2018-01-21,39.97,39.97,39.97,0.0,0.0,40.02,40.02,40.02,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.96,39.96,39.96,0.0,0.0
2018-01-28,39.76,39.76,39.76,0.0,0.0,39.77,39.77,39.77,0.0,0.0,39.49,39.49,39.49,0.0,0.0,39.49,39.49,39.49,0.0,0.0
2018-02-04,39.09,39.09,39.09,0.0,0.0,39.09,39.09,39.09,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.86,38.86,38.86,0.0,0.0
2018-02-11,39.54,39.54,39.54,0.0,0.0,39.88,39.88,39.88,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.71,39.71,39.71,0.0,0.0
2018-02-18,39.43,39.43,39.43,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.49,39.49,39.49,0.0,0.0
2018-02-25,39.12,39.12,39.12,0.0,0.0,39.13,39.13,39.13,0.0,0.0,38.87,38.87,38.87,0.0,0.0,38.96,38.96,38.96,0.0,0.0
2018-03-04,39.21,39.21,39.21,0.0,0.0,39.29,39.29,39.29,0.0,0.0,39.01,39.01,39.01,0.0,0.0,39.27,39.27,39.27,0.0,0.0
2018-03-11,38.93,38.93,38.93,0.0,0.0,39.05,39.05,39.05,0.0,0.0,38.86,38.86,38.86,0.0,0.0,38.9,38.9,38.9,0.0,0.0
2018-03-18,39.03,39.03,39.03,0.0,0.0,39.03,39.03,39.03,0.0,0.0,38.89,38.89,38.89,0.0,0.0,38.93,38.93,38.93,0.0,0.0
2018-03-25,39.25,39.25,39.25,0.0,0.0,39.31,39.31,39.31,0.0,0.0,39.05,39.05,39.05,0.0,0.0,39.3,39.3,39.3,0.0,0.0
2018-04-01,39.02,39.02,39.02,0.0,0.0,39.18,39.18,39.18,0.0,0.0,38.83,38.83,38.83,0.0,0.0,38.9,38.9,38.9,0.0,0.0
2018-04-08,38.76,38.76,38.76,0.0,0.0,38.9,38.9,38.9,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.83,38.83,38.83,0.0,0.0
2018-04-15,38.57,38.57,38.57,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.51,38.51,38.51,0.0,0.0,38.53,38.53,38.53,0.0,0.0
2018-04-22,37.75,37.75,37.75,0.0,0.0,38.01,38.01,38.01,0.0,0.0,37.75,37.75,37.75,0.0,0.0,38.0,38.0,38.0,0.0,0.0
2018-04-29,37.05,37.05,37.05,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.01,37.01,37.01,0.0,0.0,37.27,37.27,37.27,0.0,0.0
2018-05-06,37.11,37.11,37.11,0.0,0.0,37.18,37.18,37.18,0.0,0.0,36.83,36.83,36.83,0.0,0.0,36.96,36.96,36.96,0.0,0.0
2018-05-13,35.78,35.78,35.78,0.0,0.0,36.0,36.0,36.0,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.91,35.91,35.91,0.0,0.0
2018-05-20,35.9,35.9,35.9,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.87,35.87,35.87,0.0,0.0
2018-05-27,35.79,35.79,35.79,0.0,0.0,36.04,36.04,36.04,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.86,35.86,35.86,0.0,0.0
2018-06-03,35.59,35.59,35.59,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.63,35.63,35.63,0.0,0.0
2018-06-10,34.95,34.95,34.95,0.0,0.0,35.05,35.05,35.05,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.99,34.99,34.99,0.0,0.0
2018-06-17,35.05,35.05,35.05,0.0,0.0,35.05,35.05,35.05,0.0,0.0,34.84,34.84,34.84,0.0,0.0,34.87,34.87,34.87,0.0,0.0
2018-06-24,34.51,34.51,34.51,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.4,34.4,34.4,0.0,0.0
2018-07-01,34.82,34.82,34.82,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.75,34.75,34.75,0.0,0.0
2018-07-08,34.66,34.66,34.66,0.0,0.0,34.95,34.95,34.95,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.75,34.75,34.75,0.0,0.0
2018-07-15,34.86,34.86,34.86,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.7,34.7,34.7,0.0,0.0
2018-07-22,34.91,34.91,34.91,0.0,0.0,34.98,34.98,34.98,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.79,34.79,34.79,0.0,0.0
2018-07-29,34.7,34.7,34.7,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.74,34.74,34.74,0.0,0.0
2018-08-05,33.75,33.75,33.75,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.62,33.62,33.62,0.0,0.0
2018-08-12,33.0,33.0,33.0,0.0,0.0,33.25,33.25,33.25,0.0,0.0,32.95,32.95,32.95,0.0,0.0,33.25,33.25,33.25,0.0,0.0
2018-08-19,33.05,33.05,33.05,0.0,0.0,33.15,33.15,33.15,0.0,0.0,32.94,32.94,32.94,0.0,0.0,33.0,33.0,33.0,0.0,0.0
2018-08-26,32.55,32.55,32.55,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.56,32.56,32.56,0.0,0.0
2018-09-02,31.94,31.94,31.94,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.92,31.92,31.92,0.0,0.0,32.0,32.0,32.0,0.0,0.0
2018-09-09,32.33,32.33,32.33,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2018-09-16,32.77,32.77,32.77,0.0,0.0,32.92,32.92,32.92,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.74,32.74,32.74,0.0,0.0
2018-09-23,32.78,32.78,32.78,0.0,0.0,32.97,32.97,32.97,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.82,32.82,32.82,0.0,0.0
2018-09-30,32.39,32.39,32.39,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.44,32.44,32.44,0.0,0.0
2018-10-07,32.83,32.83,32.83,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.73,32.73,32.73,0.0,0.0
2018-10-14,33.12,33.12,33.12,0.0,0.0,33.23,33.23,33.23,0.0,0.0,32.96,32.96,32.96,0.0,0.0,32.99,32.99,32.99,0.0,0.0
2018-10-21,32.73,32.73,32.73,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.8,32.8,32.8,0.0,0.0
2018-10-28,32.89,32.89,32.89,0.0,0.0,33.17,33.17,33.17,0.0,0.0,32.87,32.87,32.87,0.0,0.0,33.02,33.02,33.02,0.0,0.0
2018-11-04,32.9,32.9,32.9,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.92,32.92,32.92,0.0,0.0
2018-11-11,33.3,33.3,33.3,0.0,0.0,33.37,33.37,33.37,0.0,0.0,33.21,33.21,33.21,0.0,0.0,33.22,33.22,33.22,0.0,0.0
2018-11-18,33.24,33.24,33.24,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.04,33.04,33.04,0.0,0.0,33.21,33.21,33.21,0.0,0.0
2018-11-25,33.36,33.36,33.36,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.35,33.35,33.35,0.0,0.0
2018-12-02,33.37,33.37,33.37,0.0,0.0,33.39,33.39,33.39,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.23,33.23,33.23,0.0,0.0
2018-12-09,32.97,32.97,32.97,0.0,0.0,33.12,33.12,33.12,0.0,0.0,32.96,32.96,32.96,0.0,0.0,33.09,33.09,33.09,0.0,0.0
2018-12-16,33.5,33.5,33.5,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.17,33.17,33.17,0.0,0.0,33.3,33.3,33.3,0.0,0.0
2018-12-23,33.3,33.3,33.3,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.39,33.39,33.39,0.0,0.0
2018-12-30,33.88,33.88,33.88,0.0,0.0,34.18,34.18,34.18,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.97,33.97,33.97,0.0,0.0
2019-01-06,34.35,34.35,34.35,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.25,34.25,34.25,0.0,0.0
2019-01-13,34.42,34.42,34.42,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2019-01-20,34.3,34.3,34.3,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.31,34.31,34.31,0.0,0.0
2019-01-27,35.01,35.01,35.01,0.0,0.0,35.02,35.02,35.02,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.96,34.96,34.96,0.0,0.0
2019-02-03,34.85,34.85,34.85,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.61,34.61,34.61,0.0,0.0
2019-02-10,34.41,34.41,34.41,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.6,34.6,34.6,0.0,0.0
2019-02-17,34.54,34.54,34.54,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.5,34.5,34.5,0.0,0.0
2019-02-24,34.51,34.51,34.51,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.47,34.47,34.47,0.0,0.0
2019-03-03,34.06,34.06,34.06,0.0,0.0,34.1,34.1,34.1,0.0,0.0,33.99,33.99,33.99,0.0,0.0,34.1,34.1,34.1,0.0,0.0
2019-03-10,34.61,34.61,34.61,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.61,34.61,34.61,0.0,0.0
2019-03-17,34.77,34.77,34.77,0.0,0.0,34.77,34.77,34.77,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2019-03-24,34.21,34.21,34.21,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.1,34.1,34.1,0.0,0.0,34.18,34.18,34.18,0.0,0.0
2019-03-31,34.5,34.5,34.5,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.61,34.61,34.61,0.0,0.0
2019-04-07,34.58,34.58,34.58,0.0,0.0,34.81,34.81,34.81,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.62,34.62,34.62,0.0,0.0
