Date,IT_Open_average,IT_Open_max,IT_Open_min,IT_Open_volatility,IT_Open_change,IT_High_average,IT_High_max,IT_High_min,IT_High_volatility,IT_High_change,IT_Low_average,IT_Low_max,IT_Low_min,IT_Low_volatility,IT_Low_change,IT_Close_average,IT_Close_max,IT_Close_min,IT_Close_volatility,IT_Close_change,IT_Volume_average,IT_Volume_max,IT_Volume_min,IT_Volume_volatility,IT_Volume_change
2018-01-14,133.162,137.4,130.65,6.75,6.75,135.15,138.5,131.91,6.590000000000003,6.590000000000003,132.502,136.88,129.71,7.1699999999999875,7.1699999999999875,134.394,138.45,130.04,8.409999999999997,8.409999999999997,595460,771015,396593,374422,210496
2018-01-21,140.222,141.57,138.56,3.009999999999991,3.009999999999991,141.216,142.16,139.5,2.6599999999999966,2.319999999999993,139.258,139.8,137.95,1.8500000000000227,1.700000000000017,140.266,142.14,139.21,2.9299999999999784,0.45999999999997954,438653,637154,269990,367164,145604
2018-01-28,138.13400000000001,139.82,134.61,5.2099999999999795,-4.7099999999999795,138.914,140.89,135.71,5.179999999999978,-4.289999999999992,135.518,138.74,128.25,10.490000000000009,-10.490000000000009,136.01,139.04,128.25,10.789999999999992,-10.789999999999992,584320,891712,390003,501709,501709
2018-02-04,118.88,123.13,115.22,7.909999999999997,-3.410000000000011,120.958,124.92,117.0,7.920000000000002,-6.030000000000001,115.698,119.41,112.05,7.359999999999999,-0.9499999999999886,118.292,124.02,114.26,9.759999999999991,-5.780000000000001,1587641,2662691,854227,1808464,-1808464
2018-02-11,118.6575,121.37,117.45,3.9200000000000017,0.1700000000000017,120.0375,121.37,118.61,2.760000000000005,-0.29000000000000625,117.3675,117.97,116.83,1.1400000000000006,-0.14000000000000057,118.82,120.46,117.93,2.529999999999987,-0.8099999999999881,911052,1285409,636508,648901,112878
2018-02-18,116.454,117.81,114.61,3.200000000000003,0.12000000000000455,117.448,118.27,116.81,1.4599999999999937,0.14999999999999147,114.786,115.65,114.03,1.6200000000000045,-0.6099999999999994,116.112,117.96,114.1,3.8599999999999994,1.9899999999999949,760431,1008854,558207,450647,59381
2018-02-25,115.382,117.9,113.07,4.8300000000000125,-2.030000000000001,117.158,119.7,114.17,5.530000000000001,1.5499999999999972,113.762,115.78,111.57,4.210000000000008,-0.28000000000000114,115.828,119.38,113.41,5.969999999999999,3.4499999999999886,1010029,1321276,509059,812217,643196
2018-03-04,121.446,123.45,119.6,3.8500000000000085,3.6400000000000006,123.096,124.41,121.17,3.239999999999995,3.239999999999995,120.426,122.8,118.7,4.099999999999994,4.099999999999994,122.27199999999999,124.08,120.55,3.530000000000001,3.1200000000000045,751186,1034383,575471,458912,-458912
2018-03-11,123.884,124.55,123.28,1.269999999999996,-1.1599999999999966,124.268,124.71,123.58,1.1299999999999955,-1.1200000000000045,122.666,123.63,122.0,1.6299999999999955,-1.2099999999999937,123.622,124.33,123.15,1.1799999999999926,-0.9299999999999926,637357,705475,518333,187142,-11088
2018-03-18,121.57,124.12,118.91,5.210000000000008,-4.790000000000006,122.486,125.21,119.7,5.509999999999991,-5.509999999999991,119.95,122.96,117.25,5.709999999999994,-5.709999999999994,120.736,124.17,117.69,6.480000000000004,-4.6200000000000045,798140,959522,546654,412868,39706
