Date,Guggenheim Invest S&P 500 Equal Weight Financials_Open_average,Guggenheim Invest S&P 500 Equal Weight Financials_Open_max,Guggenheim Invest S&P 500 Equal Weight Financials_Open_min,Guggenheim Invest S&P 500 Equal Weight Financials_Open_volatility,Guggenheim Invest S&P 500 Equal Weight Financials_Open_change,Guggenheim Invest S&P 500 Equal Weight Financials_High_average,Guggenheim Invest S&P 500 Equal Weight Financials_High_max,Guggenheim Invest S&P 500 Equal Weight Financials_High_min,Guggenheim Invest S&P 500 Equal Weight Financials_High_volatility,Guggenheim Invest S&P 500 Equal Weight Financials_High_change,Guggenheim Invest S&P 500 Equal Weight Financials_Low_average,Guggenheim Invest S&P 500 Equal Weight Financials_Low_max,Guggenheim Invest S&P 500 Equal Weight Financials_Low_min,Guggenheim Invest S&P 500 Equal Weight Financials_Low_volatility,Guggenheim Invest S&P 500 Equal Weight Financials_Low_change,Guggenheim Invest S&P 500 Equal Weight Financials_Close_average,Guggenheim Invest S&P 500 Equal Weight Financials_Close_max,Guggenheim Invest S&P 500 Equal Weight Financials_Close_min,Guggenheim Invest S&P 500 Equal Weight Financials_Close_volatility,Guggenheim Invest S&P 500 Equal Weight Financials_Close_change
2018-01-14,46.28,46.28,46.28,0.0,0.0,46.64,46.64,46.64,0.0,0.0,46.27,46.27,46.27,0.0,0.0,46.64,46.64,46.64,0.0,0.0
2018-01-21,47.32,47.32,47.32,0.0,0.0,47.4,47.4,47.4,0.0,0.0,46.97,46.97,46.97,0.0,0.0,46.99,46.99,46.99,0.0,0.0
2018-01-28,45.62,45.62,45.62,0.0,0.0,45.85,45.85,45.85,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.94,43.94,43.94,0.0,0.0
2018-02-04,43.68,43.68,43.68,0.0,0.0,44.29,44.29,44.29,0.0,0.0,43.39,43.39,43.39,0.0,0.0,43.9,43.9,43.9,0.0,0.0
2018-02-11,45.14,45.14,45.14,0.0,0.0,45.66,45.66,45.66,0.0,0.0,45.14,45.14,45.14,0.0,0.0,45.41,45.41,45.41,0.0,0.0
2018-02-18,45.62,45.62,45.62,0.0,0.0,45.97,45.97,45.97,0.0,0.0,45.47,45.47,45.47,0.0,0.0,45.97,45.97,45.97,0.0,0.0
2018-02-25,44.49,44.49,44.49,0.0,0.0,45.6,45.6,45.6,0.0,0.0,44.49,44.49,44.49,0.0,0.0,45.48,45.48,45.48,0.0,0.0
2018-03-04,46.93,46.93,46.93,0.0,0.0,46.96,46.96,46.96,0.0,0.0,46.56,46.56,46.56,0.0,0.0,46.6,46.6,46.6,0.0,0.0
2018-03-11,45.66,45.66,45.66,0.0,0.0,45.7,45.7,45.7,0.0,0.0,44.99,44.99,44.99,0.0,0.0,45.41,45.41,45.41,0.0,0.0
2018-03-18,43.44,43.44,43.44,0.0,0.0,44.07,44.07,44.07,0.0,0.0,43.18,43.18,43.18,0.0,0.0,43.97,43.97,43.97,0.0,0.0
2018-03-25,43.79,43.79,43.79,0.0,0.0,43.83,43.83,43.83,0.0,0.0,42.31,42.31,42.31,0.0,0.0,42.86,42.86,42.86,0.0,0.0
2018-04-01,43.47,43.47,43.47,0.0,0.0,44.0,44.0,44.0,0.0,0.0,43.17,43.17,43.17,0.0,0.0,43.17,43.17,43.17,0.0,0.0
2018-04-08,43.86,43.86,43.86,0.0,0.0,44.11,44.11,44.11,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.91,43.91,43.91,0.0,0.0
2018-04-15,44.44,44.44,44.44,0.0,0.0,44.45,44.45,44.45,0.0,0.0,44.19,44.19,44.19,0.0,0.0,44.34,44.34,44.34,0.0,0.0
2018-04-22,44.49,44.49,44.49,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.01,44.01,44.01,0.0,0.0,44.02,44.02,44.02,0.0,0.0
2018-04-29,43.52,43.52,43.52,0.0,0.0,43.76,43.76,43.76,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.59,43.59,43.59,0.0,0.0
2018-05-06,44.69,44.69,44.69,0.0,0.0,44.73,44.73,44.73,0.0,0.0,44.45,44.45,44.45,0.0,0.0,44.52,44.52,44.52,0.0,0.0
2018-05-13,44.7,44.7,44.7,0.0,0.0,44.99,44.99,44.99,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.82,44.82,44.82,0.0,0.0
2018-05-20,44.57,44.57,44.57,0.0,0.0,44.57,44.57,44.57,0.0,0.0,44.31,44.31,44.31,0.0,0.0,44.42,44.42,44.42,0.0,0.0
2018-05-27,44.16,44.16,44.16,0.0,0.0,44.18,44.18,44.18,0.0,0.0,44.0,44.0,44.0,0.0,0.0,44.14,44.14,44.14,0.0,0.0
2018-06-03,45.0,45.0,45.0,0.0,0.0,45.18,45.18,45.18,0.0,0.0,44.75,44.75,44.75,0.0,0.0,44.76,44.76,44.76,0.0,0.0
2018-06-10,43.71,43.71,43.71,0.0,0.0,44.01,44.01,44.01,0.0,0.0,43.64,43.64,43.64,0.0,0.0,43.98,43.98,43.98,0.0,0.0
2018-06-17,43.41,43.41,43.41,0.0,0.0,43.41,43.41,43.41,0.0,0.0,42.88,42.88,42.88,0.0,0.0,43.16,43.16,43.16,0.0,0.0
2018-06-24,42.13,42.13,42.13,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.13,42.13,42.13,0.0,0.0,42.55,42.55,42.55,0.0,0.0
2018-07-01,42.74,42.74,42.74,0.0,0.0,43.61,43.61,43.61,0.0,0.0,42.74,42.74,42.74,0.0,0.0,43.59,43.59,43.59,0.0,0.0
2018-07-08,43.03,43.03,43.03,0.0,0.0,43.43,43.43,43.43,0.0,0.0,43.03,43.03,43.03,0.0,0.0,43.37,43.37,43.37,0.0,0.0
2018-07-15,43.43,43.43,43.43,0.0,0.0,43.97,43.97,43.97,0.0,0.0,43.43,43.43,43.43,0.0,0.0,43.91,43.91,43.91,0.0,0.0
2018-07-22,44.17,44.17,44.17,0.0,0.0,44.43,44.43,44.43,0.0,0.0,44.05,44.05,44.05,0.0,0.0,44.12,44.12,44.12,0.0,0.0
2018-07-29,43.88,43.88,43.88,0.0,0.0,43.99,43.99,43.99,0.0,0.0,43.81,43.81,43.81,0.0,0.0,43.9,43.9,43.9,0.0,0.0
2018-08-05,43.49,43.49,43.49,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.16,43.16,43.16,0.0,0.0,43.18,43.18,43.18,0.0,0.0
2018-08-12,44.0,44.0,44.0,0.0,0.0,44.19,44.19,44.19,0.0,0.0,44.0,44.0,44.0,0.0,0.0,44.14,44.14,44.14,0.0,0.0
2018-08-19,44.27,44.27,44.27,0.0,0.0,44.72,44.72,44.72,0.0,0.0,44.27,44.27,44.27,0.0,0.0,44.52,44.52,44.52,0.0,0.0
2018-08-26,44.07,44.07,44.07,0.0,0.0,44.25,44.25,44.25,0.0,0.0,43.95,43.95,43.95,0.0,0.0,44.21,44.21,44.21,0.0,0.0
2018-09-02,44.22,44.22,44.22,0.0,0.0,44.24,44.24,44.24,0.0,0.0,43.98,43.98,43.98,0.0,0.0,44.05,44.05,44.05,0.0,0.0
2018-09-09,44.09,44.09,44.09,0.0,0.0,44.09,44.09,44.09,0.0,0.0,43.77,43.77,43.77,0.0,0.0,43.79,43.79,43.79,0.0,0.0
2018-09-16,44.78,44.78,44.78,0.0,0.0,44.78,44.78,44.78,0.0,0.0,44.28,44.28,44.28,0.0,0.0,44.28,44.28,44.28,0.0,0.0
2018-09-23,43.18,43.18,43.18,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.0,43.0,43.0,0.0,0.0,43.09,43.09,43.09,0.0,0.0
2018-09-30,43.45,43.45,43.45,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.76,43.76,43.76,0.0,0.0
2018-10-07,40.87,40.87,40.87,0.0,0.0,41.12,41.12,41.12,0.0,0.0,40.75,40.75,40.75,0.0,0.0,40.75,40.75,40.75,0.0,0.0
2018-10-14,41.3,41.3,41.3,0.0,0.0,41.3,41.3,41.3,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.35,40.35,40.35,0.0,0.0
2018-10-21,39.48,39.48,39.48,0.0,0.0,39.9,39.9,39.9,0.0,0.0,38.82,38.82,38.82,0.0,0.0,39.19,39.19,39.19,0.0,0.0
2018-10-28,40.7,40.7,40.7,0.0,0.0,41.22,41.22,41.22,0.0,0.0,40.7,40.7,40.7,0.0,0.0,41.08,41.08,41.08,0.0,0.0
2018-11-04,41.58,41.58,41.58,0.0,0.0,41.58,41.58,41.58,0.0,0.0,40.92,40.92,40.92,0.0,0.0,41.0,41.0,41.0,0.0,0.0
2018-11-11,40.93,40.93,40.93,0.0,0.0,41.21,41.21,41.21,0.0,0.0,40.71,40.71,40.71,0.0,0.0,40.94,40.94,40.94,0.0,0.0
2018-11-18,40.6,40.6,40.6,0.0,0.0,41.07,41.07,41.07,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.96,40.96,40.96,0.0,0.0
2018-11-25,42.04,42.04,42.04,0.0,0.0,42.04,42.04,42.04,0.0,0.0,41.29,41.29,41.29,0.0,0.0,41.55,41.55,41.55,0.0,0.0
2018-12-02,38.51,38.51,38.51,0.0,0.0,38.51,38.51,38.51,0.0,0.0,37.44,37.44,37.44,0.0,0.0,38.09,38.09,38.09,0.0,0.0
2018-12-09,36.99,36.99,36.99,0.0,0.0,37.5,37.5,37.5,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.76,36.76,36.76,0.0,0.0
2018-12-16,34.52,34.52,34.52,0.0,0.0,34.81,34.81,34.81,0.0,0.0,34.11,34.11,34.11,0.0,0.0,34.13,34.13,34.13,0.0,0.0
2018-12-23,36.15,36.15,36.15,0.0,0.0,36.44,36.44,36.44,0.0,0.0,35.93,35.93,35.93,0.0,0.0,36.35,36.35,36.35,0.0,0.0
2018-12-30,37.1,37.1,37.1,0.0,0.0,37.72,37.72,37.72,0.0,0.0,36.92,36.92,36.92,0.0,0.0,37.36,37.36,37.36,0.0,0.0
