Date,AKAM_Open_average,AKAM_Open_max,AKAM_Open_min,AKAM_Open_volatility,AKAM_Open_change,AKAM_High_average,AKAM_High_max,AKAM_High_min,AKAM_High_volatility,AKAM_High_change,AKAM_Low_average,AKAM_Low_max,AKAM_Low_min,AKAM_Low_volatility,AKAM_Low_change,AKAM_Close_average,AKAM_Close_max,AKAM_Close_min,AKAM_Close_volatility,AKAM_Close_change,AKAM_Volume_average,AKAM_Volume_max,AKAM_Volume_min,AKAM_Volume_volatility,AKAM_Volume_change
2018-01-14,65.244,65.53,64.94,0.5900000000000034,-0.12000000000000455,65.58200000000001,65.87,65.4,0.46999999999999886,0.09000000000000341,64.744,65.07,64.18,0.8899999999999864,0.8499999999999943,65.252,65.65,64.5,1.1500000000000057,1.1500000000000057,1721094,3788277,971649,2816628,-2457966
2018-01-21,66.566,67.39,65.65,1.7399999999999949,1.7399999999999949,67.122,67.87,66.4,1.4699999999999989,1.3299999999999983,66.28,66.98,65.65,1.3299999999999983,1.3299999999999983,66.752,67.62,66.0,1.6200000000000045,1.25,1267026,1507761,1004782,502979,314001
2018-01-28,66.52,67.28,65.34,1.9399999999999977,-1.2199999999999989,67.34,68.3,66.0,2.299999999999997,-1.2000000000000028,65.276,66.59,62.69,3.9000000000000057,-3.2900000000000063,65.928,67.56,62.81,4.75,-3.75,1816745,2148223,1440142,708081,269643
2018-02-04,64.388,67.75,61.7,6.049999999999997,2.950000000000003,65.55,68.65,64.04,4.609999999999999,1.4299999999999926,62.616,64.31,61.0,3.3100000000000023,2.490000000000002,63.940000000000005,64.93,62.49,2.440000000000005,1.2600000000000051,3885583,9634937,1609848,8025089,-1639288
2018-02-11,65.7325,67.0,64.55,2.450000000000003,2.450000000000003,66.89,67.95,65.03,2.9200000000000017,2.9200000000000017,65.5875,66.82,64.42,2.3999999999999915,2.3999999999999915,66.4125,67.4,64.49,2.910000000000011,2.4000000000000057,1611061,1974305,1170537,803768,-455103
2018-02-18,66.798,67.56,66.42,1.1400000000000006,1.0400000000000063,67.726,69.0,67.11,1.8900000000000006,1.6299999999999955,66.508,67.56,66.04,1.519999999999996,1.2800000000000011,67.06,68.6,66.25,2.3499999999999943,1.8299999999999983,1310453,1771067,929865,841202,-96969
2018-02-25,68.08200000000001,68.84,66.93,1.9099999999999966,0.3400000000000034,69.256,70.11,68.74,1.3700000000000045,1.1799999999999926,67.39,68.28,66.67,1.6099999999999994,0.8900000000000006,68.572,69.81,67.46,2.3500000000000085,1.5700000000000074,1289932,1493030,1040242,452788,139659
2018-03-04,72.518,76.72,69.5,7.219999999999999,5.8700000000000045,74.116,78.28,70.42,7.859999999999999,5.289999999999992,71.53,74.55,69.36,5.189999999999998,5.090000000000003,73.21,76.07,69.94,6.1299999999999955,5.030000000000001,2485693,4378303,1002078,3376225,297530
2018-03-11,74.21,75.1,73.12,1.9799999999999898,-1.5899999999999892,74.69,75.6,73.6,2.0,-1.5999999999999943,73.184,74.09,71.99,2.1000000000000085,-1.1600000000000108,73.554,74.71,72.49,2.219999999999999,-0.8100000000000023,1642518,2620622,987354,1633268,-104085
2018-03-18,72.412,73.73,71.34,2.3900000000000006,-1.2000000000000028,73.128,73.9,72.35,1.5500000000000114,-1.440000000000012,71.554,73.14,70.1,3.0400000000000063,-2.1700000000000017,72.218,73.68,70.19,3.490000000000009,-1.5,1069186,1288573,848814,439759,-218457
2018-03-25,71.1425,72.26,70.68,1.5799999999999983,-1.4500000000000028,71.61,72.68,70.81,1.8700000000000045,-1.8700000000000045,69.745,70.28,68.81,1.4699999999999989,-1.4699999999999989,70.2575,70.98,69.25,1.730000000000004,-1.5,2510015,5695431,932108,4763323,479337
2018-04-01,70.148,71.38,68.83,2.549999999999997,0.35999999999999943,71.306,72.59,70.27,2.3200000000000074,1.3400000000000034,69.508,70.8,68.5,2.299999999999997,0.480000000000004,70.524,72.29,69.34,2.950000000000003,0.3399999999999892,1451144,1692194,1121961,570233,-372008
2018-04-08,71.842,72.24,71.31,0.9299999999999926,0.6700000000000017,72.472,72.71,72.24,0.46999999999999886,-0.46999999999999886,71.366,71.82,71.02,0.7999999999999972,0.4000000000000057,71.81400000000001,72.49,71.43,1.059999999999988,-0.8499999999999943,1029081,1257121,800226,456895,-374703
2018-04-15,72.268,72.71,71.61,1.0999999999999943,-0.37999999999999545,72.87,73.19,72.27,0.9200000000000017,-0.5,71.626,72.28,71.08,1.2000000000000028,-0.6700000000000017,72.154,72.85,71.3,1.5499999999999972,-0.8199999999999932,843605,1050092,695920,354172,-231540
2018-04-22,71.504,72.0,71.03,0.9699999999999989,-0.4899999999999949,71.872,72.24,71.14,1.0999999999999943,-0.01999999999999602,70.58800000000001,71.05,69.78,1.269999999999996,0.7399999999999949,71.206,71.65,70.78,0.8700000000000045,0.6800000000000068,1478095,3787824,692530,3095294,2613105
2018-04-29,71.852,74.0,70.78,3.219999999999999,-1.8199999999999932,72.69,74.5,71.6,2.9000000000000057,-1.3700000000000045,70.44200000000001,71.9,68.93,2.969999999999999,2.969999999999999,71.81400000000001,73.12,70.84,2.280000000000001,2.280000000000001,2092349,4723504,1142621,3580883,-3412064
2018-05-06,75.566,77.33,73.54,3.789999999999992,3.1099999999999994,76.61,77.59,73.9,3.6899999999999977,3.3699999999999903,75.092,76.42,73.12,3.299999999999997,3.299999999999997,76.066,77.3,73.68,3.6199999999999903,3.009999999999991,1896745,2720062,952866,1767196,522746
2018-05-13,75.94200000000001,76.37,75.54,0.8299999999999983,-0.4900000000000091,76.42,76.68,76.0,0.6800000000000068,0.010000000000005116,75.138,75.6,74.18,1.4199999999999875,-0.04999999999999716,75.754,76.46,74.59,1.8699999999999903,0.1699999999999875,2546847,6090394,1123921,4966473,552340
2018-05-20,76.9525,77.64,75.78,1.8599999999999994,-0.5600000000000023,77.6575,78.25,77.05,1.2000000000000028,-0.8100000000000023,76.325,77.07,75.69,1.3799999999999955,0.01999999999999602,76.85,77.48,76.39,1.0900000000000034,0.12000000000000455,1458111,1855843,1128499,727344,-462023
2018-05-27,76.044,76.39,75.7,0.6899999999999977,-0.39000000000000057,76.67999999999999,77.19,76.02,1.1700000000000017,-0.09999999999999432,75.392,75.88,75.0,0.8799999999999955,0.7099999999999937,76.07,77.07,75.38,1.6899999999999977,1.25,2546624,3063465,1713412,1350053,738344
2018-06-03,78.25,79.1,77.35,1.75,1.190000000000012,79.124,79.58,78.58,1.0,0.1700000000000017,77.622,78.5,77.21,1.2900000000000063,1.1899999999999977,78.604,79.26,78.01,1.25,0.27000000000001023,2524578,4148639,1398967,2749672,-2749672
2018-06-10,80.602,81.51,79.42,2.0900000000000034,2.0900000000000034,81.666,82.71,80.7,2.009999999999991,2.009999999999991,80.268,81.02,79.08,1.9399999999999977,1.9399999999999977,81.386,82.58,80.57,2.010000000000005,2.010000000000005,2540006,3554151,1956712,1597439,-875370
2018-06-17,81.504,82.37,79.6,2.7700000000000102,-2.210000000000008,81.944,83.08,79.6,3.480000000000004,-2.6099999999999994,80.248,81.75,77.51,4.239999999999995,-3.3799999999999955,80.728,82.3,77.65,4.6499999999999915,-4.030000000000001,3101761,5841386,1529567,4311819,725201
2018-06-24,73.052,74.53,71.05,3.480000000000004,-1.809999999999988,74.748,76.14,72.97,3.1700000000000017,-1.5799999999999983,72.242,73.48,71.02,2.460000000000008,-1.2900000000000063,73.666,75.72,72.46,3.260000000000005,-1.2800000000000011,3281409,4634780,2159263,2475517,-2231455
2018-07-01,74.7025,75.8,73.62,2.1799999999999926,0.7999999999999972,75.32249999999999,76.38,74.58,1.7999999999999972,1.3799999999999955,74.16,75.27,73.45,1.8199999999999932,1.3799999999999955,74.9925,76.23,74.23,2.0,2.0,1374775,1555885,1251111,304774,189322
2018-07-08,76.572,77.53,75.18,2.3499999999999943,1.4200000000000017,77.19800000000001,78.06,76.31,1.75,1.75,75.976,77.31,74.59,2.719999999999999,2.0600000000000023,76.998,77.68,75.83,1.8500000000000085,1.8500000000000085,1117354,1369905,909916,459989,-172970
