Date,VelocityShares 3x Long Crude S&P GSCI EREtf_Open_average,VelocityShares 3x Long Crude S&P GSCI EREtf_Open_max,VelocityShares 3x Long Crude S&P GSCI EREtf_Open_min,VelocityShares 3x Long Crude S&P GSCI EREtf_Open_volatility,VelocityShares 3x Long Crude S&P GSCI EREtf_Open_change,VelocityShares 3x Long Crude S&P GSCI EREtf_High_average,VelocityShares 3x Long Crude S&P GSCI EREtf_High_max,VelocityShares 3x Long Crude S&P GSCI EREtf_High_min,VelocityShares 3x Long Crude S&P GSCI EREtf_High_volatility,VelocityShares 3x Long Crude S&P GSCI EREtf_High_change,VelocityShares 3x Long Crude S&P GSCI EREtf_Low_average,VelocityShares 3x Long Crude S&P GSCI EREtf_Low_max,VelocityShares 3x Long Crude S&P GSCI EREtf_Low_min,VelocityShares 3x Long Crude S&P GSCI EREtf_Low_volatility,VelocityShares 3x Long Crude S&P GSCI EREtf_Low_change,VelocityShares 3x Long Crude S&P GSCI EREtf_Close_average,VelocityShares 3x Long Crude S&P GSCI EREtf_Close_max,VelocityShares 3x Long Crude S&P GSCI EREtf_Close_min,VelocityShares 3x Long Crude S&P GSCI EREtf_Close_volatility,VelocityShares 3x Long Crude S&P GSCI EREtf_Close_change
2018-04-08,33.2,33.2,33.2,0.0,0.0,33.89,33.89,33.89,0.0,0.0,32.87,32.87,32.87,0.0,0.0,33.27,33.27,33.27,0.0,0.0
2018-04-15,33.88,33.88,33.88,0.0,0.0,35.26,35.26,35.26,0.0,0.0,33.61,33.61,33.61,0.0,0.0,34.63,34.63,34.63,0.0,0.0
2018-04-22,34.09,34.09,34.09,0.0,0.0,34.91,34.91,34.91,0.0,0.0,33.98,33.98,33.98,0.0,0.0,34.47,34.47,34.47,0.0,0.0
2018-04-29,35.1,35.1,35.1,0.0,0.0,37.3,37.3,37.3,0.0,0.0,35.04,35.04,35.04,0.0,0.0,37.01,37.01,37.01,0.0,0.0
2018-05-06,39.13,39.13,39.13,0.0,0.0,39.57,39.57,39.57,0.0,0.0,38.03,38.03,38.03,0.0,0.0,38.15,38.15,38.15,0.0,0.0
2018-05-13,39.66,39.66,39.66,0.0,0.0,40.09,40.09,40.09,0.0,0.0,39.1,39.1,39.1,0.0,0.0,39.55,39.55,39.55,0.0,0.0
2018-05-20,35.39,35.39,35.39,0.0,0.0,35.42,35.42,35.42,0.0,0.0,33.2,33.2,33.2,0.0,0.0,33.53,33.53,33.53,0.0,0.0
2018-05-27,31.41,31.41,31.41,0.0,0.0,32.17,32.17,32.17,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.31,30.31,30.31,0.0,0.0
2018-06-03,30.67,30.67,30.67,0.0,0.0,31.18,31.18,31.18,0.0,0.0,29.67,29.67,29.67,0.0,0.0,30.36,30.36,30.36,0.0,0.0
2018-06-10,31.45,31.45,31.45,0.0,0.0,31.467,31.467,31.467,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.85,28.85,28.85,0.0,0.0
2018-06-17,33.1,33.1,33.1,0.0,0.0,35.39,35.39,35.39,0.0,0.0,32.381,32.381,32.381,0.0,0.0,35.33,35.33,35.33,0.0,0.0
2018-06-24,42.47,42.47,42.47,0.0,0.0,43.68,43.68,43.68,0.0,0.0,42.33,42.33,42.33,0.0,0.0,43.44,43.44,43.44,0.0,0.0
2018-07-01,40.2,40.2,40.2,0.0,0.0,42.72,42.72,42.72,0.0,0.0,40.15,40.15,40.15,0.0,0.0,42.52,42.52,42.52,0.0,0.0
2018-07-08,37.25,37.25,37.25,0.0,0.0,39.1,39.1,39.1,0.0,0.0,37.04,37.04,37.04,0.0,0.0,37.52,37.52,37.52,0.0,0.0
2018-07-15,35.14,35.14,35.14,0.0,0.0,35.46,35.46,35.46,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.87,34.87,34.87,0.0,0.0
2018-07-22,37.06,37.06,37.06,0.0,0.0,37.47,37.47,37.47,0.0,0.0,35.07,35.07,35.07,0.0,0.0,36.07,36.07,36.07,0.0,0.0
2018-07-29,35.8,35.8,35.8,0.0,0.0,36.12,36.12,36.12,0.0,0.0,34.348,34.348,34.348,0.0,0.0,35.48,35.48,35.48,0.0,0.0
2018-08-05,33.52,33.52,33.52,0.0,0.0,34.25,34.25,34.25,0.0,0.0,33.41,33.41,33.41,0.0,0.0,34.0,34.0,34.0,0.0,0.0
2018-08-12,31.96,31.96,31.96,0.0,0.0,31.98,31.98,31.98,0.0,0.0,30.56,30.56,30.56,0.0,0.0,31.14,31.14,31.14,0.0,0.0
2018-08-19,36.83,36.83,36.83,0.0,0.0,37.32,37.32,37.32,0.0,0.0,35.7,35.7,35.7,0.0,0.0,36.24,36.24,36.24,0.0,0.0
2018-08-26,38.52,38.52,38.52,0.0,0.0,38.9,38.9,38.9,0.0,0.0,37.9,37.9,37.9,0.0,0.0,38.32,38.32,38.32,0.0,0.0
2018-09-02,33.88,33.88,33.88,0.0,0.0,35.07,35.07,35.07,0.0,0.0,33.467,33.467,33.467,0.0,0.0,35.0,35.0,35.0,0.0,0.0
2018-09-09,36.25,36.25,36.25,0.0,0.0,38.01,38.01,38.01,0.0,0.0,34.98,34.98,34.98,0.0,0.0,36.48,36.48,36.48,0.0,0.0
2018-09-16,40.2,40.2,40.2,0.0,0.0,41.48,41.48,41.48,0.0,0.0,38.46,38.46,38.46,0.0,0.0,39.86,39.86,39.86,0.0,0.0
2018-09-23,42.16,42.16,42.16,0.0,0.0,44.84,44.84,44.84,0.0,0.0,42.07,42.07,42.07,0.0,0.0,44.43,44.43,44.43,0.0,0.0
2018-09-30,45.94,45.94,45.94,0.0,0.0,47.365,47.365,47.365,0.0,0.0,44.775,44.775,44.775,0.0,0.0,45.83,45.83,45.83,0.0,0.0
2018-10-07,40.75,40.75,40.75,0.0,0.0,40.89,40.89,40.89,0.0,0.0,39.04,39.04,39.04,0.0,0.0,40.6,40.6,40.6,0.0,0.0
2018-10-14,37.12,37.12,37.12,0.0,0.0,37.95,37.95,37.95,0.0,0.0,36.71,36.71,36.71,0.0,0.0,37.35,37.35,37.35,0.0,0.0
2018-10-21,32.67,32.67,32.67,0.0,0.0,34.53,34.53,34.53,0.0,0.0,32.31,32.31,32.31,0.0,0.0,34.25,34.25,34.25,0.0,0.0
2018-10-28,27.99,27.99,27.99,0.0,0.0,28.588,28.588,28.588,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.36,27.36,27.36,0.0,0.0
2018-11-04,23.24,23.24,23.24,0.0,0.0,24.4,24.4,24.4,0.0,0.0,22.89,22.89,22.89,0.0,0.0,23.63,23.63,23.63,0.0,0.0
2018-11-11,20.5,20.5,20.5,0.0,0.0,21.01,21.01,21.01,0.0,0.0,18.91,18.91,18.91,0.0,0.0,19.86,19.86,19.86,0.0,0.0
2018-11-18,14.11,14.11,14.11,0.0,0.0,14.38,14.38,14.38,0.0,0.0,13.33,13.33,13.33,0.0,0.0,14.12,14.12,14.12,0.0,0.0
2018-11-25,12.96,12.96,12.96,0.0,0.0,14.083,14.083,14.083,0.0,0.0,12.5,12.5,12.5,0.0,0.0,13.37,13.37,13.37,0.0,0.0
2018-12-02,15.64,15.64,15.64,0.0,0.0,16.05,16.05,16.05,0.0,0.0,14.5,14.5,14.5,0.0,0.0,14.63,14.63,14.63,0.0,0.0
2018-12-09,14.45,14.45,14.45,0.0,0.0,14.49,14.49,14.49,0.0,0.0,13.28,13.28,13.28,0.0,0.0,13.46,13.46,13.46,0.0,0.0
2018-12-16,9.19,9.19,9.19,0.0,0.0,9.6,9.6,9.6,0.0,0.0,8.915,8.915,8.915,0.0,0.0,9.04,9.04,9.04,0.0,0.0
2018-12-23,8.55,8.55,8.55,0.0,0.0,8.84,8.84,8.84,0.0,0.0,8.14,8.14,8.14,0.0,0.0,8.52,8.52,8.52,0.0,0.0
2018-12-30,10.31,10.31,10.31,0.0,0.0,10.95,10.95,10.95,0.0,0.0,9.98,9.98,9.98,0.0,0.0,10.35,10.35,10.35,0.0,0.0
2019-01-06,12.818,12.818,12.818,0.0,0.0,13.11,13.11,13.11,0.0,0.0,12.225,12.225,12.225,0.0,0.0,12.57,12.57,12.57,0.0,0.0
2019-01-13,13.26,13.26,13.26,0.0,0.0,14.11,14.11,14.11,0.0,0.0,13.0,13.0,13.0,0.0,0.0,13.97,13.97,13.97,0.0,0.0
2019-01-20,13.51,13.51,13.51,0.0,0.0,13.85,13.85,13.85,0.0,0.0,13.33,13.33,13.33,0.0,0.0,13.64,13.64,13.64,0.0,0.0
2019-01-27,14.07,14.07,14.07,0.0,0.0,15.16,15.16,15.16,0.0,0.0,14.07,14.07,14.07,0.0,0.0,14.94,14.94,14.94,0.0,0.0
2019-02-03,12.99,12.99,12.99,0.0,0.0,13.06,13.06,13.06,0.0,0.0,12.5,12.5,12.5,0.0,0.0,12.87,12.87,12.87,0.0,0.0
2019-02-10,14.8,14.8,14.8,0.0,0.0,15.21,15.21,15.21,0.0,0.0,14.62,14.62,14.62,0.0,0.0,15.17,15.17,15.17,0.0,0.0
2019-02-17,16.3,16.3,16.3,0.0,0.0,16.48,16.48,16.48,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.02,16.02,16.02,0.0,0.0
2019-02-24,15.98,15.98,15.98,0.0,0.0,16.28,16.28,16.28,0.0,0.0,14.63,14.63,14.63,0.0,0.0,14.82,14.82,14.82,0.0,0.0
2019-03-03,14.16,14.16,14.16,0.0,0.0,15.08,15.08,15.08,0.0,0.0,13.74,13.74,13.74,0.0,0.0,15.02,15.02,15.02,0.0,0.0
2019-03-10,16.41,16.41,16.41,0.0,0.0,17.05,17.05,17.05,0.0,0.0,16.334,16.334,16.334,0.0,0.0,16.88,16.88,16.88,0.0,0.0
2019-03-17,17.33,17.33,17.33,0.0,0.0,17.34,17.34,17.34,0.0,0.0,16.47,16.47,16.47,0.0,0.0,17.02,17.02,17.02,0.0,0.0
2019-03-24,18.32,18.32,18.32,0.0,0.0,18.33,18.33,18.33,0.0,0.0,17.724,17.724,17.724,0.0,0.0,18.08,18.08,18.08,0.0,0.0
2019-03-31,20.2,20.2,20.2,0.0,0.0,21.03,21.03,21.03,0.0,0.0,20.13,20.13,20.13,0.0,0.0,20.97,20.97,20.97,0.0,0.0
2019-04-07,21.92,21.92,21.92,0.0,0.0,22.06,22.06,22.06,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.58,21.58,21.58,0.0,0.0
2019-04-14,21.6,21.6,21.6,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.241999999999997,21.241999999999997,21.241999999999997,0.0,0.0,21.71,21.71,21.71,0.0,0.0
2019-04-21,21.89,21.89,21.89,0.0,0.0,21.9,21.9,21.9,0.0,0.0,19.76,19.76,19.76,0.0,0.0,20.42,20.42,20.42,0.0,0.0
2019-04-28,19.42,19.42,19.42,0.0,0.0,20.01,20.01,20.01,0.0,0.0,19.28,19.28,19.28,0.0,0.0,19.36,19.36,19.36,0.0,0.0
2019-05-05,19.03,19.03,19.03,0.0,0.0,19.6,19.6,19.6,0.0,0.0,18.97,18.97,18.97,0.0,0.0,19.15,19.15,19.15,0.0,0.0
2019-05-12,20.6,20.6,20.6,0.0,0.0,21.04,21.04,21.04,0.0,0.0,20.03,20.03,20.03,0.0,0.0,20.19,20.19,20.19,0.0,0.0
2019-05-19,16.23,16.23,16.23,0.0,0.0,16.31,16.31,16.31,0.0,0.0,15.24,15.24,15.24,0.0,0.0,16.3,16.3,16.3,0.0,0.0
2019-05-26,13.26,13.26,13.26,0.0,0.0,13.58,13.58,13.58,0.0,0.0,11.8,11.8,11.8,0.0,0.0,11.93,11.93,11.93,0.0,0.0
2019-06-02,11.5,11.5,11.5,0.0,0.0,12.54,12.54,12.54,0.0,0.0,11.46,11.46,11.46,0.0,0.0,12.34,12.34,12.34,0.0,0.0
2019-06-09,11.2,11.2,11.2,0.0,0.0,11.58,11.58,11.58,0.0,0.0,11.02,11.02,11.02,0.0,0.0,11.26,11.26,11.26,0.0,0.0
2019-06-16,14.16,14.16,14.16,0.0,0.0,14.59,14.59,14.59,0.0,0.0,14.138,14.138,14.138,0.0,0.0,14.53,14.53,14.53,0.0,0.0
2019-06-23,15.87,15.87,15.87,0.0,0.0,15.94,15.94,15.94,0.0,0.0,14.55,14.55,14.55,0.0,0.0,14.74,14.74,14.74,0.0,0.0
2019-06-30,13.96,13.96,13.96,0.0,0.0,14.42,14.42,14.42,0.0,0.0,13.83,13.83,13.83,0.0,0.0,14.31,14.31,14.31,0.0,0.0
2019-07-07,16.28,16.28,16.28,0.0,0.0,16.56,16.56,16.56,0.0,0.0,16.02,16.02,16.02,0.0,0.0,16.26,16.26,16.26,0.0,0.0
2019-07-14,12.81,12.81,12.81,0.0,0.0,13.19,13.19,13.19,0.0,0.0,12.36,12.36,12.36,0.0,0.0,13.1,13.1,13.1,0.0,0.0
2019-07-21,13.0,13.0,13.0,0.0,0.0,13.24,13.24,13.24,0.0,0.0,12.7,12.7,12.7,0.0,0.0,13.04,13.04,13.04,0.0,0.0
2019-07-28,12.44,12.44,12.44,0.0,0.0,12.49,12.49,12.49,0.0,0.0,12.03,12.03,12.03,0.0,0.0,12.09,12.09,12.09,0.0,0.0
2019-08-04,11.19,11.19,11.19,0.0,0.0,11.61,11.61,11.61,0.0,0.0,11.1,11.1,11.1,0.0,0.0,11.3,11.3,11.3,0.0,0.0
2019-08-11,11.48,11.48,11.48,0.0,0.0,11.68,11.68,11.68,0.0,0.0,11.18,11.18,11.18,0.0,0.0,11.53,11.53,11.53,0.0,0.0
2019-08-18,10.98,10.98,10.98,0.0,0.0,11.48,11.48,11.48,0.0,0.0,10.52,10.52,10.52,0.0,0.0,10.91,10.91,10.91,0.0,0.0
2019-08-25,12.5,12.5,12.5,0.0,0.0,12.56,12.56,12.56,0.0,0.0,11.267000000000001,11.267000000000001,11.267000000000001,0.0,0.0,11.58,11.58,11.58,0.0,0.0
2019-09-01,11.5,11.5,11.5,0.0,0.0,12.73,12.73,12.73,0.0,0.0,11.35,11.35,11.35,0.0,0.0,12.47,12.47,12.47,0.0,0.0
2019-09-08,11.59,11.59,11.59,0.0,0.0,11.66,11.66,11.66,0.0,0.0,11.23,11.23,11.23,0.0,0.0,11.4,11.4,11.4,0.0,0.0
2019-09-15,13.13,13.13,13.13,0.0,0.0,13.39,13.39,13.39,0.0,0.0,12.67,12.67,12.67,0.0,0.0,13.0,13.0,13.0,0.0,0.0
2019-09-22,11.1,11.1,11.1,0.0,0.0,11.88,11.88,11.88,0.0,0.0,11.02,11.02,11.02,0.0,0.0,11.36,11.36,11.36,0.0,0.0
2019-09-29,9.63,9.63,9.63,0.0,0.0,9.82,9.82,9.82,0.0,0.0,9.125,9.125,9.125,0.0,0.0,9.57,9.57,9.57,0.0,0.0
2019-10-06,10.13,10.13,10.13,0.0,0.0,10.69,10.69,10.69,0.0,0.0,10.12,10.12,10.12,0.0,0.0,10.58,10.58,10.58,0.0,0.0
2019-10-13,10.3,10.3,10.3,0.0,0.0,10.43,10.43,10.43,0.0,0.0,9.804,9.804,9.804,0.0,0.0,10.02,10.02,10.02,0.0,0.0
2019-10-20,11.29,11.29,11.29,0.0,0.0,11.69,11.69,11.69,0.0,0.0,11.0,11.0,11.0,0.0,0.0,11.69,11.69,11.69,0.0,0.0
2019-10-27,10.58,10.58,10.58,0.0,0.0,11.37,11.37,11.37,0.0,0.0,10.533,10.533,10.533,0.0,0.0,11.22,11.22,11.22,0.0,0.0
2019-11-03,11.27,11.27,11.27,0.0,0.0,12.06,12.06,12.06,0.0,0.0,11.012,11.012,11.012,0.0,0.0,12.02,12.02,12.02,0.0,0.0
2019-11-10,11.7,11.7,11.7,0.0,0.0,12.41,12.41,12.41,0.0,0.0,11.66,11.66,11.66,0.0,0.0,12.29,12.29,12.29,0.0,0.0
2019-11-17,12.51,12.51,12.51,0.0,0.0,12.57,12.57,12.57,0.0,0.0,11.94,11.94,11.94,0.0,0.0,12.24,12.24,12.24,0.0,0.0
2019-11-24,11.7,11.7,11.7,0.0,0.0,11.7,11.7,11.7,0.0,0.0,10.534,10.534,10.534,0.0,0.0,10.73,10.73,10.73,0.0,0.0
2019-12-01,12.1,12.1,12.1,0.0,0.0,13.24,13.24,13.24,0.0,0.0,12.09,12.09,12.09,0.0,0.0,12.74,12.74,12.74,0.0,0.0
2019-12-08,12.98,12.98,12.98,0.0,0.0,13.67,13.67,13.67,0.0,0.0,12.89,12.89,12.89,0.0,0.0,13.21,13.21,13.21,0.0,0.0
2019-12-15,13.95,13.95,13.95,0.0,0.0,13.95,13.95,13.95,0.0,0.0,13.42,13.42,13.42,0.0,0.0,13.64,13.64,13.64,0.0,0.0
2019-12-22,14.62,14.62,14.62,0.0,0.0,14.71,14.71,14.71,0.0,0.0,14.25,14.25,14.25,0.0,0.0,14.56,14.56,14.56,0.0,0.0
2019-12-29,15.73,15.73,15.73,0.0,0.0,15.89,15.89,15.89,0.0,0.0,14.93,14.93,14.93,0.0,0.0,15.46,15.46,15.46,0.0,0.0
