Date,SPDR Russell 1000 Momentum_Open_average,SPDR Russell 1000 Momentum_Open_max,SPDR Russell 1000 Momentum_Open_min,SPDR Russell 1000 Momentum_Open_volatility,SPDR Russell 1000 Momentum_Open_change,SPDR Russell 1000 Momentum_High_average,SPDR Russell 1000 Momentum_High_max,SPDR Russell 1000 Momentum_High_min,SPDR Russell 1000 Momentum_High_volatility,SPDR Russell 1000 Momentum_High_change,SPDR Russell 1000 Momentum_Low_average,SPDR Russell 1000 Momentum_Low_max,SPDR Russell 1000 Momentum_Low_min,SPDR Russell 1000 Momentum_Low_volatility,SPDR Russell 1000 Momentum_Low_change,SPDR Russell 1000 Momentum_Close_average,SPDR Russell 1000 Momentum_Close_max,SPDR Russell 1000 Momentum_Close_min,SPDR Russell 1000 Momentum_Close_volatility,SPDR Russell 1000 Momentum_Close_change
2018-01-14,75.96,75.96,75.96,0.0,0.0,76.46,76.46,76.46,0.0,0.0,75.89,75.89,75.89,0.0,0.0,76.44,76.44,76.44,0.0,0.0
2018-01-21,77.18,77.18,77.18,0.0,0.0,77.18,77.18,77.18,0.0,0.0,76.72,76.72,76.72,0.0,0.0,76.85,76.85,76.85,0.0,0.0
2018-01-28,73.77,73.77,73.77,0.0,0.0,74.28,74.28,74.28,0.0,0.0,71.03,71.03,71.03,0.0,0.0,72.65,72.65,72.65,0.0,0.0
2018-02-04,71.04,71.04,71.04,0.0,0.0,72.0,72.0,72.0,0.0,0.0,71.04,71.04,71.04,0.0,0.0,71.41,71.41,71.41,0.0,0.0
2018-02-11,73.57,73.57,73.57,0.0,0.0,74.01,74.01,74.01,0.0,0.0,73.51,73.51,73.51,0.0,0.0,73.76,73.76,73.76,0.0,0.0
2018-02-18,74.09,74.09,74.09,0.0,0.0,74.56,74.56,74.56,0.0,0.0,73.93,73.93,73.93,0.0,0.0,74.41,74.41,74.41,0.0,0.0
2018-02-25,72.78,72.78,72.78,0.0,0.0,73.38,73.38,73.38,0.0,0.0,72.21,72.21,72.21,0.0,0.0,73.3,73.3,73.3,0.0,0.0
2018-03-04,74.9,74.9,74.9,0.0,0.0,75.31,75.31,75.31,0.0,0.0,74.9,74.9,74.9,0.0,0.0,75.16,75.16,75.16,0.0,0.0
2018-03-11,74.12,74.12,74.12,0.0,0.0,74.12,74.12,74.12,0.0,0.0,73.42,73.42,73.42,0.0,0.0,73.85,73.85,73.85,0.0,0.0
2018-03-18,71.72,71.72,71.72,0.0,0.0,72.52,72.52,72.52,0.0,0.0,71.33,71.33,71.33,0.0,0.0,72.52,72.52,72.52,0.0,0.0
2018-03-25,72.07,72.07,72.07,0.0,0.0,72.3,72.3,72.3,0.0,0.0,70.13,70.13,70.13,0.0,0.0,70.75,70.75,70.75,0.0,0.0
2018-04-01,71.77,71.77,71.77,0.0,0.0,72.19,72.19,72.19,0.0,0.0,71.35,71.35,71.35,0.0,0.0,71.35,71.35,71.35,0.0,0.0
2018-04-08,72.59,72.59,72.59,0.0,0.0,73.1,73.1,73.1,0.0,0.0,72.59,72.59,72.59,0.0,0.0,72.97,72.97,72.97,0.0,0.0
2018-04-15,72.66,72.66,72.66,0.0,0.0,72.87,72.87,72.87,0.0,0.0,72.35,72.35,72.35,0.0,0.0,72.55,72.55,72.55,0.0,0.0
2018-04-22,72.54,72.54,72.54,0.0,0.0,72.54,72.54,72.54,0.0,0.0,71.73,71.73,71.73,0.0,0.0,71.75,71.75,71.75,0.0,0.0
2018-04-29,72.2,72.2,72.2,0.0,0.0,72.29,72.29,72.29,0.0,0.0,71.93,71.93,71.93,0.0,0.0,72.04,72.04,72.04,0.0,0.0
2018-05-06,73.4,73.4,73.4,0.0,0.0,73.59,73.59,73.59,0.0,0.0,73.26,73.26,73.26,0.0,0.0,73.35,73.35,73.35,0.0,0.0
2018-05-13,74.07,74.07,74.07,0.0,0.0,74.22,74.22,74.22,0.0,0.0,74.05,74.05,74.05,0.0,0.0,74.13,74.13,74.13,0.0,0.0
2018-05-20,73.93,73.93,73.93,0.0,0.0,74.09,74.09,74.09,0.0,0.0,73.79,73.79,73.79,0.0,0.0,73.83,73.83,73.83,0.0,0.0
2018-05-27,74.03,74.03,74.03,0.0,0.0,74.33,74.33,74.33,0.0,0.0,74.01,74.01,74.01,0.0,0.0,74.15,74.15,74.15,0.0,0.0
2018-06-03,75.58,75.58,75.58,0.0,0.0,75.72,75.72,75.72,0.0,0.0,75.47,75.47,75.47,0.0,0.0,75.49,75.49,75.49,0.0,0.0
2018-06-10,74.86,74.86,74.86,0.0,0.0,75.22,75.22,75.22,0.0,0.0,74.86,74.86,74.86,0.0,0.0,75.13,75.13,75.13,0.0,0.0
2018-06-17,73.9,73.9,73.9,0.0,0.0,73.9,73.9,73.9,0.0,0.0,72.76,72.76,72.76,0.0,0.0,73.07,73.07,73.07,0.0,0.0
2018-06-24,72.45,72.45,72.45,0.0,0.0,73.1,73.1,73.1,0.0,0.0,72.37,72.37,72.37,0.0,0.0,73.06,73.06,73.06,0.0,0.0
2018-07-01,74.05,74.05,74.05,0.0,0.0,74.65,74.65,74.65,0.0,0.0,74.05,74.05,74.05,0.0,0.0,74.58,74.58,74.58,0.0,0.0
2018-07-08,74.78,74.78,74.78,0.0,0.0,74.78,74.78,74.78,0.0,0.0,74.23,74.23,74.23,0.0,0.0,74.31,74.31,74.31,0.0,0.0
2018-07-15,74.69,74.69,74.69,0.0,0.0,74.94,74.94,74.94,0.0,0.0,74.63,74.63,74.63,0.0,0.0,74.73,74.73,74.73,0.0,0.0
2018-07-22,74.92,74.92,74.92,0.0,0.0,74.92,74.92,74.92,0.0,0.0,74.34,74.34,74.34,0.0,0.0,74.34,74.34,74.34,0.0,0.0
2018-07-29,75.03,75.03,75.03,0.0,0.0,75.67,75.67,75.67,0.0,0.0,75.03,75.03,75.03,0.0,0.0,75.65,75.65,75.65,0.0,0.0
2018-08-05,75.28,75.28,75.28,0.0,0.0,75.55,75.55,75.55,0.0,0.0,74.94,74.94,74.94,0.0,0.0,75.19,75.19,75.19,0.0,0.0
2018-08-12,75.93,75.93,75.93,0.0,0.0,76.27,76.27,76.27,0.0,0.0,75.77,75.77,75.77,0.0,0.0,76.14,76.14,76.14,0.0,0.0
2018-08-19,76.9,76.9,76.9,0.0,0.0,77.3,77.3,77.3,0.0,0.0,76.9,76.9,76.9,0.0,0.0,77.07,77.07,77.07,0.0,0.0
2018-08-26,76.54,76.54,76.54,0.0,0.0,77.04,77.04,77.04,0.0,0.0,76.54,76.54,76.54,0.0,0.0,77.04,77.04,77.04,0.0,0.0
2018-09-02,76.46,76.46,76.46,0.0,0.0,76.5,76.5,76.5,0.0,0.0,76.32,76.32,76.32,0.0,0.0,76.48,76.48,76.48,0.0,0.0
2018-09-09,76.84,76.84,76.84,0.0,0.0,76.84,76.84,76.84,0.0,0.0,76.44,76.44,76.44,0.0,0.0,76.47,76.47,76.47,0.0,0.0
2018-09-16,76.48,76.48,76.48,0.0,0.0,76.58,76.58,76.58,0.0,0.0,76.15,76.15,76.15,0.0,0.0,76.27,76.27,76.27,0.0,0.0
2018-09-23,76.28,76.28,76.28,0.0,0.0,76.28,76.28,76.28,0.0,0.0,76.1,76.1,76.1,0.0,0.0,76.15,76.15,76.15,0.0,0.0
2018-09-30,74.53,74.53,74.53,0.0,0.0,74.59,74.59,74.59,0.0,0.0,73.87,73.87,73.87,0.0,0.0,74.59,74.59,74.59,0.0,0.0
2018-10-07,70.99,70.99,70.99,0.0,0.0,71.4,71.4,71.4,0.0,0.0,70.94,70.94,70.94,0.0,0.0,70.98,70.98,70.98,0.0,0.0
2018-10-14,70.81,70.81,70.81,0.0,0.0,70.81,70.81,70.81,0.0,0.0,70.22,70.22,70.22,0.0,0.0,70.31,70.31,70.31,0.0,0.0
2018-10-21,68.26,68.26,68.26,0.0,0.0,68.92,68.92,68.92,0.0,0.0,66.91,66.91,66.91,0.0,0.0,67.37,67.37,67.37,0.0,0.0
2018-10-28,70.71,70.71,70.71,0.0,0.0,70.82,70.82,70.82,0.0,0.0,70.56,70.56,70.56,0.0,0.0,70.82,70.82,70.82,0.0,0.0
