Date,Global X MSCI ColombiaEtf_Open_average,Global X MSCI ColombiaEtf_Open_max,Global X MSCI ColombiaEtf_Open_min,Global X MSCI ColombiaEtf_Open_volatility,Global X MSCI ColombiaEtf_Open_change,Global X MSCI ColombiaEtf_High_average,Global X MSCI ColombiaEtf_High_max,Global X MSCI ColombiaEtf_High_min,Global X MSCI ColombiaEtf_High_volatility,Global X MSCI ColombiaEtf_High_change,Global X MSCI ColombiaEtf_Low_average,Global X MSCI ColombiaEtf_Low_max,Global X MSCI ColombiaEtf_Low_min,Global X MSCI ColombiaEtf_Low_volatility,Global X MSCI ColombiaEtf_Low_change,Global X MSCI ColombiaEtf_Close_average,Global X MSCI ColombiaEtf_Close_max,Global X MSCI ColombiaEtf_Close_min,Global X MSCI ColombiaEtf_Close_volatility,Global X MSCI ColombiaEtf_Close_change
2018-06-03,10.71,10.71,10.71,0.0,0.0,10.79,10.79,10.79,0.0,0.0,10.69,10.69,10.69,0.0,0.0,10.73,10.73,10.73,0.0,0.0
2018-06-10,10.66,10.66,10.66,0.0,0.0,10.69,10.69,10.69,0.0,0.0,10.53,10.53,10.53,0.0,0.0,10.57,10.57,10.57,0.0,0.0
2018-06-17,10.32,10.32,10.32,0.0,0.0,10.39,10.39,10.39,0.0,0.0,10.31,10.31,10.31,0.0,0.0,10.34,10.34,10.34,0.0,0.0
2018-06-24,10.52,10.52,10.52,0.0,0.0,10.53,10.53,10.53,0.0,0.0,10.37,10.37,10.37,0.0,0.0,10.49,10.49,10.49,0.0,0.0
2018-07-01,10.63,10.63,10.63,0.0,0.0,10.8,10.8,10.8,0.0,0.0,10.63,10.63,10.63,0.0,0.0,10.73,10.73,10.73,0.0,0.0
2018-07-08,10.71,10.71,10.71,0.0,0.0,10.72,10.72,10.72,0.0,0.0,10.6,10.6,10.6,0.0,0.0,10.67,10.67,10.67,0.0,0.0
2018-07-15,10.62,10.62,10.62,0.0,0.0,10.74,10.74,10.74,0.0,0.0,10.62,10.62,10.62,0.0,0.0,10.65,10.65,10.65,0.0,0.0
2018-07-22,10.53,10.53,10.53,0.0,0.0,10.58,10.58,10.58,0.0,0.0,10.5,10.5,10.5,0.0,0.0,10.54,10.54,10.54,0.0,0.0
2018-07-29,10.33,10.33,10.33,0.0,0.0,10.51,10.51,10.51,0.0,0.0,10.33,10.33,10.33,0.0,0.0,10.38,10.38,10.38,0.0,0.0
2018-08-05,10.19,10.19,10.19,0.0,0.0,10.2,10.2,10.2,0.0,0.0,10.07,10.07,10.07,0.0,0.0,10.14,10.14,10.14,0.0,0.0
2018-08-12,9.88,9.88,9.88,0.0,0.0,9.95,9.95,9.95,0.0,0.0,9.88,9.88,9.88,0.0,0.0,9.93,9.93,9.93,0.0,0.0
2018-08-19,10.09,10.09,10.09,0.0,0.0,10.25,10.25,10.25,0.0,0.0,10.09,10.09,10.09,0.0,0.0,10.23,10.23,10.23,0.0,0.0
2018-08-26,9.91,9.91,9.91,0.0,0.0,9.97,9.97,9.97,0.0,0.0,9.77,9.77,9.77,0.0,0.0,9.92,9.92,9.92,0.0,0.0
2018-09-02,9.44,9.44,9.44,0.0,0.0,9.56,9.56,9.56,0.0,0.0,9.41,9.41,9.41,0.0,0.0,9.47,9.47,9.47,0.0,0.0
2018-09-09,9.79,9.79,9.79,0.0,0.0,9.83,9.83,9.83,0.0,0.0,9.61,9.61,9.61,0.0,0.0,9.73,9.73,9.73,0.0,0.0
2018-09-16,9.94,9.94,9.94,0.0,0.0,9.94,9.94,9.94,0.0,0.0,9.83,9.83,9.83,0.0,0.0,9.85,9.85,9.85,0.0,0.0
2018-09-23,9.91,9.91,9.91,0.0,0.0,10.03,10.03,10.03,0.0,0.0,9.89,9.89,9.89,0.0,0.0,10.0,10.0,10.0,0.0,0.0
2018-09-30,9.9,9.9,9.9,0.0,0.0,9.96,9.96,9.96,0.0,0.0,9.78,9.78,9.78,0.0,0.0,9.79,9.79,9.79,0.0,0.0
2018-10-07,9.58,9.58,9.58,0.0,0.0,9.58,9.58,9.58,0.0,0.0,9.4,9.4,9.4,0.0,0.0,9.46,9.46,9.46,0.0,0.0
2018-10-14,9.43,9.43,9.43,0.0,0.0,9.47,9.47,9.47,0.0,0.0,9.33,9.33,9.33,0.0,0.0,9.34,9.34,9.34,0.0,0.0
2018-10-21,8.62,8.62,8.62,0.0,0.0,8.79,8.79,8.79,0.0,0.0,8.62,8.62,8.62,0.0,0.0,8.75,8.75,8.75,0.0,0.0
2018-10-28,8.92,8.92,8.92,0.0,0.0,8.96,8.96,8.96,0.0,0.0,8.72,8.72,8.72,0.0,0.0,8.76,8.76,8.76,0.0,0.0
2018-11-04,9.11,9.11,9.11,0.0,0.0,9.11,9.11,9.11,0.0,0.0,8.93,8.93,8.93,0.0,0.0,9.01,9.01,9.01,0.0,0.0
2018-11-11,8.98,8.98,8.98,0.0,0.0,9.19,9.19,9.19,0.0,0.0,8.98,8.98,8.98,0.0,0.0,9.17,9.17,9.17,0.0,0.0
2018-11-18,8.7,8.7,8.7,0.0,0.0,8.74,8.74,8.74,0.0,0.0,8.54,8.54,8.54,0.0,0.0,8.58,8.58,8.58,0.0,0.0
2018-11-25,8.68,8.68,8.68,0.0,0.0,8.69,8.69,8.69,0.0,0.0,8.5,8.5,8.5,0.0,0.0,8.59,8.59,8.59,0.0,0.0
2018-12-02,8.89,8.89,8.89,0.0,0.0,8.94,8.94,8.94,0.0,0.0,8.76,8.76,8.76,0.0,0.0,8.76,8.76,8.76,0.0,0.0
2018-12-09,8.54,8.54,8.54,0.0,0.0,8.57,8.57,8.57,0.0,0.0,8.4,8.4,8.4,0.0,0.0,8.44,8.44,8.44,0.0,0.0
2018-12-16,7.8,7.8,7.8,0.0,0.0,8.05,8.05,8.05,0.0,0.0,7.74,7.74,7.74,0.0,0.0,7.75,7.75,7.75,0.0,0.0
2018-12-23,7.81,7.81,7.81,0.0,0.0,7.89,7.89,7.89,0.0,0.0,7.76,7.76,7.76,0.0,0.0,7.79,7.79,7.79,0.0,0.0
2018-12-30,7.93,7.93,7.93,0.0,0.0,8.2,8.2,8.2,0.0,0.0,7.93,7.93,7.93,0.0,0.0,8.18,8.18,8.18,0.0,0.0
2019-01-06,8.47,8.47,8.47,0.0,0.0,8.54,8.54,8.54,0.0,0.0,8.47,8.47,8.47,0.0,0.0,8.53,8.53,8.53,0.0,0.0
2019-01-13,8.79,8.79,8.79,0.0,0.0,8.84,8.84,8.84,0.0,0.0,8.64,8.64,8.64,0.0,0.0,8.69,8.69,8.69,0.0,0.0
2019-01-20,8.76,8.76,8.76,0.0,0.0,8.88,8.88,8.88,0.0,0.0,8.74,8.74,8.74,0.0,0.0,8.77,8.77,8.77,0.0,0.0
2019-01-27,9.07,9.07,9.07,0.0,0.0,9.19,9.19,9.19,0.0,0.0,9.07,9.07,9.07,0.0,0.0,9.17,9.17,9.17,0.0,0.0
2019-02-03,9.16,9.16,9.16,0.0,0.0,9.22,9.22,9.22,0.0,0.0,9.14,9.14,9.14,0.0,0.0,9.17,9.17,9.17,0.0,0.0
2019-02-10,9.17,9.17,9.17,0.0,0.0,9.39,9.39,9.39,0.0,0.0,9.17,9.17,9.17,0.0,0.0,9.32,9.32,9.32,0.0,0.0
2019-02-17,9.35,9.35,9.35,0.0,0.0,9.45,9.45,9.45,0.0,0.0,9.35,9.35,9.35,0.0,0.0,9.45,9.45,9.45,0.0,0.0
2019-02-24,9.58,9.58,9.58,0.0,0.0,9.67,9.67,9.67,0.0,0.0,9.54,9.54,9.54,0.0,0.0,9.58,9.58,9.58,0.0,0.0
2019-03-03,9.46,9.46,9.46,0.0,0.0,9.46,9.46,9.46,0.0,0.0,9.09,9.09,9.09,0.0,0.0,9.35,9.35,9.35,0.0,0.0
2019-03-10,9.8,9.8,9.8,0.0,0.0,9.86,9.86,9.86,0.0,0.0,9.78,9.78,9.78,0.0,0.0,9.86,9.86,9.86,0.0,0.0
2019-03-17,10.15,10.15,10.15,0.0,0.0,10.15,10.15,10.15,0.0,0.0,9.79,9.79,9.79,0.0,0.0,9.84,9.84,9.84,0.0,0.0
2019-03-24,9.69,9.69,9.69,0.0,0.0,9.71,9.71,9.71,0.0,0.0,9.63,9.63,9.63,0.0,0.0,9.65,9.65,9.65,0.0,0.0
2019-03-31,9.8,9.8,9.8,0.0,0.0,9.96,9.96,9.96,0.0,0.0,9.8,9.8,9.8,0.0,0.0,9.93,9.93,9.93,0.0,0.0
2019-04-07,10.0,10.0,10.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,9.92,9.92,9.92,0.0,0.0,9.92,9.92,9.92,0.0,0.0
2019-04-14,9.76,9.76,9.76,0.0,0.0,9.76,9.76,9.76,0.0,0.0,9.71,9.71,9.71,0.0,0.0,9.71,9.71,9.71,0.0,0.0
2019-04-21,9.63,9.63,9.63,0.0,0.0,9.74,9.74,9.74,0.0,0.0,9.58,9.58,9.58,0.0,0.0,9.63,9.63,9.63,0.0,0.0
2019-04-28,9.46,9.46,9.46,0.0,0.0,9.47,9.47,9.47,0.0,0.0,9.37,9.37,9.37,0.0,0.0,9.37,9.37,9.37,0.0,0.0
2019-05-05,9.18,9.18,9.18,0.0,0.0,9.38,9.38,9.38,0.0,0.0,9.12,9.12,9.12,0.0,0.0,9.19,9.19,9.19,0.0,0.0
2019-05-12,8.82,8.82,8.82,0.0,0.0,8.83,8.83,8.83,0.0,0.0,8.76,8.76,8.76,0.0,0.0,8.77,8.77,8.77,0.0,0.0
2019-05-19,8.59,8.59,8.59,0.0,0.0,8.66,8.66,8.66,0.0,0.0,8.59,8.59,8.59,0.0,0.0,8.65,8.65,8.65,0.0,0.0
2019-05-26,8.66,8.66,8.66,0.0,0.0,8.66,8.66,8.66,0.0,0.0,8.52,8.52,8.52,0.0,0.0,8.59,8.59,8.59,0.0,0.0
2019-06-02,8.78,8.78,8.78,0.0,0.0,8.94,8.94,8.94,0.0,0.0,8.78,8.78,8.78,0.0,0.0,8.91,8.91,8.91,0.0,0.0
2019-06-09,8.97,8.97,8.97,0.0,0.0,9.05,9.05,9.05,0.0,0.0,8.97,8.97,8.97,0.0,0.0,9.04,9.04,9.04,0.0,0.0
2019-06-16,9.43,9.43,9.43,0.0,0.0,9.57,9.57,9.57,0.0,0.0,9.32,9.32,9.32,0.0,0.0,9.54,9.54,9.54,0.0,0.0
2019-06-23,9.42,9.42,9.42,0.0,0.0,9.47,9.47,9.47,0.0,0.0,9.35,9.35,9.35,0.0,0.0,9.43,9.43,9.43,0.0,0.0
2019-06-30,9.38,9.38,9.38,0.0,0.0,9.58,9.58,9.58,0.0,0.0,9.26,9.26,9.26,0.0,0.0,9.55,9.55,9.55,0.0,0.0
2019-07-07,9.7,9.7,9.7,0.0,0.0,9.84,9.84,9.84,0.0,0.0,9.7,9.7,9.7,0.0,0.0,9.78,9.78,9.78,0.0,0.0
2019-07-14,9.72,9.72,9.72,0.0,0.0,9.81,9.81,9.81,0.0,0.0,9.71,9.71,9.71,0.0,0.0,9.81,9.81,9.81,0.0,0.0
2019-07-21,9.62,9.62,9.62,0.0,0.0,9.63,9.63,9.63,0.0,0.0,9.41,9.41,9.41,0.0,0.0,9.42,9.42,9.42,0.0,0.0
2019-07-28,8.96,8.96,8.96,0.0,0.0,8.99,8.99,8.99,0.0,0.0,8.82,8.82,8.82,0.0,0.0,8.86,8.86,8.86,0.0,0.0
2019-08-04,8.97,8.97,8.97,0.0,0.0,8.97,8.97,8.97,0.0,0.0,8.89,8.89,8.89,0.0,0.0,8.92,8.92,8.92,0.0,0.0
2019-08-11,8.67,8.67,8.67,0.0,0.0,8.79,8.79,8.79,0.0,0.0,8.67,8.67,8.67,0.0,0.0,8.77,8.77,8.77,0.0,0.0
2019-08-18,8.77,8.77,8.77,0.0,0.0,8.77,8.77,8.77,0.0,0.0,8.5,8.5,8.5,0.0,0.0,8.52,8.52,8.52,0.0,0.0
2019-08-25,8.75,8.75,8.75,0.0,0.0,8.78,8.78,8.78,0.0,0.0,8.71,8.71,8.71,0.0,0.0,8.71,8.71,8.71,0.0,0.0
2019-09-01,8.96,8.96,8.96,0.0,0.0,9.02,9.02,9.02,0.0,0.0,8.96,8.96,8.96,0.0,0.0,9.02,9.02,9.02,0.0,0.0
2019-09-08,9.15,9.15,9.15,0.0,0.0,9.2,9.2,9.2,0.0,0.0,9.1,9.1,9.1,0.0,0.0,9.13,9.13,9.13,0.0,0.0
2019-09-15,9.11,9.11,9.11,0.0,0.0,9.16,9.16,9.16,0.0,0.0,9.02,9.02,9.02,0.0,0.0,9.1,9.1,9.1,0.0,0.0
2019-09-22,9.02,9.02,9.02,0.0,0.0,9.11,9.11,9.11,0.0,0.0,9.0,9.0,9.0,0.0,0.0,9.01,9.01,9.01,0.0,0.0
2019-09-29,8.97,8.97,8.97,0.0,0.0,9.07,9.07,9.07,0.0,0.0,8.97,8.97,8.97,0.0,0.0,9.04,9.04,9.04,0.0,0.0
2019-10-06,9.01,9.01,9.01,0.0,0.0,9.11,9.11,9.11,0.0,0.0,9.01,9.01,9.01,0.0,0.0,9.05,9.05,9.05,0.0,0.0
2019-10-13,8.97,8.97,8.97,0.0,0.0,9.12,9.12,9.12,0.0,0.0,8.97,8.97,8.97,0.0,0.0,9.06,9.06,9.06,0.0,0.0
2019-10-20,9.28,9.28,9.28,0.0,0.0,9.36,9.36,9.36,0.0,0.0,9.16,9.16,9.16,0.0,0.0,9.32,9.32,9.32,0.0,0.0
2019-10-27,9.4,9.4,9.4,0.0,0.0,9.8,9.8,9.8,0.0,0.0,9.4,9.4,9.4,0.0,0.0,9.77,9.77,9.77,0.0,0.0
2019-11-03,9.85,9.85,9.85,0.0,0.0,9.85,9.85,9.85,0.0,0.0,9.65,9.65,9.65,0.0,0.0,9.79,9.79,9.79,0.0,0.0
2019-11-10,9.3,9.3,9.3,0.0,0.0,9.34,9.34,9.34,0.0,0.0,9.3,9.3,9.3,0.0,0.0,9.31,9.31,9.31,0.0,0.0
2019-11-17,9.14,9.14,9.14,0.0,0.0,9.2,9.2,9.2,0.0,0.0,9.1,9.1,9.1,0.0,0.0,9.14,9.14,9.14,0.0,0.0
2019-11-24,8.93,8.93,8.93,0.0,0.0,8.93,8.93,8.93,0.0,0.0,8.88,8.88,8.88,0.0,0.0,8.91,8.91,8.91,0.0,0.0
2019-12-01,9.3,9.3,9.3,0.0,0.0,9.4,9.4,9.4,0.0,0.0,9.27,9.27,9.27,0.0,0.0,9.38,9.38,9.38,0.0,0.0
2019-12-08,9.47,9.47,9.47,0.0,0.0,9.55,9.55,9.55,0.0,0.0,9.47,9.47,9.47,0.0,0.0,9.54,9.54,9.54,0.0,0.0
2019-12-15,9.87,9.87,9.87,0.0,0.0,9.9,9.9,9.9,0.0,0.0,9.71,9.71,9.71,0.0,0.0,9.82,9.82,9.82,0.0,0.0
2019-12-22,10.01,10.01,10.01,0.0,0.0,10.02,10.02,10.02,0.0,0.0,9.86,9.86,9.86,0.0,0.0,9.91,9.91,9.91,0.0,0.0
2019-12-29,9.94,9.94,9.94,0.0,0.0,9.96,9.96,9.96,0.0,0.0,9.8,9.8,9.8,0.0,0.0,9.9,9.9,9.9,0.0,0.0
