Date,TGT_stock_Open_average,TGT_stock_Open_max,TGT_stock_Open_min,TGT_stock_Open_volatility,TGT_stock_Open_change,TGT_stock_High_average,TGT_stock_High_max,TGT_stock_High_min,TGT_stock_High_volatility,TGT_stock_High_change,TGT_stock_Low_average,TGT_stock_Low_max,TGT_stock_Low_min,TGT_stock_Low_volatility,TGT_stock_Low_change,TGT_stock_Close_average,TGT_stock_Close_max,TGT_stock_Close_min,TGT_stock_Close_volatility,TGT_stock_Close_change,TGT_stock_Volume_average,TGT_stock_Volume_max,TGT_stock_Volume_min,TGT_stock_Volume_volatility,TGT_stock_Volume_change
2018-01-14,76.725,78.17,74.99,3.180000000000007,1.2900000000000063,77.72749999999999,78.17,77.25,0.9200000000000017,0.5900000000000034,75.655,76.89,74.64,2.25,2.25,76.945,78.1,74.96,3.1400000000000006,3.1400000000000006,8182067,10167886,7083696,3084190,-2359750
2018-01-21,77.83,78.58,76.62,1.9599999999999937,-1.4899999999999949,78.042,78.7,77.02,1.6800000000000068,-1.6200000000000045,76.67,77.84,75.76,2.0799999999999983,-1.759999999999991,77.368,78.58,76.3,2.280000000000001,-1.6299999999999955,6417646,9765064,4981242,4783822,-640356
2018-01-28,75.472,76.67,74.28,2.3900000000000006,-2.3900000000000006,75.946,77.14,74.49,2.6500000000000057,-2.6500000000000057,74.532,76.38,72.72,3.6599999999999966,-3.6599999999999966,75.008,76.8,72.95,3.8499999999999943,-3.8499999999999943,5855789,8706323,3489411,5216912,3318413
2018-02-04,71.968,73.51,69.54,3.969999999999999,-0.6400000000000006,73.646,74.17,72.97,1.2000000000000028,-1.2000000000000028,70.244,72.34,68.39,3.950000000000003,-1.6000000000000085,72.05799999999999,73.25,70.77,2.480000000000004,1.6800000000000068,6906058,8051554,5705455,2346099,1215018
2018-02-11,74.228,76.14,71.86,4.280000000000001,3.010000000000005,75.364,76.81,73.23,3.5799999999999983,3.5799999999999983,73.538,75.31,71.53,3.780000000000001,3.780000000000001,74.57,76.04,71.88,4.160000000000011,3.8200000000000074,4827674,7388726,3428640,3960086,-345547
2018-02-18,73.7675,75.52,72.84,2.6799999999999926,2.6799999999999926,75.195,76.3,73.84,2.4599999999999937,2.4599999999999937,73.09,74.29,71.68,2.6099999999999994,2.6099999999999994,74.065,75.41,72.86,2.549999999999997,2.549999999999997,7048464,8645235,5475570,3169665,-1610424
2018-02-25,75.838,77.74,73.63,4.109999999999999,-2.6200000000000045,76.626,78.43,75.48,2.950000000000003,-1.509999999999991,74.432,75.41,73.0,2.4099999999999966,-1.8800000000000097,75.432,76.9,74.13,2.7700000000000102,-1.75,5914962,7084406,4956236,2128170,-823102
2018-03-04,72.378,74.77,70.38,4.390000000000001,-4.390000000000001,72.986,75.75,70.82,4.930000000000007,-4.930000000000007,70.59,73.95,69.15,4.799999999999997,-4.6200000000000045,71.72,75.14,69.75,5.390000000000001,-4.650000000000006,10185178,20019672,6813029,13206643,-841737
2018-03-11,70.864,71.44,70.05,1.3900000000000006,0.5,71.548,72.1,70.99,1.1099999999999994,0.44000000000001194,70.352,70.88,69.81,1.0699999999999932,0.5999999999999943,70.822,71.17,70.63,0.5400000000000063,0.3199999999999932,5332036,7296979,3665141,3631838,3631838
2018-03-18,70.454,71.18,69.72,1.460000000000008,-1.2000000000000028,71.056,71.77,70.21,1.5600000000000023,-1.1099999999999994,69.468,70.51,67.77,2.740000000000009,-2.3400000000000034,69.762,71.56,67.88,3.680000000000007,-2.460000000000008,4779493,6613977,3214855,3399122,2046140
